year,price
1990,7
1990,7
1990,7
1990,7
1990,7
1990,7
1990,7
1990,7
1990,7
1990,7
1990,7
1990,7.5
1990,7.5
1990,7.5
1990,7.5
1990,7.5
1990,7.5
1990,7.5
1990,7.5
1990,7.5
1990,7.5
1990,7.6999998
1990,7.6999998
1990,7.6999998
1990,7.6999998
1990,7.6999998
1990,7.6999998
1990,7.6999998
1990,7.6999998
1990,7.6999998
1990,7.6999998
1990,7.6999998
1990,7.6999998
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.5
1990,8.75
1990,8.75
1990,8.75
1990,8.75
1990,8.75
1990,8.75
1990,8.75
1990,8.75
1990,8.8999996
1990,8.8999996
1990,8.9499998
1990,8.9499998
1990,8.9499998
1990,8.9499998
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9
1990,9.1999998
1990,9.1999998
1990,9.1999998
1990,9.3000002
1990,9.4499998
1990,9.4499998
1990,9.4499998
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.5
1990,9.6999998
1990,9.6999998
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.75
1990,9.8999996
1990,9.8999996
1990,9.8999996
1990,9.8999996
1990,9.8999996
1990,9.8999996
1990,9.8999996
1990,9.8999996
1990,9.8999996
1990,9.8999996
1990,9.8999996
1990,9.9499998
1990,9.9499998
1990,9.9499998
1990,9.9499998
1990,9.9499998
1990,9.9499998
1990,9.9499998
1990,9.9499998
1990,9.9499998
1990,9.9499998
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10
1990,10.45
1990,10.45
1990,10.45
1990,10.45
1990,10.45
1990,10.45
1990,10.45
1990,10.45
1990,10.45
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.5
1990,10.75
1990,10.75
1990,10.75
1990,10.75
1990,10.95
1990,10.95
1990,10.95
1990,10.95
1990,10.95
1990,10.95
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11
1990,11.25
1990,11.25
1990,11.25
1990,11.25
1990,11.25
1990,11.25
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.5
1990,11.75
1990,11.75
1990,11.95
1990,11.95
1990,11.95
1990,11.95
1990,11.95
1990,11.95
1990,11.95
1990,11.95
1990,11.95
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12
1990,12.08
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.25
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.5
1990,12.65
1990,12.65
1990,12.65
1990,12.65
1990,12.75
1990,12.75
1990,12.75
1990,12.75
1990,12.75
1990,12.75
1990,12.75
1990,12.75
1990,12.75
1990,12.75
1990,12.75
1990,12.75
1990,12.75
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,12.95
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13
1990,13.2
1990,13.2
1990,13.2
1990,13.2
1990,13.2
1990,13.2
1990,13.2
1990,13.2
1990,13.2
1990,13.2
1990,13.2
1990,13.2
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.25
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.4
1990,13.45
1990,13.45
1990,13.45
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.5
1990,13.7
1990,13.7
1990,13.7
1990,13.7
1990,13.7
1990,13.7
1990,13.7
1990,13.75
1990,13.75
1990,13.75
1990,13.75
1990,13.75
1990,13.75
1990,13.75
1990,13.75
1990,13.75
1990,13.9
1990,13.95
1990,13.95
1990,13.95
1990,13.95
1990,13.95
1990,13.95
1990,13.95
1990,13.95
1990,13.95
1990,13.95
1990,13.95
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
1990,14
