item_id,description,division,spanYears,year,up,down,level,all,up12,down12,level12,all12,up_ch_median,down_ch_median,up_ch12_median,down_ch12_median,up_ch_mean,up_ch12_mean,down_ch_mean,down_ch12_mean,up_sh,down_sh,up_sh12,down_sh12,group,yearMax,rankRise,rankRiseLatest,inflationRank,up_sh12_longRun,up_ch12_longRunMean
430418,PLASTIC FOOD STORAGE CONTAINER,5,26,2022,111,72,1092,1275,722,183,132,1037,.14306152,-.24681865,.23674916,-.28673834,.18007341,.39317369,-.25407681,-.32652515,.08705882,.056470588,.69623917,.17647059,504,2022,143,143,143,.33264375,.46384656
440129,PLAYGROUP FEES - PER SESSION,12,17,2022,34,6,1262,1302,312,33,655,1000,.082553193,-.13888891,.07692308,-.06666667,.19618364,.20075837,-.17564973,-.12724699,.026113672,.0046082949,.31200001,.033,1204,2022,535,535,535,.46920937,.16223
410508,PLUMBER-DAYTIME HOURLY RATE,4,33,2022,15,2,1171,1188,95,8,983,1086,.11764706,-.083333336,.21428572,-.017543927,.13879301,.20088726,-.083333336,-.035964955,.012626262,.0016835016,.087476976,.0073664826,403,2022,591,591,591,.3010529,.18544406
212726,PLUMS PER KG/PACK,1,14,2022,455,281,2118,2854,797,619,632,2048,.13422821,-.13043478,.27891153,-.2,.27789944,.50545001,-.16598871,-.23432092,.15942536,.098458305,.38916016,.30224609,101,2022,473,473,473,.36798495,.49497682
210218,"POPCORN, BAG, 10-30G",1,4,2022,201,107,1230,1538,431,307,602,1340,.18181811,-.20000005,.11764701,-.25000003,.19631122,.21716127,-.22814891,-.21482062,.1306892,.069570869,.3216418,.22910447,101,2022,528,528,528,.2862643,.31786567
630165,PORTABLE DIGITAL MUSIC PLAYER,9,3,2022,60,49,652,761,396,64,339,799,.10002,-.066675559,.29005793,-.036678221,.11012641,.35823393,-.05489457,-.19034781,.078843623,.064388961,.49561954,.080100127,901,2022,346,346,346,.4362466,.33546227
630358,PORTABLE DIGITAL STORAGE DEVIC,9,15,2022,132,201,1357,1690,500,670,373,1543,.14306152,-.15789473,.15396459,-.16675931,.24141376,.34794566,-.17875911,-.20317091,.078106508,.11893491,.32404408,.43421906,901,2022,524,524,524,.32817063,.46701267
630162,PORTABLE SPEAKER,9,4,2022,342,290,2405,3037,1168,1143,413,2724,.18585819,-.091169894,.28575513,-.20004,.27069905,1.3313416,-.13052189,-.25981435,.11261113,.095488973,.42878121,.41960353,901,2022,421,421,421,.41958791,.67679405
212402,POTATO CRISPS 25G-50G,1,35,2022,181,18,1922,2121,736,41,825,1602,.05882347,-.056763276,.05882347,-.10526312,.081469901,.09732803,-.099432059,-.10797353,.085337102,.0084865633,.45942572,.025593009,101,2022,390,390,390,.56654465,.10496631
220310,POTATO CRISPS-INDIVIDUAL PACK,11,35,2022,94,11,2391,2496,291,12,599,902,.074175842,-.058823541,.074999928,-.2,.14482364,.17685786,-.088384487,-.18763037,.037660256,.0044070515,.3226164,.01330377,1101,2022,526,526,526,.37760913,.16743189
212404,POTATO CRISPS-MULTI-PACK,1,34,2022,838,345,1884,3067,2180,301,437,2918,.13333337,-.23076925,.18181823,-.20588236,.19042936,.25530857,-.22935903,-.2054096,.27323118,.11248777,.74708706,.10315284,101,2022,93,93,93,.43417588,.18521436
212311,POTATOES- BAKING PR KG,1,19,2022,417,242,2739,3398,774,736,823,2333,.090909109,-.15662651,.17999995,-.24242428,.13437112,.30898419,-.15147907,-.23303469,.12271924,.071218364,.33176169,.31547365,101,2022,516,516,516,.34876385,.25218302
212310,POTATOES- OLD WHITE PER KG,1,19,2022,757,305,2682,3744,1299,690,797,2786,.13333337,-.14893615,.24999999,-.14545457,.17111494,.30298129,-.16052723,-.16916735,.20219018,.081463672,.46625987,.24766691,101,2022,381,381,381,.39334455,.31087765
212309,POTATOES-NEW-PER KG,1,27,2022,452,341,2952,3745,1150,679,879,2708,.13924044,-.16806726,.15789478,-.31818184,.2240524,.31360686,-.20552161,-.28332418,.12069426,.091054738,.42466766,.25073856,101,2022,428,428,428,.44251826,.44646019
630519,POTTED SHRUB,9,22,2022,39,39,602,680,168,85,185,438,.25,-.23094688,.43080276,-.26612246,.41794416,.56989431,-.25874469,-.2842705,.057352941,.057352941,.38356164,.19406393,903,2022,477,477,477,.26464608,.47484231
630510,POTTING COMPOST,9,34,2022,100,21,856,977,478,166,96,740,.14388031,-.25031289,.18450761,-.16759777,.22390047,.50161314,-.27535596,-.24608524,.10235415,.02149437,.64594597,.22432433,903,2022,190,190,190,.31124392,.36296767
211816,POWDERED BABY FORMULA 400-900G,1,13,2022,402,78,1466,1946,1401,312,74,1787,.079999998,-.22131146,.095118932,-.16666667,.10364285,.13500923,-.18686557,-.16502264,.2065776,.04008222,.78399551,.1745943,101,2022,64,64,64,.52944064,.11499359
410614,POWER DRILL-HAMMER ACTION,5,35,2022,156,99,1047,1302,523,246,338,1107,.21323529,-.19999999,.20967741,-.16366611,.20534764,.24901901,-.18999487,-.23884442,.11981567,.076036863,.47244805,.22222222,505,2022,371,371,371,.3917143,.28166312
310430,PRE MIXED SPIRIT 250-330ML,2,3,2022,269,23,1957,2249,1030,82,871,1983,.083333388,-.066666707,.071428619,-.11904757,.10142193,.11365795,-.11480806,-.12033215,.11960872,.010226768,.51941502,.041351486,201,2022,325,325,325,.37029204,.11538593
212527,PRE-PACKED SALAD 100-250G,1,21,2022,203,92,1093,1388,472,267,504,1243,.10101012,-.19999999,.1666666,-.2,.13781844,.19540484,-.19581334,-.20503673,.1462536,.066282421,.37972647,.21480289,101,2022,481,481,481,.25097165,.27321723
630228,PRE-RECORDED DVD (FILM),9,16,2022,35,30,170,235,42,35,104,181,.42857143,-.30000001,.42857143,-.30000001,.55528343,.4872449,-.33571428,-.3203977,.14893617,.12765957,.23204421,.19337016,901,2022,573,573,573,.28423885,.40445071
630229,PRE-RECORDED DVD (NON-FILM),9,16,2022,4,5,76,85,33,12,25,70,.41428572,-.2857143,1,-.42222223,.40714288,1.1679654,-.2882967,-.42729956,.047058824,.05882353,.47142857,.17142858,901,2022,373,373,373,.39361519,.62702155
310110,PREMIUM LAGER - PINT 4.3-7.5%,11,20,2022,411,31,2118,2560,879,25,36,940,.03134793,-.066666685,.066037714,-.07142859,.043050062,.08082439,-.083989456,-.094772711,.16054687,.012109375,.9351064,.026595745,1101,2022,9,9,9,.76296657,.05271985
212408,PREMIUM POTATO CRISPS/CHIPS,1,18,2022,290,299,887,1476,634,206,620,1460,.50375932,-.25,.32666668,-.31818184,.44373205,.45697632,-.28037673,-.28311998,.19647697,.20257452,.43424657,.14109589,101,2022,417,417,417,.48439762,.3432605
630341,PRESCHOOL ACTIVITY TOY,9,19,2022,149,106,1028,1283,565,250,207,1022,.22111109,-.25,.19949999,-.25012505,.26927871,.36804166,-.23190829,-.28914678,.11613406,.082618862,.55283755,.2446184,903,2022,293,293,293,.41479537,.3642447
220209,PRIMARY SCHOOL- FIXED CHARGE,11,20,2022,65,8,1283,1356,336,47,535,918,.043478325,-.037037089,.043478325,-.043478221,.055000946,.067445323,-.045579605,-.056835659,.047935102,.005899705,.36601308,.051198255,1101,2022,490,490,490,.55841964,.36701545
520326,PRIVATE DENTAL EXAMINATION,6,20,2022,70,6,1407,1483,495,35,626,1156,.11237374,-.04887218,.125,-.02631579,.17815197,.15514271,-.10012773,-.13729283,.047201619,.0040458529,.42820069,.030276816,602,2022,423,423,423,.38634411,.1602239
640226,PRIVATE HEALTH CLUB ANNUAL FEE,9,22,2022,52,9,1071,1132,224,56,295,575,.071466863,-.11616161,.10005002,-.088999994,.10600568,.19139361,-.12344456,-.083397739,.045936394,.0079505304,.38956523,.097391307,904,2022,471,471,471,.34224805,.16151263
212940,PROTEIN POWDER 900G-2KG,1,8,2022,458,386,1298,2142,1227,328,334,1889,.21428572,-.17647059,.2,-.12004802,.22077605,.25946137,-.16064884,-.16794765,.21381886,.18020542,.64955002,.17363684,101,2022,185,185,185,.37080595,.32933086
220107,PUB -HOT MEAL,11,33,2022,386,43,2183,2612,779,75,110,964,.058892816,-.077220075,.1260426,-.11111111,.079494402,.15766405,-.11030734,-.14917339,.14777948,.016462481,.80809128,.077800833,1101,2022,57,57,57,.52857709,.14087126
620304,PUSHCHAIR/STROLLER,12,35,2022,122,112,642,876,580,148,75,803,.081081107,-.10612245,.245,-.10000002,.12980509,.51732749,-.11016064,-.15918027,.13926941,.12785389,.72229141,.18430884,1203,2022,120,120,120,.46672615,.35430756
212941,QUICHE 340G-450G,1,5,2022,583,283,1283,2149,1324,127,546,1997,.099999987,-.16666669,.12195122,-.10256413,.14552042,.14818193,-.1653495,-.10411236,.27128896,.13168916,.6629945,.063595392,101,2022,173,173,173,.43955514,.14813331
212734,RASPBERRIES PUNNET OR PER KG,1,5,2022,624,526,2296,3446,1126,699,521,2346,.14545459,-.10033443,.11801241,-.12057275,.19081369,.39926246,-.11925479,-.15134749,.18107951,.15264075,.4799659,.29795396,101,2022,362,362,362,.37615246,.51155281
520241,RAZOR CARTRIDGE BLADES,12,18,2022,81,61,1002,1144,411,216,377,1004,.22636361,-.22580644,.05882353,-.19397745,.24683981,.12873206,-.21930404,-.18867096,.070804194,.053321678,.40936255,.21513945,1201,2022,449,449,449,.5005849,.20244835
520142,RE-USABLE BOTTLE/MUG ADULT,5,3,2022,197,121,1682,2000,805,365,649,1819,.1686144,-.20040001,.1686144,-.2,.282893,.44627172,-.26647693,-.26538128,.098499998,.0605,.44255084,.20065971,504,2022,412,412,412,.3634637,.55364072
410602,READY-MIXED FILLER-INT USE,4,35,2022,196,35,982,1213,777,90,220,1087,.076982342,-.15514815,.12781955,-.16666667,.096456967,.24451053,-.16353592,-.1802472,.16158286,.028854081,.71481138,.082796685,403,2022,125,125,125,.44735181,.17373608
630226,RECORDABLE CD PRICE PER CD,9,18,2022,86,26,1103,1215,385,226,435,1046,.17067313,-.25833333,.20000005,-.31,.20631982,.47053298,-.30232131,-.33715498,.070781894,.021399178,.36806884,.21606119,901,2022,489,489,489,.28091004,.44219568
310421,RED WINE- EUROPEAN 75CL,2,19,2022,371,300,1503,2174,743,367,864,1974,.16666667,-.1875,.16666667,-.14285715,.2122124,.19438769,-.19110219,-.15694301,.17065318,.13799448,.37639311,.18591692,201,2022,482,482,482,.47207814,.17469123
310422,RED WINE- NEW WORLD 75CL,2,19,2022,427,402,1375,2204,691,419,919,2029,.16666667,-.14285715,.16666667,-.14163087,.17648779,.18212441,-.15501469,-.14745025,.19373865,.18239564,.34056187,.20650567,201,2022,511,511,511,.45413601,.16858603
430518,REFUSE SACK FROM PACK OF 10-20,5,30,2022,5,10,79,94,57,2,13,72,.095238119,-.043478221,.11999998,-.21571429,.079653718,.29613429,-.049478237,-.21571429,.05319149,.10638298,.79166669,.027777778,506,2022,62,62,62,.34795198,.247234
520324,RESIDENTIAL HOME,12,21,2022,92,4,1295,1391,684,41,414,1139,.075917989,-.027078502,.071428575,-.041666668,.10340873,.10686056,-.026860807,-.04354623,.066139467,.0028756291,.60052675,.035996489,1204,2022,229,229,229,.64209074,.084655888
220122,RESTAURANT - SWEET COURSE,11,17,2022,294,50,2870,3214,864,105,368,1337,.076069921,-.074074075,.125,-.03338895,.097382233,.16232154,-.088139012,-.063210413,.091474801,.015556938,.64622289,.078534029,1101,2022,188,188,188,.42815357,.11061756
220121,RESTAURANT CUP OF COFFEE,11,17,2022,244,46,2706,2996,646,69,399,1114,.083333254,-.20972213,.10526312,-.080000021,.11224859,.15039128,-.16613464,-.096861236,.081441924,.015353805,.57989228,.06193896,1101,2022,251,251,251,.39438635,.1159412
220128,RESTAURANT MAIN COURSE,11,7,2022,526,78,2706,3310,1146,72,144,1362,.05369129,-.035842296,.099999957,-.029962588,.069056265,.12944771,-.064305916,-.063132279,.15891239,.023564955,.84140968,.052863438,1101,2022,41,41,41,.57159328,.096555404
210217,RICE MICRO POUCH/TRAY 220-280G,1,7,2022,193,160,1898,2251,360,452,1232,2044,.1290323,-.30000001,.14285718,-.1666667,.27349961,.26675647,-.26699027,-.16636157,.085739672,.071079522,.17612524,.22113504,101,2022,582,582,582,.23009638,.36870658
310425,ROSE WINE-75CL BOTTLE,2,14,2022,139,127,850,1116,395,234,340,969,.14285715,-.14285715,.125,-.11123471,.18348476,.16318218,-.16355821,-.11527865,.12455197,.11379928,.40763673,.24148607,201,2022,450,450,450,.4440425,.16178989
210913,ROTISSERIE CHICKEN [WHOLE],1,14,2022,39,7,235,281,122,1,10,133,.085141942,-.18181819,.085141942,-.20199999,.17799783,.11205913,-.26478383,-.20199999,.13879004,.024911031,.91729325,.0075187972,101,2022,13,13,13,.46666077,.12433165
310427,RUM WHITE EG BACARDI 70CL BOTT,2,10,2022,480,327,1308,2115,618,307,842,1767,.14285715,-.16216215,.071428575,-.15151516,.15360309,.12648201,-.15755849,-.14763097,.22695035,.15460993,.34974533,.1737408,201,2022,504,504,504,.32995132,.13818492
220303,SANDWICH-TAKE-AWAY (COLD),11,35,2022,404,44,2355,2803,1481,138,305,1924,.061862208,-.086270891,.11320753,-.14285712,.098482713,.15779667,-.12091943,-.1902837,.14413129,.015697466,.76975054,.07172557,1101,2022,78,78,78,.49928135,.12949289
211014,SAUSAGES-PORK-PER KG,1,35,2022,353,140,1653,2146,1173,181,373,1727,.1004016,-.10810812,.13636361,-.22661866,.13125843,.18375802,-.13506688,-.18892668,.16449209,.065237649,.67921251,.10480602,101,2022,161,161,161,.4851723,.16124184
430409,SCISSORS - HOUSEHOLD,5,35,2022,120,37,848,1005,398,108,197,703,.062539086,-.2,.25,-.33333334,.16411629,.85465294,-.22942449,-.35035226,.11940298,.036815919,.56614512,.15362731,504,2022,268,268,268,.30803803,.48872924
410625,SCREWDRIVER,5,26,2022,159,27,1310,1496,812,100,439,1351,.060606077,-.16666667,.2,-.19999997,.11078306,.3038373,-.18277527,-.20219421,.10628342,.018048128,.60103625,.074019246,505,2022,226,226,226,.37460884,.3096447
220210,SECONDARY SCHOOL- CAFETERIA,11,20,2022,70,8,1301,1379,334,74,505,913,.045715779,-.053739127,.065784097,-.043478221,.079225682,.090183169,-.092098102,-.077247098,.05076142,.0058013052,.36582693,.081051476,1101,2022,491,491,491,.52400851,.07220985
630526,"SEEDS,PKT,SPEC VAR(SEASONAL)",9,4,2022,64,35,874,973,332,135,390,857,.26355916,-.45945945,.26315796,-.48076919,.52770823,.35883558,-.41796347,-.41856152,.065775953,.035971224,.38739789,.15752625,903,2022,474,474,474,.36448467,.55466497
520253,SELF TANNING PRODUCT,12,3,2022,450,339,1890,2679,780,471,1079,2330,.5011037,-.33382353,.25,-.33333334,.43850365,.44011927,-.30060178,-.31532601,.16797313,.12653975,.33476394,.20214592,1201,2022,514,514,514,.33947101,.65427601
620307,SELF-DRIVE CAR HIRE BASIC 24HR,7,30,2022,232,146,1727,2105,1377,226,182,1785,.22222222,-.18274583,.46153846,-.14192209,.3687467,.69644481,-.23894823,-.16867682,.11021378,.069358669,.77142859,.12661065,702,2022,75,75,75,.42767829,.24126399
620303,SELF-DRIVE VAN HIRE,7,35,2022,173,69,2171,2413,1298,203,592,2093,.1,-.12089241,.13622901,-.17941952,.15674241,.17198627,-.16807649,-.2106474,.071694985,.02859511,.62016243,.096989967,702,2022,206,206,206,.41777533,.15581404
430143,"SETTEE,NON LEATHER - SEE HELP",5,4,2022,459,306,1592,2357,1481,295,152,1928,.1112347,-.15125749,.14319809,-.20014296,.17515527,.28234395,-.16097261,-.23400705,.19473907,.12982605,.76815355,.1530083,501,2022,81,81,81,.56645727,.24565604
520226,SHAMPOO-250-400ML,12,27,2022,225,160,1057,1442,425,273,565,1263,.50179213,-.5,.25,-.3142857,.55835408,.47343954,-.37593135,-.29860997,.15603329,.110957,.33650041,.21615201,1201,2022,513,513,513,.35292485,.35688204
430535,SHEET OF WRAPPING PAPER,9,18,2022,96,27,2198,2321,295,203,1066,1564,.20000005,-.25,.25999999,-.39999998,.17605904,.5322625,-.27406743,-.36902067,.041361481,.011632917,.18861893,.1297954,905,2022,581,581,581,.20671433,.37944895
211709,SHOP MILK-WHOLE MILK-4PT/2LTR,1,33,2022,1009,92,1243,2344,1978,23,110,2111,.06896545,-.07142859,.19999997,-.14285715,.072974369,.20958355,-.093281545,-.10858513,.43046075,.039249148,.9369967,.01089531,101,2022,8,8,8,.44004321,.092379831
520238,SHOWER GEL 150-250ML,12,20,2022,216,207,1055,1478,592,358,364,1314,.79999995,-.54773873,.13636364,-.52499998,.75975448,.36352,-.41269067,-.43104258,.14614344,.14005412,.45053273,.27245054,1201,2022,401,401,401,.28296879,.44516194
410631,SHOWER HEAD,4,16,2022,139,64,1191,1394,742,205,265,1212,.11111111,-.11188062,.1432578,-.21052632,.1614709,.28291363,-.1547159,-.24793676,.099713057,.045911048,.61221123,.16914192,403,2022,211,211,211,.43126673,.35274079
430122,SINGLE BED-WIDTH 90CM/3FT,5,26,2022,27,41,128,196,127,13,29,169,.11111111,-.16722408,.19333333,-.21052632,.1416271,.295044,-.19297379,-.29103324,.1377551,.20918368,.75147927,.07692308,501,2022,91,91,91,.43061644,.30899709
210106,SIX BREAD ROLLS-WHITE/BROWN,1,35,2022,149,27,944,1120,787,66,76,929,.083333254,-.11764708,.15942031,-.16048168,.10098487,.23793095,-.14810833,-.23200308,.13303572,.024107143,.84714746,.071044132,101,2022,38,38,38,.4522813,.15970229
630317,"SLEEPING BAG, ADULT",9,35,2022,134,126,733,993,401,298,196,895,.33333334,-.23076923,.20006676,-.33333334,.40126809,.46854642,-.22763401,-.31519815,.13494462,.12688822,.44804469,.3329609,903,2022,406,406,406,.35728461,.31498709
430623,SMALL CAGED MAMMAL,9,18,2022,4,1,836,841,49,4,406,459,.20833334,-.2,.16736402,-.40000001,.2084063,.52266395,-.2,-.40000001,.0047562425,.0011890606,.10675381,.0087145967,903,2022,588,588,588,.28962156,.20748903
430407,"SMALL SAUCEPAN,MILK",5,35,2022,220,93,853,1166,463,228,138,829,.0625,-.15384616,.57894737,-.25,.16604501,.60363436,-.16792378,-.30694655,.18867925,.079759866,.55850422,.27503017,504,2022,280,280,280,.37209293,.42836386
212725,SMALL TYPE ORANGES PER PACK/KG,1,15,2022,433,337,1665,2435,709,481,540,1730,.2,-.16666669,.15384613,-.15348838,.26595092,.32052866,-.19397907,-.17124224,.17782341,.13839836,.40982658,.27803469,101,2022,445,445,445,.42079777,.29324025
420103,SMOKELESS FUEL 50KG,4,35,2022,292,37,671,1000,653,59,94,806,.080213897,-.03533569,.13651878,-.083333336,.09642107,.18370384,-.054024845,-.11498243,.292,.037,.81017369,.073200993,405,2022,53,53,53,.66299665,.07094276
430140,SOFA BED,5,35,2022,314,173,1041,1528,1021,126,58,1205,.099068716,-.19917013,.2,-.17331557,.16334073,.42720047,-.17169394,-.21603896,.20549738,.11321989,.84730291,.10456432,501,2022,36,36,36,.47051427,.3304556
211511,SOFT CONTINENTAL CHEESE - KG,1,11,2022,611,219,1295,2125,1412,174,328,1914,.13636364,-.2,.20833333,-.17075832,.16394776,.2477282,-.17795134,-.17489146,.28752941,.10305882,.73772204,.090909094,101,2022,104,104,104,.32959837,.22551867
640243,SOFT PLAY SESSION TIME PERIOD,9,5,2022,74,3,1299,1376,246,9,188,443,.11111111,-.10050251,.11111111,-.1,.13037372,.15470842,-.14526555,-.12666668,.053779069,.0021802327,.55530477,.020316027,904,2022,286,286,286,.41434327,.14068411
520130,SOLID GOLD RING 9CT,12,20,2022,171,44,1396,1611,703,101,468,1272,.14285715,-.16072196,.1557789,-.14829659,.16735098,.26279935,-.17182685,-.2227349,.10614525,.027312228,.55267298,.079402514,1203,2022,294,294,294,.47216371,.29435518
310426,SPARKLING WINE 75CL MIN 11%ABV,2,12,2022,490,327,1243,2060,888,524,472,1884,.2,-.1875,.10486095,-.11111111,.19787933,.16394632,-.18025284,-.12250954,.23786408,.15873787,.47133759,.27813163,201,2022,374,374,374,.4293344,.18231092
310220,SPEC'Y BEER BOTT 500ML 4-5.5,2,8,2022,314,83,1691,2088,1141,260,518,1919,.10000002,-.16129033,.093749985,-.083333321,.11934723,.11984593,-.16504201,-.10623981,.15038314,.039750956,.59458053,.13548723,201,2022,236,236,236,.33194628,.12506177
520138,SPECTACLE FRAMES WITH LENSE,6,12,2022,29,8,1148,1185,129,97,804,1030,.063218392,-.1010101,.11875,-.20100503,.14729641,.22513224,-.10440712,-.2174048,.024472574,.0067510549,.12524273,.094174758,601,2022,585,585,585,.16199611,.30248791
310309,SPIRIT BASED DRINK 275ML,11,22,2022,272,17,1638,1927,575,19,75,669,.042857219,-.079155661,.085714273,-.074074067,.051087156,.09826304,-.089318387,-.1851795,.14115205,.0088220034,.85949177,.028400598,1101,2022,30,30,30,.61119169,.062174391
211305,SPREADABLE BUTTER,1,10,2022,859,493,958,2310,1775,244,61,2080,.1875,-.2,.21428572,-.15384616,.20386671,.27354071,-.18644629,-.13282189,.37186146,.21341991,.85336536,.11730769,101,2022,33,33,33,.44940683,.25865337
630357,SQUASH/TENNIS RACQUET,9,17,2022,88,57,788,933,410,130,266,806,.15396459,-.16,.26190478,-.23341113,.265793,.48068702,-.19169466,-.30678329,.094319403,.061093248,.50868487,.16129032,903,2022,334,334,334,.34013271,.51310241
220214,STAFF RESTAURANT MAIN COURSE,11,35,2022,57,18,365,440,99,15,13,127,.083333254,-.10818711,.14265926,-.16666663,.12676278,.36246076,-.14268099,-.18787915,.12954545,.040909089,.77952754,.11811024,1101,2022,67,67,67,.4983944,.19111012
220208,STAFF RESTAURNT HOT SNACK ITEM,11,23,2022,52,14,397,463,81,29,24,134,.071428597,-.15555555,.19999999,-.21296297,.09739095,.66261208,-.15745945,-.31085056,.11231101,.030237582,.60447758,.21641791,1101,2022,222,222,222,.41160217,.30700409
430419,STAINLESS STEEL CUTLERY SET,5,22,2022,153,77,1342,1572,828,206,319,1353,.125,-.21428572,.25,-.25,.1895197,.78336924,-.21245459,-.27165085,.097328246,.048982188,.6119734,.15225425,504,2022,213,213,213,.31762108,.45199889
520137,STERLING SILVER EARRINGS,12,15,2022,165,129,1411,1705,454,356,584,1394,.25,-.27272728,.16694492,-.27272728,.35907203,.32387227,-.30357468,-.31980962,.096774191,.075659826,.32568148,.25538021,1203,2022,522,522,522,.36362016,.48262736
310219,STOUT - 4 CAN PACK,2,11,2022,312,129,1428,1869,1068,153,422,1643,.090909094,-.14285715,.05882353,-.052631579,.093442313,.23670183,-.12045341,-.061856892,.16693419,.069020867,.65003043,.093122341,201,2022,182,182,182,.35489258,.13741228
212720,STRAWBERRIES PER KG OR PUNNET,1,24,2022,550,649,822,2021,1028,270,176,1474,.2,-.12399998,.20072263,-.14869471,.27056009,.34405226,-.16574395,-.21591647,.2721425,.32112816,.69742197,.18317503,101,2022,141,141,141,.42672035,.47819895
212101,SUGAR -GRANULATED-WHITE-PER KG,1,35,2022,246,58,1979,2283,833,229,909,1971,.07142859,-.13333337,.13333337,-.13333337,.13366935,.1477558,-.16621765,-.16144064,.10775296,.025405169,.4226281,.11618467,101,2022,432,432,432,.50632232,.13692859
520235,SUNSCREEN - SPEC SIZE/SPF,12,22,2022,60,67,900,1027,269,226,454,949,.15390538,-.255,.16666667,-.2857143,.27584022,.31924132,-.26373258,-.32345849,.058422592,.065238558,.28345627,.23814541,1201,2022,555,555,555,.34793606,.39867616
212535,SWEET POTATO PER KG OR EACH,1,5,2022,574,299,3613,4486,1481,985,1019,3485,.090000033,-.083333351,.11180121,-.13636367,.11398638,.17249012,-.11857943,-.18815069,.12795363,.066651806,.42496413,.28263989,101,2022,425,425,425,.35730246,.26836544
212224,"SWEETS, NOT CHOC, 150-250G BAG",1,11,2022,136,80,1458,1674,485,93,773,1351,.35000002,-.33333334,.13333337,-.25925928,.34971923,.19889913,-.29424554,-.252639,.081242532,.047789726,.35899335,.068837896,101,2022,498,498,498,.20333587,.29598013
640219,SWIMMING POOL ADM STND ADULT,9,30,2022,122,7,1570,1699,315,33,180,528,.043961361,-.1875,.043478325,-.16666667,.078865327,.070573114,-.20718233,-.21601112,.071806945,.0041200705,.59659094,.0625,904,2022,234,234,234,.73314738,.0708187
220327,T'AWAY COOKED SAVOURY PASTRY,11,5,2022,415,9,1404,1828,1193,30,146,1369,.047619119,-.14999998,.099999987,-.12500007,.058908079,.10481857,-.15680824,-.18891072,.22702406,.0049234135,.87143898,.021913806,1101,2022,27,27,27,.57742465,.091019221
430322,TABLE LAMP,5,22,2022,279,192,1775,2246,1047,391,300,1738,.14289796,-.20000002,.32653061,-.28581637,.37300706,.61270756,-.22324331,-.32970384,.12422084,.085485309,.60241657,.22497123,501,2022,225,225,225,.35655233,.62000275
220326,TAKEAWAY CHICKEN & CHIPS,11,11,2022,136,13,744,893,490,62,145,697,.080000021,-.06034489,.1290323,-.11246528,.098032147,.15246552,-.074114829,-.16535676,.15229563,.014557671,.70301288,.088952653,1101,2022,137,137,137,.48063645,.1150099
220321,TAKEAWAY COFFEE LATTE,11,20,2022,287,27,1643,1957,1002,58,151,1211,.05882347,-.068965532,.11999998,-.056603808,.072557375,.15180282,-.075625092,-.070381477,.14665304,.013796628,.82741535,.047894303,1101,2022,47,47,47,.51700521,.094473742
220320,TAKEAWAY SOFT DRINK,11,21,2022,392,33,2341,2766,1490,111,335,1936,.052631591,-.05839419,.076923005,-.05917161,.073656492,.13319542,-.11134633,-.089201361,.14172089,.011930586,.76962811,.05733471,1101,2022,79,79,79,.49625289,.12179492
520206,TAMPONS-PACK OF 10-20,12,35,2022,214,117,1841,2172,666,279,1161,2106,.086493507,-.12500003,.087336265,-.080267563,.12687585,.1380043,-.12212659,-.09877383,.098526701,.053867403,.31623933,.13247864,1201,2022,532,532,532,.3998442,.19526823
220305,TEA -TAKE-AWAY,11,35,2022,242,16,1718,1976,883,60,365,1308,.083683386,-.10816212,.14285724,-.091743141,.096994087,.1836202,-.20139149,-.14186376,.12246963,.0080971662,.67507643,.04587156,1101,2022,165,165,165,.4006311,.15180151
211901,TEA BAGS PKT OF 80 (230G-250G),1,35,2022,244,175,907,1326,599,157,386,1142,.15217398,-.2,.15217398,-.125,.24269202,.26509449,-.21300405,-.17523944,.18401207,.13197587,.52451837,.13747811,102,2022,319,319,319,.42996359,.16561472
211904,TEA BAGS-2-PACKET OF 240,1,20,2022,402,330,871,1603,818,270,442,1530,.25,-.22619045,.1461318,-.11111111,.26276088,.24668518,-.21955551,-.12916668,.25077978,.20586401,.53464055,.17647059,102,2022,305,305,305,.39520723,.22730581
630159,"TELEVISION 39"" OR SMALLER",9,5,2022,522,858,1073,2453,635,1157,183,1975,.11111728,-.091050006,.12500781,-.1438849,.13858494,.15496083,-.09675543,-.16402331,.21280065,.34977579,.32151899,.58582276,901,2022,529,529,529,.38241398,.20310035
630160,"TELEVISION 40"" OR LARGER",9,5,2022,372,959,865,2196,473,1200,54,1727,.12531328,-.079155676,.17921147,-.26174098,.15874565,.35899842,-.099717282,-.23945276,.1693989,.43670309,.27388534,.69484657,901,2022,561,561,561,.44299108,.33643922
640224,TEN-PIN BOWLING PER GAME,9,23,2022,81,15,1233,1329,241,62,173,476,.043795649,-.042553216,.06666667,-.078620717,.056238379,.082874559,-.061813377,-.077405341,.060948081,.011286682,.50630254,.13025211,904,2022,336,336,336,.48445946,.10652291
640212,THEATRE ADULT EVES-FRONT STLLS,9,35,2022,310,263,287,860,111,72,32,215,.16271374,-.15000001,.16666667,-.15715292,.2414162,.29178247,-.1737882,-.17533444,.36046511,.30581397,.51627904,.33488372,904,2022,326,326,326,.51052189,.28215367
520213,TISSUES-LARGE SIZE BOX,12,35,2022,154,29,700,883,478,154,159,791,.12499996,-.20000002,.14999998,-.25,.1511538,.28121006,-.18631592,-.2270083,.17440544,.032842584,.60429835,.19469027,1201,2022,223,223,223,.48634842,.19249326
