item_id,description,division,spanYears,year,up,down,level,all,up12,down12,level12,all12,up_ch_median,down_ch_median,up_ch12_median,down_ch12_median,up_ch_mean,up_ch12_mean,down_ch_mean,down_ch12_mean,up_sh,down_sh,up_sh12,down_sh12,group,yearMax,rankRise,rankRiseLatest,inflationRank,up_sh12_longRun,up_ch12_longRunMean
430536,TOILET ROLLS,12,18,2022,274,39,987,1300,810,142,188,1140,.090909109,-.1,.14285715,-.125,.11434632,.20673998,-.09407407,-.13230407,.21076924,.029999999,.71052629,.12456141,1201,2022,129,129,129,.47250101,.14187087
212917,TOMATO KETCHUP BOTTLE 340-570G,1,34,2022,337,166,1235,1738,1434,149,90,1673,.17187503,-.13043477,.24137923,-.67500001,.19384132,.28962973,-.16044259,-.59061909,.19390103,.095512085,.85714287,.089061566,101,2022,32,32,32,.49865055,.16428813
520244,TOOTHBRUSH,12,16,2022,337,292,1481,2110,591,566,785,1942,.5,-.33333334,.47368419,-.28571427,.52110261,.67875892,-.32984293,-.28216082,.15971564,.13838862,.30432543,.29145211,1201,2022,544,544,544,.32365,.55996227
520209,TOOTHPASTE (SPECIFY SIZE),12,35,2022,186,139,963,1288,498,199,490,1187,.5,-.44444445,.2506265,-.31818184,.61363494,.56753987,-.3989104,-.297225,.14440994,.10791925,.41954508,.16764954,1201,2022,434,434,434,.43452591,.29062074
510324,TROUSERS  FOR SCHOOL 5-13 YRS,3,21,2022,246,184,2072,2502,851,350,811,2012,.18181819,-.2,.22222222,-.22222222,.29562941,.32831722,-.23633035,-.26969826,.098321341,.073541164,.42296222,.17395626,301,2022,431,431,431,.2830255,.33862442
430355,VACUUM CLEANER,5,12,2022,497,447,1218,2162,1071,635,154,1860,.14302047,-.125,.14287756,-.14568986,.24800877,.29881257,-.18013024,-.20172037,.22987974,.206753,.57580644,.34139785,503,2022,257,257,257,.45935532,.34504077
410621,VARNISH-CLEAR GLOSS-750ML-1LTR,4,30,2022,198,35,1017,1250,961,76,77,1114,.065955319,-.15143321,.12570359,-.080157816,.11629498,.172454,-.19528659,-.14493568,.1584,.028000001,.86265707,.06822262,403,2022,28,28,28,.46881455,.17313045
212942,VEGETABLE CRISPS PACK 80-125G,1,3,2022,255,180,1172,1607,577,249,778,1604,.17499995,-.2105263,.14999998,-.13043477,.35208738,.25283217,-.25150207,-.18413489,.15868077,.11200996,.35972568,.15523691,101,2022,496,496,496,.31369397,.375054
212905,VEGETABLE PICKLE 280-520G,1,35,2022,308,87,2092,2487,1416,117,535,2068,.12658224,-.2647059,.068181753,-.21875001,.1924978,.14730649,-.2487184,-.22244805,.12384399,.034981906,.68471956,.056576401,101,2022,153,153,153,.50704217,.13176274
212533,VEGETABLE STIR FRY FRESH PACK,1,10,2022,192,32,1652,1876,768,38,1145,1951,.066666685,-.1225,.16000004,-.099999987,.093185164,.25048485,-.12690809,-.14292474,.10234541,.01705757,.39364427,.01947719,101,2022,465,465,465,.18384489,.22299162
220325,VENDING MACHINE - SOFT DRINK,11,16,2022,40,11,471,522,61,8,64,133,.10000002,-.090909109,.12499996,-.219697,.12009418,.17432873,-.090793125,-.22286746,.07662835,.021072797,.45864663,.060150377,1101,2022,392,392,392,.30749118,.18092157
310302,VODKA (PER NIP) SPECIFY ML,11,35,2022,397,34,2229,2660,853,25,73,951,.031746,-.056349188,.073529407,-.088607632,.055510625,.12392221,-.095850557,-.12292984,.14924812,.012781955,.8969506,.026288118,1101,2022,18,18,18,.70907587,.075896777
310403,VODKA-70 CL BOTTLE,2,35,2022,513,308,1185,2006,839,294,711,1844,.14285715,-.15662652,.066260464,-.125,.14410499,.13625856,-.16026545,-.1274479,.2557328,.15353937,.45498917,.159436,201,2022,397,397,397,.48147273,.088905722
510534,WALKING/HIKING BOOT,3,11,2022,144,103,1079,1326,530,318,271,1119,.19264689,-.2,.12,-.20000871,.25558719,.19012921,-.1964875,-.22897039,.10859729,.077677228,.47363716,.28418231,302,2022,370,370,370,.42985725,.26586622
520132,WALL HANGING MIRROR UPTO 1.5SQ,5,19,2022,209,146,1753,2108,803,372,414,1589,.16666667,-.20041162,.2,-.26969698,.25550154,.40211478,-.21822238,-.30157515,.099146113,.069259964,.50534928,.23410951,501,2022,337,337,337,.34913942,.94032586
410629,WALLPAPER PER ROLL,4,18,2022,154,55,720,929,579,82,158,819,.11111111,-.2,.12515645,-.16167203,.17264016,.16611114,-.22646621,-.19741388,.16576965,.059203446,.70695972,.1001221,403,2022,133,133,133,.40961424,.38050631
430540,WASHING LIQUID 800ML/1.5LTR,5,4,2022,529,355,1047,1931,1197,276,215,1688,.21111107,-.18181819,.375,-.16666667,.23224978,.39345178,-.20250607,-.20259593,.27395132,.18384257,.70912319,.1635071,506,2022,130,130,130,.38526425,.363437
430361,WASHING MACH NO DRYER MAX 1800,5,8,2022,739,640,881,2260,1263,634,137,2034,.11128776,-.091074683,.13452192,-.074575864,.13993731,.17343129,-.11125752,-.10957944,.32699114,.28318584,.62094396,.31170109,503,2022,205,205,205,.50158548,.22519942
440116,WASHING MACHINE REPAIR,5,24,2022,34,2,1069,1105,237,28,646,911,.13226745,-.12878788,.12857144,-.094339624,.14001514,.15668254,-.12878788,-.10213351,.030769231,.0018099548,.26015368,.030735455,503,2022,565,565,565,.29220653,.20677011
430507,WASHING UP LIQUID 380-900ML,5,35,2022,307,96,1518,1921,1068,206,507,1781,.12244898,-.18181822,.24999999,-.32916665,.19355956,.44889027,-.16827582,-.24748877,.1598126,.049973972,.59966314,.11566535,506,2022,230,230,230,.42924824,.17639925
440131,WATCH BATTERY REPLACEMENT,12,14,2022,22,10,1561,1593,90,18,581,689,.15192309,-.063527934,.22222222,-.063527934,.1778546,.92779446,-.13699897,-.21398087,.01381042,.0062774639,.13062409,.026124818,1203,2022,584,584,584,.24843726,.48912957
440126,WEEKLY NANNY FEES,5,18,2022,7,0,359,366,43,18,233,294,.25,,.25,-.07692308,.25656012,.21365158,,-.11680912,.019125683,0,.1462585,.06122449,506,2022,583,583,583,.32538757,.12392095
610241,WHEEL ALIGNMENT,7,4,2022,55,12,714,781,242,55,300,597,.087051138,-.12070237,.09375,-.076982237,.10625342,.11679431,-.10883822,-.083359078,.070422538,.015364917,.40536013,.092127301,702,2022,453,453,453,.25108838,.16446172
310301,WHISKY (PER NIP) SPECIFY ML,11,35,2022,337,90,2234,2661,621,241,97,959,.04878056,-.28976771,.072916642,-.44814816,.13701233,.1048043,-.23561989,-.40015119,.12664412,.03382187,.64754951,.25130343,1101,2022,187,187,187,.69305414,.076655656
310401,WHISKY-70 CL BOTTLE,2,35,2022,281,209,751,1241,505,200,396,1101,.14285715,-.14705883,.074589148,-.10882353,.14537756,.11591993,-.14090557,-.11759765,.2264303,.16841257,.45867392,.18165304,201,2022,391,391,391,.49551392,.093312278
210111,WHITE SLICED LOAF BRANDED 750G,1,19,2022,333,35,1040,1408,911,52,218,1181,.076923095,-.076923005,.13636361,-.076923005,.085793994,.15998858,-.077240162,-.084323898,.23650569,.024857955,.77138019,.044030484,101,2022,76,76,76,.51464254,.13531238
310419,WHITE WINE- EUROPEAN 75CL,2,19,2022,292,221,1435,1948,905,405,543,1853,.11123471,-.14285715,.15384616,-.083333336,.1610477,.20833337,-.15732005,-.11116265,.14989734,.11344969,.48839718,.2185645,201,2022,351,351,351,.49056864,.1525505
310420,WHITE WINE- NEW WORLD 75CL,2,19,2022,368,291,1446,2105,744,420,726,1890,.16666667,-.14285715,.125,-.125,.22170024,.22763954,-.18220297,-.12470529,.17482185,.13824227,.3936508,.22222222,201,2022,464,464,464,.46052575,.18774673
210320,WHOLE SPONGE CAKE NOT FROZEN,1,23,2022,293,124,746,1163,785,44,129,958,.11999998,-.2166667,.16806716,-.19090909,.19009313,.32289428,-.23725793,-.17017283,.25193465,.10662081,.81941545,.045929018,101,2022,51,51,51,.41146007,.19661424
210113,WHOLEMEAL SLICED LOAF BRANDED,1,19,2022,300,48,984,1332,810,89,206,1105,.090909109,-.076923005,.13043477,-.090909109,.097129308,.15669546,-.090673618,-.16843428,.22522523,.036036037,.73303169,.080542989,101,2022,111,111,111,.4896495,.12901491
430625,WILD BIRD SEED PACK 500G-2KG,9,9,2022,158,23,1015,1196,785,82,177,1044,.13746628,-.19512194,.20080321,-.53333336,.16844444,.47184166,-.19004908,-.44766769,.13210702,.01923077,.75191569,.078544058,903,2022,90,90,90,.32454118,.57552034
440113,WINDOW-CLEAN 3-BED SEMI,5,28,2022,56,9,1661,1726,426,130,948,1504,.14285715,-.1,.16666667,-.15000001,.21384193,.25903085,-.13006052,-.16138278,.032444958,.0052143685,.28324467,.086436167,506,2022,556,556,556,.32452592,.1860638
610221,WINDSCREEN WIPER BLADES,7,30,2022,154,73,1078,1305,486,169,450,1105,.052673168,-.063241139,.15593646,-.071428575,.10375454,.32369456,-.14723311,-.1512807,.11800766,.055938698,.43981901,.15294118,702,2022,414,414,414,.32518899,.17980777
310310,"WINE, PER 175 - 250 ML SERVING",11,20,2022,352,69,2201,2622,539,283,124,946,.05882347,-.15649453,.085714251,-.26562503,.10460509,.11682067,-.19226946,-.25412393,.13424866,.02631579,.56976742,.29915434,1101,2022,265,265,265,.58548868,.094105542
510529,WOMANS BOOTS,3,19,2022,202,207,1301,1710,801,315,271,1387,.25,-.2857143,.2500625,-.25,.38760164,.535465,-.29131609,-.28858492,.11812866,.12105263,.57750541,.22710887,302,2022,256,256,256,.40264162,.46561792
510233,WOMEN'S CARDIGAN,3,24,2022,451,381,2033,2865,1350,524,452,2326,.30769232,-.25,.28,-.26073527,.47219178,.51261556,-.26753679,-.32866108,.1574171,.1329843,.58039552,.22527945,301,2022,249,249,249,.37639624,.45350736
510219,WOMEN'S CASUAL OUTER JACKET,3,26,2022,462,454,1936,2852,1111,671,544,2326,.33333334,-.25677657,.25,-.22222222,.50120193,.47124889,-.27489826,-.25776491,.16199158,.15918654,.47764403,.28847808,301,2022,365,365,365,.41016608,.5163303
510250,WOMEN'S COAT - SEE HELP SCREEN,3,17,2022,162,297,636,1095,549,407,98,1054,.30434781,-.25006256,.30769232,-.2,.49457532,.5177651,-.26267317,-.26382959,.14794521,.27123287,.52087289,.38614801,301,2022,323,323,323,.4630118,.45159641
510208,WOMEN'S FORMAL JACKET,3,35,2022,351,346,1882,2579,1221,398,336,1955,.16672231,-.20005721,.36363637,-.20833333,.37129325,.56869227,-.23717101,-.24066418,.13609926,.13416053,.62455243,.20358056,301,2022,204,204,204,.39946818,.42945904
520303,WOMEN'S HRDRESSING-CUT/BLOWDRY,12,35,2022,121,7,1601,1729,475,30,261,766,.06666667,-.064885497,.071428575,-.070434779,.086719461,.11206179,-.058259387,-.12480579,.069982648,.0040485831,.62010443,.039164491,1201,2022,207,207,207,.5461241,.10272459
510249,WOMEN'S JEANS- BRANDED,3,19,2022,113,120,719,952,233,189,301,723,.39705881,-.19999999,.20858508,-.1392405,.52577549,.61337155,-.24249949,-.22422631,.11869748,.12605043,.32226834,.2614108,301,2022,527,527,527,.36763313,.40122253
510248,WOMEN'S JEANS- OWN BRAND,3,19,2022,314,152,2315,2781,1187,281,804,2272,.13636364,-.2,.2,-.23728813,.26692665,.31694016,-.22434379,-.24795626,.11290903,.054656599,.52244717,.12367958,301,2022,322,322,322,.32370481,.34859022
510212,WOMEN'S JUMPER,3,35,2022,524,467,1785,2776,1298,682,323,2303,.30050084,-.27272728,.3003003,-.28011206,.54635102,.52497554,-.29429504,-.32141346,.1887608,.16822767,.5636127,.29613549,301,2022,273,273,273,.43061152,.45721588
510223,WOMEN'S LONG SLV TOP-NT BLOUSE,3,26,2022,492,476,1852,2820,1032,955,301,2288,.375,-.3001056,.46446079,-.375,.59144199,.70402586,-.32886046,-.38326985,.17446809,.16879432,.45104894,.41739511,301,2022,400,400,400,.40862003,.6387102
510405,WOMEN'S NIGHTDRESS/PYJAMAS,3,35,2022,426,340,1898,2664,963,696,503,2162,.25,-.30000001,.25,-.23076923,.42368522,.40361702,-.30005321,-.25754738,.1599099,.12762763,.44542092,.32192415,301,2022,409,409,409,.39098355,.38392913
510406,WOMEN'S PANTS,3,35,2022,243,152,2245,2640,673,584,801,2058,.2,-.2173913,.20000005,-.33333334,.28195354,.71111441,-.26733288,-.38772795,.092045456,.057575759,.32701653,.28377065,301,2022,519,519,519,.31746653,.4622559
510506,WOMEN'S SANDALS,3,35,2022,285,203,1625,2113,890,591,195,1676,.2,-.28469241,.19505952,-.21875,.36781809,.45308253,-.28844732,-.23515597,.13487932,.096071936,.53102624,.35262531,302,2022,314,314,314,.416233,.44016936
510530,"WOMEN'S SHOES-FLAT MAX 1"" HEEL",3,19,2022,295,189,2044,2528,920,431,602,1953,.13335112,-.20008004,.2,-.20338982,.26982534,.39874458,-.25118616,-.25697491,.11669303,.074762657,.47107014,.22068612,302,2022,375,375,375,.35532692,.35947353
510256,WOMEN'S SHOWERPROOF JACKET,3,17,2022,195,177,1005,1377,544,378,280,1202,.25,-.2,.2,-.20001,.37603611,.34257704,-.24448249,-.25429556,.1416122,.12854031,.45257902,.31447586,301,2022,399,399,399,.44359249,.51856095
510237,WOMEN'S SKIRT: CASUAL,3,22,2022,524,501,1712,2737,1073,845,323,2241,.2857143,-.2857143,.33333334,-.23076923,.55402195,.55527663,-.30815169,-.27234191,.19145049,.18304713,.47880411,.37706381,301,2022,363,363,363,.42070654,.52235377
510238,WOMEN'S SKIRT: WORK/FORMAL,3,22,2022,423,373,1867,2663,946,737,448,2131,.30000001,-.32432431,.39044949,-.30000001,.52917868,.71114731,-.33525327,-.31036413,.15884341,.14006759,.44392303,.34584701,301,2022,410,410,410,.367908,.523552
510261,WOMEN'S SWEATSHIRT,3,7,2022,440,426,2221,3087,961,740,619,2320,.25,-.25012505,.25,-.2857143,.41640136,.36191738,-.26705107,-.29046291,.1425332,.13799806,.41422415,.31896552,301,2022,438,438,438,.45288801,.38960311
510409,WOMEN'S SWIMWEAR,3,29,2022,192,123,1428,1743,855,469,277,1601,.16669449,-.22727273,.10005002,-.2,.2802394,.2438805,-.23293456,-.2134534,.1101549,.070567988,.53404123,.2929419,301,2022,308,308,308,.39425436,.35618597
510415,WOMEN'S TIGHTS,3,35,2022,168,60,2057,2285,618,365,910,1893,.2,-.16666667,.625,-.40000001,.50915778,1.3599942,-.22786155,-.36857575,.073522978,.026258206,.32646593,.19281563,301,2022,521,521,521,.31112954,.45756981
510517,WOMEN'S TRAINING SHOES,3,26,2022,143,113,1073,1329,649,260,241,1150,.13513513,-.16925676,.15384616,-.16649304,.2169061,.23606792,-.17538117,-.22049284,.1075997,.085026339,.5643478,.22608696,302,2022,270,270,270,.39001828,.29771796
510235,WOMEN'S TROUSERS-CASUAL,3,22,2022,477,407,2009,2893,1055,715,578,2348,.23094688,-.25013897,.2857143,-.21428572,.37006438,.45246205,-.26033512,-.25521961,.16488075,.14068441,.44931856,.30451447,301,2022,402,402,402,.40117928,.46922082
510236,WOMEN'S TROUSERS-FORMAL,3,22,2022,462,352,2087,2901,1196,499,592,2287,.22052732,-.20008004,.33367556,-.23076923,.4804368,.63158512,-.25562039,-.28072485,.15925543,.12133747,.52295583,.21818976,301,2022,320,320,320,.32275033,.44219738
510244,WOMEN'S VEST/STRAPPY TOP,3,22,2022,317,221,2112,2650,925,842,385,2152,.25,-.2857143,.24999996,-.26321274,.53462934,.67854559,-.31774458,-.33848825,.11962264,.083396226,.42983273,.39126393,301,2022,420,420,420,.3440344,.73098648
510215,WOMENS BASIC PLAIN T-SHIRT,3,35,2022,319,176,2264,2759,1210,315,739,2264,.25,-.2857143,.25,-.25,.34708551,.43375206,-.28022245,-.31307614,.1156216,.06379123,.53445232,.13913427,301,2022,307,307,307,.36164171,.51798004
510257,WOMENS BLOUSE / SHIRT 2,3,12,2022,532,449,1926,2907,1405,474,471,2350,.25,-.25641027,.2857143,-.16949153,.43078986,.5164634,-.27345195,-.23729806,.18300654,.15445477,.59787232,.20170213,301,2022,232,232,232,.41276592,.53519857
510206,WOMENS BLOUSE/SHIRT 1,3,35,2022,484,415,1988,2887,1412,579,359,2350,.22222222,-.22222222,.40625,-.21875,.39655852,.58803129,-.25180435,-.26955062,.16764808,.14374784,.60085106,.24638298,301,2022,227,227,227,.41442534,.45530158
510245,WOMENS DRESS -CASUAL/FORMAL,3,21,2022,649,590,1698,2937,1305,844,240,2389,.30769232,-.24307692,.42857143,-.22727273,.50848293,.64917368,-.27114731,-.24743444,.22097379,.20088525,.54625368,.35328588,301,2022,302,302,302,.42502952,.53083456
510260,WOMENS EXERCISE LEGGINGS,3,5,2022,310,249,1764,2323,1011,497,558,2066,.24042901,-.2,.25,-.2,.32829687,.34330702,-.20319004,-.23155923,.13344812,.10718898,.48935139,.24056147,301,2022,350,350,350,.39275762,.32334954
520236,WOMENS HAIR COLOURANT 60-140ML,12,21,2022,156,66,1014,1236,464,84,459,1007,.12294903,-.23494984,.12089807,-.20833333,.19105753,.19824815,-.21553583,-.20213214,.1262136,.053398058,.46077457,.083416089,1201,2022,386,386,386,.34467784,.17912766
520311,WOMENS HIGHLIGHTING,12,29,2022,131,15,1563,1709,457,39,251,747,.05882353,-.1025641,.067415729,-.07692308,.09075252,.11697552,-.13654675,-.08266113,.076653011,.0087770624,.61178046,.052208837,1201,2022,214,214,214,.47275081,.11072287
510258,WOMENS LEGGINGS FULL LENGTH,3,7,2022,202,124,2485,2811,564,345,1355,2264,.2,-.25,.25,-.3479774,.42934611,.47055772,-.27297434,-.34447122,.071860544,.044112414,.24911661,.15238516,301,2022,567,567,567,.23756036,.54643404
510533,WOMENS SHOE,3,12,2022,235,159,1449,1843,1018,253,186,1457,.13333334,-.28579599,.2857143,-.25714287,.33853671,.62044621,-.30274448,-.28313631,.12750949,.086272381,.69869596,.17364447,302,2022,140,140,140,.39974284,.43048298
510259,WOMENS SHORT SLEEVE FORMAL TOP,3,7,2022,513,492,1684,2689,1052,896,210,2158,.30000001,-.2857143,.5,-.33333334,.55507159,.78989559,-.30941793,-.34969586,.19077724,.18296765,.48748842,.41519925,301,2022,354,354,354,.41413602,.60919434
510246,WOMENS SHORT SLEEVE SPORTS TOP,3,21,2022,233,229,1522,1984,804,453,497,1754,.31578946,-.2,.25,-.2,.49951175,.4897427,-.24173817,-.24217318,.11743952,.11542339,.45838085,.25826681,301,2022,394,394,394,.39237237,.42423457
510254,WOMENS SPORTSWEAR SHORTS,3,17,2022,189,158,1232,1579,557,404,420,1381,.2,-.19999999,.27181816,-.18227273,.34892783,.38418746,-.22610451,-.22190323,.11969601,.10006333,.40333092,.29254162,301,2022,456,456,456,.43876031,.4509145
410638,WOODSCREWS STEEL/ZIN PLATED PK,5,8,2022,168,10,1060,1238,826,71,199,1096,.092329547,-.042253483,.23092246,-.15662655,.11711162,.24090858,-.084265321,-.22481009,.13570274,.0080775442,.75364965,.064781025,506,2022,89,89,89,.44199878,.29460156
211814,YOGHURT-SMALL INDIVIDUAL,1,14,2022,285,58,937,1280,796,59,211,1066,.11428569,-.18750004,.1666666,-.18750004,.16806646,.22479963,-.20495661,-.17888966,.22265625,.045312501,.74671668,.055347092,101,2022,95,95,95,.37881353,.18617116
211807,"YOGHURT/FROMAGE 4-6PK, 45-125G",1,24,2022,250,134,816,1200,633,116,253,1002,.155,-.31818184,.15384619,-.25,.26772889,.24049078,-.29198879,-.25151125,.20833333,.11166666,.63173652,.11576846,101,2022,196,196,196,.3655445,.25244051
