quote_date,item_id,name,date,median,price,p,keep,date2,date3,newDate,_merge
199002,220107,A. Pub Meal,25,2.4854167,10,1.7333333,1,01-02-1990,01-02-1990,1990-02-01,matched (3)
199002,220107,A. Pub Meal,25,2.4854167,1020,.24583328,1,01-02-1990,01-02-1990,1990-02-01,matched (3)
199002,220107,A. Pub Meal,25,2.4854167,2030,.12916672,1,01-02-1990,01-02-1990,1990-02-01,matched (3)
199002,220107,A. Pub Meal,25,2.4854167,3040,.17916656,1,01-02-1990,01-02-1990,1990-02-01,matched (3)
199002,220107,A. Pub Meal,25,2.4854167,4050,.19791675,1,01-02-1990,01-02-1990,1990-02-01,matched (3)
199002,220107,A. Pub Meal,25,2.4854167,5060,.22708344,1,01-02-1990,01-02-1990,1990-02-01,matched (3)
199002,220107,A. Pub Meal,25,2.4854167,6070,.1583333,1,01-02-1990,01-02-1990,1990-02-01,matched (3)
199002,220107,A. Pub Meal,25,2.4854167,7080,.27499986,1,01-02-1990,01-02-1990,1990-02-01,matched (3)
199002,220107,A. Pub Meal,25,2.4854167,8090,.36249995,1,01-02-1990,01-02-1990,1990-02-01,matched (3)
199003,220107,A. Pub Meal,26,2.3583333,10,1.5666667,1,01-03-1990,01-03-1990,1990-03-01,matched (3)
199003,220107,A. Pub Meal,26,2.3583333,1020,.27499998,1,01-03-1990,01-03-1990,1990-03-01,matched (3)
199003,220107,A. Pub Meal,26,2.3583333,2030,.14999998,1,01-03-1990,01-03-1990,1990-03-01,matched (3)
199003,220107,A. Pub Meal,26,2.3583333,3040,.14999998,1,01-03-1990,01-03-1990,1990-03-01,matched (3)
199003,220107,A. Pub Meal,26,2.3583333,4050,.2166667,1,01-03-1990,01-03-1990,1990-03-01,matched (3)
199003,220107,A. Pub Meal,26,2.3583333,5060,.23333335,1,01-03-1990,01-03-1990,1990-03-01,matched (3)
199003,220107,A. Pub Meal,26,2.3583333,6070,.1833334,1,01-03-1990,01-03-1990,1990-03-01,matched (3)
199003,220107,A. Pub Meal,26,2.3583333,7080,.3416667,1,01-03-1990,01-03-1990,1990-03-01,matched (3)
199003,220107,A. Pub Meal,26,2.3583333,8090,.4708333,1,01-03-1990,01-03-1990,1990-03-01,matched (3)
199004,220107,A. Pub Meal,27,2.425,10,1.4958334,1,01-04-1990,01-04-1990,1990-04-01,matched (3)
199004,220107,A. Pub Meal,27,2.425,1020,.35416663,1,01-04-1990,01-04-1990,1990-04-01,matched (3)
199004,220107,A. Pub Meal,27,2.425,2030,.13333333,1,01-04-1990,01-04-1990,1990-04-01,matched (3)
199004,220107,A. Pub Meal,27,2.425,3040,.2541666,1,01-04-1990,01-04-1990,1990-04-01,matched (3)
199004,220107,A. Pub Meal,27,2.425,4050,.1875,1,01-04-1990,01-04-1990,1990-04-01,matched (3)
199004,220107,A. Pub Meal,27,2.425,5060,.19583344,1,01-04-1990,01-04-1990,1990-04-01,matched (3)
199004,220107,A. Pub Meal,27,2.425,6070,.2541666,1,01-04-1990,01-04-1990,1990-04-01,matched (3)
199004,220107,A. Pub Meal,27,2.425,7080,.2833333,1,01-04-1990,01-04-1990,1990-04-01,matched (3)
199004,220107,A. Pub Meal,27,2.425,8090,.43916678,1,01-04-1990,01-04-1990,1990-04-01,matched (3)
199005,220107,A. Pub Meal,28,2.4916666,10,1.5479167,1,01-05-1990,01-05-1990,1990-05-01,matched (3)
199005,220107,A. Pub Meal,28,2.4916666,1020,.31875002,1,01-05-1990,01-05-1990,1990-05-01,matched (3)
199005,220107,A. Pub Meal,28,2.4916666,2030,.13958323,1,01-05-1990,01-05-1990,1990-05-01,matched (3)
199005,220107,A. Pub Meal,28,2.4916666,3040,.32916689,1,01-05-1990,01-05-1990,1990-05-01,matched (3)
199005,220107,A. Pub Meal,28,2.4916666,4050,.15624976,1,01-05-1990,01-05-1990,1990-05-01,matched (3)
199005,220107,A. Pub Meal,28,2.4916666,5060,.19375014,1,01-05-1990,01-05-1990,1990-05-01,matched (3)
199005,220107,A. Pub Meal,28,2.4916666,6070,.2562499,1,01-05-1990,01-05-1990,1990-05-01,matched (3)
199005,220107,A. Pub Meal,28,2.4916666,7080,.26625013,1,01-05-1990,01-05-1990,1990-05-01,matched (3)
199005,220107,A. Pub Meal,28,2.4916666,8090,.43166661,1,01-05-1990,01-05-1990,1990-05-01,matched (3)
199006,220107,A. Pub Meal,29,2.4749999,10,1.5458333,1,01-06-1990,01-06-1990,1990-06-01,matched (3)
199006,220107,A. Pub Meal,29,2.4749999,1020,.28958333,1,01-06-1990,01-06-1990,1990-06-01,matched (3)
199006,220107,A. Pub Meal,29,2.4749999,2030,.19583333,1,01-06-1990,01-06-1990,1990-06-01,matched (3)
199006,220107,A. Pub Meal,29,2.4749999,3040,.26666665,1,01-06-1990,01-06-1990,1990-06-01,matched (3)
199006,220107,A. Pub Meal,29,2.4749999,4050,.17708325,1,01-06-1990,01-06-1990,1990-06-01,matched (3)
199006,220107,A. Pub Meal,29,2.4749999,5060,.16458344,1,01-06-1990,01-06-1990,1990-06-01,matched (3)
199006,220107,A. Pub Meal,29,2.4749999,6070,.3187499,1,01-06-1990,01-06-1990,1990-06-01,matched (3)
199006,220107,A. Pub Meal,29,2.4749999,7080,.2770834,1,01-06-1990,01-06-1990,1990-06-01,matched (3)
199006,220107,A. Pub Meal,29,2.4749999,8090,.41166663,1,01-06-1990,01-06-1990,1990-06-01,matched (3)
199007,220107,A. Pub Meal,30,2.4833333,10,1.5041666,1,01-07-1990,01-07-1990,1990-07-01,matched (3)
