price,date,number,year
1.2,43,1,1991
1.2,43,2,1991
1.2,43,3,1991
1.2,43,4,1991
1.2,43,5,1991
1.2,43,6,1991
1.2,43,7,1991
1.2,43,8,1991
1.2,43,9,1991
1.2,43,10,1991
1.2,43,11,1991
1.2,43,12,1991
1.2,43,13,1991
1.2,43,14,1991
1.2,43,15,1991
1.2,43,16,1991
1.2,43,17,1991
1.2,43,18,1991
1.2,43,19,1991
1.2,43,20,1991
1.2,43,21,1991
1.2,43,22,1991
1.2,43,23,1991
1.21,43,1,1991
1.21,43,2,1991
1.21,43,3,1991
1.21,43,4,1991
1.22,43,1,1991
1.22,43,2,1991
1.22,43,3,1991
1.22,43,4,1991
1.22,43,5,1991
1.22,43,6,1991
1.22,43,7,1991
1.22,43,8,1991
1.22,43,9,1991
1.22,43,10,1991
1.22,43,11,1991
1.22,43,12,1991
1.22,43,13,1991
1.23,43,1,1991
1.23,43,2,1991
1.23,43,3,1991
1.23,43,4,1991
1.23,43,5,1991
1.24,43,1,1991
1.24,43,2,1991
1.24,43,3,1991
1.24,43,4,1991
1.24,43,5,1991
1.24,43,6,1991
1.24,43,7,1991
1.24,43,8,1991
1.24,43,9,1991
1.24,43,10,1991
1.25,43,1,1991
1.25,43,2,1991
1.25,43,3,1991
1.25,43,4,1991
1.25,43,5,1991
1.25,43,6,1991
1.25,43,7,1991
1.25,43,8,1991
1.25,43,9,1991
1.25,43,10,1991
1.25,43,11,1991
1.25,43,12,1991
1.25,43,13,1991
1.25,43,14,1991
1.26,43,1,1991
1.26,43,2,1991
1.26,43,3,1991
1.26,43,4,1991
1.26,43,5,1991
1.26,43,6,1991
1.26,43,7,1991
1.26,43,8,1991
1.26,43,9,1991
1.26,43,10,1991
1.26,43,11,1991
1.26,43,12,1991
1.27,43,1,1991
1.27,43,2,1991
1.27,43,3,1991
1.28,43,1,1991
1.28,43,2,1991
1.28,43,3,1991
1.28,43,4,1991
1.28,43,5,1991
1.28,43,6,1991
1.28,43,7,1991
1.28,43,8,1991
1.28,43,9,1991
1.28,43,10,1991
1.28,43,11,1991
1.28,43,12,1991
1.28,43,13,1991
1.28,43,14,1991
1.28,43,15,1991
1.28,43,16,1991
1.28,43,17,1991
1.29,43,1,1991
1.29,43,2,1991
1.29,43,3,1991
1.29,43,4,1991
1.3,43,1,1991
1.3,43,2,1991
1.3,43,3,1991
1.3,43,4,1991
1.3,43,5,1991
1.3,43,6,1991
1.3,43,7,1991
1.3,43,8,1991
1.3,43,9,1991
1.3,43,10,1991
1.3,43,11,1991
1.3,43,12,1991
1.3,43,13,1991
1.3,43,14,1991
1.3,43,15,1991
1.3,43,16,1991
1.3,43,17,1991
1.3,43,18,1991
1.3,43,19,1991
1.3,43,20,1991
1.3,43,21,1991
1.3,43,22,1991
1.3,43,23,1991
1.3,43,24,1991
1.3,43,25,1991
1.3,43,26,1991
1.3099999,43,1,1991
1.3200001,43,1,1991
1.3200001,43,2,1991
1.3200001,43,3,1991
1.3200001,43,4,1991
1.3200001,43,5,1991
1.3200001,43,6,1991
1.3200001,43,7,1991
1.3200001,43,8,1991
1.3200001,43,9,1991
1.3200001,43,10,1991
1.3200001,43,11,1991
1.3200001,43,12,1991
1.3200001,43,13,1991
1.33,43,1,1991
1.33,43,2,1991
1.34,43,1,1991
1.34,43,2,1991
1.34,43,3,1991
1.34,43,4,1991
1.34,43,5,1991
1.34,43,6,1991
1.34,43,7,1991
1.34,43,8,1991
1.35,43,1,1991
1.35,43,2,1991
1.35,43,3,1991
1.35,43,4,1991
1.35,43,5,1991
1.35,43,6,1991
1.35,43,7,1991
1.35,43,8,1991
1.35,43,9,1991
1.35,43,10,1991
1.35,43,11,1991
1.35,43,12,1991
1.35,43,13,1991
1.36,43,1,1991
1.36,43,2,1991
1.36,43,3,1991
1.36,43,4,1991
1.36,43,5,1991
1.36,43,6,1991
1.36,43,7,1991
1.36,43,8,1991
1.36,43,9,1991
1.36,43,10,1991
1.36,43,11,1991
1.38,43,1,1991
1.38,43,2,1991
1.38,43,3,1991
1.38,43,4,1991
1.38,43,5,1991
1.38,43,6,1991
1.38,43,7,1991
1.38,43,8,1991
1.39,43,1,1991
1.4,43,1,1991
1.4,43,2,1991
1.4,43,3,1991
1.4,43,4,1991
1.4,43,5,1991
1.4,43,6,1991
1.4,43,7,1991
1.4,43,8,1991
1.4,43,9,1991
1.4,43,10,1991
1.4,43,11,1991
1.4,43,12,1991
1.4,43,13,1991
1.4,43,14,1991
1.4,43,15,1991
1.4,43,16,1991
1.4,43,17,1991
1.4,43,18,1991
1.4,43,19,1991
1.42,43,1,1991
1.42,43,2,1991
1.42,43,3,1991
1.42,43,4,1991
1.42,43,5,1991
1.42,43,6,1991
1.42,43,7,1991
1.4400001,43,1,1991
1.4400001,43,2,1991
1.4400001,43,3,1991
1.4400001,43,4,1991
1.45,43,1,1991
1.45,43,2,1991
1.45,43,3,1991
1.45,43,4,1991
1.45,43,5,1991
1.45,43,6,1991
1.46,43,1,1991
1.46,43,2,1991
1.47,43,1,1991
1.48,43,1,1991
1.48,43,2,1991
1.48,43,3,1991
1.5,43,1,1991
1.5,43,2,1991
1.5,43,3,1991
1.5,43,4,1991
1.5,43,5,1991
1.5,43,6,1991
1.5,43,7,1991
1.5,43,8,1991
1.5,43,9,1991
1.5,43,10,1991
1.5,43,11,1991
1.5,43,12,1991
1.5,43,13,1991
1.54,43,1,1991
1.54,43,2,1991
1.55,43,1,1991
1.55,43,2,1991
1.5599999,43,1,1991
1.58,43,1,1991
1.6,43,1,1991
.94999999,44,1,1991
1.02,44,1,1991
1.02,44,2,1991
1.02,44,3,1991
1.04,44,1,1991
1.05,44,1,1991
1.05,44,2,1991
1.0599999,44,1,1991
1.0599999,44,2,1991
1.0599999,44,3,1991
1.0599999,44,4,1991
1.0599999,44,5,1991
1.0700001,44,1,1991
1.0700001,44,2,1991
1.08,44,1,1991
1.08,44,2,1991
1.08,44,3,1991
1.08,44,4,1991
1.08,44,5,1991
1.08,44,6,1991
1.09,44,1,1991
1.09,44,2,1991
1.09,44,3,1991
1.09,44,4,1991
1.1,44,1,1991
1.1,44,2,1991
1.1,44,3,1991
1.1,44,4,1991
1.1,44,5,1991
1.1,44,6,1991
1.1,44,7,1991
1.1,44,8,1991
1.1,44,9,1991
1.1,44,10,1991
1.1,44,11,1991
1.1,44,12,1991
1.1,44,13,1991
1.1,44,14,1991
1.1,44,15,1991
1.1,44,16,1991
1.1,44,17,1991
1.1,44,18,1991
1.1,44,19,1991
1.1,44,20,1991
1.1,44,21,1991
1.1,44,22,1991
1.1,44,23,1991
1.1,44,24,1991
1.11,44,1,1991
1.11,44,2,1991
1.12,44,1,1991
1.12,44,2,1991
1.12,44,3,1991
1.12,44,4,1991
1.12,44,5,1991
1.12,44,6,1991
1.12,44,7,1991
1.12,44,8,1991
1.12,44,9,1991
1.12,44,10,1991
1.12,44,11,1991
1.12,44,12,1991
1.12,44,13,1991
1.12,44,14,1991
1.12,44,15,1991
1.12,44,16,1991
1.12,44,17,1991
1.13,44,1,1991
1.13,44,2,1991
1.13,44,3,1991
1.14,44,1,1991
1.14,44,2,1991
1.14,44,3,1991
1.14,44,4,1991
1.14,44,5,1991
1.14,44,6,1991
1.14,44,7,1991
1.14,44,8,1991
1.14,44,9,1991
1.14,44,10,1991
1.14,44,11,1991
1.14,44,12,1991
1.15,44,1,1991
1.15,44,2,1991
1.15,44,3,1991
1.15,44,4,1991
1.15,44,5,1991
1.15,44,6,1991
1.15,44,7,1991
1.15,44,8,1991
1.15,44,9,1991
1.15,44,10,1991
1.15,44,11,1991
1.15,44,12,1991
1.15,44,13,1991
1.15,44,14,1991
1.15,44,15,1991
1.15,44,16,1991
1.15,44,17,1991
1.15,44,18,1991
1.15,44,19,1991
1.16,44,1,1991
1.16,44,2,1991
1.16,44,3,1991
1.16,44,4,1991
1.16,44,5,1991
1.16,44,6,1991
1.16,44,7,1991
1.16,44,8,1991
1.16,44,9,1991
1.16,44,10,1991
1.16,44,11,1991
1.16,44,12,1991
1.16,44,13,1991
1.16,44,14,1991
1.16,44,15,1991
1.16,44,16,1991
1.16,44,17,1991
1.16,44,18,1991
1.16,44,19,1991
1.16,44,20,1991
1.16,44,21,1991
1.16,44,22,1991
1.16,44,23,1991
1.17,44,1,1991
1.17,44,2,1991
1.17,44,3,1991
1.17,44,4,1991
1.17,44,5,1991
1.17,44,6,1991
1.17,44,7,1991
1.1799999,44,1,1991
1.1799999,44,2,1991
1.1799999,44,3,1991
1.1799999,44,4,1991
1.1799999,44,5,1991
1.1799999,44,6,1991
1.1799999,44,7,1991
1.1799999,44,8,1991
1.1799999,44,9,1991
1.1799999,44,10,1991
1.1799999,44,11,1991
1.1799999,44,12,1991
1.1799999,44,13,1991
1.1799999,44,14,1991
1.1799999,44,15,1991
1.1799999,44,16,1991
1.1799999,44,17,1991
1.1799999,44,18,1991
1.1799999,44,19,1991
1.1799999,44,20,1991
1.1799999,44,21,1991
1.1799999,44,22,1991
1.1900001,44,1,1991
1.1900001,44,2,1991
1.1900001,44,3,1991
1.1900001,44,4,1991
1.1900001,44,5,1991
1.1900001,44,6,1991
1.1900001,44,7,1991
1.1900001,44,8,1991
1.2,44,1,1991
1.2,44,2,1991
1.2,44,3,1991
1.2,44,4,1991
1.2,44,5,1991
1.2,44,6,1991
1.2,44,7,1991
1.2,44,8,1991
1.2,44,9,1991
1.2,44,10,1991
1.2,44,11,1991
1.2,44,12,1991
1.2,44,13,1991
1.2,44,14,1991
1.2,44,15,1991
1.2,44,16,1991
1.2,44,17,1991
1.2,44,18,1991
1.2,44,19,1991
1.2,44,20,1991
1.2,44,21,1991
1.21,44,1,1991
1.21,44,2,1991
1.21,44,3,1991
1.21,44,4,1991
1.21,44,5,1991
1.22,44,1,1991
1.22,44,2,1991
1.22,44,3,1991
1.22,44,4,1991
1.22,44,5,1991
1.22,44,6,1991
1.22,44,7,1991
1.22,44,8,1991
1.22,44,9,1991
1.22,44,10,1991
1.22,44,11,1991
1.22,44,12,1991
1.22,44,13,1991
1.23,44,1,1991
1.23,44,2,1991
1.23,44,3,1991
1.23,44,4,1991
1.23,44,5,1991
1.23,44,6,1991
1.23,44,7,1991
1.24,44,1,1991
1.24,44,2,1991
1.24,44,3,1991
1.24,44,4,1991
1.24,44,5,1991
1.24,44,6,1991
1.24,44,7,1991
1.24,44,8,1991
1.24,44,9,1991
1.25,44,1,1991
1.25,44,2,1991
1.25,44,3,1991
1.25,44,4,1991
1.25,44,5,1991
1.25,44,6,1991
1.25,44,7,1991
1.25,44,8,1991
1.25,44,9,1991
1.25,44,10,1991
1.25,44,11,1991
1.25,44,12,1991
1.25,44,13,1991
1.26,44,1,1991
1.26,44,2,1991
1.26,44,3,1991
1.26,44,4,1991
1.26,44,5,1991
1.26,44,6,1991
1.26,44,7,1991
1.26,44,8,1991
1.26,44,9,1991
1.26,44,10,1991
1.26,44,11,1991
1.27,44,1,1991
1.27,44,2,1991
1.27,44,3,1991
1.27,44,4,1991
1.28,44,1,1991
1.28,44,2,1991
1.28,44,3,1991
1.28,44,4,1991
1.28,44,5,1991
1.28,44,6,1991
1.28,44,7,1991
1.28,44,8,1991
1.28,44,9,1991
1.28,44,10,1991
1.28,44,11,1991
1.28,44,12,1991
1.28,44,13,1991
1.28,44,14,1991
1.28,44,15,1991
1.28,44,16,1991
1.28,44,17,1991
1.28,44,18,1991
1.28,44,19,1991
1.29,44,1,1991
1.29,44,2,1991
1.29,44,3,1991
1.3,44,1,1991
1.3,44,2,1991
1.3,44,3,1991
1.3,44,4,1991
1.3,44,5,1991
1.3,44,6,1991
1.3,44,7,1991
1.3,44,8,1991
1.3,44,9,1991
1.3,44,10,1991
1.3,44,11,1991
1.3,44,12,1991
1.3,44,13,1991
1.3,44,14,1991
1.3,44,15,1991
1.3,44,16,1991
1.3,44,17,1991
1.3,44,18,1991
1.3,44,19,1991
1.3,44,20,1991
1.3,44,21,1991
1.3,44,22,1991
1.3,44,23,1991
1.3,44,24,1991
1.3,44,25,1991
1.3,44,26,1991
1.3,44,27,1991
1.3,44,28,1991
1.3099999,44,1,1991
1.3099999,44,2,1991
1.3099999,44,3,1991
1.3200001,44,1,1991
1.3200001,44,2,1991
1.3200001,44,3,1991
1.3200001,44,4,1991
1.3200001,44,5,1991
1.3200001,44,6,1991
1.3200001,44,7,1991
1.3200001,44,8,1991
1.3200001,44,9,1991
1.33,44,1,1991
1.33,44,2,1991
1.34,44,1,1991
1.34,44,2,1991
1.34,44,3,1991
1.34,44,4,1991
1.34,44,5,1991
1.34,44,6,1991
1.34,44,7,1991
1.34,44,8,1991
1.35,44,1,1991
1.35,44,2,1991
1.35,44,3,1991
1.35,44,4,1991
1.35,44,5,1991
1.35,44,6,1991
1.35,44,7,1991
1.35,44,8,1991
1.35,44,9,1991
1.36,44,1,1991
1.36,44,2,1991
1.36,44,3,1991
1.36,44,4,1991
1.36,44,5,1991
1.36,44,6,1991
1.36,44,7,1991
1.36,44,8,1991
1.37,44,1,1991
1.38,44,1,1991
1.38,44,2,1991
1.38,44,3,1991
1.38,44,4,1991
1.38,44,5,1991
1.38,44,6,1991
1.39,44,1,1991
1.4,44,1,1991
1.4,44,2,1991
1.4,44,3,1991
1.4,44,4,1991
1.4,44,5,1991
1.4,44,6,1991
1.4,44,7,1991
1.4,44,8,1991
1.4,44,9,1991
1.4,44,10,1991
1.4,44,11,1991
1.4,44,12,1991
1.4,44,13,1991
1.4,44,14,1991
1.4,44,15,1991
1.4,44,16,1991
1.4,44,17,1991
1.4,44,18,1991
1.4,44,19,1991
1.4,44,20,1991
1.4,44,21,1991
1.4,44,22,1991
1.4,44,23,1991
1.42,44,1,1991
1.42,44,2,1991
1.42,44,3,1991
1.42,44,4,1991
1.42,44,5,1991
1.42,44,6,1991
1.42,44,7,1991
1.4299999,44,1,1991
1.4299999,44,2,1991
1.4299999,44,3,1991
1.4299999,44,4,1991
1.4400001,44,1,1991
1.4400001,44,2,1991
1.4400001,44,3,1991
1.4400001,44,4,1991
1.4400001,44,5,1991
1.4400001,44,6,1991
1.45,44,1,1991
1.45,44,2,1991
1.45,44,3,1991
1.45,44,4,1991
1.45,44,5,1991
1.45,44,6,1991
1.46,44,1,1991
1.46,44,2,1991
1.46,44,3,1991
1.46,44,4,1991
1.46,44,5,1991
1.46,44,6,1991
1.46,44,7,1991
1.47,44,1,1991
1.48,44,1,1991
1.48,44,2,1991
1.49,44,1,1991
1.49,44,2,1991
1.5,44,1,1991
1.5,44,2,1991
1.5,44,3,1991
1.5,44,4,1991
1.5,44,5,1991
1.5,44,6,1991
1.5,44,7,1991
1.5,44,8,1991
1.5,44,9,1991
1.5,44,10,1991
1.5,44,11,1991
1.5,44,12,1991
1.5,44,13,1991
1.52,44,1,1991
1.54,44,1,1991
1.54,44,2,1991
1.55,44,1,1991
1.55,44,2,1991
1.5599999,44,1,1991
1.5599999,44,2,1991
1.58,44,1,1991
1.6,44,1,1991
1.6,44,2,1991
1.6,44,3,1991
1.66,44,1,1991
.94999999,45,1,1991
.94999999,45,2,1991
.99000001,45,1,1991
1,45,1,1991
1,45,2,1991
1.02,45,1,1991
1.02,45,2,1991
1.05,45,1,1991
1.05,45,2,1991
1.0599999,45,1,1991
1.0599999,45,2,1991
1.0599999,45,3,1991
1.0700001,45,1,1991
1.0700001,45,2,1991
1.08,45,1,1991
1.08,45,2,1991
1.08,45,3,1991
1.08,45,4,1991
1.08,45,5,1991
1.09,45,1,1991
1.09,45,2,1991
1.09,45,3,1991
1.09,45,4,1991
1.1,45,1,1991
1.1,45,2,1991
1.1,45,3,1991
1.1,45,4,1991
1.1,45,5,1991
1.1,45,6,1991
1.1,45,7,1991
1.1,45,8,1991
1.1,45,9,1991
1.1,45,10,1991
1.1,45,11,1991
1.1,45,12,1991
1.1,45,13,1991
1.1,45,14,1991
1.1,45,15,1991
1.1,45,16,1991
1.1,45,17,1991
1.1,45,18,1991
1.1,45,19,1991
1.1,45,20,1991
1.1,45,21,1991
1.1,45,22,1991
1.1,45,23,1991
1.1,45,24,1991
1.1,45,25,1991
1.11,45,1,1991
1.11,45,2,1991
1.12,45,1,1991
1.12,45,2,1991
1.12,45,3,1991
1.12,45,4,1991
1.12,45,5,1991
1.12,45,6,1991
1.12,45,7,1991
1.12,45,8,1991
1.12,45,9,1991
1.12,45,10,1991
1.12,45,11,1991
1.12,45,12,1991
1.12,45,13,1991
1.12,45,14,1991
1.12,45,15,1991
1.12,45,16,1991
1.12,45,17,1991
1.13,45,1,1991
1.13,45,2,1991
1.13,45,3,1991
1.13,45,4,1991
1.14,45,1,1991
1.14,45,2,1991
1.14,45,3,1991
1.14,45,4,1991
1.14,45,5,1991
1.14,45,6,1991
1.14,45,7,1991
1.14,45,8,1991
1.14,45,9,1991
1.14,45,10,1991
1.14,45,11,1991
1.14,45,12,1991
1.15,45,1,1991
1.15,45,2,1991
1.15,45,3,1991
1.15,45,4,1991
1.15,45,5,1991
1.15,45,6,1991
1.15,45,7,1991
1.15,45,8,1991
1.15,45,9,1991
1.15,45,10,1991
1.15,45,11,1991
1.15,45,12,1991
1.15,45,13,1991
1.15,45,14,1991
1.15,45,15,1991
1.15,45,16,1991
1.15,45,17,1991
1.15,45,18,1991
1.15,45,19,1991
1.16,45,1,1991
1.16,45,2,1991
1.16,45,3,1991
1.16,45,4,1991
1.16,45,5,1991
1.16,45,6,1991
1.16,45,7,1991
1.16,45,8,1991
1.16,45,9,1991
1.16,45,10,1991
1.16,45,11,1991
1.16,45,12,1991
1.16,45,13,1991
1.16,45,14,1991
1.16,45,15,1991
1.16,45,16,1991
1.16,45,17,1991
1.16,45,18,1991
1.16,45,19,1991
1.16,45,20,1991
1.16,45,21,1991
1.17,45,1,1991
1.17,45,2,1991
1.17,45,3,1991
1.17,45,4,1991
1.17,45,5,1991
1.17,45,6,1991
1.1799999,45,1,1991
1.1799999,45,2,1991
1.1799999,45,3,1991
1.1799999,45,4,1991
1.1799999,45,5,1991
1.1799999,45,6,1991
1.1799999,45,7,1991
1.1799999,45,8,1991
1.1799999,45,9,1991
1.1799999,45,10,1991
1.1799999,45,11,1991
1.1799999,45,12,1991
1.1799999,45,13,1991
1.1799999,45,14,1991
1.1799999,45,15,1991
1.1799999,45,16,1991
1.1799999,45,17,1991
1.1799999,45,18,1991
1.1799999,45,19,1991
1.1799999,45,20,1991
1.1799999,45,21,1991
1.1799999,45,22,1991
1.1900001,45,1,1991
1.1900001,45,2,1991
1.1900001,45,3,1991
1.1900001,45,4,1991
1.1900001,45,5,1991
1.2,45,1,1991
1.2,45,2,1991
1.2,45,3,1991
1.2,45,4,1991
1.2,45,5,1991
1.2,45,6,1991
1.2,45,7,1991
1.2,45,8,1991
1.2,45,9,1991
1.2,45,10,1991
1.2,45,11,1991
1.2,45,12,1991
1.2,45,13,1991
1.2,45,14,1991
1.2,45,15,1991
1.2,45,16,1991
1.2,45,17,1991
1.2,45,18,1991
1.2,45,19,1991
1.2,45,20,1991
1.2,45,21,1991
1.2,45,22,1991
1.21,45,1,1991
1.21,45,2,1991
1.21,45,3,1991
1.21,45,4,1991
1.21,45,5,1991
1.22,45,1,1991
1.22,45,2,1991
1.22,45,3,1991
1.22,45,4,1991
1.22,45,5,1991
1.22,45,6,1991
1.22,45,7,1991
1.22,45,8,1991
1.22,45,9,1991
1.22,45,10,1991
1.22,45,11,1991
1.22,45,12,1991
1.22,45,13,1991
1.22,45,14,1991
1.22,45,15,1991
1.22,45,16,1991
1.23,45,1,1991
1.23,45,2,1991
1.23,45,3,1991
1.23,45,4,1991
1.23,45,5,1991
1.23,45,6,1991
1.23,45,7,1991
1.23,45,8,1991
1.23,45,9,1991
1.24,45,1,1991
1.24,45,2,1991
1.24,45,3,1991
1.24,45,4,1991
1.24,45,5,1991
1.24,45,6,1991
1.24,45,7,1991
1.25,45,1,1991
1.25,45,2,1991
1.25,45,3,1991
1.25,45,4,1991
1.25,45,5,1991
1.25,45,6,1991
1.25,45,7,1991
1.25,45,8,1991
1.25,45,9,1991
1.25,45,10,1991
1.25,45,11,1991
1.25,45,12,1991
1.26,45,1,1991
1.26,45,2,1991
1.26,45,3,1991
1.26,45,4,1991
1.26,45,5,1991
1.26,45,6,1991
1.26,45,7,1991
1.27,45,1,1991
1.27,45,2,1991
1.28,45,1,1991
1.28,45,2,1991
1.28,45,3,1991
1.28,45,4,1991
1.28,45,5,1991
1.28,45,6,1991
1.28,45,7,1991
1.28,45,8,1991
1.28,45,9,1991
1.28,45,10,1991
1.28,45,11,1991
1.28,45,12,1991
1.28,45,13,1991
1.28,45,14,1991
1.28,45,15,1991
1.28,45,16,1991
1.28,45,17,1991
1.28,45,18,1991
1.28,45,19,1991
1.28,45,20,1991
1.28,45,21,1991
1.29,45,1,1991
1.29,45,2,1991
1.29,45,3,1991
1.3,45,1,1991
1.3,45,2,1991
1.3,45,3,1991
1.3,45,4,1991
1.3,45,5,1991
1.3,45,6,1991
1.3,45,7,1991
1.3,45,8,1991
1.3,45,9,1991
1.3,45,10,1991
1.3,45,11,1991
1.3,45,12,1991
1.3,45,13,1991
1.3,45,14,1991
1.3,45,15,1991
1.3,45,16,1991
1.3,45,17,1991
1.3,45,18,1991
1.3,45,19,1991
1.3,45,20,1991
1.3,45,21,1991
1.3,45,22,1991
1.3,45,23,1991
1.3099999,45,1,1991
1.3099999,45,2,1991
1.3099999,45,3,1991
1.3200001,45,1,1991
1.3200001,45,2,1991
1.3200001,45,3,1991
1.3200001,45,4,1991
1.3200001,45,5,1991
1.3200001,45,6,1991
1.33,45,1,1991
1.33,45,2,1991
1.34,45,1,1991
1.34,45,2,1991
1.34,45,3,1991
1.34,45,4,1991
1.34,45,5,1991
1.34,45,6,1991
1.34,45,7,1991
1.35,45,1,1991
1.35,45,2,1991
1.35,45,3,1991
1.35,45,4,1991
1.35,45,5,1991
1.35,45,6,1991
1.35,45,7,1991
1.35,45,8,1991
1.35,45,9,1991
1.35,45,10,1991
1.35,45,11,1991
1.35,45,12,1991
1.36,45,1,1991
1.36,45,2,1991
1.36,45,3,1991
1.36,45,4,1991
1.36,45,5,1991
1.36,45,6,1991
1.36,45,7,1991
1.36,45,8,1991
1.36,45,9,1991
1.36,45,10,1991
1.36,45,11,1991
1.36,45,12,1991
1.36,45,13,1991
1.37,45,1,1991
1.37,45,2,1991
1.38,45,1,1991
1.38,45,2,1991
1.38,45,3,1991
1.38,45,4,1991
1.38,45,5,1991
1.38,45,6,1991
1.39,45,1,1991
1.4,45,1,1991
1.4,45,2,1991
1.4,45,3,1991
1.4,45,4,1991
1.4,45,5,1991
1.4,45,6,1991
1.4,45,7,1991
1.4,45,8,1991
1.4,45,9,1991
1.4,45,10,1991
1.4,45,11,1991
1.4,45,12,1991
1.4,45,13,1991
1.4,45,14,1991
1.4,45,15,1991
1.4,45,16,1991
1.4,45,17,1991
1.4,45,18,1991
1.4,45,19,1991
1.4,45,20,1991
1.4,45,21,1991
1.4,45,22,1991
1.4,45,23,1991
1.4,45,24,1991
1.4,45,25,1991
1.4,45,26,1991
1.4,45,27,1991
1.4,45,28,1991
1.4,45,29,1991
1.4,45,30,1991
1.4,45,31,1991
1.42,45,1,1991
1.42,45,2,1991
1.42,45,3,1991
1.42,45,4,1991
1.42,45,5,1991
1.42,45,6,1991
1.4299999,45,1,1991
1.4299999,45,2,1991
1.4299999,45,3,1991
1.4299999,45,4,1991
1.4299999,45,5,1991
1.4400001,45,1,1991
1.4400001,45,2,1991
1.4400001,45,3,1991
1.4400001,45,4,1991
1.4400001,45,5,1991
1.4400001,45,6,1991
1.45,45,1,1991
1.45,45,2,1991
1.45,45,3,1991
1.45,45,4,1991
1.45,45,5,1991
1.45,45,6,1991
1.46,45,1,1991
1.46,45,2,1991
1.46,45,3,1991
1.46,45,4,1991
1.46,45,5,1991
1.47,45,1,1991
1.48,45,1,1991
1.48,45,2,1991
1.49,45,1,1991
1.49,45,2,1991
1.5,45,1,1991
1.5,45,2,1991
1.5,45,3,1991
1.5,45,4,1991
1.5,45,5,1991
1.5,45,6,1991
1.5,45,7,1991
1.5,45,8,1991
1.5,45,9,1991
1.5,45,10,1991
1.5,45,11,1991
1.5,45,12,1991
1.5,45,13,1991
1.5,45,14,1991
1.5,45,15,1991
1.5,45,16,1991
1.5,45,17,1991
1.52,45,1,1991
1.54,45,1,1991
1.54,45,2,1991
1.55,45,1,1991
1.5599999,45,1,1991
1.5599999,45,2,1991
1.58,45,1,1991
1.6,45,1,1991
1.6,45,2,1991
1.65,45,1,1991
1.66,45,1,1991
1.66,45,2,1991
.94999999,46,1,1991
.99000001,46,1,1991
1,46,1,1991
1.02,46,1,1991
1.02,46,2,1991
1.05,46,1,1991
1.05,46,2,1991
1.0599999,46,1,1991
1.0599999,46,2,1991
1.0599999,46,3,1991
1.0700001,46,1,1991
1.0700001,46,2,1991
1.08,46,1,1991
1.08,46,2,1991
1.08,46,3,1991
1.08,46,4,1991
1.08,46,5,1991
1.08,46,6,1991
1.08,46,7,1991
1.09,46,1,1991
1.09,46,2,1991
1.09,46,3,1991
1.09,46,4,1991
1.1,46,1,1991
1.1,46,2,1991
1.1,46,3,1991
1.1,46,4,1991
1.1,46,5,1991
1.1,46,6,1991
1.1,46,7,1991
1.1,46,8,1991
1.1,46,9,1991
1.1,46,10,1991
1.1,46,11,1991
1.1,46,12,1991
1.1,46,13,1991
1.1,46,14,1991
1.1,46,15,1991
1.1,46,16,1991
1.1,46,17,1991
1.1,46,18,1991
1.1,46,19,1991
1.1,46,20,1991
1.1,46,21,1991
1.1,46,22,1991
1.1,46,23,1991
1.1,46,24,1991
1.1,46,25,1991
1.1,46,26,1991
1.11,46,1,1991
1.11,46,2,1991
1.12,46,1,1991
1.12,46,2,1991
1.12,46,3,1991
1.12,46,4,1991
1.12,46,5,1991
1.12,46,6,1991
1.12,46,7,1991
1.12,46,8,1991
1.12,46,9,1991
1.12,46,10,1991
1.12,46,11,1991
1.12,46,12,1991
1.12,46,13,1991
1.12,46,14,1991
1.12,46,15,1991
1.12,46,16,1991
1.12,46,17,1991
1.12,46,18,1991
1.13,46,1,1991
1.13,46,2,1991
1.13,46,3,1991
1.13,46,4,1991
1.14,46,1,1991
1.14,46,2,1991
1.14,46,3,1991
1.14,46,4,1991
1.14,46,5,1991
1.14,46,6,1991
1.14,46,7,1991
1.14,46,8,1991
1.14,46,9,1991
1.14,46,10,1991
1.14,46,11,1991
1.14,46,12,1991
1.14,46,13,1991
1.15,46,1,1991
1.15,46,2,1991
1.15,46,3,1991
1.15,46,4,1991
1.15,46,5,1991
1.15,46,6,1991
1.15,46,7,1991
1.15,46,8,1991
1.15,46,9,1991
1.15,46,10,1991
1.15,46,11,1991
1.15,46,12,1991
1.15,46,13,1991
1.15,46,14,1991
1.15,46,15,1991
1.15,46,16,1991
1.15,46,17,1991
1.15,46,18,1991
1.16,46,1,1991
1.16,46,2,1991
1.16,46,3,1991
1.16,46,4,1991
1.16,46,5,1991
1.16,46,6,1991
1.16,46,7,1991
1.16,46,8,1991
1.16,46,9,1991
1.16,46,10,1991
1.16,46,11,1991
1.16,46,12,1991
1.16,46,13,1991
1.16,46,14,1991
1.16,46,15,1991
1.16,46,16,1991
1.16,46,17,1991
1.16,46,18,1991
1.16,46,19,1991
1.16,46,20,1991
1.16,46,21,1991
1.16,46,22,1991
1.17,46,1,1991
1.17,46,2,1991
1.17,46,3,1991
1.17,46,4,1991
1.17,46,5,1991
1.17,46,6,1991
1.1799999,46,1,1991
1.1799999,46,2,1991
1.1799999,46,3,1991
1.1799999,46,4,1991
1.1799999,46,5,1991
1.1799999,46,6,1991
1.1799999,46,7,1991
1.1799999,46,8,1991
1.1799999,46,9,1991
1.1799999,46,10,1991
