price,date,number,year
.94,1,10,1988
.94,1,11,1988
.94,1,12,1988
.94,1,13,1988
.94,1,14,1988
.94999999,1,1,1988
.94999999,1,2,1988
.94999999,1,3,1988
.94999999,1,4,1988
.94999999,1,5,1988
.94999999,1,6,1988
.94999999,1,7,1988
.94999999,1,8,1988
.95999998,1,1,1988
.95999998,1,2,1988
.95999998,1,3,1988
.95999998,1,4,1988
.95999998,1,5,1988
.95999998,1,6,1988
.95999998,1,7,1988
.95999998,1,8,1988
.95999998,1,9,1988
.97000003,1,1,1988
.97000003,1,2,1988
.98000002,1,1,1988
.98000002,1,2,1988
.98000002,1,3,1988
.98000002,1,4,1988
.98000002,1,5,1988
.98000002,1,6,1988
.98000002,1,7,1988
.98000002,1,8,1988
.98000002,1,9,1988
.98000002,1,10,1988
.98000002,1,11,1988
.98000002,1,12,1988
.99000001,1,1,1988
1,1,1,1988
1,1,2,1988
1,1,3,1988
1,1,4,1988
1,1,5,1988
1,1,6,1988
1,1,7,1988
1,1,8,1988
1,1,9,1988
1,1,10,1988
1,1,11,1988
1,1,12,1988
1,1,13,1988
1.01,1,1,1988
1.02,1,1,1988
1.02,1,2,1988
1.02,1,3,1988
1.02,1,4,1988
1.04,1,1,1988
1.04,1,2,1988
1.04,1,3,1988
1.04,1,4,1988
1.05,1,1,1988
.68000001,2,1,1988
.69,2,1,1988
.69999999,2,1,1988
.70999998,2,1,1988
.70999998,2,2,1988
.70999998,2,3,1988
.72000003,2,1,1988
.72000003,2,2,1988
.72000003,2,3,1988
.73000002,2,1,1988
.73000002,2,2,1988
.74000001,2,1,1988
.74000001,2,2,1988
.74000001,2,3,1988
.75,2,1,1988
.75,2,2,1988
.75,2,3,1988
.75999999,2,1,1988
.75999999,2,2,1988
.75999999,2,3,1988
.75999999,2,4,1988
.75999999,2,5,1988
.75999999,2,6,1988
.75999999,2,7,1988
.75999999,2,8,1988
.75999999,2,9,1988
.76999998,2,1,1988
.76999998,2,2,1988
.76999998,2,3,1988
.76999998,2,4,1988
.76999998,2,5,1988
.76999998,2,6,1988
.76999998,2,7,1988
.76999998,2,8,1988
.76999998,2,9,1988
.76999998,2,10,1988
.76999998,2,11,1988
.77999997,2,1,1988
.77999997,2,2,1988
.77999997,2,3,1988
.77999997,2,4,1988
.77999997,2,5,1988
.77999997,2,6,1988
.77999997,2,7,1988
.77999997,2,8,1988
.77999997,2,9,1988
.77999997,2,10,1988
.77999997,2,11,1988
.77999997,2,12,1988
.77999997,2,13,1988
.77999997,2,14,1988
.77999997,2,15,1988
.77999997,2,16,1988
.77999997,2,17,1988
.77999997,2,18,1988
.79000002,2,1,1988
.79000002,2,2,1988
.79000002,2,3,1988
.79000002,2,4,1988
.79000002,2,5,1988
.79000002,2,6,1988
.79000002,2,7,1988
.79000002,2,8,1988
.79000002,2,9,1988
.79000002,2,10,1988
.79000002,2,11,1988
.79000002,2,12,1988
.80000001,2,1,1988
.80000001,2,2,1988
.80000001,2,3,1988
.80000001,2,4,1988
.80000001,2,5,1988
.80000001,2,6,1988
.80000001,2,7,1988
.80000001,2,8,1988
.80000001,2,9,1988
.80000001,2,10,1988
.80000001,2,11,1988
.80000001,2,12,1988
.80000001,2,13,1988
.80000001,2,14,1988
.80000001,2,15,1988
.80000001,2,16,1988
.80000001,2,17,1988
.80000001,2,18,1988
.80000001,2,19,1988
.80000001,2,20,1988
.80000001,2,21,1988
.80000001,2,22,1988
.80000001,2,23,1988
.80000001,2,24,1988
.80000001,2,25,1988
.80000001,2,26,1988
.80000001,2,27,1988
.80000001,2,28,1988
.80000001,2,29,1988
.80000001,2,30,1988
.80000001,2,31,1988
.81,2,1,1988
.81,2,2,1988
.81,2,3,1988
.81,2,4,1988
.81,2,5,1988
.81,2,6,1988
.81,2,7,1988
.81,2,8,1988
.81,2,9,1988
.81,2,10,1988
.81,2,11,1988
.81999999,2,1,1988
.81999999,2,2,1988
.81999999,2,3,1988
.81999999,2,4,1988
.81999999,2,5,1988
.81999999,2,6,1988
.81999999,2,7,1988
.81999999,2,8,1988
.81999999,2,9,1988
.81999999,2,10,1988
.81999999,2,11,1988
.81999999,2,12,1988
.81999999,2,13,1988
.81999999,2,14,1988
.81999999,2,15,1988
.81999999,2,16,1988
.81999999,2,17,1988
.81999999,2,18,1988
.81999999,2,19,1988
.81999999,2,20,1988
.81999999,2,21,1988
.82999998,2,1,1988
.82999998,2,2,1988
.82999998,2,3,1988
.82999998,2,4,1988
.82999998,2,5,1988
.82999998,2,6,1988
.82999998,2,7,1988
.82999998,2,8,1988
.82999998,2,9,1988
.82999998,2,10,1988
.83999997,2,1,1988
.83999997,2,2,1988
.83999997,2,3,1988
.83999997,2,4,1988
.83999997,2,5,1988
.83999997,2,6,1988
.83999997,2,7,1988
.83999997,2,8,1988
.83999997,2,9,1988
.83999997,2,10,1988
.83999997,2,11,1988
.83999997,2,12,1988
.83999997,2,13,1988
.83999997,2,14,1988
.83999997,2,15,1988
.83999997,2,16,1988
.83999997,2,17,1988
.83999997,2,18,1988
.83999997,2,19,1988
.83999997,2,20,1988
.83999997,2,21,1988
.85000002,2,1,1988
.85000002,2,2,1988
.85000002,2,3,1988
.85000002,2,4,1988
.85000002,2,5,1988
.85000002,2,6,1988
.85000002,2,7,1988
.85000002,2,8,1988
.85000002,2,9,1988
.85000002,2,10,1988
.85000002,2,11,1988
.85000002,2,12,1988
.85000002,2,13,1988
.86000001,2,1,1988
.86000001,2,2,1988
.86000001,2,3,1988
.86000001,2,4,1988
.86000001,2,5,1988
.86000001,2,6,1988
.86000001,2,7,1988
.86000001,2,8,1988
.86000001,2,9,1988
.86000001,2,10,1988
.86000001,2,11,1988
.86000001,2,12,1988
.86000001,2,13,1988
.86000001,2,14,1988
.86000001,2,15,1988
.86000001,2,16,1988
.86000001,2,17,1988
.86000001,2,18,1988
.87,2,1,1988
.87,2,2,1988
.87,2,3,1988
.87,2,4,1988
.87,2,5,1988
.88,2,1,1988
.88,2,2,1988
.88,2,3,1988
.88,2,4,1988
.88,2,5,1988
.88,2,6,1988
.88,2,7,1988
.88,2,8,1988
.88,2,9,1988
.88,2,10,1988
.88,2,11,1988
.88,2,12,1988
.88,2,13,1988
.88,2,14,1988
.88,2,15,1988
.88,2,16,1988
.88,2,17,1988
.88,2,18,1988
.88999999,2,1,1988
.88999999,2,2,1988
.88999999,2,3,1988
.89999998,2,1,1988
.89999998,2,2,1988
.89999998,2,3,1988
.89999998,2,4,1988
.89999998,2,5,1988
.89999998,2,6,1988
.89999998,2,7,1988
.89999998,2,8,1988
.89999998,2,9,1988
.89999998,2,10,1988
.89999998,2,11,1988
.89999998,2,12,1988
.89999998,2,13,1988
.89999998,2,14,1988
.89999998,2,15,1988
.89999998,2,16,1988
.89999998,2,17,1988
.89999998,2,18,1988
.89999998,2,19,1988
.89999998,2,20,1988
.89999998,2,21,1988
.89999998,2,22,1988
.89999998,2,23,1988
.89999998,2,24,1988
.89999998,2,25,1988
.89999998,2,26,1988
.91000003,2,1,1988
.91000003,2,2,1988
.91000003,2,3,1988
.92000002,2,1,1988
.92000002,2,2,1988
.92000002,2,3,1988
.92000002,2,4,1988
.92000002,2,5,1988
.92000002,2,6,1988
.92000002,2,7,1988
.92000002,2,8,1988
.92000002,2,9,1988
.92000002,2,10,1988
.92000002,2,11,1988
.92000002,2,12,1988
.92000002,2,13,1988
.92000002,2,14,1988
.93000001,2,1,1988
.93000001,2,2,1988
.93000001,2,3,1988
.93000001,2,4,1988
.93000001,2,5,1988
.93000001,2,6,1988
.93000001,2,7,1988
.93000001,2,8,1988
.93000001,2,9,1988
.94,2,1,1988
.94,2,2,1988
.94,2,3,1988
.94,2,4,1988
.94,2,5,1988
.94,2,6,1988
.94,2,7,1988
.94,2,8,1988
.94,2,9,1988
.94,2,10,1988
.94,2,11,1988
.94,2,12,1988
.94,2,13,1988
.94,2,14,1988
.94,2,15,1988
.94999999,2,1,1988
.94999999,2,2,1988
.94999999,2,3,1988
.94999999,2,4,1988
.94999999,2,5,1988
.94999999,2,6,1988
.94999999,2,7,1988
.94999999,2,8,1988
.95999998,2,1,1988
.95999998,2,2,1988
.95999998,2,3,1988
.95999998,2,4,1988
.95999998,2,5,1988
.95999998,2,6,1988
.95999998,2,7,1988
.95999998,2,8,1988
.95999998,2,9,1988
.97000003,2,1,1988
.97000003,2,2,1988
.97000003,2,3,1988
.98000002,2,1,1988
.98000002,2,2,1988
.98000002,2,3,1988
.98000002,2,4,1988
.98000002,2,5,1988
.98000002,2,6,1988
.98000002,2,7,1988
.98000002,2,8,1988
.98000002,2,9,1988
.98000002,2,10,1988
.98000002,2,11,1988
.99000001,2,1,1988
1,2,1,1988
1,2,2,1988
1,2,3,1988
1,2,4,1988
1,2,5,1988
1,2,6,1988
1,2,7,1988
1,2,8,1988
1,2,9,1988
1,2,10,1988
1,2,11,1988
1,2,12,1988
1,2,13,1988
1.01,2,1,1988
1.02,2,1,1988
1.02,2,2,1988
1.02,2,3,1988
1.02,2,4,1988
1.02,2,5,1988
1.04,2,1,1988
1.04,2,2,1988
1.04,2,3,1988
1.04,2,4,1988
1.05,2,1,1988
1.0599999,2,1,1988
.68000001,3,1,1988
.69,3,1,1988
.70999998,3,1,1988
.73000002,3,1,1988
.73000002,3,2,1988
.74000001,3,1,1988
.75,3,1,1988
.75,3,2,1988
.75,3,3,1988
.75999999,3,1,1988
.75999999,3,2,1988
.75999999,3,3,1988
.75999999,3,4,1988
.75999999,3,5,1988
.75999999,3,6,1988
.76999998,3,1,1988
.76999998,3,2,1988
.76999998,3,3,1988
.76999998,3,4,1988
.77999997,3,1,1988
.77999997,3,2,1988
.77999997,3,3,1988
.77999997,3,4,1988
.77999997,3,5,1988
.77999997,3,6,1988
.79000002,3,1,1988
.79000002,3,2,1988
.79000002,3,3,1988
.79000002,3,4,1988
.79000002,3,5,1988
.79000002,3,6,1988
.79000002,3,7,1988
.79000002,3,8,1988
.79000002,3,9,1988
.79000002,3,10,1988
.79000002,3,11,1988
.79000002,3,12,1988
.80000001,3,1,1988
.80000001,3,2,1988
.80000001,3,3,1988
.80000001,3,4,1988
.80000001,3,5,1988
.80000001,3,6,1988
.80000001,3,7,1988
.80000001,3,8,1988
.80000001,3,9,1988
.80000001,3,10,1988
.80000001,3,11,1988
.80000001,3,12,1988
.80000001,3,13,1988
.80000001,3,14,1988
.80000001,3,15,1988
.80000001,3,16,1988
.80000001,3,17,1988
.80000001,3,18,1988
.80000001,3,19,1988
.80000001,3,20,1988
.81,3,1,1988
.81,3,2,1988
.81,3,3,1988
.81,3,4,1988
.81,3,5,1988
.81,3,6,1988
.81,3,7,1988
.81,3,8,1988
.81999999,3,1,1988
.81999999,3,2,1988
.81999999,3,3,1988
.81999999,3,4,1988
.81999999,3,5,1988
.81999999,3,6,1988
.81999999,3,7,1988
.81999999,3,8,1988
.81999999,3,9,1988
.81999999,3,10,1988
.81999999,3,11,1988
.81999999,3,12,1988
.81999999,3,13,1988
.81999999,3,14,1988
.81999999,3,15,1988
.81999999,3,16,1988
.81999999,3,17,1988
.81999999,3,18,1988
.81999999,3,19,1988
.81999999,3,20,1988
.81999999,3,21,1988
.81999999,3,22,1988
.81999999,3,23,1988
.81999999,3,24,1988
.81999999,3,25,1988
.81999999,3,26,1988
.81999999,3,27,1988
.81999999,3,28,1988
.81999999,3,29,1988
.82999998,3,1,1988
.82999998,3,2,1988
.82999998,3,3,1988
.82999998,3,4,1988
.82999998,3,5,1988
.82999998,3,6,1988
.82999998,3,7,1988
.82999998,3,8,1988
.82999998,3,9,1988
.82999998,3,10,1988
.82999998,3,11,1988
.83999997,3,1,1988
.83999997,3,2,1988
.83999997,3,3,1988
.83999997,3,4,1988
.83999997,3,5,1988
.83999997,3,6,1988
.83999997,3,7,1988
.83999997,3,8,1988
.83999997,3,9,1988
.83999997,3,10,1988
.83999997,3,11,1988
.83999997,3,12,1988
.83999997,3,13,1988
.83999997,3,14,1988
.83999997,3,15,1988
.83999997,3,16,1988
.83999997,3,17,1988
.83999997,3,18,1988
.83999997,3,19,1988
.83999997,3,20,1988
.83999997,3,21,1988
.83999997,3,22,1988
.85000002,3,1,1988
.85000002,3,2,1988
.85000002,3,3,1988
.85000002,3,4,1988
.85000002,3,5,1988
.85000002,3,6,1988
.85000002,3,7,1988
.85000002,3,8,1988
.85000002,3,9,1988
.85000002,3,10,1988
.85000002,3,11,1988
.85000002,3,12,1988
.86000001,3,1,1988
.86000001,3,2,1988
.86000001,3,3,1988
.86000001,3,4,1988
.86000001,3,5,1988
.86000001,3,6,1988
.86000001,3,7,1988
.86000001,3,8,1988
.86000001,3,9,1988
.86000001,3,10,1988
.86000001,3,11,1988
.86000001,3,12,1988
.86000001,3,13,1988
.86000001,3,14,1988
.86000001,3,15,1988
.87,3,1,1988
.87,3,2,1988
.87,3,3,1988
.87,3,4,1988
.87,3,5,1988
.87,3,6,1988
.87,3,7,1988
.88,3,1,1988
.88,3,2,1988
.88,3,3,1988
.88,3,4,1988
.88,3,5,1988
.88,3,6,1988
.88,3,7,1988
.88,3,8,1988
.88,3,9,1988
.88,3,10,1988
.88,3,11,1988
.88,3,12,1988
.88,3,13,1988
.88,3,14,1988
.88,3,15,1988
.88999999,3,1,1988
.88999999,3,2,1988
.88999999,3,3,1988
.88999999,3,4,1988
.88999999,3,5,1988
.88999999,3,6,1988
.88999999,3,7,1988
.88999999,3,8,1988
.88999999,3,9,1988
.88999999,3,10,1988
.88999999,3,11,1988
.89999998,3,1,1988
.89999998,3,2,1988
.89999998,3,3,1988
.89999998,3,4,1988
.89999998,3,5,1988
.89999998,3,6,1988
.89999998,3,7,1988
.89999998,3,8,1988
.89999998,3,9,1988
.89999998,3,10,1988
.89999998,3,11,1988
.89999998,3,12,1988
.91000003,3,1,1988
.92000002,3,1,1988
.92000002,3,2,1988
.92000002,3,3,1988
.92000002,3,4,1988
.92000002,3,5,1988
.92000002,3,6,1988
.92000002,3,7,1988
.92000002,3,8,1988
.92000002,3,9,1988
.92000002,3,10,1988
.92000002,3,11,1988
.92000002,3,12,1988
.92000002,3,13,1988
.92000002,3,14,1988
.92000002,3,15,1988
.92000002,3,16,1988
.92000002,3,17,1988
.92000002,3,18,1988
.92000002,3,19,1988
.92000002,3,20,1988
.92000002,3,21,1988
.92000002,3,22,1988
.92000002,3,23,1988
.92000002,3,24,1988
.92000002,3,25,1988
.92000002,3,26,1988
.93000001,3,1,1988
.93000001,3,2,1988
.93000001,3,3,1988
.93000001,3,4,1988
.94,3,1,1988
.94,3,2,1988
.94,3,3,1988
.94,3,4,1988
.94,3,5,1988
.94,3,6,1988
.94,3,7,1988
.94,3,8,1988
.94,3,9,1988
.94,3,10,1988
.94,3,11,1988
.94,3,12,1988
.94,3,13,1988
.94,3,14,1988
.94,3,15,1988
.94999999,3,1,1988
.94999999,3,2,1988
.94999999,3,3,1988
.94999999,3,4,1988
.94999999,3,5,1988
.94999999,3,6,1988
.94999999,3,7,1988
.95999998,3,1,1988
.95999998,3,2,1988
.95999998,3,3,1988
.95999998,3,4,1988
.95999998,3,5,1988
.95999998,3,6,1988
.95999998,3,7,1988
.95999998,3,8,1988
.95999998,3,9,1988
.95999998,3,10,1988
.95999998,3,11,1988
.95999998,3,12,1988
.95999998,3,13,1988
.95999998,3,14,1988
.95999998,3,15,1988
.95999998,3,16,1988
.95999998,3,17,1988
.95999998,3,18,1988
.95999998,3,19,1988
.97000003,3,1,1988
.97000003,3,2,1988
.97000003,3,3,1988
.97000003,3,4,1988
.98000002,3,1,1988
.98000002,3,2,1988
.98000002,3,3,1988
.98000002,3,4,1988
.98000002,3,5,1988
.98000002,3,6,1988
.98000002,3,7,1988
.98000002,3,8,1988
.98000002,3,9,1988
.98000002,3,10,1988
.98000002,3,11,1988
.98000002,3,12,1988
.98000002,3,13,1988
.99000001,3,1,1988
1,3,1,1988
1,3,2,1988
1,3,3,1988
1,3,4,1988
1,3,5,1988
1,3,6,1988
1,3,7,1988
1,3,8,1988
1,3,9,1988
1,3,10,1988
1,3,11,1988
1,3,12,1988
1,3,13,1988
1.01,3,1,1988
1.01,3,2,1988
1.02,3,1,1988
1.02,3,2,1988
1.02,3,3,1988
1.02,3,4,1988
1.03,3,1,1988
1.04,3,1,1988
1.04,3,2,1988
1.04,3,3,1988
1.04,3,4,1988
1.04,3,5,1988
1.05,3,1,1988
1.05,3,2,1988
1.05,3,3,1988
1.05,3,4,1988
1.0599999,3,1,1988
1.0599999,3,2,1988
1.08,3,1,1988
1.1,3,1,1988
1.12,3,1,1988
.68000001,4,1,1988
.69,4,1,1988
.70999998,4,1,1988
.73000002,4,1,1988
.73000002,4,2,1988
.73000002,4,3,1988
.75,4,1,1988
.75999999,4,1,1988
.75999999,4,2,1988
.75999999,4,3,1988
.75999999,4,4,1988
.75999999,4,5,1988
.75999999,4,6,1988
.75999999,4,7,1988
.75999999,4,8,1988
.76999998,4,1,1988
.76999998,4,2,1988
.76999998,4,3,1988
.76999998,4,4,1988
.77999997,4,1,1988
.77999997,4,2,1988
.77999997,4,3,1988
.77999997,4,4,1988
.77999997,4,5,1988
.77999997,4,6,1988
.79000002,4,1,1988
.79000002,4,2,1988
.79000002,4,3,1988
.79000002,4,4,1988
.79000002,4,5,1988
.79000002,4,6,1988
.79000002,4,7,1988
.79000002,4,8,1988
.79000002,4,9,1988
.79000002,4,10,1988
.79000002,4,11,1988
.79000002,4,12,1988
.80000001,4,1,1988
.80000001,4,2,1988
.80000001,4,3,1988
.80000001,4,4,1988
.80000001,4,5,1988
.80000001,4,6,1988
.80000001,4,7,1988
.80000001,4,8,1988
.80000001,4,9,1988
.80000001,4,10,1988
.80000001,4,11,1988
.80000001,4,12,1988
.80000001,4,13,1988
.80000001,4,14,1988
.80000001,4,15,1988
.80000001,4,16,1988
.80000001,4,17,1988
.80000001,4,18,1988
.80000001,4,19,1988
.81,4,1,1988
.81,4,2,1988
.81,4,3,1988
.81,4,4,1988
.81,4,5,1988
.81,4,6,1988
.81,4,7,1988
.81999999,4,1,1988
.81999999,4,2,1988
.81999999,4,3,1988
.81999999,4,4,1988
.81999999,4,5,1988
.81999999,4,6,1988
.81999999,4,7,1988
.81999999,4,8,1988
.81999999,4,9,1988
.81999999,4,10,1988
.81999999,4,11,1988
.81999999,4,12,1988
.81999999,4,13,1988
.81999999,4,14,1988
.81999999,4,15,1988
.81999999,4,16,1988
.81999999,4,17,1988
.81999999,4,18,1988
.81999999,4,19,1988
.81999999,4,20,1988
.81999999,4,21,1988
.81999999,4,22,1988
.81999999,4,23,1988
.81999999,4,24,1988
.81999999,4,25,1988
.81999999,4,26,1988
.81999999,4,27,1988
.81999999,4,28,1988
.81999999,4,29,1988
.82999998,4,1,1988
.82999998,4,2,1988
.82999998,4,3,1988
.82999998,4,4,1988
.82999998,4,5,1988
.82999998,4,6,1988
.82999998,4,7,1988
.82999998,4,8,1988
.82999998,4,9,1988
.82999998,4,10,1988
.82999998,4,11,1988
.82999998,4,12,1988
.83999997,4,1,1988
.83999997,4,2,1988
.83999997,4,3,1988
.83999997,4,4,1988
.83999997,4,5,1988
.83999997,4,6,1988
.83999997,4,7,1988
.83999997,4,8,1988
.83999997,4,9,1988
.83999997,4,10,1988
.83999997,4,11,1988
.83999997,4,12,1988
.83999997,4,13,1988
.83999997,4,14,1988
.83999997,4,15,1988
.83999997,4,16,1988
.83999997,4,17,1988
.83999997,4,18,1988
.83999997,4,19,1988
.83999997,4,20,1988
.83999997,4,21,1988
.83999997,4,22,1988
.85000002,4,1,1988
.85000002,4,2,1988
.85000002,4,3,1988
.85000002,4,4,1988
.85000002,4,5,1988
.85000002,4,6,1988
.85000002,4,7,1988
.85000002,4,8,1988
.85000002,4,9,1988
.85000002,4,10,1988
.85000002,4,11,1988
.85000002,4,12,1988
.85000002,4,13,1988
.85000002,4,14,1988
.86000001,4,1,1988
.86000001,4,2,1988
.86000001,4,3,1988
.86000001,4,4,1988
.86000001,4,5,1988
.86000001,4,6,1988
.86000001,4,7,1988
.86000001,4,8,1988
.86000001,4,9,1988
.86000001,4,10,1988
.86000001,4,11,1988
.86000001,4,12,1988
.86000001,4,13,1988
.86000001,4,14,1988
.86000001,4,15,1988
.86000001,4,16,1988
.86000001,4,17,1988
.86000001,4,18,1988
.86000001,4,19,1988
.86000001,4,20,1988
.87,4,1,1988
.87,4,2,1988
.87,4,3,1988
.87,4,4,1988
.87,4,5,1988
.87,4,6,1988
.88,4,1,1988
.88,4,2,1988
.88,4,3,1988
.88,4,4,1988
.88,4,5,1988
.88,4,6,1988
.88,4,7,1988
.88,4,8,1988
.88,4,9,1988
.88,4,10,1988
.88,4,11,1988
.88,4,12,1988
.88,4,13,1988
.88,4,14,1988
.88,4,15,1988
.88,4,16,1988
.88,4,17,1988
.88,4,18,1988
.88999999,4,1,1988
.88999999,4,2,1988
.88999999,4,3,1988
.88999999,4,4,1988
.88999999,4,5,1988
.88999999,4,6,1988
.88999999,4,7,1988
.88999999,4,8,1988
.88999999,4,9,1988
.88999999,4,10,1988
.89999998,4,1,1988
.89999998,4,2,1988
.89999998,4,3,1988
.89999998,4,4,1988
.89999998,4,5,1988
.89999998,4,6,1988
.89999998,4,7,1988
.89999998,4,8,1988
.89999998,4,9,1988
.89999998,4,10,1988
.89999998,4,11,1988
.89999998,4,12,1988
.89999998,4,13,1988
.89999998,4,14,1988
.91000003,4,1,1988
