item_id,description,up1,up2,up3,up4,down1,down2,down3,down4,level1,level2,level3,level4,up_ch1,up_ch2,up_ch3,up_ch4,down_ch1,down_ch2,down_ch3,down_ch4,total1,total2,total3,total4,up1_sh,up2_sh,up3_sh,up4_sh,down1_sh,down2_sh,down3_sh,down4_sh,level1_sh,level2_sh,level3_sh,level4_sh,change1_sh,change2_sh,change3_sh,change4_sh,net1_sh,net2_sh,net3_sh,net4_sh,item,id_count,item_id_raw,division,date_quote_s,date_quote_e,desc_appearances,date_start,date_end,coicop4_id,group,n_shops,p_min,p_max,p_mean,p_med,p_sd,coicop5_id,order,to_adjust_id,max_id,n_obs,span,spanrank,chartrank,meat_fish,track_kg,kg,to_adjust,observations,name1,name2,name3,name4,name5,weight,coicopname,sex,origin,durability,goods_services
430130,DESK (EG HOME OFFICE/COMPUTER),520,0,0,0,582,0,0,0,3731,0,0,0,.18531828,,,,-.15776679,,,,4833,0,0,0,.10759363,,,,.1204221,,,,.77198428,,,,.22801572,,,,-.012828469,,,,589,1,430130,5,200102,200301,1,157,180,50101,501,156,19.99,2525,228.41002,125,272.62213,0,443,,430130,5838,23,1128,1130,,R),0,,5838,Household,Furniture,Furniture and furnishings,Desk,Desk,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430131,PLASTIC PATIO SET,56,0,0,0,96,0,0,0,719,0,0,0,.25274116,,,,-.14841242,,,,871,0,0,0,.064293914,,,,.11021814,,,,.82548797,,,,.17451206,,,,-.045924224,,,,590,1,430131,5,200203,200408,1,170,199,50101,501,104,15.75,379,65.93924,37.950001,55.992825,0,964,,430131,1322,29,1110,1110,,ET,0,,1322,Household,Furniture,Furniture and furnishings,Patio furniture,Plastic patio set,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430132,MATTRESS- 3FT/90CM,4284,881,254,185,3939,830,234,177,29136,5109,1030,666,.22692037,.20438197,.21974847,.21815972,-.18875685,-.1954722,-.18085735,-.2039661,37359,6820,1518,1028,.11467116,.12917888,.16732542,.17996109,.10543644,.12170088,.1541502,.17217898,.77989239,.74912024,.67852437,.64785993,.22010761,.25087976,.32147563,.35214007,.009234719,.0074779987,.013175219,.0077821016,591,1,430132,5,200302,202101,1,181,397,50101,501,178,24,3089,249.10188,175,236.52858,5010101,826,,430132,48751,216,340,343,,CM,0,,45082,Household,Furniture,Furniture and furnishings,Mattress,Matress,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430133,BOOKCASE/FREESTAND SHELV UNIT,4192,850,197,120,4136,892,195,136,26616,6297,1349,942,.20605443,.15532942,.22092097,.22709113,-.17509747,-.16240875,-.17103326,-.2026782,34944,8039,1741,1198,.11996337,.10573454,.11315336,.10016695,.1183608,.11095908,.11200459,.11352254,.76167583,.78330636,.77484202,.78631049,.23832417,.21669361,.22515795,.21368948,.0016025677,-.0052245334,.0011487678,-.01335559,592,1,430133,5,200302,202101,1,181,397,50101,501,170,13.48,7458.1001,324.24789,209.99001,355.06244,5010101,183,,430133,43725,216,340,346,,IT,0,,39768,Household,Furniture,Furniture and furnishings,Bookcase,Bookcase,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430135,3 PIECE NON-LEATHER SUITE,6826,989,0,0,6523,1027,0,0,20054,2602,0,0,.13899268,.14961673,,,-.12938777,-.13416782,,,33403,4618,0,0,.2043529,.21416198,,,.19528186,.22239065,,,.60036522,.56344736,,,.39963478,.43655264,,,.0090710372,-.0082286745,,,594,1,430135,5,200402,201901,1,193,372,50101,501,164,199,11393.42,1901.1031,1629.995,1189.4589,5010101,99,,430135,41484,179,514,521,,TE,0,,41484,Household,Furniture,Furniture and furnishings,3-piece suite,3-piece suite,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430136,PATIO TABLE & CHAIRS-SEASONAL,471,132,12,6,1105,207,23,9,4111,832,123,118,.25874615,.49204627,.98251164,1.1025498,-.21961913,-.20332251,-.26307943,-.18590721,5687,1171,158,133,.082820468,.11272417,.075949363,.045112781,.1943028,.17677198,.14556962,.067669176,.72287673,.71050382,.77848101,.88721806,.27712327,.28949615,.22151899,.11278196,-.11148233,-.064047813,-.069620259,-.022556394,595,1,430136,5,200506,202008,1,209,391,50101,501,139,20,3995,227.68692,150,255.52101,5010102,939,,430136,8836,182,495,495,,AL,0,,8509,Household,Furniture,Furniture and furnishings,Patio furniture,Seasonal patio set,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430137,LEATHER SETTEE,5908,1119,171,111,5657,1113,185,136,17247,3231,619,404,.19705547,.20923151,.14923579,.1477768,-.16338859,-.16589563,-.11438686,-.10471155,28812,5463,975,651,.20505345,.20483251,.17538461,.17050691,.1963418,.20373422,.18974359,.20890938,.59860474,.59143329,.63487178,.62058371,.40139526,.40856671,.36512822,.37941629,.008711651,.0010982901,-.014358982,-.038402468,596,1,430137,5,200502,202101,1,205,397,50101,501,173,119,15316.5,1117.1089,979,656.62579,5010101,797,,430137,37619,192,442,449,,EE,0,,35064,Household,Furniture,Furniture and furnishings,Settee,Leather settee,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430138,HOME OFFICE DESK,2334,515,57,34,2101,449,55,37,15084,3990,836,596,.21804321,.16427521,.18089071,.180407,-.2028084,-.16091578,-.15624137,-.14335462,19519,4954,948,667,.1195758,.1039564,.060126584,.050974514,.10763871,.090633832,.058016878,.055472262,.77278548,.80540979,.88185656,.8935532,.22721452,.19459024,.11814346,.10644677,.011937089,.013322569,.0021097064,-.0044977479,597,1,430138,5,200602,202101,1,217,397,50101,501,157,17.120001,5415,304.59589,195,379.63153,5010101,735,,430138,22630,180,496,512,,SK,0,,20470,Household,Furniture,Furniture and furnishings,Desk,Home office,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430139,KITCH WALL UNIT WIDTH 800-1000,1635,832,130,79,1239,532,76,32,9338,4261,819,604,.2321557,.20947975,.14617957,.10139097,-.20777312,-.18252108,-.20062269,-.22936371,12212,5625,1025,715,.1338847,.14791112,.12682927,.11048951,.10145758,.094577774,.074146338,.044755246,.76465774,.75751114,.7990244,.84475523,.23534228,.24248889,.2009756,.15524475,.032427117,.053333342,.052682929,.065734267,598,1,430139,5,201302,202101,1,301,397,50101,501,117,24,625,112.53654,84,90.942375,5010101,768,,430139,14873,96,805,814,,00,0,,12594,Household,Furniture,Furniture and furnishings,Kitchen unit,Kitchen wall unit,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430140,SOFA BED,10185,840,152,108,9955,733,137,101,46274,4124,880,548,.17289583,.15774037,.14546214,.15399732,-.14665106,-.14585419,-.13925163,-.13672151,66414,5697,1169,757,.15335622,.14744602,.13002567,.14266843,.14989309,.12866421,.11719418,.13342141,.6967507,.72388977,.75278014,.72391015,.3032493,.27611023,.24721986,.27608985,.0034631342,.018781811,.012831487,.0092470199,575,2,430112,5,198802,201401,2,1,397,50101,501,312,44.959999,3520,557.50385,495,378.39963,0,83,1,430140,82383,396,1,56,,ED,0,,13720,Household,Furniture,Furniture and furnishings,Sofa Bed,Sofa bed,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430140,SOFA BED,10185,840,152,108,9955,733,137,101,46274,4124,880,548,.17289583,.15774037,.14546214,.15399732,-.14665106,-.14585419,-.13925163,-.13672151,66414,5697,1169,757,.15335622,.14744602,.13002567,.14266843,.14989309,.12866421,.11719418,.13342141,.6967507,.72388977,.75278014,.72391015,.3032493,.27611023,.24721986,.27608985,.0034631342,.018781811,.012831487,.0092470199,599,2,430140,5,201402,202101,2,1,397,50101,501,127,70,2999,764.07355,679,456.15308,5010101,82,1,430140,82383,396,1,56,,ED,0,,13720,Household,Furniture,Furniture and furnishings,Sofa Bed,Sofa bed,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430141,DINING TABLE & 2-6 CHAIRSDINING TABLE & 2-6 CHAIRSDINING TABLE & 2-6 CHAIRS,1497,1354,313,236,1446,1300,269,190,5927,5576,1055,700,.14511824,.14621729,.20680587,.22695385,-.1402436,-.14282981,-.12809071,-.11638564,8870,8230,1637,1126,.16877113,.16452006,.19120342,.20959148,.16302142,.15795869,.16432498,.1687389,.66820747,.67752129,.64447159,.62166965,.33179253,.32247874,.35552841,.37833038,.0057497174,.0065613687,.026878431,.040852576,600,1,430141,5,201702,202101,1,349,397,50101,501,131,69.989998,6877,841.68335,659,748.12018,5010101,462,,430141,13594,48,980,981,,RS,0,,9494,Household,Furniture,,,,,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430142,HIGH CHAIRHIGH CHAIRHIGH CHAIR,528,463,218,166,652,607,206,170,2695,2393,779,519,.20172778,.20615262,.11676805,.13802446,-.16557944,-.16414927,-.12832561,-.10435,3875,3463,1203,855,.13625807,.1336991,.18121363,.19415204,.16825807,.17528155,.17123857,.19883041,.69548386,.69101936,.64754778,.60701752,.30451614,.30898064,.35245222,.39298245,-.032000005,-.04158245,.0099750608,-.0046783686,601,1,430142,5,201802,202101,1,361,397,50101,501,97,10,449.98999,82.46978,59.990002,80.9515,5010109,718,,430142,5877,36,1046,1060,,IR,0,,3336,Household,,,,,,"Furniture, household equipment and maintenance",Unisex,,SD,Goods
430143,"SETTEE,NON LEATHER - SEE HELP",585,459,338,245,580,426,294,192,2389,1958,1244,862,.16819023,.18621355,.18525933,.19402118,-.14928676,-.14233658,-.16083577,-.16887905,3554,2843,1876,1299,.16460326,.16144918,.18017058,.18860662,.1631964,.14984171,.15671642,.147806,.67220032,.68870914,.663113,.66358739,.32779968,.31129089,.336887,.33641261,.0014068633,.011607468,.023454159,.040800616,602,1,430143,5,201902,202101,1,373,397,50101,501,114,80,9243,873.29718,699,605.98334,5010101,1111,,430143,6993,24,1112,1115,,LP,0,,2427,Household,Furniture,,,,,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430202,"VINYL FLOOR COVERING, SQ M",3848,0,0,0,2700,0,0,0,28581,0,0,0,.12731545,,,,-.11588835,,,,35129,0,0,0,.10953913,,,,.076859571,,,,.81360132,,,,.1863987,,,,.032679558,,,,603,1,430202,5,198802,200301,1,1,180,50102,501,303,1.6,46.799999,11.77004,10.75,5.1421604,0,1229,,430202,43226,179,514,520,, M,0,,23617,Household,Furniture,Flooring,Floor covering,Vinyl floor covering,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430203,CARPET AXMINSTER/WILTON SQ M,3894,0,0,0,2913,0,0,0,23396,0,0,0,.12882902,,,,-.13831878,,,,30203,0,0,0,.12892759,,,,.096447371,,,,.77462506,,,,.22537497,,,,.032480218,,,,604,1,430203,5,199601,200801,1,96,240,50102,501,302,4.1700001,78,37.133167,37.950001,11.465681,0,259,,430203,37769,144,617,617,, M,0,,37769,Household,Furniture,Flooring,Carpet,Axminster,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430204,CARPET-TUFTED PER SQ M,8583,0,0,0,6810,0,0,0,45622,0,0,0,.16683359,,,,-.16546309,,,,61015,0,0,0,.14067033,,,,.1116119,,,,.7477178,,,,.25228223,,,,.029058434,,,,605,2,430204,5,198802,201401,2,1,312,50102,501,304,1.49,99.989998,16.338602,14.34,9.6887846,0,22,0,430222,75966,311,176,177,, M,0,,55648,Household,Furniture,Flooring,Carpet,Tufted,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430206,"CURTAINS READY MADE, SPEC SIZE",7163,205,0,0,7951,230,0,0,50961,1869,0,0,.22326256,.2695106,,,-.18581116,-.25325227,,,66075,2304,0,0,.10840711,.088975698,,,.12033296,.099826388,,,.7712599,.81119794,,,.22874007,.18880209,,,-.011925846,-.01085069,,,606,1,430206,5,198802,201801,1,1,360,50200,502,298,4.9899998,250,49.339783,38.990002,34.009846,5020001,426,,430206,83422,359,142,142,,ZE,0,,63231,Household,Linens,Linen,Curtains,Ready made curtains,0,"Furniture, household equipment and maintenance",Unisex,,SD,Goods
430211,DUVET-DOUBLE TOG 10-13.5,8178,793,153,113,8660,754,179,101,57605,7051,1578,1138,.19924855,.21921529,.2458992,.25151807,-.16879341,-.19669537,-.2152084,-.23610781,74443,8598,1910,1352,.10985586,.092230752,.080104709,.083579883,.11633062,.087694816,.093717277,.07470414,.77381355,.82007444,.82617801,.84171599,.22618648,.17992556,.17382199,.15828402,-.0064747557,.0045359358,-.013612568,.0088757426,607,1,430211,5,198802,202101,1,1,397,50200,502,302,5.9899998,395,36.122665,26.24,32.866898,5020002,507,,430211,100354,396,1,35,,.5,0,,75153,Household,Linens,Linen,Duvet,Double duvet,0,"Furniture, household equipment and maintenance",Unisex,1,SD,Goods
430213,MATTRESS-90CM-INTERIOR SPRUNG,3341,0,0,0,2967,0,0,0,27283,0,0,0,.13964632,,,,-.13593145,,,,33591,0,0,0,.099461168,,,,.088327229,,,,.81221163,,,,.1877884,,,,.011133939,,,,608,2,430213,5,198802,200301,2,1,180,50200,502,306,.79000002,1175,99.493332,79.949997,77.42099,0,69,1,430213,81418,179,514,517,,NG,0,,23572,Household,Linens,Linen,Mattress,Mattress,0,"Furniture, household equipment and maintenance",Unisex,1,SD,Goods
430213,MATTRESS-90CM-INTERIOR SPRUNG,3341,0,0,0,2967,0,0,0,27283,0,0,0,.13964632,,,,-.13593145,,,,33591,0,0,0,.099461168,,,,.088327229,,,,.81221163,,,,.1877884,,,,.011133939,,,,608,2,430213,5,198802,200301,2,1,180,50101,501,306,.79000002,1175,99.493332,79.949997,77.42099,0,68,1,430213,81418,179,514,517,,NG,0,,23572,Household,Linens,Linen,Mattress,Mattress,0,"Furniture, household equipment and maintenance",Unisex,1,SD,Goods
430214,HAND TOWEL,3261,0,0,0,3394,0,0,0,20841,0,0,0,.24429183,,,,-.20749702,,,,27496,0,0,0,.11859907,,,,.12343614,,,,.75796479,,,,.24203521,,,,-.0048370659,,,,609,1,430214,5,198903,200101,1,14,156,50200,502,283,.49000001,17,4.2516994,3.99,2.004077,0,701,,430214,35211,142,651,653,,EL,0,,17518,Household,Linens,Linen,Hand towel,Hand towel,0,"Furniture, household equipment and maintenance",Unisex,1,SD,Goods
430215,WASHABLE CARPET PER SQ M,4600,0,0,0,3601,0,0,0,35525,0,0,0,.13009706,,,,-.12886597,,,,43726,0,0,0,.10520057,,,,.082353748,,,,.8124457,,,,.18755431,,,,.022846818,,,,610,1,430215,5,198903,200801,1,14,240,50102,501,302,1.49,47.959999,15.468661,13.99,7.3521886,0,1243,,430215,53168,226,329,333,, M,0,,35961,Household,Furniture,Flooring,Carpet,Washable,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430216,DUVET COVER,8291,922,256,179,9450,1021,323,259,59644,7347,1651,1111,.22885391,.25756705,.23263201,.22504064,-.18968977,-.20803331,-.22327165,-.2236179,77385,9290,2230,1549,.10713962,.099246502,.1147982,.11555842,.12211669,.10990312,.14484304,.16720465,.77074367,.7908504,.74035877,.71723694,.22925632,.20914963,.25964123,.28276306,-.014977068,-.010656618,-.030044839,-.051646225,611,1,430216,5,199102,202101,1,37,397,50200,502,305,2.99,355,30.219513,24.99,19.524393,5020002,506,,430216,103223,360,140,140,,ER,0,,81901,Household,Linens,Linen,Duvet Cover,Duvet cover,0,"Furniture, household equipment and maintenance",Unisex,,SD,Goods
430219,SHOWER CURTAIN,757,0,0,0,578,0,0,0,16763,0,0,0,.1441444,,,,-.16761538,,,,18098,0,0,0,.041827828,,,,.03193723,,,,.92623496,,,,.073765054,,,,.0098905973,,,,612,1,430219,5,199402,200201,1,73,168,50200,502,252,1.99,65,15.420173,14.95,7.3717122,0,1119,,430219,21156,95,818,822,,IN,0,,14742,Household,Linens,Linen,Shower curtain,Shower curtain,0,"Furniture, household equipment and maintenance",Unisex,,SD,Goods
430220,"SHOWER CURTAIN, APPROX 72 X 72",0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,613,1,430220,,199601,199601,1,96,96,,,122,1.99,49.990002,15.627412,14.99,7.4668045,,1120,,430220,228,0,1282,1294,,72,0,,228,Household,Linens,Linen,Shower curtain,Shower curtain,0,"Furniture, household equipment and maintenance",Unisex,,SD,Goods
430221,PACK OF VINYL FLOOR TILES-SPEC,5,0,0,0,3,0,0,0,212,0,0,0,.10446814,,,,-.12106717,,,,220,0,0,0,.022727273,,,,.013636364,,,,.96363634,,,,.036363639,,,,.0090909097,,,,614,1,430221,5,199702,199801,1,109,120,50102,501,29,4.5,83.5,30.935019,28.25,21.683794,0,926,,430221,255,11,1183,1256,,EC,0,,255,Household,Furniture,Flooring,Floor tiles,Floor tiles,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430222,CARPET-TUFTED PER SQ M,4076,0,0,0,3389,0,0,0,21259,0,0,0,.18359014,,,,-.18587752,,,,28724,0,0,0,.14190224,,,,.11798496,,,,.74011278,,,,.25988719,,,,.02391728,,,,615,2,430222,5,199702,200901,2,109,252,50102,501,234,2.8599999,79.989998,19.678158,18.4,9.2301674,0,23,0,430222,35547,143,627,632,, M,0,,35547,Household,Furniture,Flooring,Carpet,Tufted,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430223,BEACH TOWEL,567,0,0,0,784,0,0,0,5394,0,0,0,.27465618,,,,-.21201931,,,,6745,0,0,0,.084062271,,,,.11623425,,,,.79970348,,,,.20029652,,,,-.03217198,,,,616,1,430223,5,199702,200101,1,109,156,50200,502,187,1.49,47.5,11.894815,10.99,5.4997172,0,153,,430223,8745,47,996,1013,,EL,0,,8745,Household,Linens,Linen,Beach towel,Beach towel,0,"Furniture, household equipment and maintenance",Unisex,,SD,Goods
430224,FITTED BED SHEET,7145,900,204,137,7609,896,271,167,53686,8044,1756,1226,.22489782,.21601173,.24471828,.25043893,-.18805638,-.19358626,-.20759951,-.20966597,68440,9840,2231,1530,.10439801,.091463417,.091438815,.089542486,.11117768,.091056913,.12147019,.10915033,.7844243,.81747967,.78709102,.8013072,.2155757,.18252033,.21290901,.19869281,-.0067796633,.00040650368,-.030031376,-.019607842,617,1,430224,5,199702,202101,1,109,397,50200,502,229,1.9,102,11.869781,9.9899998,7.1374578,5020002,544,,430224,89235,288,195,195,,ET,0,,83793,Household,Linens,Linen,Bed sheet,Fitted bed sheet,0,"Furniture, household equipment and maintenance",Unisex,,SD,Goods
430225,PACK OF VINYL FLOOR TILES,117,0,0,0,162,0,0,0,1874,0,0,0,.26409638,,,,-.17959139,,,,2153,0,0,0,.054342777,,,,.075243846,,,,.87041336,,,,.12958662,,,,-.020901069,,,,618,1,430225,5,199802,200001,1,121,144,50102,501,90,.64999998,34.080002,5.8921061,4.9000001,4.2942686,0,925,,430225,2388,23,1128,1156,,ES,0,,2388,Household,Furniture,Flooring,Floor tiles,Vinyl floor tiles,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430226,FLOOR RUG,2816,6,0,0,2742,12,0,0,31826,164,0,0,.23972318,.20009585,,,-.19831926,-.20001248,,,37384,182,0,0,.075326346,.032967035,,,.073346883,.065934069,,,.85132676,.90109891,,,.14867324,.098901108,,,.0019794628,-.032967035,,,619,1,430226,5,200002,201701,1,145,348,50102,501,188,3.99,1950,109.63983,59,190.51274,5010201,559,,430226,44960,203,418,422,,UG,0,,44960,Household,Furniture,Flooring,Rug,Rug,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430227,LAMINATE FLOORING PER SQ M,4699,671,183,139,4271,593,129,83,37851,6038,963,555,.18715402,.23074429,.17287783,.16851023,-.1677707,-.19625786,-.19889912,-.17270362,46821,7302,1275,777,.10036095,.09189263,.14352942,.17889318,.091219753,.081210628,.10117647,.1068211,.80841929,.82689673,.75529414,.71428573,.19158071,.17310326,.24470589,.28571427,.0091411993,.010682002,.042352945,.072072074,620,1,430227,5,200102,202101,1,157,397,50102,501,191,.99000001,94.989998,17.716473,16.950001,8.7707376,5010202,789,,430227,59843,240,271,279,, M,0,,56235,Household,Furniture,Flooring,Flooring,Laminate flooring,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430228,BATH SHEET,5102,981,198,147,5443,936,261,222,38533,7120,1698,1094,.25545967,.23670183,.29899663,.29618564,-.19888407,-.20155145,-.24380934,-.25714284,49078,9037,2157,1463,.10395697,.10855372,.091794156,.10047847,.11090509,.10357419,.12100139,.15174299,.78513795,.78787208,.78720444,.74777853,.21486205,.21212792,.21279556,.25222147,-.0069481209,.0049795285,-.029207237,-.051264524,621,1,430228,5,200102,202101,1,157,397,50200,502,186,1.25,75,15.147161,14,7.6391139,5020003,152,,430228,66049,240,271,273,,ET,0,,60846,Household,Linens,Linen,Bath sheet,Bath sheet,0,"Furniture, household equipment and maintenance",Unisex,,SD,Goods
430229,FABRIC ROLLER BLIND 120-180CM,2116,240,69,51,2223,238,77,43,31298,4380,1072,776,.25400433,.24766828,.32946908,.34987804,-.19204234,-.19171834,-.25272635,-.2471772,35637,4858,1218,870,.059376489,.049403045,.056650247,.058620691,.062378988,.048991356,.063218392,.049425289,.87824452,.90160561,.88013136,.891954,.12175548,.098394401,.11986864,.10804598,-.0030024983,.00041168928,-.006568145,.0091954023,622,1,430229,5,200202,202101,1,169,397,50200,502,185,4.8899999,239,25.636993,16.99,24.171305,5020001,542,,430229,42962,228,306,312,,CM,0,,40380,Household,Linens,Linen,Roller blind,Fabric roller blind,0,"Furniture, household equipment and maintenance",Unisex,,SD,Goods
430230,CARPET -AXMINSTER(MIN 80% WOOL,2272,300,75,32,1533,185,50,33,20469,5174,558,274,.10970674,.081141323,.15630154,.17918295,-.12558001,-.11349425,-.15996914,-.18125117,24274,5659,683,339,.09359809,.0530129,.10980967,.09439528,.06315399,.032691289,.07320644,.097345136,.84324789,.91429579,.81698388,.80825961,.15675208,.085704193,.18301611,.19174042,.0304441,.020321611,.036603227,-.0029498562,623,1,430230,5,200802,202101,1,241,397,50102,501,150,11.19,199.99001,56.337349,55,16.121143,5010201,258,,430230,31492,156,579,582,,OL,0,,29187,Household,Furniture,Flooring,Carpet,Axminster,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430231,HARDWOOD FLOORING PER SQ MT,461,0,0,0,386,0,0,0,3559,0,0,0,.15171537,,,,-.15969539,,,,4406,0,0,0,.10463005,,,,.087607808,,,,.80776215,,,,.19223785,,,,.017022245,,,,624,1,430231,5,200902,201201,1,253,288,50102,501,134,6.8400002,127,40.285145,38.98,15.629811,0,705,,430231,5263,35,1064,1082,,MT,0,,5263,Household,Furniture,Flooring,Hardwood floor,Hardwood flooring,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430232,HARDWOOD FLOORING,306,0,0,0,265,0,0,0,2930,0,0,0,.22619569,,,,-.19971105,,,,3501,0,0,0,.087403595,,,,.075692661,,,,.83690375,,,,.16309625,,,,.011710934,,,,625,1,430232,5,201202,201401,1,289,312,50102,501,117,13.27,119.99,42.662933,42,14.694053,0,704,,430232,4612,23,1128,1137,,NG,0,,4612,Household,Furniture,Flooring,Hardwood floor,Hardwood flooring,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430233,CARPET TUFTED 100% MANMADE FIB,1674,775,159,105,1435,637,118,64,10694,5596,819,439,.26084015,.29347342,.37464872,.42646307,-.23913577,-.26928678,-.29619372,-.30061987,13803,7008,1096,608,.12127798,.1105879,.145073,.17269737,.10396291,.090896122,.10766423,.10526316,.77475911,.79851598,.74726278,.72203946,.22524089,.20148402,.25273722,.27796054,.017315075,.01969178,.037408762,.067434207,626,1,430233,5,201402,202101,1,313,397,50102,501,131,3.99,89.989998,18.452671,17.99,7.6322827,5010201,260,,430233,19601,84,849,851,,IB,0,,16339,Household,Furniture,Flooring,Carpet,Tufted,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430234,CARPET TUFTED MIN 80% WOOL FIB,1456,639,165,106,1115,483,129,82,11060,5737,711,367,.16666768,.1357163,.21905787,.2142023,-.15748572,-.13666791,-.17342979,-.16899003,13631,6859,1005,555,.10681535,.093162268,.1641791,.19099098,.081798844,.070418425,.12835822,.14774776,.81138581,.83641928,.70746267,.66126126,.18861419,.16358069,.29253733,.33873874,.025016502,.022743843,.035820886,.043243229,627,1,430234,5,201402,202101,1,313,397,50102,501,131,8.9899998,95.989998,31.161924,29,9.9844294,5010201,261,,430234,19311,84,849,852,,IB,0,,16196,Household,Furniture,Flooring,Carpet,Tufted,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430235,FLOOR RUG STATE SIZE & MATERIAFLOOR RUG STATE SIZE & MATERIAFLOOR RUG STATE SIZE & MATERIA,668,589,219,170,688,605,253,191,9027,8382,1740,1125,.21944663,.21713664,.21328606,.1885968,-.19221415,-.19697502,-.1418892,-.16089436,10383,9576,2212,1486,.064335935,.061507937,.099005423,.11440108,.066262156,.063178778,.11437613,.12853298,.86940193,.87531328,.78661847,.75706595,.1305981,.12468672,.21338156,.24293405,-.001926221,-.0016708411,-.015370704,-.014131896,628,1,430235,5,201702,202101,1,349,397,50102,501,139,4.9899998,1740,103.71533,55,155.28021,5010201,560,,430235,15821,48,980,980,,IA,0,,10697,Household,,,,,,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430236,CURTAINS READY MADE SP'FY SIZECURTAINS READY MADE SP'FY SIZECURTAINS READY MADE SP'FY SIZE,312,283,148,102,286,252,171,146,4264,3742,1571,1106,.24015376,.23617454,.27462122,.24404763,-.20634376,-.21099442,-.23337725,-.24401803,4862,4277,1890,1354,.064171121,.066167876,.078306876,.075332351,.05882353,.058919802,.090476193,.10782865,.87700534,.87491232,.83121693,.81683898,.12299465,.12508768,.16878307,.18316101,.0053475909,.0072480738,-.012169316,-.032496303,629,1,430236,5,201802,202101,1,361,397,50200,502,105,8.3900003,209,52.797779,40,35.017422,5020001,425,,430236,7814,36,1046,1057,,ZE,0,,4133,Household,,,,,,"Furniture, household equipment and maintenance",Unisex,,SD,Goods
430304,ELECTRIC COOKER,8137,886,283,202,8955,1041,323,240,35301,2962,557,340,.094458044,.11231738,.079868026,.085467309,-.086375341,-.076875769,-.081712969,-.079963319,52393,4889,1163,782,.15530701,.18122315,.2433362,.25831202,.17091978,.21292698,.27773002,.30690536,.67377323,.60584986,.47893378,.43478259,.32622677,.39415014,.52106619,.56521738,-.015612766,-.03170383,-.034393817,-.048593342,632,1,430304,5,198802,202101,1,1,397,50301,503,263,29.99,2316,410.62601,389.98999,153.85721,5030103,515,,430304,62545,396,1,83,,ER,0,,44791,Household,Appliances,Appliances,Cooker,Electric cooker,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430305,AUTO WASHING MACHINE-NO DRYER,4752,0,0,0,6318,0,0,0,20221,0,0,0,.073890857,,,,-.060709294,,,,31291,0,0,0,.15186475,,,,.20191109,,,,.64622414,,,,.35377586,,,,-.05004634,,,,633,1,430305,5,198802,200401,1,1,192,50301,503,271,139.99001,995,348.73862,339.98999,79.017845,0,128,,430305,38133,191,466,476,,ER,0,,18616,Household,Appliances,Appliances,Washing machine,Washing machine,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
430306,ELECTRIC FRIDGE/FREEZER,4673,0,0,0,5588,0,0,0,21163,0,0,0,.079468764,,,,-.066781014,,,,31424,0,0,0,.148708,,,,.17782587,,,,.67346615,,,,.32653385,,,,-.029117867,,,,634,1,430306,5,198802,200501,1,1,204,50301,503,262,109.99,1209,324.2952,299.98999,94.55014,0,519,,430306,38340,203,418,424,,ER,0,,19699,Household,Appliances,Appliances,Fridge-freezer,Fridge-freezer,0,"Furniture, household equipment and maintenance",Unisex,,D,Goods
