itemname,price,p,group,newdate
Lettuce,2030,.050000012,1,1991-09-01
Lettuce,3040,.034999967,1,1991-09-01
Lettuce,4050,.0049999952,1,1991-09-01
Lettuce,5060,0,1,1991-09-01
Lettuce,6070,.0099999905,1,1991-09-01
Lettuce,7080,0,1,1991-09-01
Lettuce,8090,.060000002,1,1991-09-01
Pub meal,10,1.8,1,1991-09-01
Pub meal,1020,.37500024,1,1991-09-01
Pub meal,2030,.32499981,1,1991-09-01
Pub meal,3040,.20000005,1,1991-09-01
Pub meal,4050,.25,1,1991-09-01
Pub meal,5060,.14999986,1,1991-09-01
Pub meal,6070,.20000005,1,1991-09-01
Pub meal,7080,.20000005,1,1991-09-01
Pub meal,8090,.375,1,1991-09-01
Cigarettes,10,1.86,1,1991-09-01
Cigarettes,1020,.0099999905,1,1991-09-01
Cigarettes,2030,0,1,1991-09-01
Cigarettes,3040,.0099999905,1,1991-09-01
Cigarettes,4050,.0099999905,1,1991-09-01
Cigarettes,5060,.070000052,1,1991-09-01
Cigarettes,6070,.059999943,1,1991-09-01
Cigarettes,7080,0,1,1991-09-01
Cigarettes,8090,0,1,1991-09-01
Men's socks,10,1.5,1,1991-09-01
Men's socks,1020,.49000001,1,1991-09-01
Men's socks,2030,0,1,1991-09-01
Men's socks,3040,.21000004,1,1991-09-01
Men's socks,4050,.29999995,1,1991-09-01
Men's socks,5060,.45000005,1,1991-09-01
Men's socks,6070,.039999962,1,1991-09-01
Men's socks,7080,.96000004,1,1991-09-01
Men's socks,8090,.54999995,1,1991-09-01
Lettuce,10,.38999999,1,1991-10-01
Lettuce,1020,.10000002,1,1991-10-01
Lettuce,2030,.029999971,1,1991-10-01
Lettuce,3040,.030000031,1,1991-10-01
Lettuce,4050,.0099999905,1,1991-10-01
Lettuce,5060,.029999971,1,1991-10-01
Lettuce,6070,0,1,1991-10-01
Lettuce,7080,.030000031,1,1991-10-01
Lettuce,8090,.029999971,1,1991-10-01
Pub meal,10,1.85,1,1991-10-01
Pub meal,1020,.39999998,1,1991-10-01
Pub meal,2030,.25,1,1991-10-01
Pub meal,3040,.25,1,1991-10-01
Pub meal,4050,.20000005,1,1991-10-01
Pub meal,5060,.14999986,1,1991-10-01
Pub meal,6070,.20000005,1,1991-10-01
Pub meal,7080,.20000005,1,1991-10-01
Pub meal,8090,.45000005,1,1991-10-01
Cigarettes,10,1.86,1,1991-10-01
Cigarettes,1020,.0099999905,1,1991-10-01
Cigarettes,2030,0,1,1991-10-01
Cigarettes,3040,.0099999905,1,1991-10-01
Cigarettes,4050,.0099999905,1,1991-10-01
Cigarettes,5060,.060000062,1,1991-10-01
Cigarettes,6070,.069999933,1,1991-10-01
Cigarettes,7080,0,1,1991-10-01
Cigarettes,8090,0,1,1991-10-01
Men's socks,10,1.5,1,1991-10-01
Men's socks,1020,.49000001,1,1991-10-01
Men's socks,2030,0,1,1991-10-01
Men's socks,3040,0,1,1991-10-01
Men's socks,4050,.50999999,1,1991-10-01
Men's socks,5060,.45000005,1,1991-10-01
Men's socks,6070,.039999962,1,1991-10-01
Men's socks,7080,.96000004,1,1991-10-01
Men's socks,8090,.54999995,1,1991-10-01
Lettuce,10,.58999997,1,1991-11-01
Lettuce,1020,.26000005,1,1991-11-01
Lettuce,2030,.099999964,1,1991-11-01
Lettuce,3040,.040000021,1,1991-11-01
Lettuce,4050,0,1,1991-11-01
Lettuce,5060,0,1,1991-11-01
Lettuce,6070,0,1,1991-11-01
Lettuce,7080,.11000001,1,1991-11-01
Lettuce,8090,.090000033,1,1991-11-01
Pub meal,10,1.85,1,1991-11-01
Pub meal,1020,.39999998,1,1991-11-01
Pub meal,2030,.25,1,1991-11-01
Pub meal,3040,.25,1,1991-11-01
Pub meal,4050,.20000005,1,1991-11-01
Pub meal,5060,.14999986,1,1991-11-01
Pub meal,6070,.25,1,1991-11-01
Pub meal,7080,.1500001,1,1991-11-01
Pub meal,8090,.45000005,1,1991-11-01
Cigarettes,10,1.86,1,1991-11-01
Cigarettes,1020,.0099999905,1,1991-11-01
Cigarettes,2030,0,1,1991-11-01
Cigarettes,3040,.0099999905,1,1991-11-01
Cigarettes,4050,.019999981,1,1991-11-01
Cigarettes,5060,.090000033,1,1991-11-01
Cigarettes,6070,.039999962,1,1991-11-01
Cigarettes,7080,.049999952,1,1991-11-01
Cigarettes,8090,0,1,1991-11-01
Men's socks,10,1.63,1,1991-11-01
Men's socks,1020,.36000001,1,1991-11-01
Men's socks,2030,0,1,1991-11-01
Men's socks,3040,.25999999,1,1991-11-01
Men's socks,4050,.25,1,1991-11-01
Men's socks,5060,.49000001,1,1991-11-01
Men's socks,6070,.004999876,1,1991-11-01
Men's socks,7080,.99500012,1,1991-11-01
Men's socks,8090,.50999999,1,1991-11-01
Lettuce,10,.68000001,1,1991-12-01
Lettuce,1020,.069999993,1,1991-12-01
Lettuce,2030,.050000012,1,1991-12-01
Lettuce,3040,.050000012,1,1991-12-01
Lettuce,4050,0,1,1991-12-01
Lettuce,5060,.039999962,1,1991-12-01
Lettuce,6070,0,1,1991-12-01
Lettuce,7080,.060000002,1,1991-12-01
Lettuce,8090,.040000021,1,1991-12-01
Pub meal,10,1.9,1,1991-12-01
Pub meal,1020,.35000002,1,1991-12-01
Pub meal,2030,.25,1,1991-12-01
Pub meal,3040,.29999995,1,1991-12-01
Pub meal,4050,.1500001,1,1991-12-01
Pub meal,5060,.20000005,1,1991-12-01
Pub meal,6070,.25,1,1991-12-01
Pub meal,7080,.25,1,1991-12-01
Pub meal,8090,.29999995,1,1991-12-01
Cigarettes,10,1.9,1,1991-12-01
Cigarettes,1020,.019999981,1,1991-12-01
Cigarettes,2030,.0099999905,1,1991-12-01
Cigarettes,3040,0,1,1991-12-01
Cigarettes,4050,.0200001,1,1991-12-01
Cigarettes,5060,.059999943,1,1991-12-01
Cigarettes,6070,.049999952,1,1991-12-01
Cigarettes,7080,.019999981,1,1991-12-01
Cigarettes,8090,0,1,1991-12-01
Men's socks,10,1.55,1,1991-12-01
Men's socks,1020,.44000006,1,1991-12-01
Men's socks,2030,0,1,1991-12-01
Men's socks,3040,.25999999,1,1991-12-01
Men's socks,4050,.25,1,1991-12-01
Men's socks,5060,.49000001,1,1991-12-01
Men's socks,6070,0,1,1991-12-01
Men's socks,7080,1,1,1991-12-01
Men's socks,8090,.50999999,1,1991-12-01
Lettuce,10,.72000003,1,1992-01-01
Lettuce,1020,.069999993,1,1992-01-01
Lettuce,2030,.029999971,1,1992-01-01
Lettuce,3040,0,1,1992-01-01
Lettuce,4050,.030000031,1,1992-01-01
Lettuce,5060,.039999962,1,1992-01-01
Lettuce,6070,.0099999905,1,1992-01-01
Lettuce,7080,.090000033,1,1992-01-01
Lettuce,8090,0,1,1992-01-01
Pub meal,10,1.9,1,1992-01-01
Pub meal,1020,.35000002,1,1992-01-01
Pub meal,2030,.25,1,1992-01-01
Pub meal,3040,.29999995,1,1992-01-01
Pub meal,4050,.1500001,1,1992-01-01
Pub meal,5060,.20000005,1,1992-01-01
Pub meal,6070,.25,1,1992-01-01
Pub meal,7080,.25,1,1992-01-01
Pub meal,8090,.29999995,1,1992-01-01
Cigarettes,10,1.92,1,1992-01-01
Cigarettes,1020,0,1,1992-01-01
Cigarettes,2030,.0099999905,1,1992-01-01
Cigarettes,3040,.01000011,1,1992-01-01
Cigarettes,4050,.0099999905,1,1992-01-01
Cigarettes,5060,.059999943,1,1992-01-01
Cigarettes,6070,.049999952,1,1992-01-01
Cigarettes,7080,.019999981,1,1992-01-01
Cigarettes,8090,0,1,1992-01-01
Men's socks,10,1.5,1,1992-01-01
Men's socks,1020,.49000001,1,1992-01-01
Men's socks,2030,0,1,1992-01-01
Men's socks,3040,0,1,1992-01-01
Men's socks,4050,.50499988,1,1992-01-01
Men's socks,5060,.25500011,1,1992-01-01
Men's socks,6070,.24000001,1,1992-01-01
Men's socks,7080,.8599999,1,1992-01-01
Men's socks,8090,.4000001,1,1992-01-01
Lettuce,10,.58999997,1,1992-02-01
Lettuce,1020,.060000002,1,1992-02-01
Lettuce,2030,.040000021,1,1992-02-01
Lettuce,3040,.0099999905,1,1992-02-01
Lettuce,4050,.050000012,1,1992-02-01
Lettuce,5060,.040000021,1,1992-02-01
Lettuce,6070,0,1,1992-02-01
Lettuce,7080,.060000002,1,1992-02-01
Lettuce,8090,.039999962,1,1992-02-01
Pub meal,10,1.95,1,1992-02-01
Pub meal,1020,.3499999,1,1992-02-01
Pub meal,2030,.20000005,1,1992-02-01
Pub meal,3040,.3499999,1,1992-02-01
Pub meal,4050,.10000014,1,1992-02-01
Pub meal,5060,.29999995,1,1992-02-01
Pub meal,6070,.25,1,1992-02-01
Pub meal,7080,.1500001,1,1992-02-01
Pub meal,8090,.29999995,1,1992-02-01
Cigarettes,10,1.92,1,1992-02-01
Cigarettes,1020,0,1,1992-02-01
Cigarettes,2030,.0099999905,1,1992-02-01
Cigarettes,3040,.01000011,1,1992-02-01
Cigarettes,4050,.029999971,1,1992-02-01
Cigarettes,5060,.059999943,1,1992-02-01
Cigarettes,6070,.049999952,1,1992-02-01
Cigarettes,7080,0,1,1992-02-01
Cigarettes,8090,0,1,1992-02-01
Men's socks,10,1.5,1,1992-02-01
Men's socks,1020,.49000001,1,1992-02-01
Men's socks,2030,0,1,1992-02-01
Men's socks,3040,.1099999,1,1992-02-01
Men's socks,4050,.4000001,1,1992-02-01
Men's socks,5060,.25,1,1992-02-01
Men's socks,6070,.24000001,1,1992-02-01
Men's socks,7080,.75999999,1,1992-02-01
Men's socks,8090,.24000001,1,1992-02-01
Lettuce,10,.64999998,1,1992-03-01
Lettuce,1020,.040000021,1,1992-03-01
Lettuce,2030,.060000002,1,1992-03-01
Lettuce,3040,.040000021,1,1992-03-01
Lettuce,4050,.060000002,1,1992-03-01
Lettuce,5060,.029999971,1,1992-03-01
Lettuce,6070,.0099999905,1,1992-03-01
Lettuce,7080,0,1,1992-03-01
Lettuce,8090,.069999993,1,1992-03-01
Pub meal,10,1.95,1,1992-03-01
Pub meal,1020,.3499999,1,1992-03-01
Pub meal,2030,.29999995,1,1992-03-01
Pub meal,3040,.30000019,1,1992-03-01
Pub meal,4050,.099999905,1,1992-03-01
Pub meal,5060,.25,1,1992-03-01
Pub meal,6070,.25,1,1992-03-01
Pub meal,7080,.20000005,1,1992-03-01
Pub meal,8090,.25,1,1992-03-01
Cigarettes,10,1.92,1,1992-03-01
Cigarettes,1020,0,1,1992-03-01
Cigarettes,2030,.0099999905,1,1992-03-01
Cigarettes,3040,.01000011,1,1992-03-01
Cigarettes,4050,.0099999905,1,1992-03-01
Cigarettes,5060,.069999933,1,1992-03-01
Cigarettes,6070,.059999943,1,1992-03-01
Cigarettes,7080,0,1,1992-03-01
Cigarettes,8090,0,1,1992-03-01
Men's socks,10,1.5,1,1992-03-01
Men's socks,1020,.49000001,1,1992-03-01
Men's socks,2030,0,1,1992-03-01
Men's socks,3040,.25999999,1,1992-03-01
Men's socks,4050,.25,1,1992-03-01
Men's socks,5060,.45000005,1,1992-03-01
Men's socks,6070,.039999962,1,1992-03-01
Men's socks,7080,.75999999,1,1992-03-01
Men's socks,8090,.5,1,1992-03-01
Lettuce,10,.49000001,1,1992-04-01
Lettuce,1020,.089999974,1,1992-04-01
Lettuce,2030,.0099999905,1,1992-04-01
Lettuce,3040,.01000005,1,1992-04-01
Lettuce,4050,.049999952,1,1992-04-01
Lettuce,5060,.030000031,1,1992-04-01
Lettuce,6070,.0099999905,1,1992-04-01
Lettuce,7080,.060000002,1,1992-04-01
Lettuce,8090,.040000021,1,1992-04-01
Pub meal,10,1.95,1,1992-04-01
Pub meal,1020,.3499999,1,1992-04-01
Pub meal,2030,.35000014,1,1992-04-01
Pub meal,3040,.29999995,1,1992-04-01
Pub meal,4050,.049999952,1,1992-04-01
Pub meal,5060,.25,1,1992-04-01
Pub meal,6070,.25,1,1992-04-01
Pub meal,7080,.25,1,1992-04-01
Pub meal,8090,.20000005,1,1992-04-01
Cigarettes,10,1.95,1,1992-04-01
Cigarettes,1020,.079999924,1,1992-04-01
Cigarettes,2030,.029999971,1,1992-04-01
Cigarettes,3040,.0099999905,1,1992-04-01
Cigarettes,4050,.019999981,1,1992-04-01
Cigarettes,5060,.060000181,1,1992-04-01
Cigarettes,6070,.059999943,1,1992-04-01
Cigarettes,7080,0,1,1992-04-01
Cigarettes,8090,0,1,1992-04-01
Men's socks,10,1.62,1,1992-04-01
Men's socks,1020,.37,1,1992-04-01
Men's socks,2030,0,1,1992-04-01
Men's socks,3040,.25999999,1,1992-04-01
Men's socks,4050,.25,1,1992-04-01
Men's socks,5060,.25,1,1992-04-01
Men's socks,6070,.24000001,1,1992-04-01
Men's socks,7080,.50999999,1,1992-04-01
Men's socks,8090,.49000001,1,1992-04-01
Lettuce,10,.5,1,1992-05-01
Lettuce,1020,.089999974,1,1992-05-01
Lettuce,2030,.01000005,1,1992-05-01
Lettuce,3040,.049999952,1,1992-05-01
Lettuce,4050,.040000021,1,1992-05-01
Lettuce,5060,0,1,1992-05-01
Lettuce,6070,.060000002,1,1992-05-01
Lettuce,7080,.040000021,1,1992-05-01
Lettuce,8090,0,1,1992-05-01
Pub meal,10,1.95,1,1992-05-01
Pub meal,1020,.45000005,1,1992-05-01
Pub meal,2030,.29999995,1,1992-05-01
Pub meal,3040,.25,1,1992-05-01
Pub meal,4050,.049999952,1,1992-05-01
Pub meal,5060,.25,1,1992-05-01
Pub meal,6070,.25,1,1992-05-01
Pub meal,7080,.25,1,1992-05-01
Pub meal,8090,.20000005,1,1992-05-01
Cigarettes,10,2.04,1,1992-05-01
Cigarettes,1020,.0099999905,1,1992-05-01
Cigarettes,2030,.0099999905,1,1992-05-01
Cigarettes,3040,0,1,1992-05-01
Cigarettes,4050,.029999971,1,1992-05-01
Cigarettes,5060,.060000181,1,1992-05-01
Cigarettes,6070,.059999943,1,1992-05-01
Cigarettes,7080,0,1,1992-05-01
Cigarettes,8090,0,1,1992-05-01
Men's socks,10,1.75,1,1992-05-01
Men's socks,1020,.24000001,1,1992-05-01
Men's socks,2030,0,1,1992-05-01
Men's socks,3040,.25999999,1,1992-05-01
Men's socks,4050,.25,1,1992-05-01
Men's socks,5060,.49000001,1,1992-05-01
Men's socks,6070,0,1,1992-05-01
Men's socks,7080,.75999999,1,1992-05-01
Men's socks,8090,.24000001,1,1992-05-01
Lettuce,10,.5,1,1992-06-01
Lettuce,1020,.079999983,1,1992-06-01
Lettuce,2030,.0099999905,1,1992-06-01
Lettuce,3040,.060000002,1,1992-06-01
Lettuce,4050,0,1,1992-06-01
Lettuce,5060,.040000021,1,1992-06-01
Lettuce,6070,.060000002,1,1992-06-01
Lettuce,7080,.040000021,1,1992-06-01
Lettuce,8090,.060000002,1,1992-06-01
Pub meal,10,1.95,1,1992-06-01
Pub meal,1020,.45000005,1,1992-06-01
Pub meal,2030,.29999995,1,1992-06-01
Pub meal,3040,.25,1,1992-06-01
Pub meal,4050,.049999952,1,1992-06-01
Pub meal,5060,.25,1,1992-06-01
Pub meal,6070,.25,1,1992-06-01
Pub meal,7080,.25,1,1992-06-01
Pub meal,8090,.20000005,1,1992-06-01
Cigarettes,10,2.04,1,1992-06-01
Cigarettes,1020,.0099999905,1,1992-06-01
Cigarettes,2030,0,1,1992-06-01
Cigarettes,3040,.0099999905,1,1992-06-01
Cigarettes,4050,.029999971,1,1992-06-01
Cigarettes,5060,.060000181,1,1992-06-01
Cigarettes,6070,.059999943,1,1992-06-01
Cigarettes,7080,0,1,1992-06-01
Cigarettes,8090,0,1,1992-06-01
Men's socks,10,1.66,1,1992-06-01
Men's socks,1020,.33000004,1,1992-06-01
Men's socks,2030,0,1,1992-06-01
Men's socks,3040,.25999999,1,1992-06-01
Men's socks,4050,.25,1,1992-06-01
Men's socks,5060,.49000001,1,1992-06-01
Men's socks,6070,0,1,1992-06-01
Men's socks,7080,.96000004,1,1992-06-01
Men's socks,8090,.049999952,1,1992-06-01
Lettuce,10,.38999999,1,1992-07-01
Lettuce,1020,.060000002,1,1992-07-01
Lettuce,2030,.040000021,1,1992-07-01
Lettuce,3040,.0099999905,1,1992-07-01
Lettuce,4050,.055000007,1,1992-07-01
Lettuce,5060,.034999967,1,1992-07-01
Lettuce,6070,0,1,1992-07-01
Lettuce,7080,.060000002,1,1992-07-01
Lettuce,8090,.040000021,1,1992-07-01
Pub meal,10,1.95,1,1992-07-01
Pub meal,1020,.45000005,1,1992-07-01
Pub meal,2030,.3499999,1,1992-07-01
Pub meal,3040,.20000005,1,1992-07-01
Pub meal,4050,.049999952,1,1992-07-01
Pub meal,5060,.25,1,1992-07-01
Pub meal,6070,.25,1,1992-07-01
Pub meal,7080,.25,1,1992-07-01
Pub meal,8090,.20000005,1,1992-07-01
Cigarettes,10,2.04,1,1992-07-01
Cigarettes,1020,.0099999905,1,1992-07-01
Cigarettes,2030,0,1,1992-07-01
Cigarettes,3040,.0099999905,1,1992-07-01
Cigarettes,4050,.029999971,1,1992-07-01
Cigarettes,5060,.060000181,1,1992-07-01
Cigarettes,6070,.059999943,1,1992-07-01
Cigarettes,7080,0,1,1992-07-01
Cigarettes,8090,0,1,1992-07-01
Men's socks,10,1.5,1,1992-07-01
Men's socks,1020,.49000001,1,1992-07-01
Men's socks,2030,0,1,1992-07-01
Men's socks,3040,.0099999905,1,1992-07-01
Men's socks,4050,.33999991,1,1992-07-01
Men's socks,5060,.41000009,1,1992-07-01
Men's socks,6070,.24000001,1,1992-07-01
Men's socks,7080,.50999999,1,1992-07-01
Men's socks,8090,.49000001,1,1992-07-01
Lettuce,10,.49000001,1,1992-08-01
Lettuce,1020,.0099999905,1,1992-08-01
Lettuce,2030,.079999983,1,1992-08-01
Lettuce,3040,.0099999905,1,1992-08-01
Lettuce,4050,0,1,1992-08-01
Lettuce,5060,.01000005,1,1992-08-01
Lettuce,6070,.049999952,1,1992-08-01
Lettuce,7080,.030000031,1,1992-08-01
Lettuce,8090,.069999993,1,1992-08-01
Pub meal,10,1.95,1,1992-08-01
Pub meal,1020,.5,1,1992-08-01
Pub meal,2030,.29999995,1,1992-08-01
Pub meal,3040,.20000005,1,1992-08-01
Pub meal,4050,.049999952,1,1992-08-01
Pub meal,5060,.25,1,1992-08-01
Pub meal,6070,.25,1,1992-08-01
Pub meal,7080,.25,1,1992-08-01
Pub meal,8090,.25,1,1992-08-01
Cigarettes,10,2.04,1,1992-08-01
Cigarettes,1020,.0099999905,1,1992-08-01
Cigarettes,2030,0,1,1992-08-01
Cigarettes,3040,.0099999905,1,1992-08-01
Cigarettes,4050,.029999971,1,1992-08-01
Cigarettes,5060,.060000181,1,1992-08-01
Cigarettes,6070,.059999943,1,1992-08-01
Cigarettes,7080,0,1,1992-08-01
Cigarettes,8090,0,1,1992-08-01
Men's socks,10,1.5,1,1992-08-01
Men's socks,1020,.49000001,1,1992-08-01
Men's socks,2030,0,1,1992-08-01
Men's socks,3040,0,1,1992-08-01
Men's socks,4050,.33999991,1,1992-08-01
Men's socks,5060,.42000008,1,1992-08-01
Men's socks,6070,.24000001,1,1992-08-01
Men's socks,7080,.50999999,1,1992-08-01
Men's socks,8090,.75,1,1992-08-01
Lettuce,10,.44999999,1,1992-09-01
Lettuce,1020,.040000021,1,1992-09-01
Lettuce,2030,.050000012,1,1992-09-01
Lettuce,3040,.0099999905,1,1992-09-01
Lettuce,4050,.039999962,1,1992-09-01
Lettuce,5060,0,1,1992-09-01
Lettuce,6070,0,1,1992-09-01
Lettuce,7080,.01000005,1,1992-09-01
Lettuce,8090,.089999974,1,1992-09-01
Pub meal,10,1.95,1,1992-09-01
Pub meal,1020,.5,1,1992-09-01
Pub meal,2030,.29999995,1,1992-09-01
Pub meal,3040,.20000005,1,1992-09-01
Pub meal,4050,.049999952,1,1992-09-01
Pub meal,5060,.25,1,1992-09-01
Pub meal,6070,.25,1,1992-09-01
Pub meal,7080,.29999995,1,1992-09-01
Pub meal,8090,.20000005,1,1992-09-01
Cigarettes,10,2.04,1,1992-09-01
Cigarettes,1020,.0099999905,1,1992-09-01
Cigarettes,2030,0,1,1992-09-01
Cigarettes,3040,.0099999905,1,1992-09-01
Cigarettes,4050,.019999981,1,1992-09-01
Cigarettes,5060,.070000172,1,1992-09-01
Cigarettes,6070,.059999943,1,1992-09-01
Cigarettes,7080,0,1,1992-09-01
Cigarettes,8090,0,1,1992-09-01
Men's socks,10,1.75,1,1992-09-01
Men's socks,1020,.24000001,1,1992-09-01
Men's socks,2030,0,1,1992-09-01
Men's socks,3040,.21000004,1,1992-09-01
Men's socks,4050,.29999995,1,1992-09-01
Men's socks,5060,.49000001,1,1992-09-01
Men's socks,6070,0,1,1992-09-01
Men's socks,7080,.50999999,1,1992-09-01
Men's socks,8090,.75,1,1992-09-01
Lettuce,10,.49000001,1,1992-10-01
Lettuce,1020,.029999971,1,1992-10-01
Lettuce,2030,.069999993,1,1992-10-01
Lettuce,3040,.01000005,1,1992-10-01
Lettuce,4050,.049999952,1,1992-10-01
Lettuce,5060,0,1,1992-10-01
Lettuce,6070,0,1,1992-10-01
Lettuce,7080,.040000021,1,1992-10-01
Lettuce,8090,.060000002,1,1992-10-01
Pub meal,10,1.95,1,1992-10-01
Pub meal,1020,.5,1,1992-10-01
Pub meal,2030,.29999995,1,1992-10-01
Pub meal,3040,.20000005,1,1992-10-01
Pub meal,4050,.049999952,1,1992-10-01
Pub meal,5060,.25,1,1992-10-01
Pub meal,6070,.25,1,1992-10-01
Pub meal,7080,.29999995,1,1992-10-01
Pub meal,8090,.20000005,1,1992-10-01
Cigarettes,10,2.01,1,1992-10-01
Cigarettes,1020,.0099999905,1,1992-10-01
Cigarettes,2030,.029999971,1,1992-10-01
Cigarettes,3040,0,1,1992-10-01
Cigarettes,4050,.029999971,1,1992-10-01
Cigarettes,5060,.050000191,1,1992-10-01
Cigarettes,6070,.079999924,1,1992-10-01
Cigarettes,7080,0,1,1992-10-01
Cigarettes,8090,0,1,1992-10-01
Men's socks,10,1.75,1,1992-10-01
Men's socks,1020,.24000001,1,1992-10-01
Men's socks,2030,0,1,1992-10-01
Men's socks,3040,.25999999,1,1992-10-01
Men's socks,4050,.25,1,1992-10-01
Men's socks,5060,.49000001,1,1992-10-01
Men's socks,6070,0,1,1992-10-01
Men's socks,7080,.50999999,1,1992-10-01
Men's socks,8090,.75,1,1992-10-01
Lettuce,10,.58999997,1,1992-11-01
Lettuce,1020,.10000002,1,1992-11-01
Lettuce,2030,.089999974,1,1992-11-01
Lettuce,3040,.020000041,1,1992-11-01
Lettuce,4050,.050000012,1,1992-11-01
Lettuce,5060,.029999971,1,1992-11-01
Lettuce,6070,.0099999905,1,1992-11-01
Lettuce,7080,.060000002,1,1992-11-01
Lettuce,8090,.040000021,1,1992-11-01
Pub meal,10,1.95,1,1992-11-01
Pub meal,1020,.5,1,1992-11-01
Pub meal,2030,.29999995,1,1992-11-01
Pub meal,3040,.20000005,1,1992-11-01
Pub meal,4050,.049999952,1,1992-11-01
Pub meal,5060,.25,1,1992-11-01
Pub meal,6070,.25,1,1992-11-01
Pub meal,7080,.29999995,1,1992-11-01
Pub meal,8090,.20000005,1,1992-11-01
Cigarettes,10,2.03,1,1992-11-01
Cigarettes,1020,.019999981,1,1992-11-01
Cigarettes,2030,0,1,1992-11-01
Cigarettes,3040,.0099999905,1,1992-11-01
Cigarettes,4050,.029999971,1,1992-11-01
Cigarettes,5060,.070000172,1,1992-11-01
Cigarettes,6070,.049999952,1,1992-11-01
Cigarettes,7080,.059999943,1,1992-11-01
Cigarettes,8090,0,1,1992-11-01
Men's socks,10,1.75,1,1992-11-01
Men's socks,1020,.24000001,1,1992-11-01
Men's socks,2030,0,1,1992-11-01
Men's socks,3040,.25999999,1,1992-11-01
Men's socks,4050,.25,1,1992-11-01
Men's socks,5060,.49000001,1,1992-11-01
Men's socks,6070,0,1,1992-11-01
Men's socks,7080,.50999999,1,1992-11-01
Men's socks,8090,1,1,1992-11-01
Lettuce,10,.52999997,1,1992-12-01
Lettuce,1020,.060000002,1,1992-12-01
Lettuce,2030,.060000002,1,1992-12-01
Lettuce,3040,.040000021,1,1992-12-01
Lettuce,4050,0,1,1992-12-01
Lettuce,5060,0,1,1992-12-01
Lettuce,6070,0,1,1992-12-01
Lettuce,7080,.060000002,1,1992-12-01
Lettuce,8090,.040000021,1,1992-12-01
Pub meal,10,1.95,1,1992-12-01
Pub meal,1020,.5,1,1992-12-01
Pub meal,2030,.29999995,1,1992-12-01
Pub meal,3040,.20000005,1,1992-12-01
Pub meal,4050,.049999952,1,1992-12-01
Pub meal,5060,.29999995,1,1992-12-01
Pub meal,6070,.20000005,1,1992-12-01
Pub meal,7080,.29999995,1,1992-12-01
Pub meal,8090,.25000024,1,1992-12-01
Cigarettes,10,2.05,1,1992-12-01
Cigarettes,1020,.029999971,1,1992-12-01
Cigarettes,2030,.029999971,1,1992-12-01
Cigarettes,3040,.0099999905,1,1992-12-01
Cigarettes,4050,.020000219,1,1992-12-01
Cigarettes,5060,.059999943,1,1992-12-01
Cigarettes,6070,.069999933,1,1992-12-01
Cigarettes,7080,0,1,1992-12-01
Cigarettes,8090,0,1,1992-12-01
Men's socks,10,1.59,1,1992-12-01
Men's socks,1020,.39999998,1,1992-12-01
Men's socks,2030,0,1,1992-12-01
Men's socks,3040,0,1,1992-12-01
Men's socks,4050,.5,1,1992-12-01
Men's socks,5060,.25999999,1,1992-12-01
Men's socks,6070,.24000001,1,1992-12-01
Men's socks,7080,.50999999,1,1992-12-01
Men's socks,8090,1,1,1992-12-01
Lettuce,10,.69999999,1,1993-01-01
Lettuce,1020,.090000033,1,1993-01-01
Lettuce,2030,.060000002,1,1993-01-01
Lettuce,3040,.039999962,1,1993-01-01
Lettuce,4050,0,1,1993-01-01
Lettuce,5060,.0099999905,1,1993-01-01
Lettuce,6070,.050000012,1,1993-01-01
Lettuce,7080,.040000021,1,1993-01-01
Lettuce,8090,0,1,1993-01-01
Pub meal,10,1.95,1,1993-01-01
Pub meal,1020,.54999995,1,1993-01-01
Pub meal,2030,.25,1,1993-01-01
Pub meal,3040,.20000005,1,1993-01-01
Pub meal,4050,.049999952,1,1993-01-01
Pub meal,5060,.25,1,1993-01-01
Pub meal,6070,.25,1,1993-01-01
Pub meal,7080,.29999995,1,1993-01-01
Pub meal,8090,.20000005,1,1993-01-01
Cigarettes,10,2.0899999,1,1993-01-01
Cigarettes,1020,.019999981,1,1993-01-01
Cigarettes,2030,0,1,1993-01-01
Cigarettes,3040,.0099999905,1,1993-01-01
Cigarettes,4050,.020000219,1,1993-01-01
Cigarettes,5060,.059999943,1,1993-01-01
Cigarettes,6070,.049999952,1,1993-01-01
Cigarettes,7080,.019999981,1,1993-01-01
Cigarettes,8090,0,1,1993-01-01
Men's socks,10,1.495,1,1993-01-01
Men's socks,1020,.495,1,1993-01-01
Men's socks,2030,0,1,1993-01-01
Men's socks,3040,0,1,1993-01-01
Men's socks,4050,.25999999,1,1993-01-01
Men's socks,5060,.41000009,1,1993-01-01
Men's socks,6070,.32999992,1,1993-01-01
Men's socks,7080,.41000009,1,1993-01-01
Men's socks,8090,.8499999,1,1993-01-01
Lettuce,10,.77999997,1,1993-02-01
Lettuce,1020,.11000001,1,1993-02-01
Lettuce,2030,0,1,1993-02-01
Lettuce,3040,.060000002,1,1993-02-01
Lettuce,4050,.030000031,1,1993-02-01
Lettuce,5060,.0099999905,1,1993-02-01
Lettuce,6070,0,1,1993-02-01
Lettuce,7080,.20000005,1,1993-02-01
Lettuce,8090,.0099999905,1,1993-02-01
Pub meal,10,1.95,1,1993-02-01
Pub meal,1020,.5,1,1993-02-01
Pub meal,2030,.29999995,1,1993-02-01
Pub meal,3040,.20000005,1,1993-02-01
Pub meal,4050,.049999952,1,1993-02-01
