name,price,p,newDate
Cigarettes,10,2.3499999,1994-09-01
Cigarettes,1020,.019999981,1994-09-01
Cigarettes,2030,.010000229,1994-09-01
Cigarettes,3040,0,1994-09-01
Cigarettes,4050,.019999981,1994-09-01
Cigarettes,5060,.089999914,1994-09-01
Cigarettes,6070,.049999952,1994-09-01
Cigarettes,7080,0,1994-09-01
Cigarettes,8090,0,1994-09-01
Men's socks,10,1.75,1994-09-01
Men's socks,1020,.24000001,1994-09-01
Men's socks,2030,0,1994-09-01
Men's socks,3040,.25999999,1994-09-01
Men's socks,4050,.25,1994-09-01
Men's socks,5060,.49000001,1994-09-01
Men's socks,6070,0,1994-09-01
Men's socks,7080,.50999999,1994-09-01
Men's socks,8090,1,1994-09-01
Lettuce,10,.49000001,1994-10-01
Lettuce,1020,.060000002,1994-10-01
Lettuce,2030,.039999962,1994-10-01
Lettuce,3040,.01000005,1994-10-01
Lettuce,4050,.049999952,1994-10-01
Lettuce,5060,.040000021,1994-10-01
Lettuce,6070,0,1994-10-01
Lettuce,7080,.060000002,1994-10-01
Lettuce,8090,.040000021,1994-10-01
Pub Meal,10,2,1994-10-01
Pub Meal,1020,.5,1994-10-01
Pub Meal,2030,.45000005,1994-10-01
Pub Meal,3040,.049999952,1994-10-01
Pub Meal,4050,.25,1994-10-01
Pub Meal,5060,.25,1994-10-01
Pub Meal,6070,.25,1994-10-01
Pub Meal,7080,.20000005,1994-10-01
Pub Meal,8090,.29999995,1994-10-01
Cigarettes,10,2.3499999,1994-10-01
Cigarettes,1020,.019999981,1994-10-01
Cigarettes,2030,.010000229,1994-10-01
Cigarettes,3040,0,1994-10-01
Cigarettes,4050,.019999981,1994-10-01
Cigarettes,5060,.089999914,1994-10-01
Cigarettes,6070,.049999952,1994-10-01
Cigarettes,7080,0,1994-10-01
Cigarettes,8090,0,1994-10-01
Men's socks,10,1.83,1994-10-01
Men's socks,1020,.15999997,1994-10-01
Men's socks,2030,0,1994-10-01
Men's socks,3040,.22000003,1994-10-01
Men's socks,4050,.28999996,1994-10-01
Men's socks,5060,.49000001,1994-10-01
Men's socks,6070,0,1994-10-01
Men's socks,7080,.50999999,1994-10-01
Men's socks,8090,1.125,1994-10-01
Lettuce,10,.49000001,1994-11-01
Lettuce,1020,.060000002,1994-11-01
Lettuce,2030,.039999962,1994-11-01
Lettuce,3040,.060000002,1994-11-01
Lettuce,4050,.040000021,1994-11-01
Lettuce,5060,.060000002,1994-11-01
Lettuce,6070,0,1994-11-01
Lettuce,7080,.040000021,1994-11-01
Lettuce,8090,.060000002,1994-11-01
Pub Meal,10,2,1994-11-01
Pub Meal,1020,.5,1994-11-01
Pub Meal,2030,.45000005,1994-11-01
Pub Meal,3040,.049999952,1994-11-01
Pub Meal,4050,.25,1994-11-01
Pub Meal,5060,.25,1994-11-01
Pub Meal,6070,.25,1994-11-01
Pub Meal,7080,.20000005,1994-11-01
Pub Meal,8090,.29999995,1994-11-01
Cigarettes,10,2.3,1994-11-01
Cigarettes,1020,.019999981,1994-11-01
Cigarettes,2030,0,1994-11-01
Cigarettes,3040,.029999971,1994-11-01
Cigarettes,4050,.03000021,1994-11-01
Cigarettes,5060,.099999905,1994-11-01
Cigarettes,6070,.059999943,1994-11-01
Cigarettes,7080,0,1994-11-01
Cigarettes,8090,0,1994-11-01
Men's socks,10,1.75,1994-11-01
Men's socks,1020,.24000001,1994-11-01
Men's socks,2030,0,1994-11-01
Men's socks,3040,.25999999,1994-11-01
Men's socks,4050,.25,1994-11-01
Men's socks,5060,.49000001,1994-11-01
Men's socks,6070,0,1994-11-01
Men's socks,7080,.50999999,1994-11-01
Men's socks,8090,1,1994-11-01
Lettuce,10,.49000001,1994-12-01
Lettuce,1020,.050000012,1994-12-01
Lettuce,2030,.0099999905,1994-12-01
Lettuce,3040,.039999962,1994-12-01
Lettuce,4050,.01000005,1994-12-01
Lettuce,5060,.049999952,1994-12-01
Lettuce,6070,.040000021,1994-12-01
Lettuce,7080,0,1994-12-01
Lettuce,8090,.060000002,1994-12-01
Pub Meal,10,2,1994-12-01
Pub Meal,1020,.5,1994-12-01
Pub Meal,2030,.45000005,1994-12-01
Pub Meal,3040,.049999952,1994-12-01
Pub Meal,4050,.25,1994-12-01
Pub Meal,5060,.25,1994-12-01
Pub Meal,6070,.25,1994-12-01
Pub Meal,7080,.20000005,1994-12-01
Pub Meal,8090,.29999995,1994-12-01
Cigarettes,10,2.3,1994-12-01
Cigarettes,1020,.019999981,1994-12-01
Cigarettes,2030,0,1994-12-01
Cigarettes,3040,.019999981,1994-12-01
Cigarettes,4050,.050000191,1994-12-01
Cigarettes,5060,.1099999,1994-12-01
Cigarettes,6070,.099999905,1994-12-01
Cigarettes,7080,.0400002,1994-12-01
Cigarettes,8090,0,1994-12-01
Men's socks,10,1.75,1994-12-01
Men's socks,1020,.24000001,1994-12-01
Men's socks,2030,0,1994-12-01
Men's socks,3040,.3499999,1994-12-01
Men's socks,4050,.41000009,1994-12-01
Men's socks,5060,.24000001,1994-12-01
Men's socks,6070,0,1994-12-01
Men's socks,7080,.50999999,1994-12-01
Men's socks,8090,1.125,1994-12-01
Lettuce,10,.55000001,1995-01-01
Lettuce,1020,.099999964,1995-01-01
Lettuce,2030,.040000021,1995-01-01
Lettuce,3040,0,1995-01-01
Lettuce,4050,.020000041,1995-01-01
Lettuce,5060,.069999933,1995-01-01
Lettuce,6070,.01000005,1995-01-01
Lettuce,7080,.060000002,1995-01-01
Lettuce,8090,.039999962,1995-01-01
Pub Meal,10,2,1995-01-01
Pub Meal,1020,.5,1995-01-01
Pub Meal,2030,.45000005,1995-01-01
Pub Meal,3040,.049999952,1995-01-01
Pub Meal,4050,.25,1995-01-01
Pub Meal,5060,.25,1995-01-01
Pub Meal,6070,.25,1995-01-01
Pub Meal,7080,.20000005,1995-01-01
Pub Meal,8090,.29999995,1995-01-01
Cigarettes,10,2.3599999,1995-01-01
Cigarettes,1020,.060000181,1995-01-01
Cigarettes,2030,.039999962,1995-01-01
Cigarettes,3040,.019999981,1995-01-01
Cigarettes,4050,0,1995-01-01
Cigarettes,5060,.1099999,1995-01-01
Cigarettes,6070,.080000162,1995-01-01
Cigarettes,7080,.029999971,1995-01-01
Cigarettes,8090,0,1995-01-01
Men's socks,10,1.66,1995-01-01
Men's socks,1020,.33000004,1995-01-01
Men's socks,2030,0,1995-01-01
Men's socks,3040,.17000008,1995-01-01
Men's socks,4050,.33999991,1995-01-01
Men's socks,5060,.49000001,1995-01-01
Men's socks,6070,0,1995-01-01
Men's socks,7080,.50999999,1995-01-01
Men's socks,8090,.49000001,1995-01-01
Lettuce,10,.47999999,1995-02-01
Lettuce,1020,.01000002,1995-02-01
Lettuce,2030,.060000002,1995-02-01
Lettuce,3040,.039999962,1995-02-01
Lettuce,4050,0,1995-02-01
Lettuce,5060,.060000002,1995-02-01
Lettuce,6070,.040000021,1995-02-01
Lettuce,7080,0,1995-02-01
Lettuce,8090,.10000002,1995-02-01
Pub Meal,10,2,1995-02-01
Pub Meal,1020,.5,1995-02-01
Pub Meal,2030,.45000005,1995-02-01
Pub Meal,3040,.049999952,1995-02-01
Pub Meal,4050,.25,1995-02-01
Pub Meal,5060,.25,1995-02-01
Pub Meal,6070,.29999995,1995-02-01
Pub Meal,7080,.1500001,1995-02-01
Pub Meal,8090,.39999986,1995-02-01
Cigarettes,10,2.47,1995-02-01
Cigarettes,1020,.0099999905,1995-02-01
Cigarettes,2030,.029999971,1995-02-01
Cigarettes,3040,.029999971,1995-02-01
Cigarettes,4050,.019999981,1995-02-01
Cigarettes,5060,.080000162,1995-02-01
Cigarettes,6070,.059999943,1995-02-01
Cigarettes,7080,0,1995-02-01
Cigarettes,8090,0,1995-02-01
Men's socks,10,1.665,1995-02-01
Men's socks,1020,.32500005,1995-02-01
Men's socks,2030,0,1995-02-01
Men's socks,3040,.18000007,1995-02-01
Men's socks,4050,.49000001,1995-02-01
Men's socks,5060,.32999992,1995-02-01
Men's socks,6070,.0099999905,1995-02-01
Men's socks,7080,.70499992,1995-02-01
Men's socks,8090,.92000008,1995-02-01
Lettuce,10,.44999999,1995-03-01
Lettuce,1020,.040000021,1995-03-01
Lettuce,2030,.060000002,1995-03-01
Lettuce,3040,0,1995-03-01
Lettuce,4050,.039999962,1995-03-01
Lettuce,5060,0,1995-03-01
Lettuce,6070,.060000002,1995-03-01
Lettuce,7080,.040000021,1995-03-01
Lettuce,8090,.060000002,1995-03-01
Pub Meal,10,2,1995-03-01
Pub Meal,1020,.5,1995-03-01
Pub Meal,2030,.45000005,1995-03-01
Pub Meal,3040,.14999986,1995-03-01
Pub Meal,4050,.20000005,1995-03-01
Pub Meal,5060,.20000005,1995-03-01
Pub Meal,6070,.3499999,1995-03-01
Pub Meal,7080,.10000014,1995-03-01
Pub Meal,8090,.35000014,1995-03-01
Cigarettes,10,2.51,1995-03-01
Cigarettes,1020,.019999981,1995-03-01
Cigarettes,2030,.0099999905,1995-03-01
Cigarettes,3040,0,1995-03-01
Cigarettes,4050,.019999981,1995-03-01
Cigarettes,5060,.080000162,1995-03-01
Cigarettes,6070,.059999943,1995-03-01
Cigarettes,7080,0,1995-03-01
Cigarettes,8090,0,1995-03-01
Men's socks,10,1.67,1995-03-01
Men's socks,1020,.32000005,1995-03-01
Men's socks,2030,0,1995-03-01
Men's socks,3040,.37999988,1995-03-01
Men's socks,4050,.58000016,1995-03-01
Men's socks,5060,.039999962,1995-03-01
Men's socks,6070,.0099999905,1995-03-01
Men's socks,7080,.95000005,1995-03-01
Men's socks,8090,.99999976,1995-03-01
Lettuce,10,.51999998,1995-04-01
Lettuce,1020,.069999993,1995-04-01
Lettuce,2030,.050000012,1995-04-01
Lettuce,3040,.0099999905,1995-04-01
Lettuce,4050,.040000021,1995-04-01
Lettuce,5060,.060000002,1995-04-01
Lettuce,6070,.040000021,1995-04-01
Lettuce,7080,0,1995-04-01
Lettuce,8090,.0099999905,1995-04-01
Pub Meal,10,2,1995-04-01
Pub Meal,1020,.5,1995-04-01
Pub Meal,2030,.45000005,1995-04-01
Pub Meal,3040,.099999905,1995-04-01
Pub Meal,4050,.25,1995-04-01
Pub Meal,5060,.20000005,1995-04-01
Pub Meal,6070,.3499999,1995-04-01
Pub Meal,7080,.10000014,1995-04-01
Pub Meal,8090,.35000014,1995-04-01
Cigarettes,10,2.51,1995-04-01
Cigarettes,1020,.019999981,1995-04-01
Cigarettes,2030,.0099999905,1995-04-01
Cigarettes,3040,.0099999905,1995-04-01
Cigarettes,4050,.029999971,1995-04-01
Cigarettes,5060,.090000153,1995-04-01
Cigarettes,6070,.029999971,1995-04-01
Cigarettes,7080,.039999962,1995-04-01
Cigarettes,8090,0,1995-04-01
Men's socks,10,1.67,1995-04-01
Men's socks,1020,.32000005,1995-04-01
Men's socks,2030,0,1995-04-01
Men's socks,3040,.33999991,1995-04-01
Men's socks,4050,.4749999,1995-04-01
Men's socks,5060,.18500018,1995-04-01
Men's socks,6070,.0099999905,1995-04-01
Men's socks,7080,.99000001,1995-04-01
Men's socks,8090,.75999999,1995-04-01
Lettuce,10,.58999997,1995-05-01
Lettuce,1020,.11000001,1995-05-01
Lettuce,2030,.090000033,1995-05-01
Lettuce,3040,.060000002,1995-05-01
Lettuce,4050,.039999962,1995-05-01
Lettuce,5060,.10000002,1995-05-01
Lettuce,6070,0,1995-05-01
Lettuce,7080,0,1995-05-01
Lettuce,8090,0,1995-05-01
Pub Meal,10,2.0999999,1995-05-01
Pub Meal,1020,.5,1995-05-01
Pub Meal,2030,.35000014,1995-05-01
Pub Meal,3040,.14999986,1995-05-01
Pub Meal,4050,.20000005,1995-05-01
Pub Meal,5060,.20000005,1995-05-01
Pub Meal,6070,.3499999,1995-05-01
Pub Meal,7080,.10000014,1995-05-01
Pub Meal,8090,.39999986,1995-05-01
Cigarettes,10,2.5599999,1995-05-01
Cigarettes,1020,.0099999905,1995-05-01
Cigarettes,2030,.0099999905,1995-05-01
Cigarettes,3040,0,1995-05-01
Cigarettes,4050,.019999981,1995-05-01
Cigarettes,5060,.090000153,1995-05-01
Cigarettes,6070,.049999952,1995-05-01
Cigarettes,7080,0,1995-05-01
Cigarettes,8090,0,1995-05-01
Men's socks,10,1.67,1995-05-01
Men's socks,1020,.32000005,1995-05-01
Men's socks,2030,0,1995-05-01
Men's socks,3040,.5,1995-05-01
Men's socks,4050,.39499998,1995-05-01
Men's socks,5060,.10500002,1995-05-01
Men's socks,6070,.0099999905,1995-05-01
Men's socks,7080,.99000001,1995-05-01
Men's socks,8090,.8599999,1995-05-01
Lettuce,10,.38999999,1995-06-01
Lettuce,1020,0,1995-06-01
Lettuce,2030,.060000002,1995-06-01
Lettuce,3040,.040000021,1995-06-01
Lettuce,4050,0,1995-06-01
Lettuce,5060,0,1995-06-01
Lettuce,6070,0,1995-06-01
Lettuce,7080,.060000002,1995-06-01
Lettuce,8090,.039999962,1995-06-01
Pub Meal,10,2.0999999,1995-06-01
Pub Meal,1020,.5,1995-06-01
Pub Meal,2030,.35000014,1995-06-01
Pub Meal,3040,.20000005,1995-06-01
Pub Meal,4050,.14999986,1995-06-01
Pub Meal,5060,.20000005,1995-06-01
Pub Meal,6070,.3499999,1995-06-01
Pub Meal,7080,.10000014,1995-06-01
Pub Meal,8090,.39999986,1995-06-01
Cigarettes,10,2.5599999,1995-06-01
Cigarettes,1020,.019999981,1995-06-01
Cigarettes,2030,0,1995-06-01
Cigarettes,3040,0,1995-06-01
Cigarettes,4050,.019999981,1995-06-01
Cigarettes,5060,.090000153,1995-06-01
Cigarettes,6070,.049999952,1995-06-01
Cigarettes,7080,0,1995-06-01
Cigarettes,8090,0,1995-06-01
Men's socks,10,1.67,1995-06-01
Men's socks,1020,.32000005,1995-06-01
Men's socks,2030,.0099999905,1995-06-01
Men's socks,3040,.5,1995-06-01
Men's socks,4050,.31999993,1995-06-01
Men's socks,5060,.17000008,1995-06-01
Men's socks,6070,.0099999905,1995-06-01
Men's socks,7080,.99000001,1995-06-01
Men's socks,8090,.9599998,1995-06-01
Lettuce,10,.38999999,1995-07-01
Lettuce,1020,0,1995-07-01
Lettuce,2030,.090000004,1995-07-01
Lettuce,3040,.01000002,1995-07-01
Lettuce,4050,0,1995-07-01
Lettuce,5060,0,1995-07-01
Lettuce,6070,.060000002,1995-07-01
Lettuce,7080,.039999962,1995-07-01
Lettuce,8090,0,1995-07-01
Pub Meal,10,2.125,1995-07-01
Pub Meal,1020,.4749999,1995-07-01
Pub Meal,2030,.35000014,1995-07-01
Pub Meal,3040,.22500014,1995-07-01
Pub Meal,4050,.14999962,1995-07-01
Pub Meal,5060,.17500019,1995-07-01
Pub Meal,6070,.4000001,1995-07-01
Pub Meal,7080,.049999952,1995-07-01
Pub Meal,8090,.54999995,1995-07-01
Cigarettes,10,2.5599999,1995-07-01
Cigarettes,1020,.019999981,1995-07-01
Cigarettes,2030,0,1995-07-01
Cigarettes,3040,0,1995-07-01
Cigarettes,4050,.019999981,1995-07-01
Cigarettes,5060,.090000153,1995-07-01
Cigarettes,6070,.049999952,1995-07-01
Cigarettes,7080,0,1995-07-01
Cigarettes,8090,0,1995-07-01
Men's socks,10,1.67,1995-07-01
Men's socks,1020,.32000005,1995-07-01
Men's socks,2030,0,1995-07-01
Men's socks,3040,.25999999,1995-07-01
Men's socks,4050,.25,1995-07-01
Men's socks,5060,.49000001,1995-07-01
Men's socks,6070,.0099999905,1995-07-01
Men's socks,7080,.99000001,1995-07-01
Men's socks,8090,.75999999,1995-07-01
Lettuce,10,.49000001,1995-08-01
Lettuce,1020,.099999964,1995-08-01
Lettuce,2030,.060000002,1995-08-01
Lettuce,3040,.040000021,1995-08-01
Lettuce,4050,0,1995-08-01
Lettuce,5060,.060000002,1995-08-01
Lettuce,6070,0,1995-08-01
Lettuce,7080,.040000021,1995-08-01
Lettuce,8090,0,1995-08-01
Pub Meal,10,2.2,1995-08-01
Pub Meal,1020,.45000005,1995-08-01
Pub Meal,2030,.29999995,1995-08-01
Pub Meal,3040,.25,1995-08-01
Pub Meal,4050,.14999986,1995-08-01
Pub Meal,5060,.1500001,1995-08-01
Pub Meal,6070,.4000001,1995-08-01
Pub Meal,7080,.049999952,1995-08-01
Pub Meal,8090,.54999995,1995-08-01
Cigarettes,10,2.5599999,1995-08-01
Cigarettes,1020,.019999981,1995-08-01
Cigarettes,2030,0,1995-08-01
Cigarettes,3040,0,1995-08-01
Cigarettes,4050,.029999971,1995-08-01
Cigarettes,5060,.080000162,1995-08-01
Cigarettes,6070,.049999952,1995-08-01
Cigarettes,7080,0,1995-08-01
Cigarettes,8090,0,1995-08-01
Men's socks,10,1.67,1995-08-01
Men's socks,1020,.32000005,1995-08-01
Men's socks,2030,0,1995-08-01
Men's socks,3040,.25999999,1995-08-01
Men's socks,4050,.5,1995-08-01
Men's socks,5060,.24000001,1995-08-01
Men's socks,6070,.0099999905,1995-08-01
Men's socks,7080,.99000001,1995-08-01
Men's socks,8090,.75999999,1995-08-01
Lettuce,10,.49000001,1995-09-01
Lettuce,1020,.060000002,1995-09-01
Lettuce,2030,.039999962,1995-09-01
Lettuce,3040,.060000002,1995-09-01
Lettuce,4050,.040000021,1995-09-01
Lettuce,5060,0,1995-09-01
Lettuce,6070,.060000002,1995-09-01
Lettuce,7080,.040000021,1995-09-01
Lettuce,8090,0,1995-09-01
Pub Meal,10,2.2,1995-09-01
Pub Meal,1020,.54999995,1995-09-01
Pub Meal,2030,.20000005,1995-09-01
Pub Meal,3040,.29999995,1995-09-01
Pub Meal,4050,.20000005,1995-09-01
Pub Meal,5060,.099999905,1995-09-01
Pub Meal,6070,.4000001,1995-09-01
Pub Meal,7080,0,1995-09-01
Pub Meal,8090,.54999995,1995-09-01
Cigarettes,10,2.5599999,1995-09-01
Cigarettes,1020,.0099999905,1995-09-01
Cigarettes,2030,.0099999905,1995-09-01
Cigarettes,3040,0,1995-09-01
Cigarettes,4050,.029999971,1995-09-01
Cigarettes,5060,.080000162,1995-09-01
Cigarettes,6070,.049999952,1995-09-01
Cigarettes,7080,0,1995-09-01
Cigarettes,8090,0,1995-09-01
Men's socks,10,1.67,1995-09-01
Men's socks,1020,.32000005,1995-09-01
Men's socks,2030,.0099999905,1995-09-01
Men's socks,3040,.5,1995-09-01
Men's socks,4050,.25,1995-09-01
Men's socks,5060,.24000001,1995-09-01
Men's socks,6070,.33999991,1995-09-01
Men's socks,7080,.66000009,1995-09-01
Men's socks,8090,.75999999,1995-09-01
Lettuce,10,.47999999,1995-10-01
Lettuce,1020,.01000002,1995-10-01
Lettuce,2030,.0099999905,1995-10-01
Lettuce,3040,.050000012,1995-10-01
Lettuce,4050,.039999962,1995-10-01
Lettuce,5060,0,1995-10-01
Lettuce,6070,.060000002,1995-10-01
Lettuce,7080,.040000021,1995-10-01
Lettuce,8090,.060000002,1995-10-01
Pub Meal,10,2.1500001,1995-10-01
Pub Meal,1020,.5999999,1995-10-01
Pub Meal,2030,.20000005,1995-10-01
Pub Meal,3040,.29999995,1995-10-01
Pub Meal,4050,.20000005,1995-10-01
Pub Meal,5060,.099999905,1995-10-01
Pub Meal,6070,.4000001,1995-10-01
Pub Meal,7080,0,1995-10-01
Pub Meal,8090,.54999995,1995-10-01
Cigarettes,10,2.5549998,1995-10-01
Cigarettes,1020,.025000095,1995-10-01
Cigarettes,2030,0,1995-10-01
Cigarettes,3040,0,1995-10-01
Cigarettes,4050,.029999971,1995-10-01
Cigarettes,5060,.080000162,1995-10-01
Cigarettes,6070,.049999952,1995-10-01
Cigarettes,7080,0,1995-10-01
Cigarettes,8090,0,1995-10-01
Men's socks,10,1.75,1995-10-01
Men's socks,1020,.24000001,1995-10-01
Men's socks,2030,.0099999905,1995-10-01
Men's socks,3040,.5,1995-10-01
Men's socks,4050,.49000001,1995-10-01
Men's socks,5060,0,1995-10-01
Men's socks,6070,.5,1995-10-01
Men's socks,7080,.5,1995-10-01
Men's socks,8090,.9599998,1995-10-01
Lettuce,10,.41999999,1995-11-01
Lettuce,1020,.070000023,1995-11-01
Lettuce,2030,.099999964,1995-11-01
Lettuce,3040,0,1995-11-01
Lettuce,4050,.060000002,1995-11-01
Lettuce,5060,.040000021,1995-11-01
Lettuce,6070,.0099999905,1995-11-01
Lettuce,7080,.090000033,1995-11-01
Lettuce,8090,0,1995-11-01
Pub Meal,10,2.2,1995-11-01
Pub Meal,1020,.54999995,1995-11-01
Pub Meal,2030,.20000005,1995-11-01
Pub Meal,3040,.29999995,1995-11-01
Pub Meal,4050,.20000005,1995-11-01
Pub Meal,5060,.099999905,1995-11-01
Pub Meal,6070,.4000001,1995-11-01
Pub Meal,7080,0,1995-11-01
Pub Meal,8090,.54999995,1995-11-01
Cigarettes,10,2.5599999,1995-11-01
Cigarettes,1020,.019999981,1995-11-01
Cigarettes,2030,0,1995-11-01
Cigarettes,3040,0,1995-11-01
Cigarettes,4050,.039999962,1995-11-01
Cigarettes,5060,.070000172,1995-11-01
Cigarettes,6070,.049999952,1995-11-01
Cigarettes,7080,0,1995-11-01
Cigarettes,8090,0,1995-11-01
Men's socks,10,1.67,1995-11-01
Men's socks,1020,.32000005,1995-11-01
Men's socks,2030,.0099999905,1995-11-01
Men's socks,3040,.5,1995-11-01
Men's socks,4050,.49000001,1995-11-01
Men's socks,5060,0,1995-11-01
Men's socks,6070,.33999991,1995-11-01
Men's socks,7080,.66000009,1995-11-01
Men's socks,8090,.50999999,1995-11-01
Lettuce,10,.47999999,1995-12-01
Lettuce,1020,.01000002,1995-12-01
Lettuce,2030,.060000002,1995-12-01
Lettuce,3040,.039999962,1995-12-01
Lettuce,4050,0,1995-12-01
Lettuce,5060,.060000002,1995-12-01
Lettuce,6070,.040000021,1995-12-01
Lettuce,7080,0,1995-12-01
Lettuce,8090,.10000002,1995-12-01
Pub Meal,10,2.0999999,1995-12-01
Pub Meal,1020,.6500001,1995-12-01
Pub Meal,2030,.20000005,1995-12-01
Pub Meal,3040,.29999995,1995-12-01
Pub Meal,4050,.20000005,1995-12-01
Pub Meal,5060,.20000005,1995-12-01
Pub Meal,6070,.29999995,1995-12-01
Pub Meal,7080,.049999952,1995-12-01
Pub Meal,8090,.5,1995-12-01
Cigarettes,10,2.5599999,1995-12-01
Cigarettes,1020,.019999981,1995-12-01
Cigarettes,2030,0,1995-12-01
Cigarettes,3040,.0099999905,1995-12-01
Cigarettes,4050,.050000191,1995-12-01
Cigarettes,5060,.099999905,1995-12-01
Cigarettes,6070,.1500001,1995-12-01
Cigarettes,7080,0,1995-12-01
Cigarettes,8090,0,1995-12-01
Men's socks,10,1.67,1995-12-01
Men's socks,1020,.32000005,1995-12-01
Men's socks,2030,.17000008,1995-12-01
Men's socks,3040,.33999991,1995-12-01
Men's socks,4050,.49000001,1995-12-01
Men's socks,5060,0,1995-12-01
Men's socks,6070,.33999991,1995-12-01
Men's socks,7080,.62000012,1995-12-01
Men's socks,8090,.54999995,1995-12-01
Lettuce,10,.58999997,1996-01-01
Lettuce,1020,.01000005,1996-01-01
Lettuce,2030,.089999974,1996-01-01
Lettuce,3040,0,1996-01-01
Lettuce,4050,.060000002,1996-01-01
Lettuce,5060,.040000021,1996-01-01
Lettuce,6070,0,1996-01-01
Lettuce,7080,0,1996-01-01
Lettuce,8090,.099999964,1996-01-01
Pub Meal,10,2.2,1996-01-01
Pub Meal,1020,.54999995,1996-01-01
Pub Meal,2030,.20000005,1996-01-01
Pub Meal,3040,.29999995,1996-01-01
Pub Meal,4050,.25,1996-01-01
Pub Meal,5060,.25,1996-01-01
Pub Meal,6070,.20000005,1996-01-01
Pub Meal,7080,.049999952,1996-01-01
Pub Meal,8090,.55000019,1996-01-01
Cigarettes,10,2.7,1996-01-01
Cigarettes,1020,.029999971,1996-01-01
Cigarettes,2030,0,1996-01-01
Cigarettes,3040,0,1996-01-01
Cigarettes,4050,.039999962,1996-01-01
Cigarettes,5060,.079999924,1996-01-01
Cigarettes,6070,.0400002,1996-01-01
Cigarettes,7080,0,1996-01-01
Cigarettes,8090,0,1996-01-01
Men's socks,10,1.5,1996-01-01
Men's socks,1020,.49000001,1996-01-01
Men's socks,2030,.0099999905,1996-01-01
Men's socks,3040,.5,1996-01-01
Men's socks,4050,.25,1996-01-01
Men's socks,5060,.24000001,1996-01-01
Men's socks,6070,.33999991,1996-01-01
Men's socks,7080,.62000012,1996-01-01
Men's socks,8090,.54999995,1996-01-01
Lettuce,10,.49000001,1996-02-01
Lettuce,1020,.099999964,1996-02-01
Lettuce,2030,.10000002,1996-02-01
Lettuce,3040,.060000002,1996-02-01
Lettuce,4050,.029999971,1996-02-01
Lettuce,5060,.01000005,1996-02-01
Lettuce,6070,.0099999905,1996-02-01
Lettuce,7080,.050000012,1996-02-01
Lettuce,8090,.099999964,1996-02-01
Pub Meal,10,2.2,1996-02-01
Pub Meal,1020,.54999995,1996-02-01
Pub Meal,2030,.20000005,1996-02-01
Pub Meal,3040,.29999995,1996-02-01
Pub Meal,4050,.25,1996-02-01
Pub Meal,5060,.25,1996-02-01
Pub Meal,6070,.20000005,1996-02-01
Pub Meal,7080,.20000005,1996-02-01
Pub Meal,8090,.4000001,1996-02-01
Cigarettes,10,2.71,1996-02-01
Cigarettes,1020,.019999981,1996-02-01
Cigarettes,2030,0,1996-02-01
Cigarettes,3040,0,1996-02-01
Cigarettes,4050,.099999905,1996-02-01
Cigarettes,5060,.039999962,1996-02-01
Cigarettes,6070,.020000219,1996-02-01
Cigarettes,7080,0,1996-02-01
Cigarettes,8090,0,1996-02-01
Men's socks,10,1.67,1996-02-01
Men's socks,1020,.32000005,1996-02-01
Men's socks,2030,.18000007,1996-02-01
Men's socks,3040,.32999992,1996-02-01
Men's socks,4050,.49000001,1996-02-01
Men's socks,5060,0,1996-02-01
Men's socks,6070,.50999999,1996-02-01
Men's socks,7080,.49000001,1996-02-01
Men's socks,8090,.99999976,1996-02-01
Lettuce,10,.88999999,1996-03-01
Lettuce,1020,0,1996-03-01
Lettuce,2030,.090000033,1996-03-01
Lettuce,3040,.0099999905,1996-03-01
Lettuce,4050,0,1996-03-01
Lettuce,5060,.0099999905,1996-03-01
Lettuce,6070,.14999998,1996-03-01
Lettuce,7080,.050000072,1996-03-01
Lettuce,8090,.099999905,1996-03-01
Pub Meal,10,2.2,1996-03-01
Pub Meal,1020,.54999995,1996-03-01
Pub Meal,2030,.24000001,1996-03-01
Pub Meal,3040,.25999999,1996-03-01
Pub Meal,4050,.25,1996-03-01
Pub Meal,5060,.25,1996-03-01
Pub Meal,6070,.20000005,1996-03-01
Pub Meal,7080,.20000005,1996-03-01
Pub Meal,8090,.4000001,1996-03-01
Cigarettes,10,2.71,1996-03-01
Cigarettes,1020,.019999981,1996-03-01
Cigarettes,2030,0,1996-03-01
Cigarettes,3040,.019999981,1996-03-01
Cigarettes,4050,.079999924,1996-03-01
Cigarettes,5060,.060000181,1996-03-01
Cigarettes,6070,0,1996-03-01
Cigarettes,7080,0,1996-03-01
Cigarettes,8090,0,1996-03-01
Men's socks,10,1.67,1996-03-01
Men's socks,1020,.32000005,1996-03-01
Men's socks,2030,.25999999,1996-03-01
Men's socks,3040,.25,1996-03-01
Men's socks,4050,.49000001,1996-03-01
Men's socks,5060,0,1996-03-01
Men's socks,6070,.50999999,1996-03-01
Men's socks,7080,.49000001,1996-03-01
Men's socks,8090,.99999976,1996-03-01
Lettuce,10,.79000002,1996-04-01
Lettuce,1020,.099999964,1996-04-01
Lettuce,2030,0,1996-04-01
Lettuce,3040,.060000002,1996-04-01
Lettuce,4050,.040000021,1996-04-01
Lettuce,5060,0,1996-04-01
Lettuce,6070,0,1996-04-01
Lettuce,7080,.15999997,1996-04-01
Lettuce,8090,.10000002,1996-04-01
Pub Meal,10,2.2,1996-04-01
