item,item_id,id_count,item_id_raw,description,division,date_quote_s,date_quote_e,desc_appearances,date_start,date_end,coicop4_id,group,n_shops,p_min,p_max,p_mean,p_med,p_sd,coicop5_id,order,to_adjust_id,max_id,n_obs,span,spanrank,chartrank,meat_fish,track_kg,kg,to_adjust
1,210101,1,210101,LARGE LOAF-WHITE-SLICED-800G,1,198802,200401,1,1,192,10101,101,222,.07,1.4,.56312937,.54000002,.17646977,0,833,,210101,36039,191,496,511,,0G,0,
2,210102,1,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,198802,202303,1,1,422,10101,101,212,.34999999,3.6900001,.93410194,.85000002,.32512462,1010103,834,,210102,54630,421,1,102,,0G,0,
3,210105,1,210105,LARGE WHOLEMEAL LOAF-UNSLICED,1,198802,200301,1,1,180,10101,101,200,.30000001,2,.74522442,.75,.14188217,0,836,,210105,27161,179,538,556,,ED,0,
4,210106,1,210106,SIX BREAD ROLLS-WHITE/BROWN,1,198802,202303,1,1,422,10101,101,223,.1,5.3400002,.81167734,.72000003,.40912879,1010103,1176,,210106,63332,421,1,91,,WN,0,
5,210107,1,210107,"BROWN LOAF,400G,SLICED-GRAN",1,198903,200401,1,14,192,10101,101,215,.11,1.09,.52304959,.51999998,.10124722,0,239,,210107,29361,178,563,565,,AN,0,
6,210108,1,210108,PITTA BREAD,1,200002,201001,1,145,264,10101,101,158,.19,1.59,.57846904,.55000001,.19979824,0,1005,,210108,14605,119,748,762,,AD,0,
7,210109,1,210109,FRENCH STICK/BAGUETTE,1,200102,200501,1,157,204,10101,101,109,.23,1,.54244423,.44999999,.18536258,0,604,,210109,5695,47,1032,1063,,TE,0,
8,210110,1,210110,LARGE WHOLEMEAL LOAF (SLICED),1,200302,200401,1,181,192,10101,101,73,.34999999,1.28,.78563082,.75,.1825778,0,835,,210110,1506,11,1217,1278,,D),0,
9,210111,1,210111,WHITE SLICED LOAF BRANDED 750G,1,200402,202303,1,193,422,10101,101,134,.23,2.79,1.0561221,1.05,.27722427,1010103,1316,,210111,32329,229,353,373,,0G,0,
10,210112,1,210112,BROWN SLICED LOAF BRANDED 400G,1,200402,200601,1,193,216,10101,101,81,.30000001,1.09,.63286501,.66000003,.13840304,0,240,,210112,2719,23,1157,1181,,0G,0,
11,210113,1,210113,WHOLEMEAL SLICED LOAF BRANDED,1,200402,202303,1,193,422,10101,101,134,.36000001,2.79,1.0892364,1.1,.25492346,1010103,1322,,210113,31352,229,353,375,,ED,0,
12,210114,1,210114,CHILLED GARLIC BREAD,1,201002,202303,1,265,422,10101,101,121,.27000001,2.75,.87813032,.80000001,.42351604,1010103,345,,210114,34653,157,606,610,,AD,0,
14,210201,1,210201,FLOUR-SELF-RAISING-1.5KG,1,198802,202303,1,1,422,10101,101,216,.090000004,3.49,.75774455,.73000002,.2965962,1010102,597,,210201,59793,421,1,97,,KG,0,
15,210202,1,210202,RICE-LONG GRAIN-WHITE-500G,1,198802,200301,1,1,180,10101,101,205,.19,1.99,.64290589,.57999998,.21498047,0,1140,,210202,27513,179,538,555,,0G,0,
16,210204,1,210204,DRY SPAGHETTI OR PASTA 500G,1,198802,202303,1,1,422,10101,101,225,.12,2.52,.71948695,.62,.35228235,1010106,534,,210204,82040,421,1,63,,0G,0,
17,210205,1,210205,MUESLI 500G - 1KG,1,198802,200601,1,1,216,10101,101,221,.47999999,3.99,1.5466406,1.47,.49691063,0,948,,210205,30830,215,429,440,,KG,0,
18,210206,1,210206,CORN FLAKES,,199601,199601,1,96,96,,,100,.69,1.79,1.048093,1.0599999,.14193453,,445,,210206,215,0,1317,1330,,ES,0,
19,210208,1,210208,BREAKFAST CEREAL 4,,199601,199601,1,96,96,,,102,.86000001,1.49,.99568623,.99000001,.09125302,,234,,210208,204,0,1317,1339,, 4,0,
20,210209,1,210209,BREAKFAST CEREAL 1 NOT MUESLI,1,199602,200601,1,97,216,10101,101,208,.37,3.1900001,1.4735007,1.45,.39917704,0,231,,210209,20790,119,748,755,,LI,0,
21,210210,1,210210,BREAKFAST CEREAL 2 NOT MUESLI,1,200002,200601,1,145,216,10101,101,139,.44999999,2.79,1.5070096,1.49,.41339689,0,233,,210210,10196,71,940,953,,LI,0,
22,210211,2,210211,CORN SNACK SINGLE PACK MAX 50G,1,200102,202303,2,157,422,10107,101,152,.079999998,1.4,.48923898,.46000001,.21456575,1010705,56,1,210211,61392,265,260,268,,0G,0,
22,210211,2,210211,CORN SNACK SINGLE PACK MAX 50G,1,200102,202303,2,157,422,10101,101,152,.079999998,1.4,.48923898,.46000001,.21456575,1010107,57,1,210211,61392,265,260,268,,0G,0,
23,210212,1,210212,BASMATI RICE 500G-1KG,1,200302,202303,1,181,422,10101,101,134,.44,5.75,1.5170877,1.35,.72153741,1010101,171,,210212,31538,241,320,341,,KG,0,
24,210213,1,210213,BREAKFAST CEREAL 1,1,200602,202303,1,217,422,10101,101,133,.69,5,2.2401245,2.29,.63974106,1010107,230,,210213,45314,205,448,452,, 1,0,
25,210214,1,210214,BREAKFAST CEREAL 2,1,200602,202303,1,217,422,10101,101,133,.43000001,5.1500001,1.8885376,1.9,.61245579,1010107,232,,210214,45695,205,448,451,, 2,0,
26,210215,1,210215,CEREAL BAR,1,201002,202303,1,265,422,10101,101,124,.090000004,1.09,.3285633,.33000001,.11919553,1010104,302,,210215,33960,157,606,611,,AR,0,
27,210216,1,210216,HOT OAT CEREAL,1,201202,202303,1,289,422,10101,101,115,.38999999,5,1.8075014,2,.65361106,1010107,784,,210216,30281,133,683,684,,AL,0,
28,210217,1,210217,RICE MICRO POUCH/TRAY 220-280G,1,201602,202303,1,337,422,10101,101,107,.30000001,2.25,1.013502,1,.43694028,1010101,1139,,210217,19874,85,878,883,,0G,0,
29,210218,1,210218,"POPCORN, BAG, 10-30G",1,201902,202303,1,373,422,10101,101,68,.15000001,1.7,.4325026,.30000001,.26875779,1010107,1020,,210218,8874,49,1016,1029,,0G,0,
30,210219,1,210219,BREAKFAST CEREAL GLUTEN FREE,1,202002,202303,1,385,422,10101,101,62,.58999997,4.1500001,2.2963231,2.25,.83228046,1010107,235,,210219,7082,37,1081,1089,,EE,0,
31,210221,1,210221,COUSCOUS PLAIN/FLAVOURED,,202102,202303,1,397,422,,,15,.38999999,2.5,.81481779,.69999999,.44691309,,448,,210221,4143,25,1144,1155,,ED,0,
32,210301,1,210301,CREAM CRACKERS PACK 200G-300G,1,198802,202303,1,1,422,10101,101,223,.11,2.5899999,.51330793,.36000001,.33375728,1010104,451,,210301,62371,421,1,93,,0G,0,
33,210302,1,210302,PLAIN BISCUITS-200-300G,1,198802,202303,1,1,422,10101,101,224,.14,2.3900001,.59415579,.49000001,.3013176,1010104,1008,,210302,65990,421,1,83,,0G,0,
34,210304,1,210304,CHOC COATED BISCUITS-200-300G,1,198802,200601,1,1,216,10101,101,220,.19,4.29,.7451759,.74000001,.19956881,0,352,,210304,35870,215,429,434,,0G,0,
35,210305,1,210305,CHOC CTD BISCS-IND WRAPD 6-8PK,1,198802,200501,1,1,204,10101,101,216,.28999999,1.35,.66760755,.64999998,.15409924,0,353,,210305,33923,203,467,477,,PK,0,
36,210306,1,210306,FRUIT SCONES,1,198802,200301,1,1,180,10101,101,221,.02,.88999999,.1991592,.19,.080984414,0,679,,210306,28415,179,538,554,,ES,0,
37,210312,1,210312,WHOLE CHOC CAKE-NOT FROZEN,1,198903,200001,1,14,144,10101,101,200,.28999999,14,1.1557852,1.08,.64439929,0,1320,,210312,18402,130,710,730,,EN,0,
38,210316,1,210316,ICED BUN-EACH,1,199102,199801,1,37,120,10101,101,177,.079999998,.99000001,.24789123,.23999999,.09008766,0,790,,210316,13093,83,893,913,,CH,0,
39,210317,1,210317,FRUIT PIES 4-6 PACK,1,199302,202001,1,61,384,10101,101,210,.14,2.9400001,1.1001052,1,.32671121,1010104,678,,210317,42220,323,184,187,,CK,0,
40,210318,1,210318,FROZN CAKE/GATEAU NO ICE-CREAM,1,199502,200601,1,85,216,10101,101,211,.38999999,5.25,2.1629415,1.99,.7429415,0,669,,210318,18229,131,693,702,,AM,0,
41,210319,1,210319,DOUGHNUT-EACH,1,199802,202201,1,121,408,10101,101,183,.07,1.8,.33352196,.28999999,.21299858,1010104,523,,210319,36420,287,243,248,,CH,0,
42,210320,1,210320,WHOLE SPONGE CAKE NOT FROZEN,1,200002,202303,1,145,422,10101,101,163,.44,5.9899998,1.4327856,1.09,.72439754,1010104,1321,,210320,35439,277,252,256,,EN,0,
43,210321,1,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,200302,202303,1,181,422,10101,101,139,.30000001,3.8,1.3359933,1.3,.34333849,1010104,972,,210321,29955,241,320,343,,ES,0,
44,210322,1,210322,CHOCOLATE 11,1,200402,201701,1,193,348,10101,101,136,.2,.92000002,.52478534,.50999999,.13534778,1010104,355,,210322,21012,155,617,635,,11,0,
45,210323,1,210323,BISCUITS HALF CHOC 260-400G,1,201702,202303,1,349,422,10101,101,95,.36000001,2.99,1.1175556,1,.42379463,1010104,181,,210323,16663,73,923,931,,0G,0,
46,210324,1,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,202002,202303,1,385,422,10101,101,70,.23999999,1.5,.79622889,.89999998,.28299052,1010104,454,,210324,7942,37,1081,1087,,ER,0,
47,210403,1,210403,HOME KILLED BEEF-LEAN MINCE KG,1,198802,202303,1,1,422,10102,101,293,.75,17.99,4.8399663,4.5999999,2.688345,1010201,766,,210403,113521,421,1,25,1,KG,1,1
48,210405,1,210405,HOME KLLD BEEF-BRISKET NO BONE,1,198802,200001,1,1,144,10102,101,266,.69,9.6999998,2.7432108,2.1900001,1.2282729,0,775,,210405,34424,143,656,662,1,NE,0,
49,210406,1,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,198802,202303,1,1,422,10102,101,291,1.86,42,10.271628,9.4899998,5.4793167,1010201,774,,210406,109402,421,1,35,1,AK,0,
50,210407,1,210407,HOME KILLED BEEF-STEWING STEAK,1,198802,200201,1,1,168,10102,101,284,.98000002,11,3.1834338,2.4200001,1.7000906,0,767,,210407,47235,167,579,582,1,AK,0,
51,210413,1,210413,HOME KILLED BEEF-TOPSIDE KG,1,198903,202001,1,14,384,10102,101,290,1.49,25.530001,6.8881974,6.5900002,3.4871137,1010201,768,,210413,87460,370,142,142,1,KG,1,1
52,210414,1,210414,FROZEN BEEFBURGERS PACK OF 4,1,199202,202303,1,49,422,10102,101,215,.34,4.5999999,1.7563725,1.6900001,.71151793,1010201,651,,210414,46417,373,139,141,1, 4,0,
53,210415,1,210415,H-KILLED BEEF BRAISING STEAK,1,200202,201501,1,169,324,10102,101,182,1.9299999,18.74,7.4291863,7.25,2.1530442,0,732,,210415,33209,155,617,621,1,AK,0,
54,210416,1,210416,BEEF ROASTING JOINT PER KG,1,202002,202303,1,385,422,10102,101,105,3.99,75,12.254549,12,4.5733724,1010201,176,,210416,6669,37,1081,1090,1,KG,1,
55,210501,1,210501,HOME KILLED LAMB-LOIN CHOPS KG,1,198802,201501,1,1,324,10102,101,290,.99000001,34.950001,7.7805858,7.73,4.4627542,0,770,,210501,79194,323,184,184,1,KG,1,1
56,210502,1,210502,HOME KILLED LAMB-SHOULDER KG,1,198802,202101,1,1,396,10102,101,288,.5,22,4.2528853,3.6900001,2.8701015,1010203,771,,210502,77320,395,134,135,1,KG,1,1
57,210503,1,210503,HK LAMB LEG (WITH BONE),,199601,199601,1,96,96,,,158,1.09,4.75,2.5790219,2.5999999,.49740848,,761,,210503,320,0,1317,1322,1,E),0,
58,210504,1,210504,"HOME-KILLED LAMB, CUT OR DICED",1,200002,200201,1,145,168,10102,101,138,1.79,18.74,7.2140822,6.5700002,2.9669328,0,780,,210504,3667,23,1157,1170,1,ED,0,
59,210505,1,210505,HOME KILLED MINCED LAMB KG,1,200402,200601,1,193,216,10102,101,7,3.4300001,11.07,5.1397362,4.1599998,1.471777,0,772,,210505,1062,23,1157,1193,1,KG,1,
60,210506,1,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,201502,202303,1,325,422,10102,101,136,5.2600002,45.919998,14.441548,13.89,3.3568096,1010203,762,,210506,29024,97,833,835,1,KG,1,
61,210507,1,210507,HOME KILLED LAMB SHOULDER KG,,202102,202301,1,397,420,,,96,4.1700001,22.99,10.916686,10.2,2.835649,,769,,210507,4569,23,1157,1167,1,KG,1,
62,210604,1,210604,IMP LAMB LOIN CHOP-BONE PER KG,1,199002,200901,1,25,252,10102,101,211,.80000001,10.32,4.2369866,3.74,2.3587148,0,791,,210604,25196,227,389,392,1,KG,1,1
63,210606,1,210606,FRZEN IMP LAMB: LEG (PER KG),1,199002,202001,1,25,384,10102,101,214,.77999997,13.99,4.5176477,4.4400001,2.2612033,1010203,683,,210606,36143,359,152,155,1,G),0,
64,210701,1,210701,HK PORK LEG (FOOT OFF) KG,1,198802,199701,1,1,108,10102,101,241,.60000002,8.9899998,1.7473642,1.49,.95013463,0,763,,210701,25184,107,791,802,1,KG,1,1
65,210703,1,210703,HOME KILLED PORK-LOIN CHOPS KG,1,198802,202303,1,1,422,10102,101,287,.88999999,18,4.82267,4.8800001,2.4485924,1010202,773,,210703,103487,421,1,39,1,KG,1,1
66,210705,1,210705,HK PORK SHOULDER (BONELESS),,199601,199601,1,96,96,,,150,.55000001,2.48,1.4723396,1.403,.31040281,,764,,210705,315,0,1317,1323,1,S),0,
67,210706,1,210706,H-KILL PORK-BONELESS SHOULDER,1,199702,201101,1,109,276,10102,101,237,.86000001,13.2,3.7197812,3.49,1.2941188,0,731,,210706,29331,167,579,594,1,ER,0,
68,210802,1,210802,BACON-GAMMON-PER KG,1,198802,202303,1,1,422,10102,101,283,.667,21.18,5.5409765,5.5,2.6277003,1010207,157,,210802,101128,421,1,42,1,KG,1,1
69,210805,1,210805,BACON-STREAKY-PER KG,1,198903,200101,1,14,156,10102,101,259,.49000001,10.6,2.5933499,1.6900001,1.7107269,0,158,,210805,35450,142,680,680,1,KG,1,1
70,210806,1,210806,BACON - BACK - DANISH,,199601,199601,1,96,96,,,131,1.25,4.6620002,2.6287491,2.48,.66850322,,154,,210806,271,0,1317,1326,1,SH,0,
71,210807,1,210807,BACON - BACK - HOME PRODUCED,,199601,199601,1,96,96,,,138,1.189,4.3000002,2.5027106,2.4000001,.54468644,,155,,210807,273,0,1317,1324,1,ED,0,
72,210808,1,210808,BACON-BACK-PER KG,1,199602,202303,1,97,422,10102,101,275,1.55,24.25,7.7341261,7,2.7479856,1010207,156,,210808,86825,325,175,175,1,KG,1,
73,210903,1,210903,FROZEN CHICKEN PIECES,1,198802,200301,1,1,180,10102,101,209,.31,8.5600004,1.4920599,1.1,1.0739917,0,654,,210903,23479,179,538,559,1,ES,0,
74,210904,1,210904,FROZEN TURKEY- PER KG- SPECIFY,1,198802,200401,1,1,192,10102,101,202,.177,5.9200001,1.1370064,.79000002,.68426788,0,667,,210904,18669,191,496,522,1,FY,0,
75,210905,1,210905,FRESH/CHILLED CHICKEN  PER KG,1,198903,202303,1,14,422,10102,101,287,.31799999,16.950001,2.4873517,2.3900001,1.3825797,1010204,640,,210905,98246,408,107,109,1,KG,1,1
76,210906,1,210906,FRZEN ROASTING CHICKEN PER KG,1,198903,200601,1,14,216,10102,101,218,.30399999,5.9899998,1.1801317,1.03,.52788264,0,684,,210906,27761,202,485,487,1,KG,1,1
77,210907,1,210907,FRESH/CHILLED CHICKEN PIECES,1,199502,200301,1,85,180,10102,101,273,.227,15.99,3.6989007,2.8699999,2.4580359,0,641,,210907,25596,95,848,849,1,ES,0,
78,210908,1,210908,COOKED MEAT-TURKEY-SLICED,1,199602,200301,1,97,180,10102,101,267,.23999999,2.3499999,1.0706269,1.05,.29226464,0,443,,210908,21312,83,893,901,1,ED,0,
79,210909,1,210909,FROZEN CHICKEN THIGHS PER KG,1,200302,200601,1,181,216,10102,101,72,.75,5.5900002,1.9248701,1.99,.55918652,0,655,,210909,2156,35,1096,1133,1,KG,1,
80,210910,1,210910,FRESH BONELESS CHICKEN BREAST,1,200302,202303,1,181,422,10102,101,174,1.5,36.950001,8.4655781,7.9400001,2.7802181,1010204,605,,210910,57325,241,320,327,1,ST,0,
81,210911,1,210911,FRESH TURKEY STEAKS PER KG,1,200402,202001,1,193,384,10102,101,7,2.49,13.33,7.865098,8.1499996,1.6694629,1010204,612,,210911,10135,191,496,525,1,KG,1,
82,210912,1,210912,FROZEN CHICKEN BREASTS,1,200602,202001,1,217,384,10102,101,126,1.99,14.84,5.5104265,4.9899998,2.3185551,1010204,653,,210912,28902,167,579,595,1,TS,0,
83,210913,1,210913,ROTISSERIE CHICKEN [WHOLE],1,200902,202303,1,253,422,10102,101,7,2.25,7.5,5.1690331,5.5,.90396392,1010208,1144,,210913,8233,169,567,578,1,E],0,
84,210914,1,210914,FRESH TURKEY DICED/MIN PER KG,1,202002,202303,1,385,422,10102,101,7,3.5,11.84,7.0236931,7.5,1.5399965,1010204,611,,210914,1844,37,1081,1092,1,KG,1,
85,211001,1,211001,SAUSAGES-PORK-PER LB/454G.,1,198802,199812,1,1,131,10102,101,273,.36000001,4.0500002,1.1918114,1.1799999,.30444223,0,1152,,211001,38315,130,710,717,1,G.,0,
86,211003,1,211003,LAMBS LIVER-PER KG,1,198802,199812,1,1,131,10102,101,268,.38999999,8.7700005,1.7390943,1.38,1.0380739,0,831,,211003,34678,130,710,723,1,KG,1,1
87,211004,1,211004,CANNED MEAT-CORNED BEEF,1,198802,200501,1,1,204,10102,101,210,.38999999,2,.94161862,.94999999,.17452325,0,256,,211004,31941,203,467,479,1,EF,0,
88,211005,1,211005,COOKED MEAT-LUNCHEON MEAT,1,198802,200001,1,1,144,10102,101,250,.14,1.76,.35310066,.31,.14017859,0,442,,211005,28252,143,656,667,1,AT,0,
89,211007,1,211007,CANNED MEAT-STEWED STEAK,1,198802,202303,1,1,422,10102,101,214,.47999999,4.5,1.7234539,1.55,.69898754,1010208,257,,211007,54224,421,1,103,1,AK,0,
90,211008,1,211008,GARLIC SAUSAGE-SLICED-100-113G,1,198802,199801,1,1,120,10102,101,240,.2,2.2,.55987626,.54000002,.14990444,0,691,,211008,23757,119,748,753,1,3G,0,
91,211009,1,211009,COOKED MEAT-HAM NOT SHOULDER,1,198802,200201,1,1,168,10102,101,284,.2,2.3499999,.84343606,.81999999,.23891275,0,441,,211009,46053,167,579,583,1,ER,0,
92,211010,1,211010,PORK PIE INDIVIDL APP 3IN/8CM,1,198802,201801,1,1,360,10102,101,282,.17,4.5,.84068877,.79000002,.40151879,1010208,1021,,211010,75863,359,152,153,1,CM,0,
93,211011,1,211011,INDIVIDUAL MEAT PIE,1,198802,202303,1,1,422,10102,101,278,.2,6,.99646592,.79000002,.56957865,1010208,798,,211011,92749,421,1,48,1,IE,0,
94,211012,1,211012,LIVER PATE-100-135G OR 4OZ,1,199302,200001,1,61,144,10102,101,226,.19,2.29,.57371038,.52999997,.23522474,0,857,,211012,15904,83,893,910,1,OZ,0,
95,211013,1,211013,SALAMI-SLICED,1,199802,200201,1,121,168,10102,101,169,.27000001,2.1500001,.88640571,.69,.44310981,0,1148,,211013,8188,47,1032,1052,1,ED,0,
96,211014,1,211014,SAUSAGES-PORK-PER KG,1,199902,202303,1,133,422,10102,101,204,.81999999,15.75,4.842062,4.4000001,2.069139,1010207,1151,,211014,74389,289,223,233,1,KG,1,
97,211015,1,211015,COOKED HAM PREPACKED/SLICED,1,200202,200501,1,169,204,10102,101,8,.44999999,2.29,.95474279,.94999999,.28083113,0,438,,211015,2294,35,1096,1132,1,ED,0,
98,211016,1,211016,COOKED HAM LOOSE SPECIFY TYPE,1,200202,201801,1,169,360,10102,101,164,.40000001,3.49,1.2134067,1.1900001,.38736334,1010207,437,,211016,31920,191,496,515,1,PE,0,
99,211017,1,211017,SALAMI SLICED 70-113G,1,200202,200601,1,169,216,10102,101,8,.23999999,2.27,1.2117393,1.29,.48815826,0,1147,,211017,3099,47,1032,1073,1,3G,0,
100,211018,1,211018,COOKED MEAT - SLICED TURKEY,1,200302,201601,1,181,336,10102,101,167,.34,4.9899998,1.4511151,1.33,.50355875,1010204,439,,211018,30901,155,617,624,1,EY,0,
101,211019,1,211019,FROZ CHICKEN NUGGETS 220-600G,1,200502,202303,1,205,422,10102,101,133,.34,5.8299999,2.0312452,2,.70748746,1010208,649,,211019,24335,217,404,421,1,0G,0,
103,211021,1,211021,CHICKEN KIEV 2 PACK 250-300G,1,200602,201501,1,217,324,10102,101,7,.99000001,3.99,2.2081344,2,.55070066,0,311,,211021,7172,107,791,830,1,0G,0,
104,211022,1,211022,OVEN READY JOINT,1,201102,201501,1,277,324,10102,101,15,2.5,10,4.6076565,4.5,1.102211,0,970,,211022,6320,47,1032,1060,1,NT,0,
105,211023,2,211023,COOKED HAM PREPACKED SLICED,1,201302,202303,2,205,422,10102,101,15,.44999999,4.5,2.0670264,2,.88965517,1010207,55,1,211023,33979,217,404,412,1,ED,0,
102,211023,2,211020,COOKED HAM PREPACKED SLICED,1,200502,201301,2,205,422,10102,101,129,.33000001,5.9899998,1.5944885,1.45,.70695305,0,54,1,211023,33979,217,404,412,1,ED,0,
106,211024,1,211024,CONTINENTAL SLICED DELI MEAT,1,201302,202303,1,301,422,10102,101,15,.44999999,6.4899998,2.1685503,2,.98163497,1010207,434,,211024,19361,121,735,742,1,AT,0,
107,211025,1,211025,JOINT OV/READ GAM/POR 450-900G,1,201502,202303,1,325,422,10102,101,15,2.29,9,4.7708554,5,1.112744,1010202,807,,211025,13388,97,833,844,1,0G,0,
108,211026,1,211026,CHICKEN KIEV 2 PACK 240-325G,1,201502,202303,1,325,422,10102,101,101,.75,7,2.1564953,2,.84229743,1010208,310,,211026,19717,97,833,842,1,5G,0,
109,211027,1,211027,H K LIVER PER KG STATE TYPE,1,201502,202303,1,325,422,10102,101,15,1.0599999,31.91,2.9050491,2.5,1.419387,1010206,730,,211027,12353,97,833,846,1,PE,0,
110,211028,1,211028,MEAT BASED SNACK M/PACK 400G,1,201602,201701,1,337,348,10102,101,100,.34999999,3.95,1.5641973,1.59,.53366435,1010208,875,,211028,2828,11,1217,1224,1,0G,0,
111,211029,1,211029,COOKED MEAT TURKEY/CHICK SLICE,1,201602,202303,1,337,422,10102,101,135,.34999999,9,2.0237269,1.9,.7201798,1010204,440,,211029,26781,85,878,882,1,CE,0,
112,211030,1,211030,MEAT BASED SNACK PACK MAX 400G,1,201702,202303,1,349,422,10102,101,100,.5,4.1500001,1.8196093,1.9,.51578975,1010208,876,,211030,15662,73,923,934,1,0G,0,
113,211031,1,211031,COOKED HAM LOOSE PER 100G,1,201802,202303,1,361,422,10102,101,108,.55000001,4.2800002,1.7209978,1.5599999,.60254043,1010207,436,,211031,8849,61,965,980,1,0G,0,
114,211101,1,211101,FRESH WHITE FISH FILLETS KG,1,199601,202303,1,96,422,10103,101,254,1.49,31.5,10.609237,9.5,4.4480915,1010301,638,,211101,48356,326,173,174,1,KG,1,
115,211104,1,211104,FRESH FISH-RAINBOW TROUT-WHOLE,1,199302,200101,1,61,156,10103,101,246,.69,11.96,3.3466554,3.0599999,1.5471364,0,608,,211104,22989,95,848,850,1,LE,0,
116,211105,1,211105,FRESH FISH-SALMON FILLETS-KG,1,200102,202303,1,157,422,10103,101,167,2.5,39.950001,13.657297,12.99,5.1221862,1010301,609,,211105,35449,265,260,279,1,KG,1,
117,211106,1,211106,FROZEN PRAWNS PER KG,1,200402,202303,1,193,422,10103,101,15,2.4100001,47.099998,13.793518,12.5,5.6154151,1010304,664,,211106,32084,229,353,374,1,KG,1,
118,211202,1,211202,CANNED FISH-SALMON-200-215G,1,198802,200201,1,1,168,10103,101,196,.34999999,3.45,1.5047112,1.49,.43737605,0,254,,211202,25688,167,579,599,1,5G,0,
119,211203,1,211203,FROZEN FISH FINGERS (10 PACK),1,198802,200401,1,1,192,10103,101,223,.28999999,2.8,1.1234213,1.17,.38891673,0,657,,211203,32710,191,496,513,1,K),0,
120,211204,1,211204,FROZEN FISH IN SAUCE,1,198802,200301,1,1,180,10103,101,220,.34999999,2.99,.92916924,.88999999,.25020435,0,659,,211204,29359,179,538,552,1,CE,0,
121,211207,1,211207,"CANNED FISH, TUNA, 130G-200G",1,198903,202303,1,14,422,10103,101,216,.19,3.5899999,.8782931,.75,.40762523,1010306,253,,211207,58348,408,107,116,1,0G,0,
122,211208,1,211208,FROZEN PLAICE IN CRUMBS,,199601,199601,1,96,96,,,55,.99000001,4.9899998,2.0187805,1.6900001,.87190253,,662,,211208,123,0,1317,1355,1,BS,0,
123,211209,1,211209,FROZEN PRAWNS PACKED (PER KG),1,200202,200401,1,169,192,10103,101,7,2.49,17.48,9.3716488,9.9799995,2.3170357,0,663,,211209,1486,23,1157,1191,1,G),0,
124,211210,1,211210,FROZEN FISH FINGERS 8-12 PK,1,200402,202303,1,193,422,10103,101,149,.23999999,4.5,1.9213474,1.89,.72216254,1010306,658,,211210,46726,229,353,366,1,PK,0,
125,211211,1,211211,FROZEN BREAD/BAT FISH 400-550G,1,201002,202303,1,265,422,10103,101,122,1,8.5,3.5575979,3.5,.99137336,1010306,652,,211211,33193,157,606,612,,0G,0,
126,211301,1,211301,BUTTER-HOME PRODUCED-250G,1,198802,201301,1,1,300,10105,101,224,.34,2.6900001,.82601118,.79000002,.23278986,0,247,,211301,47553,299,220,222,,0G,0,
127,211302,1,211302,BUTTER  NEW ZEALAND,,199601,199601,1,96,96,,,92,.58999997,1.05,.79244792,.81,.054173913,,245,,211302,192,0,1317,1346,,ND,0,
128,211303,1,211303,BUTTER  DANISH,,199601,199601,1,96,96,,,87,.63999999,1.05,.88064867,.87,.04716542,,244,,211303,185,0,1317,1350,,SH,0,
129,211304,1,211304,BUTTER-IMPORTED 250G,1,199602,201301,1,97,300,10105,101,201,.44,3.29,1.053797,.97000003,.27834284,0,248,,211304,28928,203,467,481,,0G,0,
130,211305,1,211305,SPREADABLE BUTTER,1,201302,202303,1,301,422,10105,101,108,.86000001,6,3.108161,3.25,.66610456,1010501,1200,,211305,28379,121,735,737,,ER,0,
131,211306,1,211306,BUTTER 250G SPEC COO,1,201302,202303,1,301,422,10105,101,111,.75,3.5999999,1.6857783,1.7,.35950282,1010501,246,,211306,28453,121,735,736,,OO,0,
132,211401,1,211401,MARGARINE SOFT 500 GRMS,,199601,199601,1,96,96,,,98,.28,1.0599999,.56606793,.44999999,.20251004,,868,,211401,206,0,1317,1338,,MS,0,
133,211404,1,211404,COOKING OIL -VEGETABLE 1 LITRE,1,198802,200612,1,1,227,10105,101,223,.34,2.5899999,.77009875,.69,.2612173,0,444,,211404,37627,226,393,401,,RE,0,
134,211406,1,211406,LOW FAT SPREAD,,199601,199601,1,96,96,,,98,.37,1.02,.50953048,.50999999,.089066252,,862,,211406,213,0,1317,1331,,AD,0,
135,211407,1,211407,MARGARINE/LOW FAT SPREAD-500G,1,199602,202301,1,97,420,10105,101,207,.19,5,1.2284214,1.09,.48311284,1010502,869,,211407,46329,323,184,186,,0G,0,
136,211408,1,211408,OLIVE OIL - 500ML - 1 LITRE,1,200702,202303,1,229,422,10105,101,129,1,10.75,3.7635264,3.49,1.4955777,1010503,965,,211408,42864,193,488,492,,RE,0,
137,211409,1,211409,"PEANUT BUTTER, JAR, 225-350G",1,201902,202303,1,373,422,10105,101,82,.69999999,4.1999998,1.9909327,1.75,.76264864,1010502,992,,211409,11215,49,1016,1023,,0G,0,
140,211501,1,211501,CHEDDAR-HOME PRODUCED PER KG,1,198802,202303,1,1,422,10104,101,228,.81999999,21,5.2844281,5.27,2.9696786,1010405,304,,211501,64504,421,1,86,,KG,0,
