item,item_id,id_count,item_id_raw,description,division,date_quote_s,date_quote_e,desc_appearances,date_start,date_end,coicop4_id,group,n_shops,p_min,p_max,p_mean,p_med,p_sd,coicop5_id,order,to_adjust_id,max_id,n_obs,span,spanrank,chartrank,meat_fish,track_kg,kg,to_adjust
309,212721,1,212721,PLUMS-PER KG,1,199905,200109,1,136,164,10106,101,160,.5,5.9899998,1.8377894,1.74,.74638152,0,1018,,212721,3239,28,1143,1143,,KG,0,
310,212722,1,212722,GRAPES-PER KG,1,199902,202303,1,133,422,10106,101,211,.58999997,15,3.6625693,3.77,1.180402,1010601,726,,212722,84310,289,223,230,,KG,0,
311,212723,1,212723,ORGANIC DESSERT APPLES KG,1,200102,200601,1,157,216,10106,101,9,.62,3.3199999,2.1599555,1.99,.36829653,0,967,,212723,1801,59,983,1010,,KG,0,
312,212724,1,212724,BAG OF ORGANIC DESSERT APPLES,1,200602,201601,1,217,336,10106,101,7,.62,5.1100001,2.2217762,2.2,.37832522,1010601,159,,212724,4639,119,748,770,,ES,0,
313,212725,1,212725,SMALL TYPE ORANGES PER PACK/KG,1,200802,202303,1,241,422,10106,101,168,.2,12,2.3777449,2.25,.91287994,1010601,1180,,212725,44670,181,526,527,,KG,0,
314,212726,1,212726,PLUMS PER KG/PACK,1,200902,202303,1,253,422,10106,101,166,.38999999,12,2.8325434,2.5,1.2595432,1010601,1017,,212726,42584,169,567,568,,CK,0,
315,212727,1,212727,PEACH/NECTARINE EACH,1,200904,201710,1,255,357,10106,101,150,.079999998,2,.41000387,.38,.20467177,1010601,990,,212727,10353,102,832,832,,CH,0,
316,212728,1,212728,PINEAPPLE EACH,1,201202,202301,1,289,420,10106,101,14,.49000001,3,1.1909995,1,.42027038,1010601,1003,,212728,13147,131,693,708,,CH,0,
317,212729,1,212729,BLUEBERRIES PUNNET PER KG,1,201302,201801,1,301,360,10106,101,15,1,26.75,12.21932,12,4.5598063,1010601,192,,212729,5681,59,983,1007,,KG,0,
318,212730,1,212730,FRUIT FRESH SNACKING 150-350G,1,201402,202303,1,313,422,10106,101,22,.5,4,1.7025599,1.8,.61756241,1010601,672,,212730,20942,109,779,786,,0G,0,
319,212731,1,212731,MELON EACH EG HONEYDEW,1,201502,202301,1,325,420,10106,101,22,.69,3.5,1.7821577,1.8,.41895157,1010601,877,,212731,19665,95,848,855,,EW,0,
320,212732,1,212732,LEMON EACH,1,201602,202303,1,337,422,10106,101,165,.079999998,1.2,.33664942,.34999999,.092619658,1010601,844,,212732,43676,85,878,878,,CH,0,
321,212733,1,212733,BLUEBERRIES PUNNET OR PER KG,1,201802,202303,1,361,422,10106,101,161,.25,48,11.285012,11.67,4.4619451,1010601,191,,212733,25918,61,965,966,,KG,0,
322,212734,1,212734,RASPBERRIES PUNNET OR PER KG,1,201802,202303,1,361,422,10106,101,161,.33000001,48,12.450733,13.33,4.170886,1010601,1081,,212734,23980,61,965,967,,KG,0,
326,212801,1,212801,CANNED PEACHES SLICED,,199601,199601,1,96,96,,,82,.25,.75,.37768212,.36000001,.094470054,,258,,212801,151,0,1317,1352,,ED,0,
327,212802,1,212802,CANNED PINEAPPLE,,199601,199601,1,96,96,,,91,.34999999,.79000002,.48914894,.47499999,.06230269,,259,,212802,188,0,1317,1347,,LE,0,
328,212805,1,212805,DRIED MIXED FRUIT-500G PACKET,1,198802,199801,1,1,120,10106,101,168,.38999999,2.5799999,.8049112,.79000002,.13867252,0,528,,212805,18295,119,748,758,,ET,0,
329,212806,1,212806,PACKET OF PEANUTS 150-300G,1,198802,202303,1,1,422,10106,101,225,.14,3.5,.76882052,.49000001,.5615806,1010603,976,,212806,60051,421,1,95,,0G,0,
330,212807,1,212807,CANNED FRUIT-400-450G,1,199602,202303,1,97,422,10106,101,212,.14,3.25,.78576666,.75,.24469845,1010604,255,,212807,52382,325,175,177,,0G,0,
331,212808,1,212808,DRIED FRUIT - EG APRICOTS,1,201102,202303,1,277,422,10106,101,132,.49000001,4.5999999,2.0461609,1.99,.68799806,1010603,527,,212808,37312,145,642,647,,TS,0,
333,212901,1,212901,CUSTARD POWDER-300G DRUM,1,198802,200001,1,1,144,10109,101,189,.30000001,1.3200001,.63725579,.62,.12247473,0,459,,212901,22072,143,656,675,,UM,0,
334,212905,1,212905,VEGETABLE PICKLE 280-520G,1,198802,202303,1,1,422,10107,101,223,.28,3.5899999,.99122453,.85000002,.43104497,1010703,1273,,212905,68042,421,1,75,,0G,0,
335,212907,1,212907,STOCK CUBES-PACK OF 12,1,198802,200201,1,1,168,10109,101,200,.34,1.42,.63666075,.62,.15520273,0,1215,,212907,25862,167,579,598,,12,0,
336,212910,1,212910,CANNED SOUP-390-425G,1,198802,202303,1,1,422,10109,101,215,.19,2.3,.60302287,.5,.26387516,1010909,260,,212910,64180,421,1,89,,5G,0,
337,212911,1,212911,PACKET SOUP-1.5 PINT / 850CL S,1,198802,200001,1,1,144,10109,101,192,.20999999,1.79,.48922673,.49000001,.10358543,0,977,,212911,22166,143,656,674,, S,0,
338,212912,1,212912,TINNED RAVIOLI-400-450G,1,198802,200001,1,1,144,10101,101,188,.25,1.12,.5038265,.50999999,.1186033,0,1247,,212912,21662,143,656,676,,0G,0,
339,212913,2,212913,VANILLA ICE CREAM-2 LITRES,1,198802,200201,2,1,168,10108,101,217,.51999998,5,1.5949576,1.59,.52667296,0,108,1,212913,55950,167,579,579,,ES,0,
339,212913,2,212913,VANILLA ICE CREAM-2 LITRES,1,198802,200201,2,1,168,10109,101,217,.51999998,5,1.5949576,1.59,.52667296,0,109,1,212913,55950,167,579,579,,ES,0,
340,212914,2,212914,CHOC COVERED ICE CREAM BAR,1,198802,201201,2,1,288,10109,101,208,.050000001,2.1900001,.76757127,.69999999,.39017844,0,48,1,212914,54770,287,243,245,,AR,0,
340,212914,2,212914,CHOC COVERED ICE CREAM BAR,1,198802,201201,2,1,288,10108,101,208,.050000001,2.1900001,.76757127,.69999999,.39017844,0,49,1,212914,54770,287,243,245,,AR,0,
341,212916,1,212916,SALAD CREAM-10 OZ/ 285G BOTTLE,1,198903,200101,1,14,156,10109,101,193,.28999999,1.99,.49115992,.46000001,.13182063,0,1146,,212916,23131,142,680,682,,LE,0,
342,212917,1,212917,TOMATO KETCHUP BOTTLE 340-570G,1,198903,202303,1,14,422,10109,101,222,.23999999,3.75,.92917901,.68000001,.55230105,1010901,1256,,212917,74190,408,107,113,,0G,0,
343,212918,1,212918,FRZN READY-COOKD MEAL SERVES 1,1,198903,202303,1,14,422,10109,101,225,.38999999,4,1.6488717,1.5,.56982088,1010904,685,,212918,58358,408,107,115,, 1,0,
344,212920,1,212920,MALT VINEGAR-568ML,1,199102,200001,1,37,144,10109,101,186,.19,.94,.5022518,.50999999,.10374961,0,865,,212920,17919,107,791,815,,ML,0,
345,212921,1,212921,COLESLAW-PLAIN-200-250G,1,199102,200601,1,37,216,10109,101,222,.15000001,2.23,.58087385,.56999999,.17316547,0,414,,212921,27019,179,538,557,,0G,0,
346,212922,1,212922,CHILLED RDY-COOKD MEAL-SERVE 1,1,199202,200901,1,49,252,10109,101,198,.56,5.4099998,1.6100214,1.49,.59903765,0,348,,212922,24804,203,467,484,, 1,0,
347,212923,1,212923,COOK-IN SAUCE-JAR/CAN 350-520G,1,199302,202303,1,61,422,10109,101,211,.28,4.9899998,1.3348728,1.29,.43994617,1010901,435,,212923,52785,361,144,149,,0G,0,
348,212924,1,212924,FROZEN PIZZA-MED SIZE-300-450G,1,199402,201501,1,73,324,10101,101,219,.31,3.95,1.8404083,1.89,.52512819,0,661,,212924,31277,251,311,316,,0G,0,
349,212925,1,212925,MICROWAVE READY MEAL-NOT CHILL,1,199402,200001,1,73,144,10109,101,150,.38999999,2.8499999,1.3395849,1.39,.41123798,0,926,,212925,8456,71,940,958,,LL,0,
350,212926,1,212926,BABY FOOD,1,199502,199701,1,85,108,10101,101,141,.28,.76999998,.43959528,.44,.082101509,0,150,,212926,4670,23,1157,1164,,OD,0,
351,212927,2,212927,BABY FOOD-CAN/JAR,1,199702,201001,2,109,264,10109,101,176,.2,1.21,.51198232,.50999999,.13005859,0,31,1,212927,43162,155,617,617,,AR,0,
351,212927,2,212927,BABY FOOD-CAN/JAR,1,199702,201001,2,109,264,10101,101,176,.2,1.21,.51198232,.50999999,.13005859,0,30,1,212927,43162,155,617,617,,AR,0,
352,212928,1,212928,FROZ VEG BURGER/GRILL 180-454G,1,199802,202303,1,121,422,10107,101,182,.5,5,1.6452279,1.65,.44112369,1010703,650,,212928,39800,301,213,217,,4G,0,
353,212929,1,212929,TINNED SPAGHETTI/PASTA SHAPES,1,200002,200301,1,145,180,10101,101,111,.07,1.09,.39470923,.38999999,.086352721,0,1248,,212929,5090,35,1096,1115,,ES,0,
354,212930,1,212930,MAYONNAISE 390-500G/420-540MLS,1,200102,202303,1,157,422,10109,101,161,.31,3.99,1.4929012,1.5,.48759133,1010901,873,,212930,56576,265,260,269,,LS,0,
355,212931,1,212931,CHILL RED FAT READY MEAL,1,200202,200501,1,169,204,10102,101,8,.88999999,3.6900001,2.1217432,2.1500001,.54286557,0,344,,212931,2002,35,1096,1134,,AL,0,
356,212932,1,212932,FROZEN VEG READY MEAL 300-350G,1,200202,200801,1,169,240,10107,101,121,.5,2.55,1.3391012,1.39,.30971423,0,668,,212932,6553,71,940,963,,0G,0,
357,212933,1,212933,ICE CREAM 450ML-1L,1,200202,202303,1,169,422,10108,101,151,.33000001,5.9899998,2.3490529,2,.99000287,1010805,789,,212933,32749,253,290,304,,1L,0,
358,212934,1,212934,DRIED POTTED SNACK 50-120G,1,200302,202303,1,181,422,10101,101,137,.20999999,2.2,.93739098,.99000001,.24686185,1010106,529,,212934,30820,241,320,342,,0G,0,
359,212935,1,212935,DIET-AID DRINK POWDER 420-468G,1,200302,200501,1,181,204,10109,101,110,1.29,6.9899998,5.1103287,4.73,.83682543,0,479,,212935,2920,23,1157,1178,,8G,0,
360,212936,1,212936,CHILLED READY MEAL-MEAT-SERVS1,1,200902,202303,1,253,422,10109,101,121,.56,6.5999999,2.4477131,2.5,.67861861,1010904,350,,212936,22403,169,567,574,,S1,0,
361,212937,1,212937,CHILLED READY MEAL-FISH/VEG,1,200902,202303,1,253,422,10109,101,121,.52999997,6,2.527962,2.5,.75482726,1010904,349,,212937,20629,169,567,576,,EG,0,
362,212938,1,212938,CHOCOLATE COVERED ICE CREAM,1,201202,202303,1,289,422,10108,101,115,.13,3.5,.63538182,.63,.31555888,1010805,366,,212938,28483,133,683,687,,AM,0,
363,212939,1,212939,CHILLED PIZZA EACH 300-600G,1,201502,202303,1,325,422,10101,101,110,.67000002,6.5,3.2049334,3.25,1.1476361,1010105,346,,212939,20517,97,833,840,,0G,0,
364,212940,1,212940,PROTEIN POWDER 900G-2KG,1,201502,202303,1,325,422,10109,101,151,3.99,109.99,24.993113,24,8.1672812,1010909,1070,,212940,25361,97,833,836,,KG,0,
365,212941,1,212941,QUICHE 340G-450G,1,201802,202303,1,361,422,10101,101,91,1.05,5,2.3499246,2.3,.67513478,1010105,1079,,212941,13806,61,965,975,,0G,0,
366,212942,1,212942,VEGETABLE CRISPS PACK 80-125G,1,202002,202303,1,385,422,10107,101,22,.64999998,2.75,1.8318473,1.85,.48660323,1010705,1272,,212942,7194,37,1081,1088,,5G,0,
367,212943,1,212943,YORKSHIRE PUDDING FROZEN,,202202,202303,1,409,422,,,72,.5,2.75,1.6764516,1.75,.48257577,,1420,,212943,2883,13,1199,1209,,EN,0,
368,212944,1,212944,SAUSAGE MEAT FREE CHILLED PACK,,202202,202303,1,409,422,,,89,1.1,9.2600002,2.4299431,2.5,.65246063,,1150,,212944,3757,13,1199,1204,,CK,0,
369,212945,1,212945,HERBS DRIED JAR 3 - 20G,,202202,202303,1,409,422,,,72,.44,2.6500001,1.2199508,1,.52273846,,749,,212945,3046,13,1199,1207,,0G,0,
370,213001,1,213001,COFFEE: GROUND: FILTER FINE,1,198802,202101,1,1,396,10201,102,225,.62,7.9899998,2.1100898,2,.78218913,1020101,408,,213001,59029,395,134,136,,NE,0,
371,213003,1,213003,COFFEE-INSTANT 90 -100G JAR,1,198802,202303,1,1,422,10201,102,232,.37,7,2.2149253,1.99,.77767587,1020101,407,,213003,88727,421,1,53,,AR,0,
372,213004,1,213004,HOT MILK DRINK-300-400G,1,198802,200601,1,1,216,10201,102,220,.38999999,6.5,1.6640258,1.65,.40598124,0,783,,213004,34269,215,429,436,,0G,0,
373,213005,1,213005,HOT CHOCOLATE DRINK INSTANT,1,201302,202303,1,301,422,10201,102,107,.47999999,4.9899998,2.3010635,2.49,.72883379,1020103,782,,213005,27204,121,735,739,,NT,0,
374,213006,1,213006,COFFEE PODS PACK 8-16,1,201602,202303,1,337,422,10201,102,15,1.5,6.25,3.9160609,4,.66129649,1020101,403,,213006,14062,85,878,892,,16,0,
375,213007,1,213007,COFFEE SACHETS PACK,,202102,202303,1,397,422,,,77,.69,3.45,1.8766171,1.6900001,.6578359,,404,,213007,5578,25,1144,1149,,CK,0,
376,220104,1,220104,RESTAURANT-CUP OF COFFEE,11,198802,200601,1,1,216,110101,1101,318,.14,4,.92200923,.85000002,.38321483,0,1134,,220104,87900,215,429,429,,EE,0,
377,220106,1,220106,PUB: COLD FILLED ROLL/SANDWICH,11,198903,201301,1,14,300,110101,1101,287,.30000001,9.5,2.3210874,2.0999999,1.3051926,0,1073,,220106,122729,286,249,249,,CH,0,
378,220107,1,220107,PUB -HOT MEAL,11,199002,202303,1,25,422,110101,1101,290,.25,28,5.7246757,5,2.7991717,11010101,1071,,220107,172874,397,129,129,,AL,0,
379,220108,1,220108,RESTAURANT - MAIN COURSE 1ST,11,199002,199701,1,25,108,110101,1101,286,.69999999,21,5.2933664,4.4000001,2.8107004,0,1126,,220108,41064,83,893,893,,ST,0,
380,220109,1,220109,RESTAURANT - SWEET,11,199002,199701,1,25,108,110101,1101,286,.25,8.5,1.6548949,1.5,.67965961,0,1128,,220109,39902,83,893,895,,ET,0,
381,220110,1,220110,RESTAURANT - MAIN COURSE 2ND,11,199102,199701,1,37,108,110101,1101,287,.69999999,21,5.1089435,4.25,2.6706932,0,1127,,220110,37577,71,940,940,,ND,0,
382,220111,1,220111,BURGER IN BUN-EAT IN,11,199602,202001,1,97,384,110101,1101,273,.37,11.5,2.0765712,1.99,1.192832,11010101,243,,220111,84881,287,243,243,,IN,0,
383,220112,1,220112,RESTAURANT-MAIN COURSE-EVENING,11,199702,200601,1,109,216,110101,1101,277,1.4,26.25,7.9295831,7.1999998,3.0207903,0,1135,,220112,40523,107,791,795,,NG,0,
384,220113,1,220113,RESTAURNT-SWEET COURSE-EVENING,11,199702,200601,1,109,216,110101,1101,277,.75,9,2.8402293,2.8,.79874068,0,1137,,220113,39900,107,791,796,,NG,0,
385,220114,1,220114,RESTAURANT-MAIN COURSE-LUNCH,11,199702,200601,1,109,216,110101,1101,188,1.35,18,5.4615841,4.9899998,2.0900855,0,1136,,220114,14002,107,791,824,,CH,0,
386,220115,1,220115,FRUIT JUICE,11,200502,200901,1,205,252,110101,1101,158,.40000001,2.5,1.2171749,1.2,.30395913,0,673,,220115,24534,47,1032,1032,,CE,0,
388,220117,1,220117,BOTTLED MINERAL WATER,11,200502,202303,1,205,422,110101,1101,169,.49000001,5.5,1.6554856,1.55,.50888693,11010101,209,,220117,82947,217,404,404,,ER,0,
389,220118,1,220118,RESTAURANT MAIN COURSE 1,11,200602,201601,1,217,336,110101,1101,172,2.99,31.370001,10.94879,9.9499998,3.7872934,11010101,1132,,220118,51188,119,748,749,, 1,0,
390,220119,1,220119,RESTAURANT MAIN COURSE 2,11,200602,201201,1,217,288,110101,1101,137,3.25,18.950001,7.7982192,7.7800002,1.9867491,0,1133,,220119,14625,71,940,947,, 2,0,
391,220120,1,220120,IN STORE CAFETERIA MEAL,11,200602,202303,1,217,422,110101,1101,134,1.29,26,6.1723137,5.75,2.0261838,11010101,795,,220120,23437,205,448,465,,AL,0,
392,220121,1,220121,RESTAURANT CUP OF COFFEE,11,200602,202303,1,217,422,110101,1101,173,.49000001,5.5,2.079596,2,.51542568,11010101,1130,,220121,83114,205,448,449,,EE,0,
393,220122,1,220122,RESTAURANT - SWEET COURSE,11,200602,202303,1,217,422,110101,1101,173,1,14,4.7210727,4.75,1.2193723,11010101,1129,,220122,84081,205,448,448,,SE,0,
394,220124,1,220124,MUFFIN/INDIVIDUAL CAKE,11,200802,202303,1,241,422,110101,1101,163,.25,5.9499998,1.7288677,1.75,.63293552,11010101,949,,220124,41153,181,526,528,,KE,0,
395,220125,1,220125,FRUIT JUICE BOTTLE 250-350ML,11,200902,202303,1,253,422,110101,1101,165,.866,4.0500002,2.1190362,2,.40726107,11010101,674,,220125,65506,169,567,567,,ML,0,
396,220126,1,220126,VEGETARIAN MAIN COURSE,11,201202,201601,1,289,336,110101,1101,150,2.99,22,9.1486101,8.9499998,2.0813346,11010101,1275,,220126,21288,47,1032,1033,,SE,0,
397,220127,1,220127,PUB-ROLL/SANDWICH HOT OR COLD,11,201302,201601,1,301,336,110101,1101,133,1,11.5,4.9453154,4.9499998,1.4727753,11010101,1072,,220127,13890,35,1096,1096,,LD,0,
398,220128,1,220128,RESTAURANT MAIN COURSE,11,201602,202303,1,337,422,110101,1101,152,4.0900002,38,13.199881,12.7,3.970726,11010101,1131,,220128,32826,85,878,879,,SE,0,
400,220206,1,220206,STAFF RESTAURANT SWEET,11,198802,200501,1,1,204,110102,1101,287,.059999999,2.75,.42188257,.36000001,.23893742,0,1209,,220206,52837,203,467,468,,ET,0,
401,220207,1,220207,CUP OF TEA IN CANTEEN,11,198802,200001,1,1,144,110102,1101,280,.0099999998,.75,.1868085,.16,.095236965,0,456,,220207,36945,143,656,660,,EN,0,
402,220208,1,220208,STAFF RESTAURNT HOT SNACK ITEM,11,200002,202303,1,145,422,110102,1101,194,.1,11.95,1.2353346,.76999998,1.063578,11010200,1210,,220208,49335,277,252,253,,EM,0,
403,220209,1,220209,PRIMARY SCHOOL- FIXED CHARGE,11,200302,202303,1,181,422,110102,1101,551,.0099999998,5.4200001,1.8497933,1.8,.43048564,11010200,1061,,220209,70529,241,320,323,,GE,0,
404,220210,1,220210,SECONDARY SCHOOL- CAFETERIA,11,200302,202303,1,181,422,110102,1101,546,.40000001,6.25,2.0895002,2,.57023686,11010200,1155,,220210,67439,241,320,324,,IA,0,
405,220211,1,220211,STAFF RESTAURANT FIZZY DRINK,11,200502,201901,1,205,372,110102,1101,149,.1,2.5999999,.63354307,.5,.32807079,11010200,1206,,220211,30454,167,579,592,,NK,0,
406,220212,1,220212,STAFF RESTAURANT SANDWICH,11,200502,202101,1,205,396,110102,1101,150,.23,8.7600002,1.3240871,.94999999,.84866756,11010200,1208,,220212,32098,191,496,514,,CH,0,
407,220213,1,220213,STAFF RESTAURANT PUDDING,11,200502,201301,1,205,300,110102,1101,148,.1,3.4000001,.72431827,.60000002,.4889943,0,1207,,220213,18820,95,848,858,,NG,0,
408,220214,2,220214,STAFF RESTAURANT MAIN COURSE,11,201402,202303,2,1,422,110102,1101,115,.72000003,14.95,2.9172275,2.5,1.6821196,11010200,100,1,220214,88343,421,1,55,,SE,0,
399,220214,2,220205,STAFF RESTAURANT MAIN COURSE,11,198802,201401,2,1,422,110102,1101,289,.13,7.1900001,1.6340711,1.4400001,.91013724,0,101,1,220214,88343,421,1,55,,SE,0,
409,220301,1,220301,FISH & CHIPS TAKEAWAY,11,198802,202303,1,1,422,110101,1101,268,.73000002,17.299999,3.5147283,3.0999999,1.7197678,11010102,578,,220301,98214,421,1,44,,AY,0,
410,220302,1,220302,BEEFBURGER AND BUN - TAKE AWAY,,199601,199601,1,96,96,,,215,.49000001,2.95,1.0591757,.94999999,.42182854,,177,,220302,461,0,1317,1317,,AY,0,
411,220303,1,220303,SANDWICH-TAKE-AWAY (COLD),11,198802,202303,1,1,422,110101,1101,281,.22,9.5,1.7095326,1.59,.87193632,11010102,1149,,220303,127352,421,1,10,,D),0,
412,220304,1,220304,COFFEE -TAKE-AWAY,11,198802,201401,1,1,312,110101,1101,257,.15000001,2.8,.7770443,.64999998,.41916952,0,402,,220304,86159,311,208,208,,AY,0,
413,220305,1,220305,TEA -TAKE-AWAY,11,198802,202303,1,1,422,110101,1101,257,.12,3.3499999,.82295716,.64999998,.5144127,11010102,1236,,220305,113167,421,1,26,,AY,0,
414,220310,1,220310,POTATO CRISPS-INDIVIDUAL PACK,11,198802,202303,1,1,422,110101,1101,294,.13,4.5,.533149,.5,.29684669,11010101,1027,,220310,203903,421,1,5,,CK,0,
415,220311,1,220311,DRY ROASTED PEANUTS INDIVIDUAL,11,198802,200001,1,1,144,110101,1101,293,.15000001,1,.37911624,.38,.077376395,0,533,,220311,85578,143,656,656,,AL,0,
416,220314,1,220314,TAKEAWAY SOFT DRINK CAN/CARTON,11,199002,200201,1,25,168,110101,1101,257,.14,1.29,.5514881,.5,.17247997,0,1234,,220314,45064,143,656,657,,ON,0,
417,220315,1,220315,ETHNIC TAKEAWAY MAIN COURSE,11,199002,200201,1,25,168,110101,1101,276,.69999999,10.1,3.7190666,3.5,1.1307701,0,569,,220315,39265,143,656,658,,SE,0,
418,220316,1,220316,PIZZA TAKEAWAY OR DELIVERED,11,200002,202303,1,145,422,110101,1101,189,1.1,22.389999,7.1405058,6.75,3.1325889,11010102,1006,,220316,35788,277,252,254,,ED,0,
419,220317,1,220317,PASTY/SAVOURY PIE - TAKEAWAY,11,200202,201801,1,169,360,110101,1101,171,.56999999,5,1.6705166,1.6,.49172851,11010102,986,,220317,39757,191,496,504,,AY,0,
420,220318,1,220318,INDIAN TAKEAWAY,11,200202,202303,1,169,422,110101,1101,179,2.5,26,6.5751977,6.3000002,1.9726809,11010102,796,,220318,31056,253,290,307,,AY,0,
421,220319,1,220319,CHINESE TAKEAWAY,11,200202,202303,1,169,422,110101,1101,169,1,25.5,5.127799,4.9000001,1.3376968,11010102,351,,220319,32495,253,290,305,,AY,0,
422,220320,1,220320,TAKEAWAY SOFT DRINK,11,200202,202303,1,169,422,110101,1101,175,.19,4.5999999,1.0649766,1,.44310558,11010102,1233,,220320,80268,253,290,290,,NK,0,
423,220321,1,220321,TAKEAWAY COFFEE LATTE,11,200302,202303,1,181,422,110101,1101,207,.5,3.95,1.8633679,1.85,.53062671,11010102,1232,,220321,65565,241,320,325,,TE,0,
424,220322,1,220322,BURGER IN BUN- TAKEAWAY,11,200302,202001,1,181,384,110101,1101,181,.64999998,8.9499998,2.198945,2.0999999,.79483646,11010102,242,,220322,33865,203,467,478,,AY,0,
425,220323,1,220323,KEBAB- TAKEAWAY,11,200302,202303,1,181,422,110101,1101,187,1.5,12.5,4.0895166,3.9000001,1.1815006,11010102,808,,220323,43212,241,320,332,,AY,0,
426,220324,1,220324,CINEMA POPCORN,11,200502,202303,1,205,422,110101,1101,135,.30000001,6.5,4.2263665,4.25,.90196729,11010101,395,,220324,20933,217,404,426,,RN,0,
427,220325,1,220325,VENDING MACHINE - SOFT DRINK,11,200702,202301,1,229,420,110101,1101,155,.40000001,2.8,1.2308494,1.2,.33583856,11010102,1276,,220325,18450,191,496,523,,NK,0,
428,220326,1,220326,TAKEAWAY CHICKEN & CHIPS,11,201202,202303,1,289,422,110101,1101,121,1,15.6,4.5754814,4.5999999,1.4800651,11010102,1231,,220326,16125,133,683,692,,PS,0,
429,220327,1,220327,T'AWAY COOKED SAVOURY PASTRY,11,201802,202303,1,361,422,110101,1101,136,.19,6.25,1.3483952,1.15,.65077472,11010102,1229,,220327,12905,61,965,977,,RY,0,
430,220328,1,220328,BURGER IN A BUN EAT IN OR TAKE,11,202002,202303,1,385,422,110101,1101,123,.72000003,13,3.8820362,3.5899999,1.7901493,11010102,241,,220328,10903,37,1081,1081,,KE,0,
431,310101,1,310101,MILD (PER PINT),,199601,199601,1,96,96,,,190,.95999998,2,1.3845093,1.36,.16542125,,928,,310101,377,0,1317,1318,,T),0,
432,310102,1,310102,DRAUGHT BITTER (PER PINT),11,198802,202303,1,1,422,110101,1101,290,.68000001,7.3499999,2.0501482,1.9,.82306838,11010101,524,,310102,212201,421,1,3,,T),0,
433,310103,1,310103,DRAUGHT LAGER (PER PINT),11,198802,200301,1,1,180,110101,1101,290,.76999998,3,1.6381376,1.64,.36464444,0,525,,310103,110248,179,538,538,,T),0,
434,310104,1,310104,DRAUGHT STOUT PER PINT,11,198802,202303,1,1,422,110101,1101,290,.64999998,6.9000001,2.4933791,2.3,.9017936,11010101,526,,310104,211242,421,1,4,,NT,0,
435,310105,1,310105,PALE/LIGHT ALE (PER BOTTLE),11,198802,199701,1,1,108,110101,1101,260,.41,2.25,.82182759,.81999999,.19478662,0,984,,310105,48972,107,791,793,,E),0,
436,310106,1,310106,CIDER-1/2PT OR 275-340ML BOT,11,198802,200901,1,1,252,110101,1101,289,.38,4.0999999,1.1549127,1.1,.34021017,0,371,,310106,132981,251,311,311,,OT,0,
437,310107,1,310107,LOW ALCHL LAGER 275-340ML BTL,11,198903,200001,1,14,144,110101,1101,289,.41999999,2.2,.92631501,.88,.24260654,0,860,,310107,76309,130,710,710,,TL,0,
438,310108,1,310108,LAGER-BTLD-PILS TYPE-275-340ML,11,199302,200401,1,61,192,110101,1101,289,.83999997,3.3,1.8423138,1.8,.36482948,0,830,,310108,79542,131,693,693,,ML,0,
439,310109,1,310109,LAGER - PINT 3.4-4.2%,11,200302,202303,1,181,422,110101,1101,188,.99000001,6.9000001,2.9071703,2.8,.71335304,11010101,820,,310109,106980,241,320,320,,2%,0,
440,310110,1,310110,PREMIUM LAGER - PINT 4.3-7.5%,11,200302,202303,1,181,422,110101,1101,188,1.29,7,3.318887,3.1900001,.81019127,11010101,1057,,310110,104831,241,320,321,,5%,0,
441,310111,1,310111,BOTTLED PREMIUM LAGER 4.3-7.5%,11,200402,202303,1,193,422,110101,1101,183,.99000001,8.5,3.0459423,3,.70266944,11010101,211,,310111,100274,229,353,353,,5%,0,
442,310112,1,310112,BOTTLE OF LAGER IN NIGHTCLUB,11,200602,201801,1,217,360,110101,1101,244,.89999998,8,3.2408872,3.25,.83705586,11010101,207,,310112,12297,143,656,679,,UB,0,
443,310113,1,310113,CIDER-PER PINT OR 500-568ML,11,200902,201701,1,253,348,110101,1101,162,1.39,6.75,3.2144065,3.2,.59138447,11010101,372,,310113,45589,95,848,848,,ML,0,
444,310114,1,310114,CIDER 4.5%-5.5% ABV PINT/BOTTL,11,201702,202303,1,349,422,110101,1101,145,.85000002,6.8000002,3.7279246,3.8499999,.96223128,11010101,369,,310114,23957,73,923,924,,TL,0,
445,310201,1,310201,LIGHT/PALE ALE (4 LARGE CANS),2,198802,199701,1,1,108,20103,201,189,1.16,5,2.3252909,2.29,.51981813,0,851,,310201,18859,107,791,812,,S),0,
446,310202,1,310202,BROWN ALE-4 CANS 440-500ML,2,198802,200301,1,1,180,20103,201,214,1.1900001,6.25,3.7156303,3.79,.62293524,0,238,,310202,28951,179,538,553,,ML,0,
447,310203,1,310203,LAGER-4 CANS 440-500ML,2,198802,200401,1,1,192,20103,201,230,.79000002,6.5599999,2.8879292,2.79,.80389613,0,828,,310203,38120,191,496,508,,ML,0,
448,310204,1,310204,BITTER (2 LITRE BOTTLE),2,198802,199701,1,1,108,20103,201,199,.80000001,4.9899998,2.507282,2.49,.66202873,0,182,,310204,18135,107,791,814,,E),0,
449,310205,1,310205,CIDER 1-2 LITRE BOTTLE,2,198802,200901,1,1,252,20102,201,231,.69,4.9899998,1.7849469,1.65,.60374886,0,368,,310205,42588,251,311,314,,LE,0,
450,310206,1,310206,LOW ALCOHOL LAGER-4 CANS-SPECI,2,198903,199801,1,14,120,20103,201,207,.67000002,4.0500002,2.139982,2.1500001,.42809349,0,861,,310206,19517,106,831,831,,CI,0,
