date,division,up,down,level,up_ch,down_ch,total,up_sh,down_sh,level_sh,change_sh,division_s,division_sh,date2,date4,year,month,quarter
52,8,12,25,358,.078262374,-.11372548,395,.030379746,.06329114,.9063291,.09367089,Communication,Communication,01-05-1992,1992-05-01,1992,5,2
52,4,197,279,2310,.087272733,-.086937368,2786,.070710696,.10014357,.82914573,.17085427,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-05-1992,1992-05-01,1992,5,2
52,7,1136,251,2128,.066031292,-.037030272,3515,.32318634,.071408249,.60540539,.39459458,Transport,Transport,01-05-1992,1992-05-01,1992,5,2
52,5,1059,906,7399,.094502583,-.10021727,9364,.1130927,.096753523,.7901538,.20984623,"Furnishings, household equipment and maintenance",Household,01-05-1992,1992-05-01,1992,5,2
52,3,862,832,9474,.15396459,-.1667825,11168,.077184811,.074498564,.84831661,.15168338,Clothing and footwear,Clothing and footwear,01-05-1992,1992-05-01,1992,5,2
52,11,978,222,8252,.058522709,-.051391587,9452,.10347016,.023487093,.87304276,.12695725,Restaurants and Hotels,Restaurants & Hotels,01-05-1992,1992-05-01,1992,5,2
52,1,3320,2138,13805,.070175476,-.083614632,19263,.17235114,.11098998,.71665889,.28334111,Food and non-alcoholic beverages,Food & drink,01-05-1992,1992-05-01,1992,5,2
52,9,422,420,6008,.089246526,-.085178435,6850,.061605841,.061313868,.87708032,.12291971,Recreation and culture,Recreation & culture,01-05-1992,1992-05-01,1992,5,2
52,12,562,169,3336,.076904155,-.074934676,4067,.1381854,.04155397,.82026064,.17973937,Miscellaneous goods and services,Misc,01-05-1992,1992-05-01,1992,5,2
52,2,1174,565,4852,.040503412,-.029319005,6591,.17812169,.085722953,.73615539,.26384464,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-05-1992,1992-05-01,1992,5,2
52,6,152,15,979,.070103124,-.05088678,1146,.13263525,.013089005,.85427576,.14572425,Health,Health,01-05-1992,1992-05-01,1992,5,2
53,3,763,792,10000,.15629891,-.14306152,11555,.066032022,.068541758,.86542624,.13457379,Clothing and footwear,Clothing and footwear,01-06-1992,1992-06-01,1992,6,2
53,4,227,783,1823,.091472894,-.2001906,2833,.080127075,.27638546,.64348745,.35651255,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-06-1992,1992-06-01,1992,6,2
53,12,343,248,3496,.077691197,-.089226224,4087,.083924636,.060680207,.85539514,.14460485,Miscellaneous goods and services,Misc,01-06-1992,1992-06-01,1992,6,2
53,11,814,189,8561,.055555571,-.062500015,9564,.085110836,.019761605,.89512753,.10487244,Restaurants and Hotels,Restaurants & Hotels,01-06-1992,1992-06-01,1992,6,2
53,1,3445,2429,14049,.076036863,-.086299241,19923,.17291573,.12191939,.70516491,.29483512,Food and non-alcoholic beverages,Food & drink,01-06-1992,1992-06-01,1992,6,2
53,5,841,980,7517,.10017537,-.1183432,9338,.090062112,.10494753,.80499035,.19500965,"Furnishings, household equipment and maintenance",Household,01-06-1992,1992-06-01,1992,6,2
53,9,406,431,6063,.091140732,-.10005005,6900,.05884058,.062463768,.87869567,.12130435,Recreation and culture,Recreation & culture,01-06-1992,1992-06-01,1992,6,2
53,8,43,12,350,.11231067,-.06796588,405,.10617284,.029629629,.86419755,.13580246,Communication,Communication,01-06-1992,1992-06-01,1992,6,2
53,7,507,490,2537,.068669409,-.066677779,3534,.14346349,.13865308,.71788341,.28211659,Transport,Transport,01-06-1992,1992-06-01,1992,6,2
53,6,85,17,1058,.080673397,-.076190405,1160,.073275864,.014655173,.91206896,.087931037,Health,Health,01-06-1992,1992-06-01,1992,6,2
53,2,858,680,5292,.030030049,-.038796395,6830,.12562226,.09956076,.77481699,.22518301,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-06-1992,1992-06-01,1992,6,2
54,1,2955,3764,13659,.071974248,-.089068785,20378,.14500932,.184709,.67028165,.32971832,Food and non-alcoholic beverages,Food & drink,01-07-1992,1992-07-01,1992,7,3
54,6,113,32,990,.091497853,-.052173864,1135,.099559471,.028193833,.87224668,.1277533,Health,Health,01-07-1992,1992-07-01,1992,7,3
54,11,1227,329,7945,.05882347,-.071428575,9501,.1291443,.034627933,.83622777,.16377223,Restaurants and Hotels,Restaurants & Hotels,01-07-1992,1992-07-01,1992,7,3
54,3,920,2216,8176,.13915175,-.21063718,11312,.081329562,.19589816,.7227723,.27722773,Clothing and footwear,Clothing and footwear,01-07-1992,1992-07-01,1992,7,3
54,7,649,599,2306,.07286609,-.077286959,3554,.18261114,.16854249,.64884639,.35115361,Transport,Transport,01-07-1992,1992-07-01,1992,7,3
54,9,497,788,5538,.098361365,-.10576182,6823,.07284186,.11549172,.81166643,.18833357,Recreation and culture,Recreation & culture,01-07-1992,1992-07-01,1992,7,3
54,5,1201,1856,6205,.11117908,-.1028114,9262,.12966962,.20038868,.66994172,.33005831,"Furnishings, household equipment and maintenance",Household,01-07-1992,1992-07-01,1992,7,3
54,4,480,164,2165,.2126206,-.11432005,2809,.17087932,.058383767,.77073693,.22926308,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-07-1992,1992-07-01,1992,7,3
54,8,27,93,277,.062796071,-.062011771,397,.068010077,.23425692,.69773299,.30226701,Communication,Communication,01-07-1992,1992-07-01,1992,7,3
54,2,829,941,5154,.029440649,-.032675214,6924,.11972848,.1359041,.74436742,.25563258,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-07-1992,1992-07-01,1992,7,3
54,12,433,386,3232,.074177697,-.09129037,4051,.10688719,.095285118,.79782772,.20217231,Miscellaneous goods and services,Misc,01-07-1992,1992-07-01,1992,7,3
55,2,715,593,5758,.037158489,-.029702943,7066,.10118879,.083923012,.81488818,.18511181,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-08-1992,1992-08-01,1992,8,3
55,12,379,375,3377,.097851992,-.10818714,4131,.091745339,.090777054,.81747758,.18252239,Miscellaneous goods and services,Misc,01-08-1992,1992-08-01,1992,8,3
55,6,91,26,1028,.082474142,-.091324218,1145,.079475984,.022707423,.8978166,.10218341,Health,Health,01-08-1992,1992-08-01,1992,8,3
55,1,2639,3167,14699,.074349456,-.086330935,20505,.12870032,.15445013,.71684957,.28315043,Food and non-alcoholic beverages,Food & drink,01-08-1992,1992-08-01,1992,8,3
55,4,156,115,2631,.06522727,-.073233791,2902,.053756032,.039627843,.90661615,.093383878,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-08-1992,1992-08-01,1992,8,3
55,8,31,41,317,.47097051,-.10661431,389,.079691514,.10539846,.81491005,.18508998,Communication,Communication,01-08-1992,1992-08-01,1992,8,3
55,11,769,219,8745,.049641021,-.055555504,9733,.079009555,.02250077,.89848965,.10151032,Restaurants and Hotels,Restaurants & Hotels,01-08-1992,1992-08-01,1992,8,3
55,9,688,597,5666,.10745127,-.098686181,6951,.098978564,.085886925,.81513453,.18486549,Recreation and culture,Recreation & culture,01-08-1992,1992-08-01,1992,8,3
55,3,1159,1109,8992,.20857671,-.20010005,11260,.10293072,.098490231,.79857904,.20142096,Clothing and footwear,Clothing and footwear,01-08-1992,1992-08-01,1992,8,3
55,5,1133,788,7462,.11153932,-.099504933,9383,.12075029,.08398167,.79526806,.20473197,"Furnishings, household equipment and maintenance",Household,01-08-1992,1992-08-01,1992,8,3
55,7,310,764,2549,.057429269,-.043478262,3623,.085564449,.21087496,.70356059,.29643941,Transport,Transport,01-08-1992,1992-08-01,1992,8,3
56,9,457,467,5981,.099842146,-.09545593,6905,.066183925,.067632154,.86618394,.13381608,Recreation and culture,Recreation & culture,01-09-1992,1992-09-01,1992,9,3
56,5,1323,661,7439,.11114508,-.10090528,9423,.14040114,.070147514,.78945136,.21054865,"Furnishings, household equipment and maintenance",Household,01-09-1992,1992-09-01,1992,9,3
56,7,233,545,2872,.065081529,-.058641564,3650,.063835613,.14931507,.78684932,.21315068,Transport,Transport,01-09-1992,1992-09-01,1992,9,3
56,6,97,25,1039,.058898278,-.11655012,1161,.083548665,.021533161,.8949182,.10508183,Health,Health,01-09-1992,1992-09-01,1992,9,3
56,3,1551,669,8791,.25010422,-.15859079,11011,.14085914,.060757425,.79838341,.20161657,Clothing and footwear,Clothing and footwear,01-09-1992,1992-09-01,1992,9,3
56,2,704,619,5823,.029440649,-.029702943,7146,.09851665,.086621888,.81486148,.18513854,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-09-1992,1992-09-01,1992,9,3
56,12,363,208,3585,.11606955,-.070893675,4156,.087343596,.050048124,.86260825,.13739172,Miscellaneous goods and services,Misc,01-09-1992,1992-09-01,1992,9,3
56,4,558,110,2235,.07042104,-.084620573,2903,.19221495,.037891835,.76989323,.23010679,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-09-1992,1992-09-01,1992,9,3
56,11,855,238,8713,.057971027,-.067577086,9806,.087191515,.024270855,.88853765,.11146237,Restaurants and Hotels,Restaurants & Hotels,01-09-1992,1992-09-01,1992,9,3
56,8,19,27,318,.067872256,-.058007382,364,.052197803,.074175827,.87362635,.12637363,Communication,Communication,01-09-1992,1992-09-01,1992,9,3
56,1,2606,2954,14929,.074915752,-.093023211,20489,.1271902,.14417492,.72863489,.27136511,Food and non-alcoholic beverages,Food & drink,01-09-1992,1992-09-01,1992,9,3
57,4,305,130,2469,.082573906,-.11581959,2904,.10502755,.044765841,.85020661,.14979339,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-10-1992,1992-10-01,1992,10,4
57,3,1146,838,9708,.1710317,-.14306152,11692,.098015741,.071672939,.8303113,.16968867,Clothing and footwear,Clothing and footwear,01-10-1992,1992-10-01,1992,10,4
57,2,1024,764,5467,.030612215,-.028328629,7255,.14114404,.10530668,.75354928,.24645072,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-10-1992,1992-10-01,1992,10,4
57,8,33,32,309,.085772991,-.058173534,374,.088235296,.085561499,.82620323,.1737968,Communication,Communication,01-10-1992,1992-10-01,1992,10,4
57,7,1372,182,2178,.060376927,-.06346032,3732,.36763129,.048767418,.5836013,.4163987,Transport,Transport,01-10-1992,1992-10-01,1992,10,4
57,6,87,32,1074,.055045817,-.083865486,1193,.072925396,.026823135,.90025145,.099748529,Health,Health,01-10-1992,1992-10-01,1992,10,4
57,1,3497,2736,14571,.071428604,-.089285739,20804,.16809267,.13151316,.70039415,.29960585,Food and non-alcoholic beverages,Food & drink,01-10-1992,1992-10-01,1992,10,4
57,9,523,462,6035,.089724302,-.11064031,7020,.074501425,.065811969,.85968661,.14031339,Recreation and culture,Recreation & culture,01-10-1992,1992-10-01,1992,10,4
57,5,1301,996,7390,.096491635,-.11028312,9687,.1343037,.10281821,.76287806,.23712191,"Furnishings, household equipment and maintenance",Household,01-10-1992,1992-10-01,1992,10,4
57,12,337,269,3613,.10231142,-.094494037,4219,.079876751,.063759185,.85636407,.14363593,Miscellaneous goods and services,Misc,01-10-1992,1992-10-01,1992,10,4
57,11,1046,238,8617,.043478325,-.064516164,9901,.1056459,.024037976,.87031615,.12968387,Restaurants and Hotels,Restaurants & Hotels,01-10-1992,1992-10-01,1992,10,4
58,7,1339,183,2263,.062490501,-.081232786,3785,.35376486,.048348743,.59788638,.40211362,Transport,Transport,01-11-1992,1992-11-01,1992,11,4
58,9,539,486,6292,.10050674,-.091185398,7317,.073664069,.066420667,.85991526,.14008474,Recreation and culture,Recreation & culture,01-11-1992,1992-11-01,1992,11,4
58,2,1442,949,4888,.035294082,-.035827205,7279,.19810413,.13037506,.67152083,.32847917,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-11-1992,1992-11-01,1992,11,4
58,11,607,177,9274,.056603834,-.063157901,10058,.060349971,.017597932,.92205209,.0779479,Restaurants and Hotels,Restaurants & Hotels,01-11-1992,1992-11-01,1992,11,4
58,1,3317,2908,14803,.075556591,-.095330238,21028,.15774205,.13829181,.70396614,.29603386,Food and non-alcoholic beverages,Food & drink,01-11-1992,1992-11-01,1992,11,4
58,12,320,194,3804,.098466538,-.076037042,4318,.074108385,.044928208,.88096339,.11903659,Miscellaneous goods and services,Misc,01-11-1992,1992-11-01,1992,11,4
58,5,1076,886,7905,.097082242,-.105068,9867,.10905037,.089794263,.80115539,.19884464,"Furnishings, household equipment and maintenance",Household,01-11-1992,1992-11-01,1992,11,4
58,4,433,127,2399,.095621198,-.085495904,2959,.14633322,.042919904,.81074685,.18925312,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-11-1992,1992-11-01,1992,11,4
58,3,1014,963,10389,.15701431,-.15500322,12366,.081999026,.077874817,.84012616,.15987384,Clothing and footwear,Clothing and footwear,01-11-1992,1992-11-01,1992,11,4
58,8,21,45,332,.064957149,-.091765836,398,.05276382,.11306532,.83417088,.16582915,Communication,Communication,01-11-1992,1992-11-01,1992,11,4
58,6,86,17,1105,.09022554,-.083256088,1208,.071192056,.014072848,.91473508,.085264906,Health,Health,01-11-1992,1992-11-01,1992,11,4
59,8,27,23,350,.06087248,-.08051981,400,.067500003,.057500001,.875,.125,Communication,Communication,01-12-1992,1992-12-01,1992,12,4
59,7,934,291,2561,.073555782,-.051269181,3786,.24669836,.076862127,.67643952,.32356048,Transport,Transport,01-12-1992,1992-12-01,1992,12,4
59,6,42,34,1135,.071598977,-.060447514,1211,.03468208,.028075971,.93724197,.062758051,Health,Health,01-12-1992,1992-12-01,1992,12,4
59,2,2074,1435,3707,.029197225,-.040404063,7216,.28741685,.19886364,.5137195,.4862805,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-12-1992,1992-12-01,1992,12,4
59,5,1042,694,8094,.11132766,-.1007147,9830,.10600203,.070600204,.82339776,.17660224,"Furnishings, household equipment and maintenance",Household,01-12-1992,1992-12-01,1992,12,4
59,3,783,955,10116,.15396459,-.16670141,11854,.066053651,.080563523,.85338283,.14661717,Clothing and footwear,Clothing and footwear,01-12-1992,1992-12-01,1992,12,4
59,9,485,363,6489,.083507538,-.11743903,7337,.066103309,.049475264,.88442141,.11557858,Recreation and culture,Recreation & culture,01-12-1992,1992-12-01,1992,12,4
59,11,597,174,9273,.060606003,-.064102508,10044,.059438471,.017323775,.92323774,.076762244,Restaurants and Hotels,Restaurants & Hotels,01-12-1992,1992-12-01,1992,12,4
59,1,3655,2572,14712,.08117307,-.087963566,20939,.17455466,.12283299,.70261234,.29738766,Food and non-alcoholic beverages,Food & drink,01-12-1992,1992-12-01,1992,12,4
59,4,175,79,2722,.090665832,-.049127005,2976,.058803763,.0265457,.91465056,.085349463,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-12-1992,1992-12-01,1992,12,4
59,12,219,235,3867,.10050251,-.085365847,4321,.050682712,.054385558,.89493173,.10506827,Miscellaneous goods and services,Misc,01-12-1992,1992-12-01,1992,12,4
60,4,221,187,2459,.096444219,-.089495957,2867,.077084057,.065224975,.85769099,.14230904,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-01-1993,1993-01-01,1993,1,1
60,8,41,55,281,.14322485,-.080059618,377,.10875332,.1458886,.74535811,.25464192,Communication,Communication,01-01-1993,1993-01-01,1993,1,1
60,1,4064,2575,13487,.079277828,-.10152549,20126,.20192786,.12794395,.67012817,.3298718,Food and non-alcoholic beverages,Food & drink,01-01-1993,1993-01-01,1993,1,1
60,3,693,2588,7601,.13409095,-.22737609,10882,.063683145,.23782393,.69849294,.30150709,Clothing and footwear,Clothing and footwear,01-01-1993,1993-01-01,1993,1,1
60,6,73,43,1047,.06028473,-.082625471,1163,.062768705,.036973346,.90025795,.099742055,Health,Health,01-01-1993,1993-01-01,1993,1,1
60,12,350,426,3313,.090600558,-.11117288,4089,.085595503,.10418195,.81022257,.18977746,Miscellaneous goods and services,Misc,01-01-1993,1993-01-01,1993,1,1
60,11,766,341,8604,.0625,-.062500015,9711,.078879625,.035114817,.88600558,.11399444,Restaurants and Hotels,Restaurants & Hotels,01-01-1993,1993-01-01,1993,1,1
60,2,2066,465,4568,.044682752,-.030030049,7099,.29102692,.065502182,.64347088,.35652912,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-01-1993,1993-01-01,1993,1,1
60,9,624,710,5434,.086349323,-.10178933,6768,.092198581,.10490543,.80289596,.19710401,Recreation and culture,Recreation & culture,01-01-1993,1993-01-01,1993,1,1
60,5,750,2349,6149,.082301058,-.11121956,9248,.081098616,.25400087,.66490054,.33509949,"Furnishings, household equipment and maintenance",Household,01-01-1993,1993-01-01,1993,1,1
60,7,425,1209,1979,.07390593,-.063999474,3613,.11763078,.33462498,.54774427,.45225576,Transport,Transport,01-01-1993,1993-01-01,1993,1,1
61,1,4543,2579,13748,.072129294,-.088036358,20870,.21768089,.12357451,.65874463,.3412554,Food and non-alcoholic beverages,Food & drink,01-02-1993,1993-02-01,1993,2,1
61,5,1227,697,7393,.11123471,-.083990037,9317,.13169475,.074809492,.79349577,.20650424,"Furnishings, household equipment and maintenance",Household,01-02-1993,1993-02-01,1993,2,1
61,4,318,79,2607,.068360493,-.080267563,3004,.10585885,.02629827,.86784285,.13215712,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-02-1993,1993-02-01,1993,2,1
61,7,1261,198,2170,.050632913,-.052631579,3629,.34747866,.054560486,.59796089,.40203914,Transport,Transport,01-02-1993,1993-02-01,1993,2,1
61,8,58,34,262,.099052727,-.13434961,354,.16384181,.096045196,.74011302,.25988701,Communication,Communication,01-02-1993,1993-02-01,1993,2,1
61,12,517,257,3425,.08372093,-.084182903,4199,.12312455,.061205048,.81567037,.1843296,Miscellaneous goods and services,Misc,01-02-1993,1993-02-01,1993,2,1
61,9,911,382,5486,.090991899,-.1259478,6779,.1343856,.056350496,.80926389,.1907361,Recreation and culture,Recreation & culture,01-02-1993,1993-02-01,1993,2,1
61,3,1148,911,9030,.22399154,-.20005919,11089,.10352602,.082153484,.8143205,.1856795,Clothing and footwear,Clothing and footwear,01-02-1993,1993-02-01,1993,2,1
61,11,598,187,9550,.060657039,-.05489099,10335,.057861634,.018093856,.92404449,.075955488,Restaurants and Hotels,Restaurants & Hotels,01-02-1993,1993-02-01,1993,2,1
61,2,1028,438,4069,.03813161,-.025380747,5535,.18572719,.079132788,.73514003,.26485997,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-02-1993,1993-02-01,1993,2,1
61,6,49,20,926,.069930114,-.042893685,995,.049246233,.020100502,.93065327,.069346733,Health,Health,01-02-1993,1993-02-01,1993,2,1
62,2,1037,482,4626,.032798577,-.033361103,6145,.16875508,.078437753,.75280714,.24719283,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-03-1993,1993-03-01,1993,3,1
62,8,28,43,337,.085453898,-.1269823,408,.068627454,.10539216,.82598037,.1740196,Communication,Communication,01-03-1993,1993-03-01,1993,3,1
62,4,291,171,2962,.047120433,-.030134745,3424,.084988318,.049941588,.8650701,.13492991,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-03-1993,1993-03-01,1993,3,1
62,3,1089,909,9735,.20010674,-.16187608,11733,.092815138,.077473789,.82971108,.17028892,Clothing and footwear,Clothing and footwear,01-03-1993,1993-03-01,1993,3,1
62,6,35,19,1030,.082474142,-.083752185,1084,.032287821,.017527675,.95018452,.049815498,Health,Health,01-03-1993,1993-03-01,1993,3,1
62,9,637,526,6696,.10359089,-.10332353,7859,.08105357,.066929638,.85201681,.14798321,Recreation and culture,Recreation & culture,01-03-1993,1993-03-01,1993,3,1
62,12,523,189,3996,.10050251,-.10003334,4708,.11108751,.040144436,.84876806,.15123194,Miscellaneous goods and services,Misc,01-03-1993,1993-03-01,1993,3,1
62,1,5372,2750,13787,.072376475,-.093621276,21909,.24519604,.12551919,.62928474,.37071523,Food and non-alcoholic beverages,Food & drink,01-03-1993,1993-03-01,1993,3,1
62,7,1156,313,2784,.055768989,-.056975238,4253,.27180815,.073595107,.65459675,.34540325,Transport,Transport,01-03-1993,1993-03-01,1993,3,1
62,5,1840,834,8314,.10586865,-.10664956,10988,.1674554,.075900979,.75664359,.24335638,"Furnishings, household equipment and maintenance",Household,01-03-1993,1993-03-01,1993,3,1
62,11,806,194,10370,.04695024,-.060661774,11370,.070888303,.017062444,.91204923,.087950751,Restaurants and Hotels,Restaurants & Hotels,01-03-1993,1993-03-01,1993,3,1
63,6,329,15,741,.047846962,-.23981658,1085,.30322582,.013824885,.6829493,.3170507,Health,Health,01-04-1993,1993-04-01,1993,4,2
63,3,856,998,10055,.15441436,-.17952418,11909,.071878411,.083802164,.8443194,.15568057,Clothing and footwear,Clothing and footwear,01-04-1993,1993-04-01,1993,4,2
63,5,1409,1123,8738,.1012658,-.12098342,11270,.12502219,.099645078,.77533275,.22466727,"Furnishings, household equipment and maintenance",Household,01-04-1993,1993-04-01,1993,4,2
63,4,214,261,2944,.055710319,-.060092703,3419,.062591404,.076338112,.86107051,.13892952,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-04-1993,1993-04-01,1993,4,2
63,12,470,262,4064,.073170781,-.091040358,4796,.097998329,.054628856,.84737283,.15262718,Miscellaneous goods and services,Misc,01-04-1993,1993-04-01,1993,4,2
63,9,735,733,6707,.10237022,-.11699612,8175,.089908257,.08966361,.82042813,.17957187,Recreation and culture,Recreation & culture,01-04-1993,1993-04-01,1993,4,2
63,2,3685,337,2117,.034146309,-.028929092,6139,.60026062,.054894935,.34484443,.65515554,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-04-1993,1993-04-01,1993,4,2
63,1,4200,3344,14460,.071685456,-.090316035,22004,.19087438,.15197237,.65715325,.34284675,Food and non-alcoholic beverages,Food & drink,01-04-1993,1993-04-01,1993,4,2
63,7,1753,176,2529,.070376411,-.037878774,4458,.39322567,.039479587,.56729478,.43270525,Transport,Transport,01-04-1993,1993-04-01,1993,4,2
63,8,29,32,383,.11579773,-.11353976,444,.065315314,.072072074,.86261261,.13738739,Communication,Communication,01-04-1993,1993-04-01,1993,4,2
63,11,3262,255,7653,.05316145,-.050820015,11170,.29203224,.022829005,.68513876,.31486124,Restaurants and Hotels,Restaurants & Hotels,01-04-1993,1993-04-01,1993,4,2
64,11,920,287,10162,.05198862,-.050125297,11369,.080921806,.025244085,.89383411,.10616589,Restaurants and Hotels,Restaurants & Hotels,01-05-1993,1993-05-01,1993,5,2
64,1,4307,2486,15559,.078517474,-.092307702,22352,.19268969,.11122047,.69608986,.30391017,Food and non-alcoholic beverages,Food & drink,01-05-1993,1993-05-01,1993,5,2
64,5,1308,1045,9293,.11111111,-.10020505,11646,.11231324,.089730382,.79795641,.20204362,"Furnishings, household equipment and maintenance",Household,01-05-1993,1993-05-01,1993,5,2
64,9,608,507,7087,.10003002,-.10022552,8202,.074128263,.061814193,.86405754,.13594246,Recreation and culture,Recreation & culture,01-05-1993,1993-05-01,1993,5,2
64,8,17,24,401,.18036319,-.086977601,442,.03846154,.054298643,.90723979,.092760183,Communication,Communication,01-05-1993,1993-05-01,1993,5,2
64,3,816,725,11003,.16694492,-.18333334,12544,.065051019,.057796557,.87715244,.12284757,Clothing and footwear,Clothing and footwear,01-05-1993,1993-05-01,1993,5,2
64,12,497,237,4139,.07692308,-.088383645,4873,.10199056,.048635338,.84937412,.1506259,Miscellaneous goods and services,Misc,01-05-1993,1993-05-01,1993,5,2
64,7,619,573,3309,.066130593,-.056226294,4501,.13752499,.12730505,.73516995,.26483005,Transport,Transport,01-05-1993,1993-05-01,1993,5,2
64,4,214,737,2546,.083681926,-.11269842,3497,.06119531,.21075207,.72805262,.27194738,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-05-1993,1993-05-01,1993,5,2
64,6,88,33,952,.043435656,-.075737298,1073,.082013048,.030754892,.88723207,.11276794,Health,Health,01-05-1993,1993-05-01,1993,5,2
64,2,1394,484,4471,.042857219,-.026960758,6349,.21956214,.076232478,.70420539,.29579461,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-05-1993,1993-05-01,1993,5,2
65,12,324,231,4514,.075268835,-.12501563,5069,.063917935,.045571119,.89051098,.10948905,Miscellaneous goods and services,Misc,01-06-1993,1993-06-01,1993,6,2
65,1,3589,3124,16506,.075949371,-.090353265,23219,.15457168,.13454498,.71088332,.28911668,Food and non-alcoholic beverages,Food & drink,01-06-1993,1993-06-01,1993,6,2
65,5,871,1506,9852,.10561145,-.10005002,12229,.071224138,.12314989,.80562598,.19437402,"Furnishings, household equipment and maintenance",Household,01-06-1993,1993-06-01,1993,6,2
65,9,516,584,7417,.10043904,-.10093521,8517,.060584713,.068568744,.87084657,.12915346,Recreation and culture,Recreation & culture,01-06-1993,1993-06-01,1993,6,2
65,8,27,36,397,.065088607,-.12305224,460,.058695652,.078260869,.86304349,.13695651,Communication,Communication,01-06-1993,1993-06-01,1993,6,2
65,11,1035,243,10549,.057446748,-.049256276,11827,.087511629,.020546207,.89194214,.10805783,Restaurants and Hotels,Restaurants & Hotels,01-06-1993,1993-06-01,1993,6,2
65,2,745,616,5167,.028382521,-.032362431,6528,.11412378,.094362743,.7915135,.20848653,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-06-1993,1993-06-01,1993,6,2
65,3,838,1035,11382,.10007507,-.16694492,13255,.063221425,.078083739,.85869485,.14130516,Clothing and footwear,Clothing and footwear,01-06-1993,1993-06-01,1993,6,2
65,4,180,177,3321,.070345685,-.10588264,3678,.048939642,.048123982,.9029364,.097063623,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-06-1993,1993-06-01,1993,6,2
65,7,1100,250,3276,.061708771,-.062893085,4626,.23778643,.054042369,.70817119,.29182881,Transport,Transport,01-06-1993,1993-06-01,1993,6,2
65,6,82,53,973,.043165512,-.068148665,1108,.074007221,.047833934,.87815887,.12184115,Health,Health,01-06-1993,1993-06-01,1993,6,2
66,3,776,2132,9860,.15160704,-.2230728,12768,.060776941,.16697995,.77224308,.22775689,Clothing and footwear,Clothing and footwear,01-07-1993,1993-07-01,1993,7,3
66,11,1554,229,9715,.057088781,-.057189524,11498,.13515393,.019916506,.84492958,.15507044,Restaurants and Hotels,Restaurants & Hotels,01-07-1993,1993-07-01,1993,7,3
66,6,33,34,1052,.043165512,-.17142859,1119,.029490616,.030384272,.94012511,.059874889,Health,Health,01-07-1993,1993-07-01,1993,7,3
66,4,182,168,3290,.081259564,-.060810849,3640,.050000001,.046153847,.90384614,.096153848,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-07-1993,1993-07-01,1993,7,3
66,8,21,33,391,.16863433,-.16640483,445,.047191013,.074157305,.87865168,.12134832,Communication,Communication,01-07-1993,1993-07-01,1993,7,3
66,2,674,701,5090,.043668184,-.040322542,6465,.10425367,.10843001,.78731632,.21268368,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-07-1993,1993-07-01,1993,7,3
66,5,761,1862,9116,.095693804,-.10074198,11739,.064826645,.15861657,.77655679,.22344321,"Furnishings, household equipment and maintenance",Household,01-07-1993,1993-07-01,1993,7,3
66,12,434,311,4197,.1010101,-.10021949,4942,.087818697,.062929988,.84925133,.15074869,Miscellaneous goods and services,Misc,01-07-1993,1993-07-01,1993,7,3
66,7,327,845,3429,.063682422,-.071428575,4601,.071071506,.18365572,.74527276,.25472724,Transport,Transport,01-07-1993,1993-07-01,1993,7,3
66,9,550,749,6999,.10000334,-.14321533,8298,.066281028,.090262711,.84345627,.15654373,Recreation and culture,Recreation & culture,01-07-1993,1993-07-01,1993,7,3
66,1,3989,3547,15355,.075949371,-.092167884,22891,.17426063,.15495172,.67078763,.32921237,Food and non-alcoholic beverages,Food & drink,01-07-1993,1993-07-01,1993,7,3
