date,division,up,down,level,up_ch,down_ch,total,up_sh,down_sh,level_sh,change_sh,division_s,division_sh,date2,date4,year,month,quarter
226,8,14,25,90,.11112346,-.18198362,129,.10852713,.19379845,.69767439,.30232558,Communication,Communication,01-11-2006,2006-11-01,2006,11,4
226,3,788,726,10818,.25,-.2,12332,.063898802,.058871228,.87722999,.12277003,Clothing and footwear,Clothing and footwear,01-11-2006,2006-11-01,2006,11,4
226,2,343,371,3620,.068181783,-.15574794,4334,.079141669,.085602216,.8352561,.16474389,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-11-2006,2006-11-01,2006,11,4
226,5,967,536,10130,.15329264,-.14364178,11633,.083125591,.046075817,.87079859,.12920141,"Furnishings, household equipment and maintenance",Household,01-11-2006,2006-11-01,2006,11,4
226,12,391,275,7355,.10793648,-.12531328,8021,.04874704,.034285001,.91696799,.083032042,Miscellaneous goods and services,Misc,01-11-2006,2006-11-01,2006,11,4
227,4,269,44,3319,.070932202,-.11403509,3632,.074063875,.012114538,.91382158,.086178415,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-12-2006,2006-12-01,2006,12,4
227,9,550,525,8203,.13149334,-.1381211,9278,.059280016,.056585472,.88413453,.11586548,Recreation and culture,Recreation & culture,01-12-2006,2006-12-01,2006,12,4
227,2,310,333,3714,.033908013,-.096442461,4357,.071149871,.076428734,.8524214,.1475786,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-12-2006,2006-12-01,2006,12,4
227,7,771,76,3519,.080013782,-.10000002,4366,.17659184,.017407238,.80600089,.19399908,Transport,Transport,01-12-2006,2006-12-01,2006,12,4
227,3,686,1380,10732,.21595757,-.20000002,12798,.053602125,.10782935,.83856851,.16143148,Clothing and footwear,Clothing and footwear,01-12-2006,2006-12-01,2006,12,4
227,12,319,237,7433,.098901071,-.11458337,7989,.039929904,.02966579,.93040431,.069595695,Miscellaneous goods and services,Misc,01-12-2006,2006-12-01,2006,12,4
227,1,1722,1296,17457,.10333121,-.11111107,20475,.084102564,.063296705,.85260075,.14739928,Food and non-alcoholic beverages,Food & drink,01-12-2006,2006-12-01,2006,12,4
227,8,0,14,107,,-.20002,121,0,.11570248,.88429755,.11570248,Communication,Communication,01-12-2006,2006-12-01,2006,12,4
227,5,1115,644,9961,.18992424,-.15740484,11720,.095136516,.054948807,.84991467,.15008533,"Furnishings, household equipment and maintenance",Household,01-12-2006,2006-12-01,2006,12,4
227,6,109,61,2016,.075641029,-.12744419,2186,.049862765,.027904849,.92223239,.077767611,Health,Health,01-12-2006,2006-12-01,2006,12,4
227,11,499,118,11071,.053819459,-.085822523,11688,.042693362,.010095824,.94721079,.052789185,Restaurants and Hotels,Restaurants & Hotels,01-12-2006,2006-12-01,2006,12,4
228,7,574,249,2578,.082649529,-.10255444,3401,.16877389,.073213764,.75801235,.24198765,Transport,Transport,01-01-2007,2007-01-01,2007,1,1
228,5,605,1604,7282,.11116052,-.19999999,9491,.063744597,.16900222,.76725316,.23274681,"Furnishings, household equipment and maintenance",Household,01-01-2007,2007-01-01,2007,1,1
228,4,363,232,2792,.07431896,-.11229905,3387,.10717449,.068497196,.8243283,.1756717,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-01-2007,2007-01-01,2007,1,1
228,11,479,161,10648,.069641069,-.10450694,11288,.042434443,.014262934,.94330263,.056697376,Restaurants and Hotels,Restaurants & Hotels,01-01-2007,2007-01-01,2007,1,1
228,2,1351,306,2563,.12239043,-.10714286,4220,.32014218,.072511852,.607346,.39265403,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-01-2007,2007-01-01,2007,1,1
228,12,773,470,5808,.11406504,-.11961117,7051,.10962984,.066657215,.82371294,.17628706,Miscellaneous goods and services,Misc,01-01-2007,2007-01-01,2007,1,1
228,3,1204,1589,7196,.25,-.24160224,9989,.12053259,.15907498,.72039241,.27960756,Clothing and footwear,Clothing and footwear,01-01-2007,2007-01-01,2007,1,1
228,1,1925,1565,15880,.10559145,-.14125876,19370,.099380486,.080795042,.81982446,.18017553,Food and non-alcoholic beverages,Food & drink,01-01-2007,2007-01-01,2007,1,1
228,9,687,448,5968,.19999997,-.16668056,7103,.096719697,.063071944,.84020835,.15979165,Recreation and culture,Recreation & culture,01-01-2007,2007-01-01,2007,1,1
228,6,135,45,1609,.11343288,-.091682717,1789,.075461149,.025153717,.89938515,.10061487,Health,Health,01-01-2007,2007-01-01,2007,1,1
228,8,2,1,82,.25961697,-.31068966,85,.023529412,.011764706,.96470588,.035294119,Communication,Communication,01-01-2007,2007-01-01,2007,1,1
229,4,242,56,3165,.1030928,-.11149883,3463,.069881603,.016170951,.91394746,.086052552,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-02-2007,2007-02-01,2007,2,1
229,8,1,14,79,.0013355261,-.08016032,94,.010638298,.14893617,.84042555,.15957446,Communication,Communication,01-02-2007,2007-02-01,2007,2,1
229,12,533,247,6147,.10818714,-.12493106,6927,.07694529,.035657573,.88739717,.11260286,Miscellaneous goods and services,Misc,01-02-2007,2007-02-01,2007,2,1
229,2,619,286,3326,.09786699,-.10817938,4231,.14630111,.067596316,.78610259,.21389742,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-02-2007,2007-02-01,2007,2,1
229,5,1043,406,7710,.14289796,-.10718114,9159,.11387706,.044327982,.84179497,.15820503,"Furnishings, household equipment and maintenance",Household,01-02-2007,2007-02-01,2007,2,1
229,1,2490,1450,15629,.11764701,-.11243558,19569,.12724207,.074096784,.79866117,.20133886,Food and non-alcoholic beverages,Food & drink,01-02-2007,2007-02-01,2007,2,1
229,6,62,46,1680,.096511632,-.10380629,1788,.034675617,.025727069,.93959731,.060402684,Health,Health,01-02-2007,2007-02-01,2007,2,1
229,11,615,109,10555,.066666685,-.099674731,11279,.054526109,.0096639777,.93580991,.06419009,Restaurants and Hotels,Restaurants & Hotels,01-02-2007,2007-02-01,2007,2,1
229,3,810,696,8039,.25,-.20000002,9545,.084861182,.072917759,.84222108,.15777895,Clothing and footwear,Clothing and footwear,01-02-2007,2007-02-01,2007,2,1
229,7,147,54,3073,.068315163,-.10555556,3274,.044899207,.016493585,.93860722,.061392792,Transport,Transport,01-02-2007,2007-02-01,2007,2,1
229,9,502,471,6100,.14029868,-.14978775,7073,.070974126,.066591263,.86243463,.13756539,Recreation and culture,Recreation & culture,01-02-2007,2007-02-01,2007,2,1
230,7,111,54,3107,.10173971,-.091074683,3272,.033924207,.016503667,.94957215,.050427876,Transport,Transport,01-03-2007,2007-03-01,2007,3,1
230,1,2382,1531,16361,.088888936,-.12267651,20274,.11749038,.075515442,.8069942,.19300583,Food and non-alcoholic beverages,Food & drink,01-03-2007,2007-03-01,2007,3,1
230,9,474,527,6700,.12505993,-.16668057,7701,.06155045,.068432674,.87001687,.12998313,Recreation and culture,Recreation & culture,01-03-2007,2007-03-01,2007,3,1
230,4,208,74,3314,.065108508,-.07678587,3596,.057842046,.02057842,.92157954,.078420468,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-03-2007,2007-03-01,2007,3,1
230,8,1,3,96,.020204116,-.14289802,100,.0099999998,.029999999,.95999998,.039999999,Communication,Communication,01-03-2007,2007-03-01,2007,3,1
230,5,1177,366,7955,.12000474,-.11117288,9498,.12392083,.038534429,.83754474,.16245526,"Furnishings, household equipment and maintenance",Household,01-03-2007,2007-03-01,2007,3,1
230,6,53,37,1703,.10374917,-.20400563,1793,.029559398,.020635806,.94980478,.050195202,Health,Health,01-03-2007,2007-03-01,2007,3,1
230,3,591,660,8566,.25,-.20000002,9817,.06020169,.067230314,.87256801,.127432,Clothing and footwear,Clothing and footwear,01-03-2007,2007-03-01,2007,3,1
230,12,326,246,6954,.084871262,-.11655012,7526,.043316502,.032686688,.92399681,.076003194,Miscellaneous goods and services,Misc,01-03-2007,2007-03-01,2007,3,1
230,11,1096,146,10421,.060606077,-.090909123,11663,.093972392,.01251822,.89350939,.10649061,Restaurants and Hotels,Restaurants & Hotels,01-03-2007,2007-03-01,2007,3,1
230,2,456,226,3530,.085861519,-.15773995,4212,.10826211,.05365622,.83808166,.16191833,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-03-2007,2007-03-01,2007,3,1
231,1,2412,1598,16618,.10101012,-.11337156,20628,.11692844,.077467524,.80560404,.19439596,Food and non-alcoholic beverages,Food & drink,01-04-2007,2007-04-01,2007,4,2
231,7,148,52,3157,.071541518,-.081224501,3357,.044086982,.015490021,.94042301,.059577003,Transport,Transport,01-04-2007,2007-04-01,2007,4,2
231,8,1,2,126,.2,-.10747361,129,.007751938,.015503876,.97674417,.023255814,Communication,Communication,01-04-2007,2007-04-01,2007,4,2
231,11,1393,166,10134,.057289273,-.082905941,11693,.1191311,.014196528,.8666724,.13332763,Restaurants and Hotels,Restaurants & Hotels,01-04-2007,2007-04-01,2007,4,2
231,3,769,685,8797,.24999999,-.20005006,10251,.075017072,.066822752,.8581602,.14183983,Clothing and footwear,Clothing and footwear,01-04-2007,2007-04-01,2007,4,2
231,12,607,294,7079,.11111111,-.11061653,7980,.07606516,.036842104,.88709271,.11290726,Miscellaneous goods and services,Misc,01-04-2007,2007-04-01,2007,4,2
231,2,1858,319,2074,.056446522,-.10156823,4251,.43707362,.075041167,.48788521,.51211476,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-04-2007,2007-04-01,2007,4,2
231,9,571,603,7307,.14934289,-.12515645,8481,.067326963,.071100108,.86157292,.13842708,Recreation and culture,Recreation & culture,01-04-2007,2007-04-01,2007,4,2
231,4,246,67,3338,.072496384,-.10152961,3651,.067378797,.018351136,.91427004,.085729934,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-04-2007,2007-04-01,2007,4,2
231,6,89,37,1799,.083333336,-.072868198,1925,.046233766,.019220779,.93454546,.065454543,Health,Health,01-04-2007,2007-04-01,2007,4,2
231,5,669,885,8648,.11296085,-.17151043,10202,.065575376,.086747698,.84767693,.15232307,"Furnishings, household equipment and maintenance",Household,01-04-2007,2007-04-01,2007,4,2
232,12,550,327,7365,.125,-.14028053,8242,.066731378,.039674837,.89359379,.10640621,Miscellaneous goods and services,Misc,01-05-2007,2007-05-01,2007,5,2
232,1,2338,1840,16446,.11111108,-.10817808,20624,.11336307,.089216448,.7974205,.20257953,Food and non-alcoholic beverages,Food & drink,01-05-2007,2007-05-01,2007,5,2
232,4,203,181,3279,.060943041,-.14183074,3663,.055419054,.049413048,.89516789,.1048321,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-05-2007,2007-05-01,2007,5,2
232,2,431,477,3356,.045031033,-.081521727,4264,.1010788,.11186679,.78705442,.2129456,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-05-2007,2007-05-01,2007,5,2
232,7,188,67,3163,.083554812,-.063173801,3418,.055002924,.019602107,.92539495,.074605033,Transport,Transport,01-05-2007,2007-05-01,2007,5,2
232,9,736,588,7575,.15384619,-.16683358,8899,.082705922,.066074841,.85121924,.14878076,Recreation and culture,Recreation & culture,01-05-2007,2007-05-01,2007,5,2
232,8,13,16,114,.16694491,-.21431628,143,.090909094,.11188811,.79720283,.2027972,Communication,Communication,01-05-2007,2007-05-01,2007,5,2
232,3,599,626,9754,.22499999,-.20000002,10979,.054558702,.057017945,.88842338,.11157665,Clothing and footwear,Clothing and footwear,01-05-2007,2007-05-01,2007,5,2
232,11,896,144,10678,.056372534,-.090909079,11718,.076463558,.012288786,.91124767,.088752344,Restaurants and Hotels,Restaurants & Hotels,01-05-2007,2007-05-01,2007,5,2
232,6,95,31,1840,.072992705,-.11377242,1966,.048321463,.015768057,.93591046,.064089522,Health,Health,01-05-2007,2007-05-01,2007,5,2
232,5,943,605,9185,.18185103,-.15555902,10733,.087859869,.056368209,.8557719,.14422807,"Furnishings, household equipment and maintenance",Household,01-05-2007,2007-05-01,2007,5,2
233,1,2210,1600,16952,.12772299,-.099291958,20762,.10644446,.077063866,.81649166,.18350834,Food and non-alcoholic beverages,Food & drink,01-06-2007,2007-06-01,2007,6,2
233,5,999,820,9418,.1787069,-.18364929,11237,.088902734,.072973214,.83812404,.16187595,"Furnishings, household equipment and maintenance",Household,01-06-2007,2007-06-01,2007,6,2
233,8,11,25,114,.0020049626,-.090925619,150,.07333333,.16666667,.75999999,.24000001,Communication,Communication,01-06-2007,2007-06-01,2007,6,2
233,12,458,422,7446,.10063932,-.10530823,8326,.055008408,.050684601,.89430702,.10569301,Miscellaneous goods and services,Misc,01-06-2007,2007-06-01,2007,6,2
233,4,249,76,3317,.082773112,-.05702747,3642,.068369031,.020867655,.91076332,.089236684,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-06-2007,2007-06-01,2007,6,2
233,11,539,113,11122,.062741324,-.07193999,11774,.045778833,.0095974179,.94462377,.05537625,Restaurants and Hotels,Restaurants & Hotels,01-06-2007,2007-06-01,2007,6,2
233,2,455,298,3514,.065390505,-.11384533,4267,.10663229,.069838293,.82352942,.17647058,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-06-2007,2007-06-01,2007,6,2
233,7,143,98,3190,.089291185,-.077801883,3431,.041678812,.028563101,.92975807,.070241913,Transport,Transport,01-06-2007,2007-06-01,2007,6,2
233,3,612,652,10149,.25,-.20000003,11413,.053623062,.057127837,.88924909,.1107509,Clothing and footwear,Clothing and footwear,01-06-2007,2007-06-01,2007,6,2
233,9,524,650,7887,.13047594,-.16669446,9061,.057830263,.071736008,.87043375,.12956627,Recreation and culture,Recreation & culture,01-06-2007,2007-06-01,2007,6,2
233,6,96,35,1850,.1,-.12789118,1981,.048460372,.017667845,.93387181,.066128217,Health,Health,01-06-2007,2007-06-01,2007,6,2
234,2,340,590,3311,.077584691,-.071337134,4241,.080169775,.13911813,.78071207,.2192879,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-07-2007,2007-07-01,2007,7,3
234,9,635,907,7657,.13337782,-.14570153,9199,.069029242,.098597676,.83237308,.16762692,Recreation and culture,Recreation & culture,01-07-2007,2007-07-01,2007,7,3
234,7,145,69,3250,.090140387,-.089763373,3464,.041859124,.019919168,.93822169,.061778292,Transport,Transport,01-07-2007,2007-07-01,2007,7,3
234,12,480,464,7336,.14285715,-.12176764,8280,.057971016,.056038648,.88599032,.11400966,Miscellaneous goods and services,Misc,01-07-2007,2007-07-01,2007,7,3
234,1,1792,3008,15684,.10150768,-.080808066,20484,.087482914,.14684632,.76567078,.23432924,Food and non-alcoholic beverages,Food & drink,01-07-2007,2007-07-01,2007,7,3
234,8,3,26,122,.16672231,-.16038574,151,.019867551,.17218544,.80794704,.19205299,Communication,Communication,01-07-2007,2007-07-01,2007,7,3
234,4,350,72,3177,.068529017,-.090495229,3599,.097249232,.020005558,.88274521,.11725479,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-07-2007,2007-07-01,2007,7,3
234,3,664,1538,8805,.20833334,-.25,11007,.060325246,.13972926,.79994547,.20005451,Clothing and footwear,Clothing and footwear,01-07-2007,2007-07-01,2007,7,3
234,6,73,80,1813,.080321305,-.070084915,1966,.037131231,.040691759,.92217702,.077822991,Health,Health,01-07-2007,2007-07-01,2007,7,3
234,11,471,159,11169,.066491246,-.084615417,11799,.039918639,.013475718,.94660562,.053394355,Restaurants and Hotels,Restaurants & Hotels,01-07-2007,2007-07-01,2007,7,3
234,5,644,1655,9125,.11703274,-.19729729,11424,.056372549,.14487045,.79875702,.201243,"Furnishings, household equipment and maintenance",Household,01-07-2007,2007-07-01,2007,7,3
235,6,71,48,1868,.08091668,-.097701125,1987,.035732258,.024157021,.94011074,.059889279,Health,Health,01-08-2007,2007-08-01,2007,8,3
235,8,38,3,114,.19212817,-.16672224,155,.24516129,.019354839,.73548388,.26451614,Communication,Communication,01-08-2007,2007-08-01,2007,8,3
235,1,1918,2067,16595,.11235958,-.079042032,20580,.093197279,.10043732,.80636543,.1936346,Food and non-alcoholic beverages,Food & drink,01-08-2007,2007-08-01,2007,8,3
235,9,637,722,7645,.16025642,-.12117117,9004,.070746332,.080186583,.84906709,.15093291,Recreation and culture,Recreation & culture,01-08-2007,2007-08-01,2007,8,3
235,2,315,315,3580,.11111114,-.071438581,4210,.074821852,.074821852,.85035628,.1496437,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-08-2007,2007-08-01,2007,8,3
235,4,139,212,3267,.077220075,-.10009278,3618,.038419016,.058595911,.9029851,.097014926,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-08-2007,2007-08-01,2007,8,3
235,11,392,142,11334,.062500015,-.090909056,11868,.033029996,.011964948,.95500505,.044994943,Restaurants and Hotels,Restaurants & Hotels,01-08-2007,2007-08-01,2007,8,3
235,12,482,409,7328,.10101012,-.091750853,8219,.058644604,.049762744,.89159262,.10840735,Miscellaneous goods and services,Misc,01-08-2007,2007-08-01,2007,8,3
235,3,962,844,9048,.25000003,-.23319441,10854,.088630922,.077759348,.8336097,.16639027,Clothing and footwear,Clothing and footwear,01-08-2007,2007-08-01,2007,8,3
235,7,152,57,3220,.098704085,-.081551708,3429,.044327792,.016622921,.9390493,.060950711,Transport,Transport,01-08-2007,2007-08-01,2007,8,3
235,5,934,740,9947,.12740892,-.12505472,11621,.080371737,.063677825,.85595042,.14404956,"Furnishings, household equipment and maintenance",Household,01-08-2007,2007-08-01,2007,8,3
236,6,99,48,1845,.11111111,-.06249994,1992,.049698796,.024096385,.9262048,.073795184,Health,Health,01-09-2007,2007-09-01,2007,9,3
236,12,463,390,7257,.12782814,-.10894886,8110,.05709001,.048088778,.89482123,.10517879,Miscellaneous goods and services,Misc,01-09-2007,2007-09-01,2007,9,3
236,4,250,64,3303,.092317492,-.082096048,3617,.069118053,.017694222,.91318774,.086812273,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-09-2007,2007-09-01,2007,9,3
236,5,1263,790,9221,.1254981,-.12507823,11274,.11202767,.070072733,.81789958,.18210042,"Furnishings, household equipment and maintenance",Household,01-09-2007,2007-09-01,2007,9,3
236,7,154,73,3201,.095989734,-.060120188,3428,.044924155,.021295216,.93378061,.066219375,Transport,Transport,01-09-2007,2007-09-01,2007,9,3
236,9,674,587,7516,.14845383,-.14571428,8777,.076791614,.066879347,.85632902,.14367096,Recreation and culture,Recreation & culture,01-09-2007,2007-09-01,2007,9,3
236,8,0,14,126,,-.022383967,140,0,.1,.89999998,.1,Communication,Communication,01-09-2007,2007-09-01,2007,9,3
236,1,3455,2031,15019,.11046828,-.11308045,20505,.16849549,.099049009,.73245549,.26754451,Food and non-alcoholic beverages,Food & drink,01-09-2007,2007-09-01,2007,9,3
236,2,366,347,3461,.11257824,-.086134516,4174,.087685674,.083133683,.82918066,.17081936,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-09-2007,2007-09-01,2007,9,3
236,11,857,132,10774,.061250027,-.064923555,11763,.072855562,.011221627,.91592282,.084077187,Restaurants and Hotels,Restaurants & Hotels,01-09-2007,2007-09-01,2007,9,3
236,3,989,617,8884,.24999996,-.2,10490,.094280265,.058817923,.84690183,.1530982,Clothing and footwear,Clothing and footwear,01-09-2007,2007-09-01,2007,9,3
237,2,301,369,3541,.11137523,-.09099181,4211,.071479462,.087627642,.84089291,.1591071,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-10-2007,2007-10-01,2007,10,4
237,3,612,694,9986,.21985404,-.2,11292,.054197662,.061459441,.88434291,.11565711,Clothing and footwear,Clothing and footwear,01-10-2007,2007-10-01,2007,10,4
237,8,6,2,129,.20004,-.32153237,137,.043795619,.01459854,.94160587,.05839416,Communication,Communication,01-10-2007,2007-10-01,2007,10,4
237,5,627,1193,9555,.13111411,-.19999999,11375,.055120878,.10487912,.83999997,.16,"Furnishings, household equipment and maintenance",Household,01-10-2007,2007-10-01,2007,10,4
237,1,2791,1903,15797,.10759491,-.11904758,20491,.13620614,.092870042,.77092379,.22907618,Food and non-alcoholic beverages,Food & drink,01-10-2007,2007-10-01,2007,10,4
237,12,523,279,7479,.11555555,-.12878422,8281,.063156627,.033691581,.90315181,.096848205,Miscellaneous goods and services,Misc,01-10-2007,2007-10-01,2007,10,4
237,4,332,76,3260,.1001001,-.082446821,3668,.090512544,.020719739,.88876772,.11123228,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-10-2007,2007-10-01,2007,10,4
237,11,542,168,11050,.058344014,-.10601334,11760,.046088435,.014285714,.93962586,.060374148,Restaurants and Hotels,Restaurants & Hotels,01-10-2007,2007-10-01,2007,10,4
237,7,151,68,3205,.089538634,-.087190777,3424,.044100467,.019859813,.93603975,.063960284,Transport,Transport,01-10-2007,2007-10-01,2007,10,4
237,9,592,655,7862,.18932892,-.16145463,9109,.064990669,.071906902,.86310244,.13689756,Recreation and culture,Recreation & culture,01-10-2007,2007-10-01,2007,10,4
237,6,84,62,1856,.11111111,-.11392856,2002,.041958041,.030969031,.92707294,.072927073,Health,Health,01-10-2007,2007-10-01,2007,10,4
238,8,3,1,138,.20004,-.25962964,142,.02112676,.0070422534,.97183096,.028169014,Communication,Communication,01-11-2007,2007-11-01,2007,11,4
238,4,286,100,3273,.11111111,-.07413137,3659,.07816343,.027329871,.89450669,.1054933,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-11-2007,2007-11-01,2007,11,4
238,5,1077,800,9791,.15730423,-.1948718,11668,.092303738,.068563595,.83913267,.16086733,"Furnishings, household equipment and maintenance",Household,01-11-2007,2007-11-01,2007,11,4
238,9,794,805,7910,.15694842,-.16722596,9509,.083499841,.084656641,.8318435,.16815647,Recreation and culture,Recreation & culture,01-11-2007,2007-11-01,2007,11,4
238,1,3565,1917,15313,.11189362,-.10791365,20795,.17143545,.092185624,.73637891,.26362106,Food and non-alcoholic beverages,Food & drink,01-11-2007,2007-11-01,2007,11,4
238,11,575,188,11162,.061452538,-.092391297,11925,.04821803,.015765199,.9360168,.063983232,Restaurants and Hotels,Restaurants & Hotels,01-11-2007,2007-11-01,2007,11,4
238,2,275,540,3503,.095000029,-.064738318,4318,.063686892,.12505789,.81125522,.18874478,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-11-2007,2007-11-01,2007,11,4
238,6,82,96,1828,.077637091,-.20202018,2006,.040877368,.047856431,.91126621,.0887338,Health,Health,01-11-2007,2007-11-01,2007,11,4
238,7,166,81,3199,.095406123,-.082706764,3446,.048171792,.023505514,.92832267,.071677305,Transport,Transport,01-11-2007,2007-11-01,2007,11,4
238,12,413,349,7553,.13707152,-.099095598,8315,.049669273,.041972339,.9083584,.091641612,Miscellaneous goods and services,Misc,01-11-2007,2007-11-01,2007,11,4
238,3,741,772,10433,.25,-.2,11946,.062029131,.064624146,.87334675,.12665328,Clothing and footwear,Clothing and footwear,01-11-2007,2007-11-01,2007,11,4
239,11,572,131,11258,.068693154,-.072354488,11961,.047822088,.010952261,.94122565,.058774348,Restaurants and Hotels,Restaurants & Hotels,01-12-2007,2007-12-01,2007,12,4
239,1,3158,2049,15848,.10025126,-.11428569,21055,.14998813,.097316548,.75269532,.24730468,Food and non-alcoholic beverages,Food & drink,01-12-2007,2007-12-01,2007,12,4
239,8,12,21,118,.10344831,-.16655548,151,.079470202,.13907285,.78145695,.21854305,Communication,Communication,01-12-2007,2007-12-01,2007,12,4
239,5,1320,628,9837,.16672231,-.15189874,11785,.11200679,.05328808,.83470511,.16529487,"Furnishings, household equipment and maintenance",Household,01-12-2007,2007-12-01,2007,12,4
239,2,290,485,3558,.073343754,-.053511932,4333,.066928223,.11193169,.82114011,.17885992,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-12-2007,2007-12-01,2007,12,4
239,3,653,1078,10741,.25,-.20002002,12472,.052357279,.086433612,.86120909,.13879089,Clothing and footwear,Clothing and footwear,01-12-2007,2007-12-01,2007,12,4
239,7,134,59,3279,.091074683,-.077271536,3472,.038594469,.016993087,.94441247,.055587556,Transport,Transport,01-12-2007,2007-12-01,2007,12,4
239,9,715,740,8102,.17623532,-.14660093,9557,.074814275,.077430159,.84775555,.15224443,Recreation and culture,Recreation & culture,01-12-2007,2007-12-01,2007,12,4
239,6,112,74,1823,.15675676,-.097736329,2009,.05574913,.036834247,.90741664,.092583373,Health,Health,01-12-2007,2007-12-01,2007,12,4
239,4,198,103,3308,.09464065,-.088787884,3609,.054862842,.028539762,.91659737,.083402604,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-12-2007,2007-12-01,2007,12,4
239,12,399,410,7577,.11627903,-.14307198,8386,.0475793,.048891008,.9035297,.096470311,Miscellaneous goods and services,Misc,01-12-2007,2007-12-01,2007,12,4
240,4,556,108,2788,.07249999,-.077041604,3452,.16106606,.03128621,.80764776,.19235227,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-01-2008,2008-01-01,2008,1,1
240,7,468,197,2687,.07307063,-.10000217,3352,.13961814,.058770884,.80161101,.19838902,Transport,Transport,01-01-2008,2008-01-01,2008,1,1
240,11,520,231,11148,.060606062,-.083415285,11899,.04370115,.019413397,.93688548,.063114546,Restaurants and Hotels,Restaurants & Hotels,01-01-2008,2008-01-01,2008,1,1
240,12,844,622,6722,.1116452,-.14652339,8188,.10307767,.075964823,.82095748,.17904249,Miscellaneous goods and services,Misc,01-01-2008,2008-01-01,2008,1,1
240,2,958,404,2973,.087584957,-.069717646,4335,.22099192,.093194924,.68581313,.31418684,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-01-2008,2008-01-01,2008,1,1
240,3,824,1906,8639,.2,-.2857143,11369,.072477788,.16764887,.75987333,.24012665,Clothing and footwear,Clothing and footwear,01-01-2008,2008-01-01,2008,1,1
240,1,3052,1997,15986,.1006289,-.11764708,21035,.14509152,.094937012,.7599715,.24002853,Food and non-alcoholic beverages,Food & drink,01-01-2008,2008-01-01,2008,1,1
240,9,945,1012,7154,.14297974,-.16223404,9111,.10372078,.11107452,.78520471,.21479529,Recreation and culture,Recreation & culture,01-01-2008,2008-01-01,2008,1,1
240,8,29,27,89,.25957659,-.25012505,145,.2,.18620689,.61379308,.3862069,Communication,Communication,01-01-2008,2008-01-01,2008,1,1
240,5,806,2061,8928,.11525705,-.2,11795,.068334043,.17473505,.75693089,.2430691,"Furnishings, household equipment and maintenance",Household,01-01-2008,2008-01-01,2008,1,1
240,6,147,67,1767,.096874997,-.12333172,1981,.074204944,.033821303,.89197373,.10802625,Health,Health,01-01-2008,2008-01-01,2008,1,1
241,1,2753,1924,14408,.12393846,-.116869,19085,.14424941,.10081216,.75493842,.24506158,Food and non-alcoholic beverages,Food & drink,01-02-2008,2008-02-01,2008,2,1
241,4,172,95,2946,.072342858,-.078809515,3213,.053532526,.029567383,.9169001,.083099909,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-02-2008,2008-02-01,2008,2,1
241,3,761,777,7850,.31512809,-.25,9388,.081060931,.082765229,.83617383,.16382617,Clothing and footwear,Clothing and footwear,01-02-2008,2008-02-01,2008,2,1
241,11,674,135,9384,.076821215,-.095454566,10193,.066123813,.013244383,.92063183,.079368196,Restaurants and Hotels,Restaurants & Hotels,01-02-2008,2008-02-01,2008,2,1
241,2,949,298,2435,.070000052,-.075471632,3682,.25774035,.080934271,.6613254,.3386746,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-02-2008,2008-02-01,2008,2,1
241,9,690,645,6176,.19374999,-.14252433,7511,.091865264,.085874051,.82226068,.17773932,Recreation and culture,Recreation & culture,01-02-2008,2008-02-01,2008,2,1
241,7,109,89,2965,.098352313,-.083089888,3163,.034460954,.028137844,.93740118,.062598795,Transport,Transport,01-02-2008,2008-02-01,2008,2,1
