quote_date,item_id,description,name5,date,price,p,keep
199707,220107,PUB -HOT MEAL,A. Pub Meal,114,10,2.4775,1
199707,220107,PUB -HOT MEAL,A. Pub Meal,114,20,3.0020833,1
199707,220107,PUB -HOT MEAL,A. Pub Meal,114,30,3.3166666,1
199707,220107,PUB -HOT MEAL,A. Pub Meal,114,40,3.6125,1
199707,220107,PUB -HOT MEAL,A. Pub Meal,114,50,3.8166666,1
199707,220107,PUB -HOT MEAL,A. Pub Meal,114,60,4.0574999,1
199707,220107,PUB -HOT MEAL,A. Pub Meal,114,70,4.2874999,1
199707,220107,PUB -HOT MEAL,A. Pub Meal,114,80,4.5500002,1
199707,220107,PUB -HOT MEAL,A. Pub Meal,114,90,4.9958334,1
199708,220107,PUB -HOT MEAL,A. Pub Meal,115,10,2.5074999,1
199708,220107,PUB -HOT MEAL,A. Pub Meal,115,20,2.9625001,1
199708,220107,PUB -HOT MEAL,A. Pub Meal,115,30,3.2458334,1
199708,220107,PUB -HOT MEAL,A. Pub Meal,115,40,3.5991666,1
199708,220107,PUB -HOT MEAL,A. Pub Meal,115,50,3.8083334,1
199708,220107,PUB -HOT MEAL,A. Pub Meal,115,60,4.0316668,1
199708,220107,PUB -HOT MEAL,A. Pub Meal,115,70,4.2854166,1
199708,220107,PUB -HOT MEAL,A. Pub Meal,115,80,4.5708332,1
199708,220107,PUB -HOT MEAL,A. Pub Meal,115,90,5.020833,1
199709,220107,PUB -HOT MEAL,A. Pub Meal,116,10,2.5616667,1
199709,220107,PUB -HOT MEAL,A. Pub Meal,116,20,2.8900001,1
199709,220107,PUB -HOT MEAL,A. Pub Meal,116,30,3.2541666,1
199709,220107,PUB -HOT MEAL,A. Pub Meal,116,40,3.6312501,1
199709,220107,PUB -HOT MEAL,A. Pub Meal,116,50,3.8125,1
199709,220107,PUB -HOT MEAL,A. Pub Meal,116,60,4.0158334,1
199709,220107,PUB -HOT MEAL,A. Pub Meal,116,70,4.2708335,1
199709,220107,PUB -HOT MEAL,A. Pub Meal,116,80,4.5916667,1
199709,220107,PUB -HOT MEAL,A. Pub Meal,116,90,5.0166664,1
199710,220107,PUB -HOT MEAL,A. Pub Meal,117,10,2.5233333,1
199710,220107,PUB -HOT MEAL,A. Pub Meal,117,20,2.9366667,1
199710,220107,PUB -HOT MEAL,A. Pub Meal,117,30,3.2874999,1
199710,220107,PUB -HOT MEAL,A. Pub Meal,117,40,3.6245832,1
199710,220107,PUB -HOT MEAL,A. Pub Meal,117,50,3.8645833,1
199710,220107,PUB -HOT MEAL,A. Pub Meal,117,60,4.0770836,1
199710,220107,PUB -HOT MEAL,A. Pub Meal,117,70,4.2666669,1
199710,220107,PUB -HOT MEAL,A. Pub Meal,117,80,4.5454168,1
199710,220107,PUB -HOT MEAL,A. Pub Meal,117,90,4.9791665,1
199711,220107,PUB -HOT MEAL,A. Pub Meal,118,10,2.5,1
199711,220107,PUB -HOT MEAL,A. Pub Meal,118,20,2.9770834,1
199711,220107,PUB -HOT MEAL,A. Pub Meal,118,30,3.3262501,1
199711,220107,PUB -HOT MEAL,A. Pub Meal,118,40,3.6224999,1
199711,220107,PUB -HOT MEAL,A. Pub Meal,118,50,3.8479166,1
199711,220107,PUB -HOT MEAL,A. Pub Meal,118,60,4.0625,1
199711,220107,PUB -HOT MEAL,A. Pub Meal,118,70,4.2916665,1
199711,220107,PUB -HOT MEAL,A. Pub Meal,118,80,4.5729165,1
199711,220107,PUB -HOT MEAL,A. Pub Meal,118,90,5.0333333,1
199712,220107,PUB -HOT MEAL,A. Pub Meal,119,10,2.4433334,1
199712,220107,PUB -HOT MEAL,A. Pub Meal,119,20,3.0216668,1
199712,220107,PUB -HOT MEAL,A. Pub Meal,119,30,3.2833333,1
199712,220107,PUB -HOT MEAL,A. Pub Meal,119,40,3.6312499,1
199712,220107,PUB -HOT MEAL,A. Pub Meal,119,50,3.8395834,1
199712,220107,PUB -HOT MEAL,A. Pub Meal,119,60,4.0808334,1
199712,220107,PUB -HOT MEAL,A. Pub Meal,119,70,4.3625002,1
199712,220107,PUB -HOT MEAL,A. Pub Meal,119,80,4.5666666,1
199712,220107,PUB -HOT MEAL,A. Pub Meal,119,90,5.0416665,1
199801,220107,PUB -HOT MEAL,A. Pub Meal,120,10,2.4241667,1
199801,220107,PUB -HOT MEAL,A. Pub Meal,120,20,2.9758334,1
199801,220107,PUB -HOT MEAL,A. Pub Meal,120,30,3.3083334,1
199801,220107,PUB -HOT MEAL,A. Pub Meal,120,40,3.6791668,1
199801,220107,PUB -HOT MEAL,A. Pub Meal,120,50,3.8791666,1
199801,220107,PUB -HOT MEAL,A. Pub Meal,120,60,4.0974998,1
199801,220107,PUB -HOT MEAL,A. Pub Meal,120,70,4.3499999,1
199801,220107,PUB -HOT MEAL,A. Pub Meal,120,80,4.6083331,1
199801,220107,PUB -HOT MEAL,A. Pub Meal,120,90,5.0458331,1
199802,220107,PUB -HOT MEAL,A. Pub Meal,121,10,2.4483333,1
199802,220107,PUB -HOT MEAL,A. Pub Meal,121,20,2.9958334,1
199802,220107,PUB -HOT MEAL,A. Pub Meal,121,30,3.3545833,1
199802,220107,PUB -HOT MEAL,A. Pub Meal,121,40,3.6829166,1
199802,220107,PUB -HOT MEAL,A. Pub Meal,121,50,3.9458334,1
199802,220107,PUB -HOT MEAL,A. Pub Meal,121,60,4.1345835,1
199802,220107,PUB -HOT MEAL,A. Pub Meal,121,70,4.4787502,1
199802,220107,PUB -HOT MEAL,A. Pub Meal,121,80,4.7333331,1
199802,220107,PUB -HOT MEAL,A. Pub Meal,121,90,5.208333,1
199803,220107,PUB -HOT MEAL,A. Pub Meal,122,10,2.4575,1
199803,220107,PUB -HOT MEAL,A. Pub Meal,122,20,2.9433334,1
199803,220107,PUB -HOT MEAL,A. Pub Meal,122,30,3.37625,1
199803,220107,PUB -HOT MEAL,A. Pub Meal,122,40,3.7041667,1
199803,220107,PUB -HOT MEAL,A. Pub Meal,122,50,3.9666667,1
199803,220107,PUB -HOT MEAL,A. Pub Meal,122,60,4.1679168,1
199803,220107,PUB -HOT MEAL,A. Pub Meal,122,70,4.5291667,1
199803,220107,PUB -HOT MEAL,A. Pub Meal,122,80,4.7854166,1
199803,220107,PUB -HOT MEAL,A. Pub Meal,122,90,5.2166667,1
199804,220107,PUB -HOT MEAL,A. Pub Meal,123,10,2.4816666,1
199804,220107,PUB -HOT MEAL,A. Pub Meal,123,20,3.0183334,1
199804,220107,PUB -HOT MEAL,A. Pub Meal,123,30,3.4041667,1
199804,220107,PUB -HOT MEAL,A. Pub Meal,123,40,3.7437501,1
199804,220107,PUB -HOT MEAL,A. Pub Meal,123,50,3.98125,1
199804,220107,PUB -HOT MEAL,A. Pub Meal,123,60,4.1958332,1
199804,220107,PUB -HOT MEAL,A. Pub Meal,123,70,4.5708332,1
199804,220107,PUB -HOT MEAL,A. Pub Meal,123,80,4.8658333,1
199804,220107,PUB -HOT MEAL,A. Pub Meal,123,90,5.2791667,1
199805,220107,PUB -HOT MEAL,A. Pub Meal,124,10,2.5575001,1
199805,220107,PUB -HOT MEAL,A. Pub Meal,124,20,3.1358333,1
199805,220107,PUB -HOT MEAL,A. Pub Meal,124,30,3.4283333,1
199805,220107,PUB -HOT MEAL,A. Pub Meal,124,40,3.7729168,1
199805,220107,PUB -HOT MEAL,A. Pub Meal,124,50,4.0287499,1
199805,220107,PUB -HOT MEAL,A. Pub Meal,124,60,4.2416668,1
199805,220107,PUB -HOT MEAL,A. Pub Meal,124,70,4.6083331,1
199805,220107,PUB -HOT MEAL,A. Pub Meal,124,80,4.9395833,1
199805,220107,PUB -HOT MEAL,A. Pub Meal,124,90,5.2958331,1
199806,220107,PUB -HOT MEAL,A. Pub Meal,125,10,2.4970834,1
199806,220107,PUB -HOT MEAL,A. Pub Meal,125,20,3.0966668,1
199806,220107,PUB -HOT MEAL,A. Pub Meal,125,30,3.4004166,1
199806,220107,PUB -HOT MEAL,A. Pub Meal,125,40,3.70625,1
199806,220107,PUB -HOT MEAL,A. Pub Meal,125,50,3.9916668,1
199806,220107,PUB -HOT MEAL,A. Pub Meal,125,60,4.2583332,1
199806,220107,PUB -HOT MEAL,A. Pub Meal,125,70,4.5729165,1
199806,220107,PUB -HOT MEAL,A. Pub Meal,125,80,4.8891668,1
199806,220107,PUB -HOT MEAL,A. Pub Meal,125,90,5.3333335,1
199807,220107,PUB -HOT MEAL,A. Pub Meal,126,10,2.5379167,1
199807,220107,PUB -HOT MEAL,A. Pub Meal,126,20,3.0833333,1
199807,220107,PUB -HOT MEAL,A. Pub Meal,126,30,3.4379168,1
199807,220107,PUB -HOT MEAL,A. Pub Meal,126,40,3.7762499,1
199807,220107,PUB -HOT MEAL,A. Pub Meal,126,50,4,1
199807,220107,PUB -HOT MEAL,A. Pub Meal,126,60,4.2054167,1
199807,220107,PUB -HOT MEAL,A. Pub Meal,126,70,4.5895834,1
199807,220107,PUB -HOT MEAL,A. Pub Meal,126,80,4.8854165,1
199807,220107,PUB -HOT MEAL,A. Pub Meal,126,90,5.3291664,1
199808,220107,PUB -HOT MEAL,A. Pub Meal,127,10,2.5991666,1
199808,220107,PUB -HOT MEAL,A. Pub Meal,127,20,3.115,1
199808,220107,PUB -HOT MEAL,A. Pub Meal,127,30,3.4649999,1
199808,220107,PUB -HOT MEAL,A. Pub Meal,127,40,3.7337499,1
199808,220107,PUB -HOT MEAL,A. Pub Meal,127,50,4.0437498,1
199808,220107,PUB -HOT MEAL,A. Pub Meal,127,60,4.2270832,1
199808,220107,PUB -HOT MEAL,A. Pub Meal,127,70,4.5062499,1
199808,220107,PUB -HOT MEAL,A. Pub Meal,127,80,4.8666668,1
199808,220107,PUB -HOT MEAL,A. Pub Meal,127,90,5.3499999,1
199809,220107,PUB -HOT MEAL,A. Pub Meal,128,10,2.6304166,1
199809,220107,PUB -HOT MEAL,A. Pub Meal,128,20,3.12625,1
199809,220107,PUB -HOT MEAL,A. Pub Meal,128,30,3.4779167,1
199809,220107,PUB -HOT MEAL,A. Pub Meal,128,40,3.7445834,1
199809,220107,PUB -HOT MEAL,A. Pub Meal,128,50,4.0604167,1
199809,220107,PUB -HOT MEAL,A. Pub Meal,128,60,4.2479167,1
199809,220107,PUB -HOT MEAL,A. Pub Meal,128,70,4.5250001,1
199809,220107,PUB -HOT MEAL,A. Pub Meal,128,80,4.8895831,1
199809,220107,PUB -HOT MEAL,A. Pub Meal,128,90,5.3791666,1
199810,220107,PUB -HOT MEAL,A. Pub Meal,129,10,2.6366668,1
199810,220107,PUB -HOT MEAL,A. Pub Meal,129,20,3.1179166,1
199810,220107,PUB -HOT MEAL,A. Pub Meal,129,30,3.45,1
199810,220107,PUB -HOT MEAL,A. Pub Meal,129,40,3.7233334,1
199810,220107,PUB -HOT MEAL,A. Pub Meal,129,50,4.0416665,1
199810,220107,PUB -HOT MEAL,A. Pub Meal,129,60,4.2604165,1
199810,220107,PUB -HOT MEAL,A. Pub Meal,129,70,4.6541667,1
199810,220107,PUB -HOT MEAL,A. Pub Meal,129,80,4.9145832,1
199810,220107,PUB -HOT MEAL,A. Pub Meal,129,90,5.4729166,1
199811,220107,PUB -HOT MEAL,A. Pub Meal,130,10,2.4879167,1
199811,220107,PUB -HOT MEAL,A. Pub Meal,130,20,3.0491667,1
199811,220107,PUB -HOT MEAL,A. Pub Meal,130,30,3.4854167,1
199811,220107,PUB -HOT MEAL,A. Pub Meal,130,40,3.7483335,1
199811,220107,PUB -HOT MEAL,A. Pub Meal,130,50,4.0391665,1
199811,220107,PUB -HOT MEAL,A. Pub Meal,130,60,4.2604165,1
199811,220107,PUB -HOT MEAL,A. Pub Meal,130,70,4.5999999,1
199811,220107,PUB -HOT MEAL,A. Pub Meal,130,80,4.9145832,1
199811,220107,PUB -HOT MEAL,A. Pub Meal,130,90,5.4770832,1
199812,220107,PUB -HOT MEAL,A. Pub Meal,131,10,2.5366666,1
199812,220107,PUB -HOT MEAL,A. Pub Meal,131,20,3.1025,1
199812,220107,PUB -HOT MEAL,A. Pub Meal,131,30,3.5045834,1
199812,220107,PUB -HOT MEAL,A. Pub Meal,131,40,3.8054166,1
199812,220107,PUB -HOT MEAL,A. Pub Meal,131,50,4.0916667,1
199812,220107,PUB -HOT MEAL,A. Pub Meal,131,60,4.2604165,1
199812,220107,PUB -HOT MEAL,A. Pub Meal,131,70,4.6395831,1
199812,220107,PUB -HOT MEAL,A. Pub Meal,131,80,4.9333334,1
199812,220107,PUB -HOT MEAL,A. Pub Meal,131,90,5.4333334,1
199901,220107,PUB -HOT MEAL,A. Pub Meal,132,10,2.7733333,1
199901,220107,PUB -HOT MEAL,A. Pub Meal,132,20,3.2404168,1
199901,220107,PUB -HOT MEAL,A. Pub Meal,132,30,3.5991666,1
199901,220107,PUB -HOT MEAL,A. Pub Meal,132,40,3.8658333,1
199901,220107,PUB -HOT MEAL,A. Pub Meal,132,50,4.2104168,1
199901,220107,PUB -HOT MEAL,A. Pub Meal,132,60,4.3616667,1
199901,220107,PUB -HOT MEAL,A. Pub Meal,132,70,4.6354165,1
199901,220107,PUB -HOT MEAL,A. Pub Meal,132,80,5.0166664,1
199901,220107,PUB -HOT MEAL,A. Pub Meal,132,90,5.5958333,1
199902,220107,PUB -HOT MEAL,A. Pub Meal,133,10,2.4962499,1
199902,220107,PUB -HOT MEAL,A. Pub Meal,133,20,3.0808334,1
199902,220107,PUB -HOT MEAL,A. Pub Meal,133,30,3.4741666,1
199902,220107,PUB -HOT MEAL,A. Pub Meal,133,40,3.7979167,1
199902,220107,PUB -HOT MEAL,A. Pub Meal,133,50,4.0787501,1
199902,220107,PUB -HOT MEAL,A. Pub Meal,133,60,4.3645835,1
199902,220107,PUB -HOT MEAL,A. Pub Meal,133,70,4.6687498,1
199902,220107,PUB -HOT MEAL,A. Pub Meal,133,80,5.083333,1
199902,220107,PUB -HOT MEAL,A. Pub Meal,133,90,5.7958331,1
199903,220107,PUB -HOT MEAL,A. Pub Meal,134,10,2.6204166,1
199903,220107,PUB -HOT MEAL,A. Pub Meal,134,20,3.1004167,1
199903,220107,PUB -HOT MEAL,A. Pub Meal,134,30,3.5374999,1
199903,220107,PUB -HOT MEAL,A. Pub Meal,134,40,3.7866666,1
199903,220107,PUB -HOT MEAL,A. Pub Meal,134,50,4.1291666,1
199903,220107,PUB -HOT MEAL,A. Pub Meal,134,60,4.4083333,1
199903,220107,PUB -HOT MEAL,A. Pub Meal,134,70,4.6583333,1
199903,220107,PUB -HOT MEAL,A. Pub Meal,134,80,5.0999999,1
199903,220107,PUB -HOT MEAL,A. Pub Meal,134,90,5.6999998,1
199904,220107,PUB -HOT MEAL,A. Pub Meal,135,10,2.6191666,1
199904,220107,PUB -HOT MEAL,A. Pub Meal,135,20,3.1012499,1
199904,220107,PUB -HOT MEAL,A. Pub Meal,135,30,3.5074999,1
199904,220107,PUB -HOT MEAL,A. Pub Meal,135,40,3.8375001,1
199904,220107,PUB -HOT MEAL,A. Pub Meal,135,50,4.1520834,1
199904,220107,PUB -HOT MEAL,A. Pub Meal,135,60,4.40625,1
199904,220107,PUB -HOT MEAL,A. Pub Meal,135,70,4.7041664,1
199904,220107,PUB -HOT MEAL,A. Pub Meal,135,80,5.1145835,1
199904,220107,PUB -HOT MEAL,A. Pub Meal,135,90,5.7541666,1
199905,220107,PUB -HOT MEAL,A. Pub Meal,136,10,2.645,1
199905,220107,PUB -HOT MEAL,A. Pub Meal,136,20,3.1366668,1
199905,220107,PUB -HOT MEAL,A. Pub Meal,136,30,3.4650002,1
199905,220107,PUB -HOT MEAL,A. Pub Meal,136,40,3.8,1
199905,220107,PUB -HOT MEAL,A. Pub Meal,136,50,4.1541667,1
199905,220107,PUB -HOT MEAL,A. Pub Meal,136,60,4.4270835,1
199905,220107,PUB -HOT MEAL,A. Pub Meal,136,70,4.7541666,1
199905,220107,PUB -HOT MEAL,A. Pub Meal,136,80,5.0991664,1
199905,220107,PUB -HOT MEAL,A. Pub Meal,136,90,5.7083335,1
199906,220107,PUB -HOT MEAL,A. Pub Meal,137,10,2.6283333,1
199906,220107,PUB -HOT MEAL,A. Pub Meal,137,20,3.1849999,1
199906,220107,PUB -HOT MEAL,A. Pub Meal,137,30,3.4608333,1
199906,220107,PUB -HOT MEAL,A. Pub Meal,137,40,3.8325,1
199906,220107,PUB -HOT MEAL,A. Pub Meal,137,50,4.1791668,1
199906,220107,PUB -HOT MEAL,A. Pub Meal,137,60,4.4162498,1
199906,220107,PUB -HOT MEAL,A. Pub Meal,137,70,4.7291665,1
199906,220107,PUB -HOT MEAL,A. Pub Meal,137,80,5.1041665,1
199906,220107,PUB -HOT MEAL,A. Pub Meal,137,90,5.6991668,1
199907,220107,PUB -HOT MEAL,A. Pub Meal,138,10,2.7408333,1
199907,220107,PUB -HOT MEAL,A. Pub Meal,138,20,3.1979167,1
199907,220107,PUB -HOT MEAL,A. Pub Meal,138,30,3.5375001,1
199907,220107,PUB -HOT MEAL,A. Pub Meal,138,40,3.8575001,1
199907,220107,PUB -HOT MEAL,A. Pub Meal,138,50,4.1541667,1
199907,220107,PUB -HOT MEAL,A. Pub Meal,138,60,4.4375,1
199907,220107,PUB -HOT MEAL,A. Pub Meal,138,70,4.7333331,1
199907,220107,PUB -HOT MEAL,A. Pub Meal,138,80,5.1145835,1
199907,220107,PUB -HOT MEAL,A. Pub Meal,138,90,5.7533331,1
199908,220107,PUB -HOT MEAL,A. Pub Meal,139,10,2.7658334,1
199908,220107,PUB -HOT MEAL,A. Pub Meal,139,20,3.2558334,1
199908,220107,PUB -HOT MEAL,A. Pub Meal,139,30,3.6208334,1
199908,220107,PUB -HOT MEAL,A. Pub Meal,139,40,3.9116666,1
199908,220107,PUB -HOT MEAL,A. Pub Meal,139,50,4.2333331,1
199908,220107,PUB -HOT MEAL,A. Pub Meal,139,60,4.4333334,1
199908,220107,PUB -HOT MEAL,A. Pub Meal,139,70,4.75,1
199908,220107,PUB -HOT MEAL,A. Pub Meal,139,80,5.1541667,1
199908,220107,PUB -HOT MEAL,A. Pub Meal,139,90,5.7833333,1
199909,220107,PUB -HOT MEAL,A. Pub Meal,140,10,2.7229166,1
199909,220107,PUB -HOT MEAL,A. Pub Meal,140,20,3.2541666,1
199909,220107,PUB -HOT MEAL,A. Pub Meal,140,30,3.5325,1
199909,220107,PUB -HOT MEAL,A. Pub Meal,140,40,3.9033334,1
199909,220107,PUB -HOT MEAL,A. Pub Meal,140,50,4.2354169,1
199909,220107,PUB -HOT MEAL,A. Pub Meal,140,60,4.4491668,1
199909,220107,PUB -HOT MEAL,A. Pub Meal,140,70,4.7874999,1
199909,220107,PUB -HOT MEAL,A. Pub Meal,140,80,5.1374998,1
199909,220107,PUB -HOT MEAL,A. Pub Meal,140,90,5.7874999,1
199910,220107,PUB -HOT MEAL,A. Pub Meal,141,10,2.77,1
199910,220107,PUB -HOT MEAL,A. Pub Meal,141,20,3.2158334,1
199910,220107,PUB -HOT MEAL,A. Pub Meal,141,30,3.5325,1
199910,220107,PUB -HOT MEAL,A. Pub Meal,141,40,3.9666667,1
199910,220107,PUB -HOT MEAL,A. Pub Meal,141,50,4.25,1
199910,220107,PUB -HOT MEAL,A. Pub Meal,141,60,4.4875002,1
199910,220107,PUB -HOT MEAL,A. Pub Meal,141,70,4.770833,1
199910,220107,PUB -HOT MEAL,A. Pub Meal,141,80,5.145,1
199910,220107,PUB -HOT MEAL,A. Pub Meal,141,90,5.6833334,1
199911,220107,PUB -HOT MEAL,A. Pub Meal,142,10,2.8416667,1
199911,220107,PUB -HOT MEAL,A. Pub Meal,142,20,3.2329166,1
199911,220107,PUB -HOT MEAL,A. Pub Meal,142,30,3.6408334,1
199911,220107,PUB -HOT MEAL,A. Pub Meal,142,40,3.9833333,1
199911,220107,PUB -HOT MEAL,A. Pub Meal,142,50,4.2416668,1
199911,220107,PUB -HOT MEAL,A. Pub Meal,142,60,4.5062499,1
199911,220107,PUB -HOT MEAL,A. Pub Meal,142,70,4.77,1
199911,220107,PUB -HOT MEAL,A. Pub Meal,142,80,5.1262498,1
199911,220107,PUB -HOT MEAL,A. Pub Meal,142,90,5.6791668,1
199912,220107,PUB -HOT MEAL,A. Pub Meal,143,10,2.7866666,1
199912,220107,PUB -HOT MEAL,A. Pub Meal,143,20,3.1837499,1
199912,220107,PUB -HOT MEAL,A. Pub Meal,143,30,3.5483334,1
199912,220107,PUB -HOT MEAL,A. Pub Meal,143,40,3.96875,1
199912,220107,PUB -HOT MEAL,A. Pub Meal,143,50,4.25,1
199912,220107,PUB -HOT MEAL,A. Pub Meal,143,60,4.4554167,1
199912,220107,PUB -HOT MEAL,A. Pub Meal,143,70,4.7908335,1
199912,220107,PUB -HOT MEAL,A. Pub Meal,143,80,5.1804166,1
199912,220107,PUB -HOT MEAL,A. Pub Meal,143,90,5.8375001,1
200001,220107,PUB -HOT MEAL,A. Pub Meal,144,10,2.7574999,1
200001,220107,PUB -HOT MEAL,A. Pub Meal,144,20,3.31375,1
200001,220107,PUB -HOT MEAL,A. Pub Meal,144,30,3.4879167,1
200001,220107,PUB -HOT MEAL,A. Pub Meal,144,40,3.8529167,1
200001,220107,PUB -HOT MEAL,A. Pub Meal,144,50,4.2125001,1
200001,220107,PUB -HOT MEAL,A. Pub Meal,144,60,4.4291668,1
200001,220107,PUB -HOT MEAL,A. Pub Meal,144,70,4.8158331,1
200001,220107,PUB -HOT MEAL,A. Pub Meal,144,80,5.1387501,1
200001,220107,PUB -HOT MEAL,A. Pub Meal,144,90,5.8979168,1
200002,220107,PUB -HOT MEAL,A. Pub Meal,145,10,2.6816666,1
200002,220107,PUB -HOT MEAL,A. Pub Meal,145,20,3.1583333,1
200002,220107,PUB -HOT MEAL,A. Pub Meal,145,30,3.5616667,1
200002,220107,PUB -HOT MEAL,A. Pub Meal,145,40,3.8199999,1
200002,220107,PUB -HOT MEAL,A. Pub Meal,145,50,4.2470832,1
200002,220107,PUB -HOT MEAL,A. Pub Meal,145,60,4.5062499,1
200002,220107,PUB -HOT MEAL,A. Pub Meal,145,70,4.8408332,1
200002,220107,PUB -HOT MEAL,A. Pub Meal,145,80,5.1262498,1
200002,220107,PUB -HOT MEAL,A. Pub Meal,145,90,5.9833331,1
200003,220107,PUB -HOT MEAL,A. Pub Meal,146,10,2.71,1
200003,220107,PUB -HOT MEAL,A. Pub Meal,146,20,3.2029166,1
200003,220107,PUB -HOT MEAL,A. Pub Meal,146,30,3.5616667,1
200003,220107,PUB -HOT MEAL,A. Pub Meal,146,40,3.9033334,1
200003,220107,PUB -HOT MEAL,A. Pub Meal,146,50,4.2345834,1
200003,220107,PUB -HOT MEAL,A. Pub Meal,146,60,4.46875,1
200003,220107,PUB -HOT MEAL,A. Pub Meal,146,70,4.8616667,1
200003,220107,PUB -HOT MEAL,A. Pub Meal,146,80,5.1866665,1
200003,220107,PUB -HOT MEAL,A. Pub Meal,146,90,5.9666667,1
200004,220107,PUB -HOT MEAL,A. Pub Meal,147,10,2.7108333,1
200004,220107,PUB -HOT MEAL,A. Pub Meal,147,20,3.1925001,1
200004,220107,PUB -HOT MEAL,A. Pub Meal,147,30,3.5158334,1
200004,220107,PUB -HOT MEAL,A. Pub Meal,147,40,3.8645833,1
200004,220107,PUB -HOT MEAL,A. Pub Meal,147,50,4.2079167,1
200004,220107,PUB -HOT MEAL,A. Pub Meal,147,60,4.4625001,1
200004,220107,PUB -HOT MEAL,A. Pub Meal,147,70,4.8074999,1
200004,220107,PUB -HOT MEAL,A. Pub Meal,147,80,5.1387501,1
200004,220107,PUB -HOT MEAL,A. Pub Meal,147,90,5.9791665,1
200005,220107,PUB -HOT MEAL,A. Pub Meal,148,10,2.6983333,1
200005,220107,PUB -HOT MEAL,A. Pub Meal,148,20,3.1612501,1
200005,220107,PUB -HOT MEAL,A. Pub Meal,148,30,3.5650001,1
200005,220107,PUB -HOT MEAL,A. Pub Meal,148,40,3.8304167,1
200005,220107,PUB -HOT MEAL,A. Pub Meal,148,50,4.2316666,1
200005,220107,PUB -HOT MEAL,A. Pub Meal,148,60,4.4458332,1
200005,220107,PUB -HOT MEAL,A. Pub Meal,148,70,4.8624997,1
200005,220107,PUB -HOT MEAL,A. Pub Meal,148,80,5.2533331,1
200005,220107,PUB -HOT MEAL,A. Pub Meal,148,90,6.0500002,1
200006,220107,PUB -HOT MEAL,A. Pub Meal,149,10,2.6979167,1
200006,220107,PUB -HOT MEAL,A. Pub Meal,149,20,3.1541667,1
200006,220107,PUB -HOT MEAL,A. Pub Meal,149,30,3.5654168,1
200006,220107,PUB -HOT MEAL,A. Pub Meal,149,40,3.9416666,1
200006,220107,PUB -HOT MEAL,A. Pub Meal,149,50,4.2674999,1
200006,220107,PUB -HOT MEAL,A. Pub Meal,149,60,4.4749999,1
200006,220107,PUB -HOT MEAL,A. Pub Meal,149,70,4.8679166,1
200006,220107,PUB -HOT MEAL,A. Pub Meal,149,80,5.3062501,1
200006,220107,PUB -HOT MEAL,A. Pub Meal,149,90,6.1875,1
200007,220107,PUB -HOT MEAL,A. Pub Meal,150,10,2.7158334,1
200007,220107,PUB -HOT MEAL,A. Pub Meal,150,20,3.1375,1
200007,220107,PUB -HOT MEAL,A. Pub Meal,150,30,3.5350001,1
200007,220107,PUB -HOT MEAL,A. Pub Meal,150,40,3.8729167,1
200007,220107,PUB -HOT MEAL,A. Pub Meal,150,50,4.23,1
200007,220107,PUB -HOT MEAL,A. Pub Meal,150,60,4.4729166,1
200007,220107,PUB -HOT MEAL,A. Pub Meal,150,70,4.8604164,1
200007,220107,PUB -HOT MEAL,A. Pub Meal,150,80,5.2854166,1
200007,220107,PUB -HOT MEAL,A. Pub Meal,150,90,6.0791664,1
200008,220107,PUB -HOT MEAL,A. Pub Meal,151,10,2.7983334,1
200008,220107,PUB -HOT MEAL,A. Pub Meal,151,20,3.1458333,1
200008,220107,PUB -HOT MEAL,A. Pub Meal,151,30,3.4933333,1
200008,220107,PUB -HOT MEAL,A. Pub Meal,151,40,3.8654168,1
200008,220107,PUB -HOT MEAL,A. Pub Meal,151,50,4.1925001,1
200008,220107,PUB -HOT MEAL,A. Pub Meal,151,60,4.5062499,1
200008,220107,PUB -HOT MEAL,A. Pub Meal,151,70,4.8687501,1
200008,220107,PUB -HOT MEAL,A. Pub Meal,151,80,5.30125,1
200008,220107,PUB -HOT MEAL,A. Pub Meal,151,90,6.0583334,1
200009,220107,PUB -HOT MEAL,A. Pub Meal,152,10,2.8158333,1
200009,220107,PUB -HOT MEAL,A. Pub Meal,152,20,3.1833334,1
200009,220107,PUB -HOT MEAL,A. Pub Meal,152,30,3.4945834,1
200009,220107,PUB -HOT MEAL,A. Pub Meal,152,40,3.8320832,1
200009,220107,PUB -HOT MEAL,A. Pub Meal,152,50,4.1345835,1
200009,220107,PUB -HOT MEAL,A. Pub Meal,152,60,4.5020833,1
200009,220107,PUB -HOT MEAL,A. Pub Meal,152,70,4.8833332,1
200009,220107,PUB -HOT MEAL,A. Pub Meal,152,80,5.27,1
200009,220107,PUB -HOT MEAL,A. Pub Meal,152,90,5.9625001,1
200010,220107,PUB -HOT MEAL,A. Pub Meal,153,10,2.7991667,1
200010,220107,PUB -HOT MEAL,A. Pub Meal,153,20,3.1458333,1
200010,220107,PUB -HOT MEAL,A. Pub Meal,153,30,3.5233333,1
200010,220107,PUB -HOT MEAL,A. Pub Meal,153,40,3.8325,1
200010,220107,PUB -HOT MEAL,A. Pub Meal,153,50,4.0629168,1
200010,220107,PUB -HOT MEAL,A. Pub Meal,153,60,4.4520831,1
200010,220107,PUB -HOT MEAL,A. Pub Meal,153,70,4.8416667,1
200010,220107,PUB -HOT MEAL,A. Pub Meal,153,80,5.2874999,1
