prices,obs,date,region
10151,113472,1993-09-01,Scotland
7191,113472,1993-09-01,Wales
11071,113472,1993-09-01,South West
3147,113472,1993-09-01,Northern Ireland
7556,113472,1993-09-01,Yorkshire & Humber
6840,113472,1993-09-01,East Anglia
11338,113472,1993-09-01,London
6753,113472,1993-09-01,East Midlands
14404,113472,1993-09-01,South East
11190,113472,1993-09-01,West Midlands
12814,113472,1993-09-01,North West
9773,113472,1993-09-01,North
10236,113796,1993-10-01,Scotland
14431,113796,1993-10-01,South East
11210,113796,1993-10-01,West Midlands
3141,113796,1993-10-01,Northern Ireland
12994,113796,1993-10-01,North West
6759,113796,1993-10-01,East Midlands
7063,113796,1993-10-01,Wales
11100,113796,1993-10-01,South West
7565,113796,1993-10-01,Yorkshire & Humber
9583,113796,1993-10-01,North
6813,113796,1993-10-01,East Anglia
11709,113796,1993-10-01,London
14294,113474,1993-11-01,South East
6832,113474,1993-11-01,East Midlands
3082,113474,1993-11-01,Northern Ireland
6851,113474,1993-11-01,East Anglia
11669,113474,1993-11-01,London
11197,113474,1993-11-01,West Midlands
11133,113474,1993-11-01,South West
9489,113474,1993-11-01,North
7539,113474,1993-11-01,Yorkshire & Humber
10137,113474,1993-11-01,Scotland
7135,113474,1993-11-01,Wales
12904,113474,1993-11-01,North West
3173,114457,1993-12-01,Northern Ireland
10270,114457,1993-12-01,Scotland
11119,114457,1993-12-01,West Midlands
6882,114457,1993-12-01,East Midlands
14404,114457,1993-12-01,South East
7770,114457,1993-12-01,Yorkshire & Humber
7325,114457,1993-12-01,Wales
11251,114457,1993-12-01,London
6879,114457,1993-12-01,East Anglia
11191,114457,1993-12-01,South West
13118,114457,1993-12-01,North West
9786,114457,1993-12-01,North
3113,113415,1994-01-01,Northern Ireland
10974,113415,1994-01-01,South West
9782,113415,1994-01-01,North
13888,113415,1994-01-01,South East
10890,113415,1994-01-01,West Midlands
10216,113415,1994-01-01,Scotland
7295,113415,1994-01-01,Wales
7654,113415,1994-01-01,Yorkshire & Humber
11760,113415,1994-01-01,London
6843,113415,1994-01-01,East Midlands
6747,113415,1994-01-01,East Anglia
12962,113415,1994-01-01,North West
6637,109226,1994-02-01,Wales
9495,109226,1994-02-01,North
13930,109226,1994-02-01,South East
10570,109226,1994-02-01,South West
11102,109226,1994-02-01,London
6514,109226,1994-02-01,East Anglia
12613,109226,1994-02-01,North West
10803,109226,1994-02-01,West Midlands
6665,109226,1994-02-01,East Midlands
10459,109226,1994-02-01,Scotland
2929,109226,1994-02-01,Northern Ireland
7509,109226,1994-02-01,Yorkshire & Humber
6488,109122,1994-03-01,East Anglia
6880,109122,1994-03-01,Wales
6641,109122,1994-03-01,East Midlands
11008,109122,1994-03-01,London
7419,109122,1994-03-01,Yorkshire & Humber
10396,109122,1994-03-01,South West
12318,109122,1994-03-01,North West
2857,109122,1994-03-01,Northern Ireland
13684,109122,1994-03-01,South East
10541,109122,1994-03-01,West Midlands
10321,109122,1994-03-01,Scotland
9307,109122,1994-03-01,North
11009,108186,1994-04-01,London
12152,108186,1994-04-01,North West
10483,108186,1994-04-01,West Midlands
6500,108186,1994-04-01,East Midlands
10373,108186,1994-04-01,South West
13727,108186,1994-04-01,South East
10316,108186,1994-04-01,Scotland
6727,108186,1994-04-01,Wales
7294,108186,1994-04-01,Yorkshire & Humber
9182,108186,1994-04-01,North
2889,108186,1994-04-01,Northern Ireland
6459,108186,1994-04-01,East Anglia
11034,119067,1994-05-01,Scotland
11424,119067,1994-05-01,West Midlands
12037,119067,1994-05-01,London
10150,119067,1994-05-01,North
9278,119067,1994-05-01,Yorkshire & Humber
7202,119067,1994-05-01,East Midlands
7092,119067,1994-05-01,East Anglia
14867,119067,1994-05-01,South East
3278,119067,1994-05-01,Northern Ireland
13211,119067,1994-05-01,North West
10916,119067,1994-05-01,South West
7202,119067,1994-05-01,Wales
11120,118695,1994-06-01,Scotland
7156,118695,1994-06-01,Wales
6553,118695,1994-06-01,East Anglia
11351,118695,1994-06-01,West Midlands
3260,118695,1994-06-01,Northern Ireland
12034,118695,1994-06-01,London
7148,118695,1994-06-01,East Midlands
13171,118695,1994-06-01,North West
9486,118695,1994-06-01,Yorkshire & Humber
14826,118695,1994-06-01,South East
10141,118695,1994-06-01,North
11242,118695,1994-06-01,South West
3253,120570,1994-07-01,Northern Ireland
7385,120570,1994-07-01,Wales
11477,120570,1994-07-01,West Midlands
7156,120570,1994-07-01,East Anglia
13208,120570,1994-07-01,North West
14783,120570,1994-07-01,South East
7207,120570,1994-07-01,East Midlands
10292,120570,1994-07-01,North
11365,120570,1994-07-01,South West
12337,120570,1994-07-01,London
9494,120570,1994-07-01,Yorkshire & Humber
11372,120570,1994-07-01,Scotland
13122,106634,1994-08-01,South East
6575,106634,1994-08-01,Wales
6371,106634,1994-08-01,East Anglia
10057,106634,1994-08-01,South West
6483,106634,1994-08-01,East Midlands
8276,106634,1994-08-01,Yorkshire & Humber
11628,106634,1994-08-01,North West
10152,106634,1994-08-01,West Midlands
10866,106634,1994-08-01,London
2876,106634,1994-08-01,Northern Ireland
10109,106634,1994-08-01,Scotland
9010,106634,1994-08-01,North
6601,116814,1994-09-01,East Midlands
14528,116814,1994-09-01,South East
11168,116814,1994-09-01,South West
10042,116814,1994-09-01,North
12093,116814,1994-09-01,London
10700,116814,1994-09-01,Scotland
6092,116814,1994-09-01,East Anglia
13192,116814,1994-09-01,North West
11149,116814,1994-09-01,West Midlands
9366,116814,1994-09-01,Yorkshire & Humber
7402,116814,1994-09-01,Wales
3188,116814,1994-09-01,Northern Ireland
7000,115660,1994-10-01,East Midlands
10441,115660,1994-10-01,Scotland
9864,115660,1994-10-01,North
14305,115660,1994-10-01,South East
3190,115660,1994-10-01,Northern Ireland
11827,115660,1994-10-01,London
13037,115660,1994-10-01,North West
10822,115660,1994-10-01,South West
6973,115660,1994-10-01,East Anglia
9117,115660,1994-10-01,Yorkshire & Humber
6926,115660,1994-10-01,Wales
10985,115660,1994-10-01,West Midlands
7020,117297,1994-11-01,East Midlands
3243,117297,1994-11-01,Northern Ireland
7102,117297,1994-11-01,East Anglia
13096,117297,1994-11-01,North West
11841,117297,1994-11-01,London
8778,117297,1994-11-01,Yorkshire & Humber
10030,117297,1994-11-01,North
11208,117297,1994-11-01,South West
7263,117297,1994-11-01,Wales
14379,117297,1994-11-01,South East
10991,117297,1994-11-01,West Midlands
11024,117297,1994-11-01,Scotland
11062,116315,1994-12-01,Scotland
3220,116315,1994-12-01,Northern Ireland
11141,116315,1994-12-01,South West
14138,116315,1994-12-01,South East
7053,116315,1994-12-01,East Anglia
10003,116315,1994-12-01,North
11246,116315,1994-12-01,London
7286,116315,1994-12-01,Wales
9207,116315,1994-12-01,Yorkshire & Humber
7079,116315,1994-12-01,East Midlands
13138,116315,1994-12-01,North West
10451,116315,1994-12-01,West Midlands
3111,115148,1995-01-01,Northern Ireland
9136,115148,1995-01-01,Yorkshire & Humber
9816,115148,1995-01-01,North
10620,115148,1995-01-01,West Midlands
6935,115148,1995-01-01,East Anglia
12845,115148,1995-01-01,North West
10893,115148,1995-01-01,Scotland
10700,115148,1995-01-01,South West
7212,115148,1995-01-01,Wales
6977,115148,1995-01-01,East Midlands
11554,115148,1995-01-01,London
14029,115148,1995-01-01,South East
9309,110133,1995-02-01,Scotland
9321,110133,1995-02-01,Yorkshire & Humber
6220,110133,1995-02-01,Wales
10129,110133,1995-02-01,West Midlands
6881,110133,1995-02-01,East Midlands
10844,110133,1995-02-01,South West
5772,110133,1995-02-01,East Anglia
3104,110133,1995-02-01,Northern Ireland
11473,110133,1995-02-01,London
14751,110133,1995-02-01,South East
12205,110133,1995-02-01,North West
8928,110133,1995-02-01,North
6326,113822,1995-03-01,Wales
12641,113822,1995-03-01,North West
12052,113822,1995-03-01,London
3163,113822,1995-03-01,Northern Ireland
9787,113822,1995-03-01,Yorkshire & Humber
9146,113822,1995-03-01,North
10877,113822,1995-03-01,South West
7187,113822,1995-03-01,East Midlands
9895,113822,1995-03-01,Scotland
15238,113822,1995-03-01,South East
10411,113822,1995-03-01,West Midlands
5967,113822,1995-03-01,East Anglia
6649,119189,1995-04-01,Wales
10325,119189,1995-04-01,Scotland
13433,119189,1995-04-01,North West
12472,119189,1995-04-01,London
15567,119189,1995-04-01,South East
7456,119189,1995-04-01,East Midlands
11130,119189,1995-04-01,West Midlands
9748,119189,1995-04-01,North
11528,119189,1995-04-01,South West
10338,119189,1995-04-01,Yorkshire & Humber
3386,119189,1995-04-01,Northern Ireland
6233,119189,1995-04-01,East Anglia
10452,121754,1995-05-01,Yorkshire & Humber
3507,121754,1995-05-01,Northern Ireland
7681,121754,1995-05-01,East Midlands
6537,121754,1995-05-01,East Anglia
12695,121754,1995-05-01,London
9673,121754,1995-05-01,North
13403,121754,1995-05-01,North West
11525,121754,1995-05-01,West Midlands
16298,121754,1995-05-01,South East
11649,121754,1995-05-01,South West
6913,121754,1995-05-01,Wales
10417,121754,1995-05-01,Scotland
12863,123384,1995-06-01,London
6966,123384,1995-06-01,Wales
16694,123384,1995-06-01,South East
11768,123384,1995-06-01,West Midlands
11765,123384,1995-06-01,South West
9645,123384,1995-06-01,North
6740,123384,1995-06-01,East Anglia
7880,123384,1995-06-01,East Midlands
3505,123384,1995-06-01,Northern Ireland
10502,123384,1995-06-01,Scotland
13416,123384,1995-06-01,North West
10548,123384,1995-06-01,Yorkshire & Humber
3335,123162,1995-07-01,Northern Ireland
13444,123162,1995-07-01,North West
10570,123162,1995-07-01,Yorkshire & Humber
16690,123162,1995-07-01,South East
6716,123162,1995-07-01,East Anglia
6979,123162,1995-07-01,Wales
11658,123162,1995-07-01,South West
9817,123162,1995-07-01,North
7806,123162,1995-07-01,East Midlands
10545,123162,1995-07-01,Scotland
12809,123162,1995-07-01,London
11682,123162,1995-07-01,West Midlands
9640,122786,1995-08-01,North
3494,122786,1995-08-01,Northern Ireland
6911,122786,1995-08-01,Wales
12577,122786,1995-08-01,London
11727,122786,1995-08-01,West Midlands
6649,122786,1995-08-01,East Anglia
7908,122786,1995-08-01,East Midlands
13471,122786,1995-08-01,North West
10632,122786,1995-08-01,Yorkshire & Humber
10661,122786,1995-08-01,Scotland
11595,122786,1995-08-01,South West
16457,122786,1995-08-01,South East
11737,123415,1995-09-01,West Midlands
11614,123415,1995-09-01,South West
6712,123415,1995-09-01,East Anglia
3515,123415,1995-09-01,Northern Ireland
9933,123415,1995-09-01,North
6933,123415,1995-09-01,Wales
12636,123415,1995-09-01,London
16534,123415,1995-09-01,South East
10558,123415,1995-09-01,Scotland
10679,123415,1995-09-01,Yorkshire & Humber
13577,123415,1995-09-01,North West
7936,123415,1995-09-01,East Midlands
11677,123492,1995-10-01,South West
7976,123492,1995-10-01,East Midlands
3520,123492,1995-10-01,Northern Ireland
6752,123492,1995-10-01,East Anglia
10725,123492,1995-10-01,Yorkshire & Humber
11673,123492,1995-10-01,West Midlands
12655,123492,1995-10-01,London
13450,123492,1995-10-01,North West
7065,123492,1995-10-01,Wales
10414,123492,1995-10-01,Scotland
10004,123492,1995-10-01,North
16496,123492,1995-10-01,South East
11711,124808,1995-11-01,West Midlands
6789,124808,1995-11-01,East Anglia
3582,124808,1995-11-01,Northern Ireland
7068,124808,1995-11-01,Wales
11755,124808,1995-11-01,South West
10098,124808,1995-11-01,North
8072,124808,1995-11-01,East Midlands
16671,124808,1995-11-01,South East
10523,124808,1995-11-01,Scotland
10925,124808,1995-11-01,Yorkshire & Humber
12820,124808,1995-11-01,London
13682,124808,1995-11-01,North West
8107,125879,1995-12-01,East Midlands
7069,125879,1995-12-01,Wales
6806,125879,1995-12-01,East Anglia
3631,125879,1995-12-01,Northern Ireland
10773,125879,1995-12-01,Scotland
12930,125879,1995-12-01,London
11829,125879,1995-12-01,South West
16733,125879,1995-12-01,South East
10118,125879,1995-12-01,North
11021,125879,1995-12-01,Yorkshire & Humber
11849,125879,1995-12-01,West Midlands
13886,125879,1995-12-01,North West
15024,135408,1996-01-01,North West
12757,135408,1996-01-01,South West
10840,135408,1996-01-01,North
11471,135408,1996-01-01,Scotland
8653,135408,1996-01-01,East Midlands
3856,135408,1996-01-01,Northern Ireland
7396,135408,1996-01-01,East Anglia
12770,135408,1996-01-01,West Midlands
18018,135408,1996-01-01,South East
12067,135408,1996-01-01,Yorkshire & Humber
13814,135408,1996-01-01,London
7614,135408,1996-01-01,Wales
3733,128879,1996-02-01,Northern Ireland
9920,128879,1996-02-01,Scotland
22074,128879,1996-02-01,South East
11402,128879,1996-02-01,Yorkshire & Humber
11137,128879,1996-02-01,West Midlands
6659,128879,1996-02-01,East Anglia
9615,128879,1996-02-01,East Midlands
13711,128879,1996-02-01,London
7892,128879,1996-02-01,North
13688,128879,1996-02-01,North West
6720,128879,1996-02-01,Wales
11256,128879,1996-02-01,South West
11346,130055,1996-03-01,West Midlands
9824,130055,1996-03-01,East Midlands
11646,130055,1996-03-01,Yorkshire & Humber
22215,130055,1996-03-01,South East
9942,130055,1996-03-01,Scotland
6696,130055,1996-03-01,East Anglia
13850,130055,1996-03-01,London
7845,130055,1996-03-01,North
13860,130055,1996-03-01,North West
6763,130055,1996-03-01,Wales
3682,130055,1996-03-01,Northern Ireland
11305,130055,1996-03-01,South West
11837,133400,1996-04-01,Yorkshire & Humber
10138,133400,1996-04-01,Scotland
11429,133400,1996-04-01,South West
14249,133400,1996-04-01,London
7045,133400,1996-04-01,Wales
10102,133400,1996-04-01,East Midlands
6849,133400,1996-04-01,East Anglia
7941,133400,1996-04-01,North
3785,133400,1996-04-01,Northern Ireland
11684,133400,1996-04-01,West Midlands
14165,133400,1996-04-01,North West
23004,133400,1996-04-01,South East
11963,137447,1996-05-01,Yorkshire & Humber
10318,137447,1996-05-01,East Midlands
12210,137447,1996-05-01,West Midlands
24015,137447,1996-05-01,South East
11507,137447,1996-05-01,South West
10648,137447,1996-05-01,Scotland
8103,137447,1996-05-01,North
14602,137447,1996-05-01,North West
14718,137447,1996-05-01,London
3819,137447,1996-05-01,Northern Ireland
7013,137447,1996-05-01,East Anglia
7347,137447,1996-05-01,Wales
11894,141075,1996-06-01,South West
12233,141075,1996-06-01,Yorkshire & Humber
14989,141075,1996-06-01,North West
7601,141075,1996-06-01,Wales
8212,141075,1996-06-01,North
10457,141075,1996-06-01,East Midlands
24873,141075,1996-06-01,South East
11117,141075,1996-06-01,Scotland
12528,141075,1996-06-01,West Midlands
3960,141075,1996-06-01,Northern Ireland
15006,141075,1996-06-01,London
6980,141075,1996-06-01,East Anglia
11143,141114,1996-07-01,Scotland
11952,141114,1996-07-01,South West
10258,141114,1996-07-01,East Midlands
14981,141114,1996-07-01,North West
8317,141114,1996-07-01,North
24997,141114,1996-07-01,South East
12630,141114,1996-07-01,West Midlands
3767,141114,1996-07-01,Northern Ireland
14938,141114,1996-07-01,London
7578,141114,1996-07-01,Wales
12223,141114,1996-07-01,Yorkshire & Humber
7113,141114,1996-07-01,East Anglia
3776,115650,1996-08-01,Northern Ireland
18812,115650,1996-08-01,South East
10823,115650,1996-08-01,North West
10015,115650,1996-08-01,Yorkshire & Humber
6831,115650,1996-08-01,Wales
10314,115650,1996-08-01,West Midlands
9708,115650,1996-08-01,South West
6717,115650,1996-08-01,North
8845,115650,1996-08-01,East Midlands
9531,115650,1996-08-01,Scotland
5636,115650,1996-08-01,East Anglia
13521,115650,1996-08-01,London
13443,115367,1996-09-01,London
10564,115367,1996-09-01,North West
10332,115367,1996-09-01,West Midlands
9480,115367,1996-09-01,Scotland
6834,115367,1996-09-01,North
8891,115367,1996-09-01,East Midlands
6722,115367,1996-09-01,Wales
19095,115367,1996-09-01,South East
5588,115367,1996-09-01,East Anglia
10003,115367,1996-09-01,Yorkshire & Humber
9586,115367,1996-09-01,South West
3713,115367,1996-09-01,Northern Ireland
9604,116066,1996-10-01,South West
8950,116066,1996-10-01,East Midlands
3711,116066,1996-10-01,Northern Ireland
6776,116066,1996-10-01,North
13625,116066,1996-10-01,London
5580,116066,1996-10-01,East Anglia
10903,116066,1996-10-01,North West
9396,116066,1996-10-01,Scotland
10060,116066,1996-10-01,Yorkshire & Humber
19210,116066,1996-10-01,South East
6746,116066,1996-10-01,Wales
10453,116066,1996-10-01,West Midlands
8983,115843,1996-11-01,East Midlands
10819,115843,1996-11-01,North West
10299,115843,1996-11-01,West Midlands
13533,115843,1996-11-01,London
6752,115843,1996-11-01,Wales
6802,115843,1996-11-01,North
9395,115843,1996-11-01,Scotland
5525,115843,1996-11-01,East Anglia
3849,115843,1996-11-01,Northern Ireland
19157,115843,1996-11-01,South East
10014,115843,1996-11-01,Yorkshire & Humber
9600,115843,1996-11-01,South West
9249,118682,1996-12-01,East Midlands
13891,118682,1996-12-01,London
10483,118682,1996-12-01,West Midlands
9843,118682,1996-12-01,South West
19639,118682,1996-12-01,South East
5663,118682,1996-12-01,East Anglia
11081,118682,1996-12-01,North West
6890,118682,1996-12-01,Wales
9583,118682,1996-12-01,Scotland
10299,118682,1996-12-01,Yorkshire & Humber
6988,118682,1996-12-01,North
3945,118682,1996-12-01,Northern Ireland
3802,115198,1997-01-01,Northern Ireland
9525,115198,1997-01-01,South West
10138,115198,1997-01-01,West Midlands
13317,115198,1997-01-01,London
6792,115198,1997-01-01,North
5377,115198,1997-01-01,East Anglia
10643,115198,1997-01-01,North West
9556,115198,1997-01-01,Scotland
10241,115198,1997-01-01,Yorkshire & Humber
6721,115198,1997-01-01,Wales
18992,115198,1997-01-01,South East
8968,115198,1997-01-01,East Midlands
5491,111216,1997-02-01,East Anglia
9977,111216,1997-02-01,North West
20056,111216,1997-02-01,South East
9293,111216,1997-02-01,South West
9003,111216,1997-02-01,Scotland
8509,111216,1997-02-01,East Midlands
10006,111216,1997-02-01,West Midlands
5993,111216,1997-02-01,Wales
11791,111216,1997-02-01,London
9137,111216,1997-02-01,Yorkshire & Humber
4505,111216,1997-02-01,Northern Ireland
6636,111216,1997-02-01,North
9847,110302,1997-03-01,North West
8848,110302,1997-03-01,Scotland
4559,110302,1997-03-01,Northern Ireland
8449,110302,1997-03-01,East Midlands
5299,110302,1997-03-01,East Anglia
9049,110302,1997-03-01,Yorkshire & Humber
6574,110302,1997-03-01,North
10069,110302,1997-03-01,West Midlands
9151,110302,1997-03-01,South West
5913,110302,1997-03-01,Wales
19926,110302,1997-03-01,South East
11793,110302,1997-03-01,London
8618,113726,1997-04-01,East Midlands
6110,113726,1997-04-01,Wales
10452,113726,1997-04-01,West Midlands
9045,113726,1997-04-01,Scotland
5543,113726,1997-04-01,East Anglia
10332,113726,1997-04-01,North West
12128,113726,1997-04-01,London
6734,113726,1997-04-01,North
9293,113726,1997-04-01,South West
20563,113726,1997-04-01,South East
4632,113726,1997-04-01,Northern Ireland
9377,113726,1997-04-01,Yorkshire & Humber
10603,116191,1997-05-01,West Midlands
8793,116191,1997-05-01,East Midlands
10687,116191,1997-05-01,North West
9537,116191,1997-05-01,South West
21055,116191,1997-05-01,South East
12401,116191,1997-05-01,London
4380,116191,1997-05-01,Northern Ireland
6246,116191,1997-05-01,Wales
9249,116191,1997-05-01,Scotland
6928,116191,1997-05-01,North
5711,116191,1997-05-01,East Anglia
9686,116191,1997-05-01,Yorkshire & Humber
8912,118238,1997-06-01,East Midlands
10835,118238,1997-06-01,North West
7084,118238,1997-06-01,North
12541,118238,1997-06-01,London
5850,118238,1997-06-01,East Anglia
10759,118238,1997-06-01,West Midlands
9965,118238,1997-06-01,Yorkshire & Humber
9370,118238,1997-06-01,Scotland
21546,118238,1997-06-01,South East
4288,118238,1997-06-01,Northern Ireland
9771,118238,1997-06-01,South West
6376,118238,1997-06-01,Wales
21536,117317,1997-07-01,South East
12412,117317,1997-07-01,London
10618,117317,1997-07-01,West Midlands
8862,117317,1997-07-01,East Midlands
9839,117317,1997-07-01,Yorkshire & Humber
4169,117317,1997-07-01,Northern Ireland
9707,117317,1997-07-01,South West
7017,117317,1997-07-01,North
5812,117317,1997-07-01,East Anglia
6233,117317,1997-07-01,Wales
9439,117317,1997-07-01,Scotland
10706,117317,1997-07-01,North West
9355,116676,1997-08-01,Scotland
21450,116676,1997-08-01,South East
12232,116676,1997-08-01,London
9676,116676,1997-08-01,South West
6175,116676,1997-08-01,Wales
10597,116676,1997-08-01,West Midlands
9721,116676,1997-08-01,Yorkshire & Humber
8756,116676,1997-08-01,East Midlands
6933,116676,1997-08-01,North
10574,116676,1997-08-01,North West
5809,116676,1997-08-01,East Anglia
4483,116676,1997-08-01,Northern Ireland
9716,117704,1997-09-01,South West
8878,117704,1997-09-01,East Midlands
12375,117704,1997-09-01,London
10651,117704,1997-09-01,West Midlands
9440,117704,1997-09-01,Scotland
21678,117704,1997-09-01,South East
5789,117704,1997-09-01,East Anglia
9805,117704,1997-09-01,Yorkshire & Humber
10673,117704,1997-09-01,North West
4542,117704,1997-09-01,Northern Ireland
6204,117704,1997-09-01,Wales
7028,117704,1997-09-01,North
12422,117099,1997-10-01,London
21642,117099,1997-10-01,South East
5742,117099,1997-10-01,East Anglia
10545,117099,1997-10-01,West Midlands
9646,117099,1997-10-01,South West
4552,117099,1997-10-01,Northern Ireland
6211,117099,1997-10-01,Wales
9281,117099,1997-10-01,Scotland
8880,117099,1997-10-01,East Midlands
10541,117099,1997-10-01,North West
6990,117099,1997-10-01,North
9712,117099,1997-10-01,Yorkshire & Humber
9794,117659,1997-11-01,Yorkshire & Humber
8852,117659,1997-11-01,East Midlands
12514,117659,1997-11-01,London
9756,117659,1997-11-01,South West
10672,117659,1997-11-01,North West
6224,117659,1997-11-01,Wales
21671,117659,1997-11-01,South East
5724,117659,1997-11-01,East Anglia
9350,117659,1997-11-01,Scotland
6994,117659,1997-11-01,North
4551,117659,1997-11-01,Northern Ireland
10622,117659,1997-11-01,West Midlands
8891,117241,1997-12-01,East Midlands
10673,117241,1997-12-01,North West
5779,117241,1997-12-01,East Anglia
10285,117241,1997-12-01,West Midlands
9391,117241,1997-12-01,Scotland
9708,117241,1997-12-01,South West
6998,117241,1997-12-01,North
9717,117241,1997-12-01,Yorkshire & Humber
6141,117241,1997-12-01,Wales
12501,117241,1997-12-01,London
4611,117241,1997-12-01,Northern Ireland
21604,117241,1997-12-01,South East
4463,115152,1998-01-01,Northern Ireland
9524,115152,1998-01-01,South West
8630,115152,1998-01-01,East Midlands
6861,115152,1998-01-01,North
5644,115152,1998-01-01,East Anglia
10581,115152,1998-01-01,North West
9282,115152,1998-01-01,Scotland
9535,115152,1998-01-01,Yorkshire & Humber
5978,115152,1998-01-01,Wales
12111,115152,1998-01-01,London
21296,115152,1998-01-01,South East
10362,115152,1998-01-01,West Midlands
10849,103493,1998-02-01,London
8500,103493,1998-02-01,South West
7709,103493,1998-02-01,East Midlands
8769,103493,1998-02-01,Yorkshire & Humber
4557,103493,1998-02-01,East Anglia
3781,103493,1998-02-01,Northern Ireland
6123,103493,1998-02-01,North
5100,103493,1998-02-01,Wales
9700,103493,1998-02-01,West Midlands
20160,103493,1998-02-01,South East
9265,103493,1998-02-01,North West
8157,103493,1998-02-01,Scotland
6237,105832,1998-03-01,North
11343,105832,1998-03-01,London
8889,105832,1998-03-01,Yorkshire & Humber
8302,105832,1998-03-01,Scotland
5281,105832,1998-03-01,Wales
20561,105832,1998-03-01,South East
9328,105832,1998-03-01,North West
4840,105832,1998-03-01,East Anglia
9924,105832,1998-03-01,West Midlands
3803,105832,1998-03-01,Northern Ireland
7858,105832,1998-03-01,East Midlands
8703,105832,1998-03-01,South West
5008,107681,1998-04-01,East Anglia
11470,107681,1998-04-01,London
8808,107681,1998-04-01,South West
5399,107681,1998-04-01,Wales
20859,107681,1998-04-01,South East
9026,107681,1998-04-01,Yorkshire & Humber
6446,107681,1998-04-01,North
3936,107681,1998-04-01,Northern Ireland
7991,107681,1998-04-01,East Midlands
9923,107681,1998-04-01,West Midlands
8446,107681,1998-04-01,Scotland
9487,107681,1998-04-01,North West
8630,109251,1998-05-01,Scotland
3982,109251,1998-05-01,Northern Ireland
8960,109251,1998-05-01,South West
21264,109251,1998-05-01,South East
6491,109251,1998-05-01,North
10034,109251,1998-05-01,West Midlands
11761,109251,1998-05-01,London
5019,109251,1998-05-01,East Anglia
9580,109251,1998-05-01,North West
5430,109251,1998-05-01,Wales
8079,109251,1998-05-01,East Midlands
9103,109251,1998-05-01,Yorkshire & Humber
10280,111444,1998-06-01,West Midlands
11893,111444,1998-06-01,London
5082,111444,1998-06-01,East Anglia
8212,111444,1998-06-01,East Midlands
9239,111444,1998-06-01,Yorkshire & Humber
6646,111444,1998-06-01,North
8882,111444,1998-06-01,Scotland
3979,111444,1998-06-01,Northern Ireland
9186,111444,1998-06-01,South West
21687,111444,1998-06-01,South East
9923,111444,1998-06-01,North West
5502,111444,1998-06-01,Wales
9091,109571,1998-07-01,Yorkshire & Humber
21240,109571,1998-07-01,South East
8650,109571,1998-07-01,Scotland
5451,109571,1998-07-01,Wales
8111,109571,1998-07-01,East Midlands
9772,109571,1998-07-01,North West
10195,109571,1998-07-01,West Midlands
3874,109571,1998-07-01,Northern Ireland
8975,109571,1998-07-01,South West
5016,109571,1998-07-01,East Anglia
6545,109571,1998-07-01,North
11716,109571,1998-07-01,London
10147,108215,1998-08-01,West Midlands
11706,108215,1998-08-01,London
6478,108215,1998-08-01,North
8963,108215,1998-08-01,South West
5008,108215,1998-08-01,East Anglia
21026,108215,1998-08-01,South East
8085,108215,1998-08-01,East Midlands
3333,108215,1998-08-01,Northern Ireland
5356,108215,1998-08-01,Wales
9697,108215,1998-08-01,North West
8664,108215,1998-08-01,Scotland
9024,108215,1998-08-01,Yorkshire & Humber
9835,109148,1998-09-01,North West
4975,109148,1998-09-01,East Anglia
20993,109148,1998-09-01,South East
8969,109148,1998-09-01,South West
9046,109148,1998-09-01,Yorkshire & Humber
11821,109148,1998-09-01,London
10153,109148,1998-09-01,West Midlands
5416,109148,1998-09-01,Wales
8709,109148,1998-09-01,Scotland
6541,109148,1998-09-01,North
3889,109148,1998-09-01,Northern Ireland
8089,109148,1998-09-01,East Midlands
9793,108530,1998-10-01,North West
5015,108530,1998-10-01,East Anglia
8956,108530,1998-10-01,South West
5401,108530,1998-10-01,Wales
6462,108530,1998-10-01,North
10004,108530,1998-10-01,West Midlands
20756,108530,1998-10-01,South East
7981,108530,1998-10-01,East Midlands
11720,108530,1998-10-01,London
3936,108530,1998-10-01,Northern Ireland
8698,108530,1998-10-01,Scotland
8946,108530,1998-10-01,Yorkshire & Humber
11876,110134,1998-11-01,London
9116,110134,1998-11-01,South West
21178,110134,1998-11-01,South East
5442,110134,1998-11-01,Wales
6603,110134,1998-11-01,North
8183,110134,1998-11-01,East Midlands
8664,110134,1998-11-01,Scotland
9960,110134,1998-11-01,North West
4011,110134,1998-11-01,Northern Ireland
5042,110134,1998-11-01,East Anglia
9031,110134,1998-11-01,Yorkshire & Humber
10077,110134,1998-11-01,West Midlands
9134,109954,1998-12-01,South West
21179,109954,1998-12-01,South East
9015,109954,1998-12-01,Yorkshire & Humber
5436,109954,1998-12-01,Wales
9912,109954,1998-12-01,North West
10167,109954,1998-12-01,West Midlands
8198,109954,1998-12-01,East Midlands
8627,109954,1998-12-01,Scotland
6425,109954,1998-12-01,North
11755,109954,1998-12-01,London
4042,109954,1998-12-01,Northern Ireland
5102,109954,1998-12-01,East Anglia
6380,76829,1999-01-01,South West
8089,76829,1999-01-01,London
6615,76829,1999-01-01,North West
6277,76829,1999-01-01,Yorkshire & Humber
3377,76829,1999-01-01,East Anglia
6725,76829,1999-01-01,West Midlands
5941,76829,1999-01-01,Scotland
4837,76829,1999-01-01,Wales
4094,76829,1999-01-01,North
1081,76829,1999-01-01,Northern Ireland
6594,76829,1999-01-01,East Midlands
16007,76829,1999-01-01,South East
